Question,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
" Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with? ",50,,,,"Kaleb started his own lawn mowing business. In the spring he made var_A dollars mowing lawns and in the summer he made var_B dollars. If he had to spend var_C dollars buying supplies, how much money did he end up with?",var_A + var_B - var_C,"```python
var_A = 0  # replace with the amount made in spring
var_B = 0  # replace with the amount made in summer
var_C = 0  # replace with the amount spent on supplies

total_money = (var_A + var_B) - var_C
```","{'var_A': 4.0, 'var_B': 50.0, 'var_C': 4.0}",True,"must be real number, not NoneType"
" Amy had 4 music files and 21 video files on her flash drive. If she deleted 23 of the files, how many files were still on her flash drive? ",2,,,,"Amy had var_A music files and var_B video files on her flash drive. If she deleted var_C of the files, how many files were still on her flash drive?",var_A + var_B - var_C,"```python
var_A = 10  # Example value for music files
var_B = 5   # Example value for video files
var_C = 3   # Example value for deleted files

remaining_files = (var_A + var_B) - var_C
print(remaining_files)
```","{'var_A': 4.0, 'var_B': 21.0, 'var_C': 23.0}",True,"must be real number, not NoneType"
" At the town carnival Oliver rode the ferris wheel 5 times and the bumper cars 4 times. If each ride cost 7 tickets, how many tickets did he use? ",63,,,,"At the town carnival Oliver rode the ferris wheel var_A times and the bumper cars var_B times. If each ride cost var_C tickets, how many tickets did he use?",var_C * (var_A + var_B),"```python
var_A = 5  # number of ferris wheel rides
var_B = 3  # number of bumper car rides
var_C = 2  # cost per ride in tickets

total_tickets_used = (var_A + var_B) * var_C
```","{'var_A': 5.0, 'var_B': 4.0, 'var_C': 7.0}",True,"must be real number, not NoneType"
" Each chocolate bar in a box cost $3. If a box had 7 bars total and Olivia sold all but 4 bars, how much money would she have made? ",9,,,,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Olivia sold all but var_C bars, how much money would she have made?",var_A * (var_B - var_C),"```python
var_A = 1.5  # cost per chocolate bar
var_B = 10   # total number of bars in the box
var_C = 3    # number of bars not sold

total_bars_sold = var_B - var_C
money_made = total_bars_sold * var_A
```","{'var_A': 3.0, 'var_B': 7.0, 'var_C': 4.0}",True,"must be real number, not NoneType"
" Wendy uploaded 22 pictures from her phone and 2 from her camera to facebook. If she sorted the pics into 4 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",6,,,,"Wendy uploaded var_A pictures from her phone and var_B from her camera to facebook. If she sorted the pics into var_C different albums with the same amount of pics in each album, how many pictures were in each of the albums?",\(\frac{\text{var\_A} + \text{var\_B}}{\text{var\_C}}\),"```python
var_A = 10  # Example value for pictures from phone
var_B = 20  # Example value for pictures from camera
var_C = 5   # Example value for number of albums

total_pictures = var_A + var_B
pictures_per_album = total_pictures // var_C
```","{'var_A': 22.0, 'var_B': 2.0, 'var_C': 4.0}",True,"must be real number, not NoneType"
 Wendy had 82 files on her computer. She deleted 37 of them and put the rest into folders with 5 files in each one. How many folders did Wendy end up with? ,9,,,,Wendy had var_A files on her computer. She deleted var_B of them and put the rest into folders with var_C files in each one. How many folders did Wendy end up with?,(var_A - var_B) / var_C,"```python
var_A = 100  # Example value for total files
var_B = 30   # Example value for deleted files
var_C = 5    # Example value for files in each folder

remaining_files = var_A - var_B
folders = remaining_files // var_C
print(folders)
```","{'var_A': 82.0, 'var_B': 37.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" For a birthday party Tom bought 4 regular sodas and 52 diet sodas. If his fridge would only hold 7 on each shelf, how many shelves would he fill up? ",8,,,,"For a birthday party Tom bought var_A regular sodas and var_B diet sodas. If his fridge would only hold var_C on each shelf, how many shelves would he fill up?",\(\frac{var_A + var_B}{var_C}\),"```python
import math

var_A = 10  # replace with the actual number of regular sodas
var_B = 5   # replace with the actual number of diet sodas
var_C = 6   # replace with the actual capacity of each shelf

total_sodas = var_A + var_B
shelves_needed = math.ceil(total_sodas / var_C)

print(shelves_needed)
```","{'var_A': 4.0, 'var_B': 52.0, 'var_C': 7.0}",True,"must be real number, not NoneType"
" There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56,,,,"There were var_A girls and var_B boys trying out for the schools basketball team. If only var_C of them got called back, how many students didn't make the cut?",var_A + var_B - var_C,"```python
var_A = 10  # number of girls
var_B = 15  # number of boys
var_C = 8   # number of students called back

total_students = var_A + var_B
students_not_called_back = total_students - var_C
```","{'var_A': 30.0, 'var_B': 36.0, 'var_C': 10.0}",True,"must be real number, not NoneType"
" At lunch a waiter had 9 customers and 5 of them didn't leave a tip. If he got $8 each from the ones who did tip, how much money did he earn? ",32,,,,"At lunch a waiter had var_A customers and var_B of them didn't leave a tip. If he got $ var_C each from the ones who did tip, how much money did he earn?",(var_A - var_B) * var_C,"```python
var_A = 10  # Example value for total customers
var_B = 4   # Example value for customers who didn't tip
var_C = 5   # Example value for tip amount

customers_who_tipped = var_A - var_B
total_earnings = customers_who_tipped * var_C
```","{'var_A': 9.0, 'var_B': 5.0, 'var_C': 8.0}",True,"must be real number, not NoneType"
" Robin uploaded 35 pictures from her phone and 5 from her camera to facebook. If she sorted the pics into 5 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",8,,,,"Robin uploaded var_A pictures from her phone and var_B from her camera to facebook. If she sorted the pics into var_C different albums with the same amount of pics in each album, how many pictures were in each of the albums?",\(\frac{\text{var\_A} + \text{var\_B}}{\text{var\_C}}\),"```python
var_A = 10  # number of pictures from phone
var_B = 20  # number of pictures from camera
var_C = 5   # number of albums

total_pictures = var_A + var_B
pictures_per_album = total_pictures // var_C
```","{'var_A': 35.0, 'var_B': 5.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" At the fair there were 30 people in line for the bumper cars. If 10 of them got tired of waiting and left and 5 more got in line, how many people would be in line? ",25,,,,"At the fair there were var_A people in line for the bumper cars. If var_B of them got tired of waiting and left and var_C more got in line, how many people would be in line?",var_A - var_B + var_C,"```python
var_A = 100  # Example value for initial people in line
var_B = 20   # Example value for people who left
var_C = 10   # Example value for people who got in line

people_in_line = var_A - var_B + var_C
print(people_in_line)
```","{'var_A': 30.0, 'var_B': 10.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24,,,,"Edward was trying to expand his game collection. He bought var_A games from a friend and bought var_B more at a garage sale. If var_C of the games didn't work, how many good games did he end up with?",var_A + var_B - var_C,"```python
var_A = 10  # Example value for games bought from a friend
var_B = 5   # Example value for games bought at a garage sale
var_C = 3   # Example value for games that didn't work

good_games = (var_A + var_B) - var_C
print(good_games)
```","{'var_A': 41.0, 'var_B': 14.0, 'var_C': 31.0}",True,"must be real number, not NoneType"
" Gwen earned 8 points for each bag of cans she recycled. If she had 4 bags, but didn't recycle 2 of them, how many points would she have earned? ",16,,,,"Gwen earned var_A points for each bag of cans she recycled. If she had var_B bags, but didn't recycle var_C of them, how many points would she have earned?",var_A * (var_B - var_C),"```python
var_A = 10  # points earned per bag
var_B = 20  # total bags
var_C = 5   # bags not recycled

points_earned = (var_B - var_C) * var_A
```","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
 Emily was planting vegetables in her garden. She started with 42 seeds and planted 36 of them in the big garden and in each of her small gardens put 2 seeds each. How many small gardens did Emily have? ,3,,,,Emily was planting vegetables in her garden. She started with var_A seeds and planted var_B of them in the big garden and in each of her small gardens put var_C seeds each. How many small gardens did Emily have?,(var_A - var_B) / var_C,"```python
var_A = 100  # total seeds
var_B = 30   # seeds in big garden
var_C = 10   # seeds in each small garden

small_gardens = (var_A - var_B) // var_C
print(small_gardens)
```","{'var_A': 42.0, 'var_B': 36.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
" Chloe picked 48 carrots from her garden. If she threw out 45 of them and then picked 42 more the next day, how many carrots would she have total? ",45,,,,"Chloe picked var_A carrots from her garden. If she threw out var_B of them and then picked var_C more the next day, how many carrots would she have total?",var_A - var_B + var_C,"```python
def total_carrots(var_A, var_B, var_C):
    return var_A - var_B + var_C
```","{'var_A': 48.0, 'var_B': 45.0, 'var_C': 42.0}",True,"must be real number, not NoneType"
 Zoe was unboxing some of her old winter clothes. She found 8 boxes of clothing and inside each box there were 4 scarves and 6 mittens. How many pieces of winter clothing did Zoe have total? ,80,,,,Zoe was unboxing some of her old winter clothes. She found var_A boxes of clothing and inside each box there were var_B scarves and var_C mittens. How many pieces of winter clothing did Zoe have total?,var_A * (var_B + var_C),"```python
var_A = 5  # Example value for boxes
var_B = 3  # Example value for scarves per box
var_C = 2  # Example value for mittens per box

total_clothing = var_A * (var_B + var_C)
print(total_clothing)
```","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
" There were 13 friends playing a video game online when 8 players quit. If each player left had 6 lives, how many lives did they have total? ",30,,,,"There were var_A friends playing a video game online when var_B players quit. If each player left had var_C lives, how many lives did they have total?",var_B * var_C,"```python
var_A = 10  # Example value for total friends
var_B = 3   # Example value for players who quit
var_C = 5   # Example value for lives each player had

total_lives = var_B * var_C
print(total_lives)
```","{'var_A': 13.0, 'var_B': 8.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
" Carol and her mom were picking carrots from their garden. Carol picked 29 and her mother picked 16. If only 38 of the carrots were good, how many bad carrots did they have? ",7,,,,"Carol and her mom were picking carrots from their garden. Carol picked var_A and her mother picked var_B If only var_C of the carrots were good, how many bad carrots did they have?",var_A + var_B - var_C,"```python
var_A = # number of carrots picked by Carol
var_B = # number of carrots picked by her mom
var_C = # number of good carrots

total_carrots = var_A + var_B
bad_carrots = total_carrots - var_C
```","{'var_A': 29.0, 'var_B': 16.0, 'var_C': 38.0}",True,"must be real number, not NoneType"
" A company invited 18 people to a luncheon, but 12 of them didn't show up. If the tables they had held 3 people each, how many tables do they need? ",2,,,,"A company invited var_A people to a luncheon, but var_B of them didn't show up. If the tables they had held var_C people each, how many tables do they need?",\(\frac{var_A - var_B}{var_C}\),"```python
def calculate_tables(var_A, var_B, var_C):
    attendees = var_A - var_B
    tables_needed = (attendees + var_C - 1) // var_C  # Ceiling division
    return tables_needed
```","{'var_A': 18.0, 'var_B': 12.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" A waiter had 14 customers to wait on. If 3 customers left and he got another 39 customers, how many customers would he have? ",50,,,,"A waiter had var_A customers to wait on. If var_B customers left and he got another var_C customers, how many customers would he have?",var_A - var_B + var_C,"```python
var_A = 10  # Example value for initial customers
var_B = 3   # Example value for customers that left
var_C = 5   # Example value for new customers

total_customers = var_A - var_B + var_C
```","{'var_A': 14.0, 'var_B': 3.0, 'var_C': 39.0}",True,"must be real number, not NoneType"
 For Halloween Haley scored 33 pieces of candy. She ate 17 pieces the first night and then her sister gave her 19 more pieces. How many pieces of candy does Haley have now? ,35,,,,For Halloween Haley scored var_A pieces of candy. She ate var_B pieces the first night and then her sister gave her var_C more pieces. How many pieces of candy does Haley have now?,var_A - var_B + var_C,"```python
var_A = 10  # Example value for total pieces of candy
var_B = 3   # Example value for pieces eaten the first night
var_C = 5   # Example value for pieces given by sister

total_candy = var_A - var_B + var_C
print(total_candy)
```","{'var_A': 33.0, 'var_B': 17.0, 'var_C': 19.0}",True,"must be real number, not NoneType"
" At the arcade, Jerry won 29 tickets playing 'whack a mole' and 17 tickets playing 'skee ball'. If he spent 12 of his tickets on a hat, how many tickets does Jerry have left? ",34,,,,"At the arcade, Jerry won var_A tickets playing 'whack a mole' and var_B tickets playing 'skee ball'. If he spent var_C of his tickets on a hat, how many tickets does Jerry have left?",var_A + var_B - var_C,"```python
var_A = 10  # Example value for tickets won from 'whack a mole'
var_B = 15  # Example value for tickets won from 'skee ball'
var_C = 5   # Example value for tickets spent on a hat

tickets_left = (var_A + var_B) - var_C
```","{'var_A': 29.0, 'var_B': 17.0, 'var_C': 12.0}",True,"must be real number, not NoneType"
" Sarah had 4 pages of math homework and 6 pages of reading homework. If each page had 4 problems on it, how many problems did she have to complete total? ",40,,,,"Sarah had var_A pages of math homework and var_B pages of reading homework. If each page had var_C problems on it, how many problems did she have to complete total?",var_C * (var_A + var_B),"```python
total_problems = (var_A + var_B) * var_C
```","{'var_A': 4.0, 'var_B': 6.0, 'var_C': 4.0}",True,"must be real number, not NoneType"
" Rachel was playing a video game and had 10 lives. In a hard part of the game she lost 4 lives. If she got 26 more lives in the next level, how many lives would she have? ",32,,,,"Rachel was playing a video game and had var_A lives. In a hard part of the game she lost var_B lives. If she got var_C more lives in the next level, how many lives would she have?",var_A - var_B + var_C,"```python
var_A = 10  # initial lives
var_B = 3   # lives lost
var_C = 5   # lives gained

lives_remaining = var_A - var_B + var_C
print(lives_remaining)
```","{'var_A': 10.0, 'var_B': 4.0, 'var_C': 26.0}",True,"must be real number, not NoneType"
 Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7,,,,Carol was playing a trivia game. In the first round she scored var_A points and in the second round she scored var_B points. In the last round she lost var_C points. How many points did she have at the end of the game?,var_A + var_B - var_C,"```python
var_A = 0  # replace with actual score from the first round
var_B = 0  # replace with actual score from the second round
var_C = 0  # replace with actual points lost in the last round

total_points = var_A + var_B - var_C
```","{'var_A': 17.0, 'var_B': 6.0, 'var_C': 16.0}",True,"must be real number, not NoneType"
" For Halloween Sarah received 66 pieces of candy from neighbors and 15 pieces from her older sister. If she only ate 9 pieces a day, how long would the candy last her? ",9,,,,"For Halloween Sarah received var_A pieces of candy from neighbors and var_B pieces from her older sister. If she only ate var_C pieces a day, how long would the candy last her?",(var_A + var_B) / var_C,"```python
var_A = 0  # number of pieces from neighbors
var_B = 0  # number of pieces from older sister
var_C = 0  # pieces eaten per day

total_candy = var_A + var_B
days_last = total_candy // var_C if var_C > 0 else 0
```","{'var_A': 66.0, 'var_B': 15.0, 'var_C': 9.0}",True,"must be real number, not NoneType"
" Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ",24,,,,"Edward started his own lawn mowing business. In the spring he made var_A dollars mowing lawns and in the summer he made var_B dollars. If he had to spend var_C dollars buying supplies, how much money did he end up with?",var_A + var_B - var_C,"```python
var_A = 0  # replace with the amount made in spring
var_B = 0  # replace with the amount made in summer
var_C = 0  # replace with the amount spent on supplies

total_money = var_A + var_B - var_C
```","{'var_A': 2.0, 'var_B': 27.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" Vanessa and her friends were recycling paper for their class. For every 9 pounds they recycled they earned one point. If Vanessa recycled 20 pounds and her friends recycled 16 pounds, how many points did they earn? ",4,,,,"Vanessa and her friends were recycling paper for their class. For every var_A pounds they recycled they earned one point. If Vanessa recycled var_B pounds and her friends recycled var_C pounds, how many points did they earn?",\(\frac{var_B + var_C}{var_A}\),"```python
var_A = 10  # Example value for pounds needed for one point
var_B = 25  # Example value for pounds Vanessa recycled
var_C = 15  # Example value for pounds her friends recycled

total_recycled = var_B + var_C
points_earned = total_recycled // var_A
```","{'var_A': 9.0, 'var_B': 20.0, 'var_C': 16.0}",True,"must be real number, not NoneType"
" While playing at the arcade, Luke won 2 tickets playing 'whack a mole' and 13 tickets playing 'skee ball'. If he was trying to buy candy that cost 3 tickets a piece, how many could he buy? ",5,,,,"While playing at the arcade, Luke won var_A tickets playing 'whack a mole' and var_B tickets playing 'skee ball'. If he was trying to buy candy that cost var_C tickets a piece, how many could he buy?",\(\frac{var_A + var_B}{var_C}\),"```python
var_A = 10  # Example value for tickets won from 'whack a mole'
var_B = 15  # Example value for tickets won from 'skee ball'
var_C = 3   # Example value for cost of candy in tickets

total_tickets = var_A + var_B
candies_bought = total_tickets // var_C
```","{'var_A': 2.0, 'var_B': 13.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" Oliver had 11 socks. If he threw away 4 old ones that didn't fit and bought 26 new ones, how many socks would he have? ",33,,,,"Oliver had var_A socks. If he threw away var_B old ones that didn't fit and bought var_C new ones, how many socks would he have?",var_A - var_B + var_C,"```python
def calculate_socks(var_A, var_B, var_C):
    return var_A - var_B + var_C
```","{'var_A': 11.0, 'var_B': 4.0, 'var_C': 26.0}",True,"must be real number, not NoneType"
" Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5,,,,"Dave had to wash var_A short sleeve shirts and var_B long sleeve shirts before school. If he had only washed var_C of them by the time school started, how many did he not wash?",var_A + var_B - var_C,"```python
var_A = 10  # Example value for short sleeve shirts
var_B = 5   # Example value for long sleeve shirts
var_C = 8   # Example value for shirts washed

total_shirts = var_A + var_B
not_washed = total_shirts - var_C
print(not_washed)
```","{'var_A': 29.0, 'var_B': 11.0, 'var_C': 35.0}",True,"must be real number, not NoneType"
 A group of 3 friends went into a restaurant. The chef already had 6 chicken wings cooked but cooked 3 more for the group. If they each got the same amount how many would each person get? ,3,,,,A group of var_A friends went into a restaurant. The chef already had var_B chicken wings cooked but cooked var_C more for the group. If they each got the same amount how many would each person get?,\(\frac{var_B + var_C}{var_A}\),"```python
var_A = 10  # number of friends
var_B = 20  # already cooked chicken wings
var_C = 30  # more chicken wings cooked

total_wings = var_B + var_C
wings_per_person = total_wings // var_A
```","{'var_A': 3.0, 'var_B': 6.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
 Katie had 85 files on her computer. She deleted 40 of them and put the rest into folders with 5 files in each one. How many folders did Katie end up with? ,9,,,,Katie had var_A files on her computer. She deleted var_B of them and put the rest into folders with var_C files in each one. How many folders did Katie end up with?,\(\frac{var_A - var_B}{var_C}\),"```python
var_A = 100  # Example value for total files
var_B = 30   # Example value for deleted files
var_C = 5    # Example value for files in each folder

remaining_files = var_A - var_B
folders = remaining_files // var_C
print(folders)
```","{'var_A': 85.0, 'var_B': 40.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" For Halloween Katie and her sister combined the candy they received. Katie had 10 pieces of candy while her sister had 6. If they ate 9 pieces the first night, how many pieces do they have left? ",7,,,,"For Halloween Katie and her sister combined the candy they received. Katie had var_A pieces of candy while her sister had var_B If they ate var_C pieces the first night, how many pieces do they have left?",var_A + var_B - var_C,"```python
var_A = 0  # replace with the number of pieces Katie had
var_B = 0  # replace with the number of pieces her sister had
var_C = 0  # replace with the number of pieces they ate the first night

total_candy_left = (var_A + var_B) - var_C
```","{'var_A': 10.0, 'var_B': 6.0, 'var_C': 9.0}",True,"must be real number, not NoneType"
" Frank had saved up 3 dollars. If he received another 37 dollars for his allowance, how many 8 dollar toys could he buy? ",5,,,,"Frank had saved up var_A dollars. If he received another var_B dollars for his allowance, how many var_C dollar toys could he buy?",(var_A + var_B) / var_C,"```python
var_A = 100  # Example value for saved dollars
var_B = 50   # Example value for allowance
var_C = 20   # Example value for toy price

total_money = var_A + var_B
toys_can_buy = total_money // var_C
```","{'var_A': 3.0, 'var_B': 37.0, 'var_C': 8.0}",True,"must be real number, not NoneType"
 A store had 48 coloring books in stock. They ended up putting them on sale and getting rid of 38 of them. The put the ones they still had onto shelves with 5 on each shelf. How many shelves did they use? ,2,,,,A store had var_A coloring books in stock. They ended up putting them on sale and getting rid of var_B of them. The put the ones they still had onto shelves with var_C on each shelf. How many shelves did they use?,( var_A - var_B ) / var_C,"```python
var_A = # total coloring books in stock
var_B = # coloring books sold
var_C = # coloring books per shelf

remaining_books = var_A - var_B
shelves_used = remaining_books // var_C
if remaining_books % var_C != 0:
    shelves_used += 1

print(shelves_used)
```","{'var_A': 48.0, 'var_B': 38.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
 Lana was unboxing some of her old winter clothes. She found 3 boxes of clothing and inside each box there were 3 scarves and 4 mittens. How many pieces of winter clothing did Lana have total? ,21,,,,Lana was unboxing some of her old winter clothes. She found var_A boxes of clothing and inside each box there were var_B scarves and var_C mittens. How many pieces of winter clothing did Lana have total?,var_A * (var_B + var_C),"```python
var_A = 10  # Example value for boxes
var_B = 5   # Example value for scarves per box
var_C = 3   # Example value for mittens per box

total_clothing = var_A * (var_B + var_C)
print(total_clothing)
```","{'var_A': 3.0, 'var_B': 3.0, 'var_C': 4.0}",True,"must be real number, not NoneType"
" The school cafeteria had 14 apples. If they used 13 to make lunch for the students and then bought 49 more, how many apples would they have? ",50,,,,"The school cafeteria had var_A apples. If they used var_B to make lunch for the students and then bought var_C more, how many apples would they have?",var_A - var_B + var_C,"```python
var_A = 10  # Example value for initial apples
var_B = 3   # Example value for apples used
var_C = 5   # Example value for apples bought

total_apples = var_A - var_B + var_C
```","{'var_A': 14.0, 'var_B': 13.0, 'var_C': 49.0}",True,"must be real number, not NoneType"
" There were 9 girls and 14 boys trying out for the schools basketball team. If only 2 of them got called back, how many students didn't make the cut? ",21,,,,"There were var_A girls and var_B boys trying out for the schools basketball team. If only var_C of them got called back, how many students didn't make the cut?",var_A + var_B - var_C,"```python
var_A = 10  # number of girls
var_B = 15  # number of boys
var_C = 8   # number of students called back

total_students = var_A + var_B
students_not_called_back = total_students - var_C
```","{'var_A': 9.0, 'var_B': 14.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
 A store had 5 oranges in a bin. If they threw away 2 of the old ones and put 28 new ones in the bin how many would be in the bin? ,31,,,,A store had var_A oranges in a bin. If they threw away var_B of the old ones and put var_C new ones in the bin how many would be in the bin?,var_A - var_B + var_C,"```python
def calculate_oranges(var_A, var_B, var_C):
    return var_A - var_B + var_C
```","{'var_A': 5.0, 'var_B': 2.0, 'var_C': 28.0}",True,"must be real number, not NoneType"
" Debby's class is going on a field trip to the zoo. If each van can hold 4 people and there are 2 students and 6 adults going, how many vans will they need? ",2,,,,"Debby's class is going on a field trip to the zoo. If each van can hold var_A people and there are var_B students and var_C adults going, how many vans will they need?",\(\lceil \frac{var_B + var_C}{var_A} \rceil\),"```python
import math

var_A = 10  # capacity of each van
var_B = 30  # number of students
var_C = 15  # number of adults

total_people = var_B + var_C
vans_needed = math.ceil(total_people / var_A)

print(vans_needed)
```","{'var_A': 4.0, 'var_B': 2.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
 A toy store had 5 giant stuffed bears in stock when they got another shipment with 7 bears in it. The put the bears onto shelves with 6 on each shelf. How many shelves did they use? ,2,,,,A toy store had var_A giant stuffed bears in stock when they got another shipment with var_B bears in it. The put the bears onto shelves with var_C on each shelf. How many shelves did they use?,(var_A + var_B) / var_C,"```python
var_A = 10  # Example value for giant stuffed bears in stock
var_B = 5   # Example value for bears in the new shipment
var_C = 3   # Example value for bears on each shelf

total_bears = var_A + var_B
shelves_used = total_bears // var_C + (total_bears % var_C > 0)
print(shelves_used)
```","{'var_A': 5.0, 'var_B': 7.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
" Each chocolate bar in a box cost $2. If a box had 13 bars total and Rachel sold all but 4 bars, how much money would she have made? ",18,,,,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Rachel sold all but var_C bars, how much money would she have made?",(var_B - var_C) * var_A,"```python
var_A = 1.5  # cost per chocolate bar
var_B = 10   # total number of bars in the box
var_C = 3    # number of bars not sold

money_made = (var_B - var_C) * var_A
```","{'var_A': 2.0, 'var_B': 13.0, 'var_C': 4.0}",True,"must be real number, not NoneType"
" John had 6 action figures, but needed 11 total for a complete collection. If each one costs $6, how much money would he need to finish his collection? ",30,,,,"John had var_A action figures, but needed var_B total for a complete collection. If each one costs $ var_C how much money would he need to finish his collection?",(var_B - var_A) * var_C,"```python
var_A = 10  # Example value for action figures John has
var_B = 20  # Example value for total action figures needed
var_C = 5   # Example value for cost per action figure

needed_figures = var_B - var_A
total_cost = needed_figures * var_C
print(total_cost)
```","{'var_A': 6.0, 'var_B': 11.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
" Each chocolate bar in a box cost $3. If a box had 9 bars total and Wendy sold all but 3 bars, how much money would she have made? ",18,,,,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Wendy sold all but var_C bars, how much money would she have made?",(var_B - var_C) * var_A,"```python
var_A = 1.5  # cost per chocolate bar
var_B = 10   # total number of bars in the box
var_C = 3    # number of bars not sold

money_made = (var_B - var_C) * var_A
```","{'var_A': 3.0, 'var_B': 9.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" At Oliver's Restaurant a group with 2 adults and 4 children came in to eat. If each meal cost 3 dollars, how much was the bill? ",18,,,,"At Oliver's Restaurant a group with var_A adults and var_B children came in to eat. If each meal cost var_C dollars, how much was the bill?",(var_A + var_B) * var_C,"```python
var_A = # number of adults
var_B = # number of children
var_C = # cost per meal

total_bill = (var_A + var_B) * var_C
```","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" A worksheet had 4 problems on it. If a teacher had 16 worksheets to grade and had already graded 8 of them, how many more problems does she have to grade? ",32,,,,"A worksheet had var_A problems on it. If a teacher had var_B worksheets to grade and had already graded var_C of them, how many more problems does she have to grade?",(var_B * var_A) - var_C,"```python
def remaining_problems(var_A, var_B, var_C):
    total_problems = var_A * (var_B - var_C)
    return total_problems
```","{'var_A': 4.0, 'var_B': 16.0, 'var_C': 8.0}",True,"must be real number, not NoneType"
" There are 25 students trying out for the school's trivia teams. If 15 of them didn't get picked for the team and the rest were put into 2 groups, how many students would be in each group? ",5,,,,"There are var_A students trying out for the school's trivia teams. If var_B of them didn't get picked for the team and the rest were put into var_C groups, how many students would be in each group?",( var_A - var_B ) / var_C,"```python
var_A = 30  # total students
var_B = 10  # students not picked
var_C = 4   # groups

students_picked = var_A - var_B
students_per_group = students_picked // var_C
```","{'var_A': 25.0, 'var_B': 15.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
" Edward bought 79 tickets at the state fair. He spent 23 tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost 7 tickets, how many rides could he go on? ",8,,,,"Edward bought var_A tickets at the state fair. He spent var_B tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost var_C tickets, how many rides could he go on?",( var_A - var_B ) / var_C,"```python
var_A = 10  # total tickets Edward bought
var_B = 4   # tickets spent at the 'dunk a clown' booth
var_C = 2   # cost of each ride in tickets

remaining_tickets = var_A - var_B
number_of_rides = remaining_tickets // var_C
```","{'var_A': 79.0, 'var_B': 23.0, 'var_C': 7.0}",True,"must be real number, not NoneType"
