Question,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
" A chef needs to cook 16 potatoes. He has already cooked 7. If each potato takes 5 minutes to cook, how long will it take him to cook the rest? ",45,45,45.0,45.0,"A chef needs to cook var_A potatoes. He has already cooked var_B If each potato takes var_C minutes to cook, how long will it take him to cook the rest?","1. Determine the number of potatoes that still need to be cooked by subtracting the number of already cooked potatoes (7) from the total number of potatoes (16). 
   - Calculation: 16 - 7 = 9 potatoes remaining.

2. Identify the time it takes to cook each potato, which is given as 5 minutes.

3. Calculate the total time required to cook the remaining potatoes by multiplying the number of remaining potatoes (9) by the time it takes to cook each potato (5 minutes).
   - Formula: Total time = Number of remaining potatoes × Time per potato.

4. Perform the multiplication to find the total cooking time for the remaining potatoes. 
   - Calculation: 9 × 5 = 45 minutes.

5. Conclude that it will take the chef 45 minutes to cook the remaining potatoes.",(var_A - var_B) * var_C,"def solution(var_A, var_B, var_C):
    remaining_potatoes = var_A - var_B
    total_time = remaining_potatoes * var_C
    return total_time","{'var_A': 16.0, 'var_B': 7.0, 'var_C': 5.0}",False,
" Oliver had 33 dollars in January. By March he had spent 4 dollars. If he got another 32 dollars from his mom, how much money would he have? ",61,61,61.0,61.0,"Oliver had var_A dollars in January. By March he had spent var_B dollars. If he got another var_C dollars from his mom, how much money would he have?","1. Start with the initial amount of money Oliver had in January, which is 33 dollars.
2. Subtract the amount he spent by March, which is 4 dollars. This will give you the amount he has after spending.
3. Add the amount he received from his mom, which is 32 dollars, to the remaining amount after spending.
4. The final result will be the total amount of money Oliver has after these transactions.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 33.0, 'var_B': 4.0, 'var_C': 32.0}",False,
" Edward earned 4 dollars for each lawn he mowed. If he had 17 lawns to mow, but forgot to mow 9 of them, how much money did he actually earn? ",32,32,32.0,32.0,"Edward earned var_A dollars for each lawn he mowed. If he had var_B lawns to mow, but forgot to mow var_C of them, how much money did he actually earn?","1. Determine the number of lawns Edward actually mowed by subtracting the number of lawns he forgot to mow from the total number of lawns: 17 - 9.

2. Calculate the total number of lawns mowed.

3. Use the earnings per lawn to find the total earnings by multiplying the number of lawns mowed by the amount earned per lawn: (number of lawns mowed) * 4 dollars.

4. State the final amount Edward earned based on the calculations from the previous steps.",var_A * (var_B - var_C),"def solution(var_A, var_B, var_C):
    lawns_mowed = var_B - var_C
    total_earnings = lawns_mowed * var_A
    return total_earnings","{'var_A': 4.0, 'var_B': 17.0, 'var_C': 9.0}",False,
" A worksheet had 4 problems on it. If a teacher had 9 worksheets to grade and had already graded 5 of them, how many more problems does she have to grade? ",16,16,16.0,16.0,"A worksheet had var_A problems on it. If a teacher had var_B worksheets to grade and had already graded var_C of them, how many more problems does she have to grade?","1. Determine the total number of problems on all 9 worksheets by multiplying the number of problems per worksheet (4) by the total number of worksheets (9).
   - Formula: Total Problems = Problems per Worksheet × Total Worksheets

2. Calculate the total number of problems that have already been graded by multiplying the number of problems per worksheet (4) by the number of worksheets already graded (5).
   - Formula: Graded Problems = Problems per Worksheet × Graded Worksheets

3. Subtract the number of graded problems from the total number of problems to find out how many more problems need to be graded.
   - Formula: Remaining Problems = Total Problems - Graded Problems

4. The result from step 3 will give the number of problems the teacher still has to grade.",(var_A * var_B) - (var_A * var_C),"def solution(var_A, var_B, var_C):
    total_problems = var_A * var_B
    graded_problems = var_A * var_C
    remaining_problems = total_problems - graded_problems
    return remaining_problems","{'var_A': 4.0, 'var_B': 9.0, 'var_C': 5.0}",False,
" A trivia team had 9 members total, but during a game 3 members didn't show up. If each member that did show up scored 2 points, how many points were scored total? ",12,12,12.0,12.0,"A trivia team had var_A members total, but during a game var_B members didn't show up. If each member that did show up scored var_C points, how many points were scored total?","1. Determine the number of members that showed up by subtracting the number of members who didn't show up from the total number of members: 9 - 3 = 6 members showed up.

2. Identify the points scored by each member that showed up, which is given as 2 points.

3. Calculate the total points scored by multiplying the number of members that showed up by the points each scored: 6 members × 2 points/member.

4. Perform the multiplication to find the total points scored.",(var_A - var_B) * var_C,"def solution(var_A, var_B, var_C):
    members_showed_up = var_A - var_B
    total_points = members_showed_up * var_C
    return total_points","{'var_A': 9.0, 'var_B': 3.0, 'var_C': 2.0}",False,
" Ned was trying to expand his game collection. He bought 11 games from a friend and bought 22 more at a garage sale. If 19 of the games didn't work, how many good games did he end up with? ",14,14,14.0,14.0,"Ned was trying to expand his game collection. He bought var_A games from a friend and bought var_B more at a garage sale. If var_C of the games didn't work, how many good games did he end up with?","1. Start by calculating the total number of games Ned bought. This is done by adding the number of games bought from the friend (11) to the number of games bought at the garage sale (22). 
   - Formula: Total games = 11 + 22

2. Next, determine the number of games that did not work, which is given as 19.

3. To find the number of good games, subtract the number of non-working games (19) from the total number of games calculated in step 1.
   - Formula: Good games = Total games - 19

4. Perform the calculations from steps 1 and 3 to find the final answer.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_games = var_A + var_B
    good_games = total_games - var_C
    return good_games

exec(""print(solution(11, 22, 19))"")","{'var_A': 11.0, 'var_B': 22.0, 'var_C': 19.0}",False,
" Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry 8 trays at a time. If he had to pick up 9 trays from one table and 7 trays from another, how many trips will he make? ",2,2,2,2,"Jerry was helping the cafeteria workers pick up lunch trays, but he could only carry var_A trays at a time. If he had to pick up var_B trays from one table and var_C trays from another, how many trips will he make?","1. Calculate the total number of trays Jerry needs to pick up by adding the trays from both tables: 9 trays + 7 trays = total trays.
2. Determine the total number of trays Jerry needs to carry: total trays.
3. Use the formula for the number of trips: Number of trips = Total trays / Trays per trip (where Trays per trip = 8).
4. Since Jerry can only carry whole trays, round up the result from step 3 to the nearest whole number if necessary, as he cannot make a fraction of a trip.",math.ceil((var_B + var_C) / var_A),"def solution(var_A, var_B, var_C):
    total_trays = var_B + var_C
    trips = total_trays / var_A
    return int(trips) + (trips % 1 > 0)","{'var_A': 8.0, 'var_B': 9.0, 'var_C': 7.0}",False,
 Kaleb was selling his old games. He started out with 76 but sold 46 of them. He packed the rest up putting 5 games into each box. How many boxes did he have to use? ,6,,,,Kaleb was selling his old games. He started out with var_A but sold var_B of them. He packed the rest up putting var_C games into each box. How many boxes did he have to use?,"1. Determine the number of games Kaleb has left after selling some. This can be calculated by subtracting the number of games sold (46) from the initial number of games (76). 
   - Formula: Remaining games = Initial games - Sold games

2. Calculate the remaining games using the result from step 1.

3. To find out how many boxes Kaleb needs, divide the number of remaining games by the number of games he packed into each box (5).
   - Formula: Number of boxes = Remaining games / Games per box

4. If the division in step 3 does not result in a whole number, round up to the nearest whole number since he cannot use a fraction of a box. 

5. State the final answer as the total number of boxes used.",ceil((var_A - var_B) / var_C),"def solution(var_A, var_B, var_C):
    remaining_games = var_A - var_B
    number_of_boxes = (remaining_games + var_C - 1) // var_C
    return number_of_boxes","{'var_A': 76.0, 'var_B': 46.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" There were 2 friends playing a video game online when 2 more players joined the game. If each player had 3 lives, how many lives did they have total? ",12,12,12.0,12.0,"There were var_A friends playing a video game online when var_B more players joined the game. If each player had var_C lives, how many lives did they have total?","1. Identify the total number of players in the game. Start with the 2 friends and add the 2 additional players.
2. Calculate the total number of players: 2 (friends) + 2 (additional players) = 4 players.
3. Determine the number of lives each player has, which is given as 3 lives.
4. Use the formula for total lives: Total lives = Number of players × Lives per player.
5. Substitute the known values into the formula: Total lives = 4 players × 3 lives/player.
6. Calculate the total lives to find the answer.",(var_A + var_B) * var_C,"def solution(var_A, var_B, var_C):
    total_players = var_A + var_B
    total_lives = total_players * var_C
    return total_lives","{'var_A': 2.0, 'var_B': 2.0, 'var_C': 3.0}",False,
" Vanessa and her mom were picking carrots from their garden. Vanessa picked 17 and her mother picked 14. If only 24 of the carrots were good, how many bad carrots did they have? ",7,7,7.0,7.0,"Vanessa and her mom were picking carrots from their garden. Vanessa picked var_A and her mother picked var_B If only var_C of the carrots were good, how many bad carrots did they have?","1. Calculate the total number of carrots picked by Vanessa and her mom by adding the number of carrots each picked: 17 (Vanessa) + 14 (Mom).
2. Determine the total number of carrots picked by both by performing the addition from step 1.
3. Subtract the number of good carrots (24) from the total number of carrots picked (from step 2) to find the number of bad carrots.
4. The result from step 3 will give the total number of bad carrots.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_carrots = var_A + var_B
    bad_carrots = total_carrots - var_C
    return bad_carrots","{'var_A': 17.0, 'var_B': 14.0, 'var_C': 24.0}",False,
" A pet store has 6 bird cages. If each cage has 2 parrots and 7 parakeets in it, how many birds does the pet store have total? ",54,54,54.0,54.0,"A pet store has var_A bird cages. If each cage has var_B parrots and var_C parakeets in it, how many birds does the pet store have total?","1. Determine the number of birds in one cage by adding the number of parrots and parakeets: 
   - Each cage has 2 parrots and 7 parakeets.
   - Total birds in one cage = 2 (parrots) + 7 (parakeets).

2. Calculate the total number of birds in all cages by multiplying the total number of birds in one cage by the number of cages:
   - Total birds in all cages = Total birds in one cage × 6 (cages).

3. Perform the calculations to find the total number of birds in the pet store.",var_A * (var_B + var_C),"def solution(var_A, var_B, var_C):
    total_birds_in_one_cage = var_B + var_C
    total_birds_in_all_cages = total_birds_in_one_cage * var_A
    return total_birds_in_all_cages","{'var_A': 6.0, 'var_B': 2.0, 'var_C': 7.0}",False,
" Frank was collecting cans for recycling. On Saturday he filled 5 bags up and on Sunday he filled 3 more bags. If each bag had 5 cans in it, how many cans did he pick up total? ",40,40,40.0,40.0,"Frank was collecting cans for recycling. On Saturday he filled var_A bags up and on Sunday he filled var_B more bags. If each bag had var_C cans in it, how many cans did he pick up total?","1. Determine the total number of bags Frank filled over the weekend by adding the bags filled on Saturday and Sunday: 5 bags (Saturday) + 3 bags (Sunday).
2. Calculate the total number of bags filled: 5 + 3 = 8 bags.
3. Use the known quantity of cans per bag, which is 5 cans.
4. Multiply the total number of bags by the number of cans per bag to find the total number of cans: 8 bags × 5 cans/bag.
5. Perform the multiplication to find the total number of cans Frank picked up.",(var_A + var_B) * var_C,"def solution(var_A, var_B, var_C):
    total_bags = var_A + var_B
    total_cans = total_bags * var_C
    return total_cans","{'var_A': 5.0, 'var_B': 3.0, 'var_C': 5.0}",False,
" A waiter had 7 tables he was waiting on, with 7 women and 2 men at each table. How many customers total did the waiter have? ",63,63,63.0,63.0,"A waiter had var_A tables he was waiting on, with var_B women and var_C men at each table. How many customers total did the waiter have?","1. Identify the number of tables the waiter is serving, which is 7.
2. Determine the number of customers at each table, which is the sum of 7 women and 2 men, totaling 9 customers per table.
3. Use the formula for total customers: Total Customers = Number of Tables × Customers per Table.
4. Substitute the known values into the formula: Total Customers = 7 tables × 9 customers/table.
5. Calculate the total number of customers to find the final answer.",var_A * (var_B + var_C),"def solution(var_A, var_B, var_C):
    customers_per_table = var_B + var_C
    total_customers = var_A * customers_per_table
    return total_customers","{'var_A': 7.0, 'var_B': 7.0, 'var_C': 2.0}",False,
" Haley was playing a video game and had 14 lives. In a hard part of the game she lost 4 lives. If she got 36 more lives in the next level, how many lives would she have? ",46,46,46.0,46.0,"Haley was playing a video game and had var_A lives. In a hard part of the game she lost var_B lives. If she got var_C more lives in the next level, how many lives would she have?","1. Start with the initial number of lives Haley has, which is 14.
2. Subtract the number of lives she lost during the hard part of the game, which is 4. 
   - Use the formula: Remaining lives = Initial lives - Lost lives.
3. Calculate the remaining lives after losing 4 lives.
4. Add the number of lives she gained in the next level, which is 36.
   - Use the formula: Total lives = Remaining lives + Gained lives.
5. Calculate the total number of lives she has after gaining 36 lives.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    remaining_lives = var_A - var_B
    total_lives = remaining_lives + var_C
    return total_lives

exec(""print(solution(14, 4, 36))"")","{'var_A': 14.0, 'var_B': 4.0, 'var_C': 36.0}",False,
" Edward made 37 dollars mowing lawns over the summer. If he spent 21 dollars buying new mower blades, how many 2 dollar games could he buy with the money he had left? ",8,8,8.0,8.0,"Edward made var_A dollars mowing lawns over the summer. If he spent var_B dollars buying new mower blades, how many var_C dollar games could he buy with the money he had left?","1. Calculate the amount of money Edward has left after spending on mower blades by subtracting the cost of the blades from his total earnings:  
   \( \text{Money left} = 37 - 21 \)

2. Determine how many 2 dollar games Edward can buy with the remaining money by dividing the money left by the cost of each game:  
   \( \text{Number of games} = \frac{\text{Money left}}{2} \)

3. Ensure that the result from step 2 is a whole number since he cannot buy a fraction of a game. 

4. Conclude with the final answer based on the calculations from steps 1 and 2.",(var_A - var_B) // var_C,"def solution(var_A, var_B, var_C):
    money_left = var_A - var_B
    number_of_games = money_left // var_C
    return number_of_games","{'var_A': 37.0, 'var_B': 21.0, 'var_C': 2.0}",False,
" Jerry had 60 pieces of clothing to wash. He put 40 of them in one load, but decided to split the rest into 5 equal loads. How many pieces of clothing could go in each of the small loads? ",4,4,4.0,4.0,"Jerry had var_A pieces of clothing to wash. He put var_B of them in one load, but decided to split the rest into var_C equal loads. How many pieces of clothing could go in each of the small loads?","1. Start with the total number of pieces of clothing Jerry had, which is 60.
2. Subtract the number of pieces he put in the first load (40) from the total: 60 - 40 = 20 pieces remaining.
3. Determine how many equal loads Jerry wants to split the remaining pieces into, which is 5.
4. Divide the remaining pieces (20) by the number of equal loads (5) to find out how many pieces can go in each small load: 20 ÷ 5.
5. Calculate the result of the division to find the number of pieces of clothing in each small load.",(var_A - var_B) / var_C,"def solution(var_A, var_B, var_C):
    remaining = var_A - var_B
    return remaining // var_C","{'var_A': 60.0, 'var_B': 40.0, 'var_C': 5.0}",False,
" There were 8 friends playing a video game online when 3 players quit. If each player left had 3 lives, how many lives did they have total? ",15,15,15.0,15.0,"There were var_A friends playing a video game online when var_B players quit. If each player left had var_C lives, how many lives did they have total?","1. Identify the total number of friends initially playing the game, which is 8.
2. Determine the number of players who quit, which is 3.
3. Calculate the number of players remaining by subtracting the number of players who quit from the total number of friends: 8 - 3.
4. Identify the number of lives each remaining player has, which is 3.
5. Calculate the total number of lives for the remaining players by multiplying the number of remaining players by the number of lives each has: (remaining players) × 3.
6. Perform the multiplication to find the total number of lives.",(var_A - var_B) * var_C,"def solution(var_A, var_B, var_C):
    remaining_players = var_A - var_B
    total_lives = remaining_players * var_C
    return total_lives","{'var_A': 8.0, 'var_B': 3.0, 'var_C': 3.0}",False,
 A pet store had 102 puppies. In one day they sold 21 of them and put the rest into cages with 9 in each cage. How many cages did they use? ,9,9,9.0,9.0,A pet store had var_A puppies. In one day they sold var_B of them and put the rest into cages with var_C in each cage. How many cages did they use?,"1. Start with the total number of puppies: 102.
2. Subtract the number of puppies sold: 102 - 21 = 81 puppies remaining.
3. Determine how many puppies are placed in each cage: 9 puppies per cage.
4. Use the formula for the number of cages needed: Number of cages = Remaining puppies / Puppies per cage.
5. Calculate the number of cages: 81 / 9.
6. Round down if necessary, but in this case, it should be a whole number since 81 is divisible by 9.",(var_A - var_B) / var_C,"def solution(var_A, var_B, var_C):
    remaining_puppies = var_A - var_B
    number_of_cages = remaining_puppies // var_C
    return number_of_cages","{'var_A': 102.0, 'var_B': 21.0, 'var_C': 9.0}",False,
" At the arcade Jerry won 4 tickets. If he spent 2 tickets on a beanie and later won 47 more tickets, how many would he have? ",49,49,49.0,49.0,"At the arcade Jerry won var_A tickets. If he spent var_B tickets on a beanie and later won var_C more tickets, how many would he have?","1. Start with the initial number of tickets Jerry won, which is 4 tickets.
2. Subtract the number of tickets he spent on the beanie, which is 2 tickets: 4 - 2.
3. Calculate the remaining tickets after the purchase.
4. Add the number of tickets Jerry won later, which is 47 tickets, to the remaining tickets from step 3.
5. The final result will give the total number of tickets Jerry has after winning and spending.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    remaining_tickets = var_A - var_B
    total_tickets = remaining_tickets + var_C
    return total_tickets","{'var_A': 4.0, 'var_B': 2.0, 'var_C': 47.0}",False,
" Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? ",58,58,58.0,58.0,"Luke had var_A dollars in January. By March he had spent var_B dollars. If he got another var_C dollars from his mom, how much money would he have?","1. Start with the initial amount of money Luke had in January, which is 48 dollars.
2. Subtract the amount he spent by March, which is 11 dollars: 48 - 11.
3. Calculate the remaining amount after spending.
4. Add the amount he received from his mom, which is 21 dollars, to the remaining amount: (remaining amount) + 21.
5. The result will give you the total amount of money Luke has by March.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    remaining_amount = var_A - var_B
    total_amount = remaining_amount + var_C
    return total_amount

exec(""print(solution(48, 11, 21))"")","{'var_A': 48.0, 'var_B': 11.0, 'var_C': 21.0}",False,
" Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with? ",50,50,50.0,50.0,"Kaleb started his own lawn mowing business. In the spring he made var_A dollars mowing lawns and in the summer he made var_B dollars. If he had to spend var_C dollars buying supplies, how much money did he end up with?","1. Identify the total earnings Kaleb made in the spring and summer by adding the amounts: 4 dollars (spring) + 50 dollars (summer).
2. Calculate the total earnings: 4 + 50 = 54 dollars.
3. Subtract the cost of supplies from the total earnings: 54 dollars (total earnings) - 4 dollars (supplies).
4. Calculate the final amount Kaleb ended up with: 54 - 4 = 50 dollars.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_earnings = var_A + var_B
    final_amount = total_earnings - var_C
    return final_amount","{'var_A': 4.0, 'var_B': 50.0, 'var_C': 4.0}",False,
" Amy had 4 music files and 21 video files on her flash drive. If she deleted 23 of the files, how many files were still on her flash drive? ",2,,2.0,2.0,"Amy had var_A music files and var_B video files on her flash drive. If she deleted var_C of the files, how many files were still on her flash drive?","1. Calculate the total number of files Amy initially had on her flash drive by adding the number of music files and video files: 4 (music files) + 21 (video files).

2. Determine the total number of files after deletion by subtracting the number of files deleted (23) from the total number of files calculated in step 1.

3. Ensure that the result from step 2 is non-negative, as the number of files cannot be less than zero. If the result is negative, it indicates that all files were deleted and more. 

4. State the final count of files remaining on the flash drive after the deletion.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_files = var_A + var_B
    remaining_files = total_files - var_C
    return max(remaining_files, 0)","{'var_A': 4.0, 'var_B': 21.0, 'var_C': 23.0}",True,'Code_Result'
" At the town carnival Oliver rode the ferris wheel 5 times and the bumper cars 4 times. If each ride cost 7 tickets, how many tickets did he use? ",63,63,63.0,63.0,"At the town carnival Oliver rode the ferris wheel var_A times and the bumper cars var_B times. If each ride cost var_C tickets, how many tickets did he use?","1. Identify the number of rides Oliver took on the ferris wheel and bumper cars: 5 rides on the ferris wheel and 4 rides on the bumper cars.
2. Calculate the total number of rides by adding the rides on the ferris wheel and bumper cars: 5 + 4.
3. Determine the cost of each ride, which is given as 7 tickets.
4. Multiply the total number of rides by the cost per ride to find the total number of tickets used: (Total rides) × (Cost per ride).
5. Perform the multiplication to find the total tickets used.",(var_A + var_B) * var_C,"def solution(var_A, var_B, var_C):
    total_rides = var_A + var_B
    total_tickets = total_rides * var_C
    return total_tickets

exec(""print(solution(5, 4, 7))"")","{'var_A': 5.0, 'var_B': 4.0, 'var_C': 7.0}",False,
" Each chocolate bar in a box cost $3. If a box had 7 bars total and Olivia sold all but 4 bars, how much money would she have made? ",9,9,9.0,9.0,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Olivia sold all but var_C bars, how much money would she have made?","1. Determine the total number of chocolate bars in the box, which is given as 7 bars.
2. Calculate the number of chocolate bars sold by subtracting the number of bars left (4) from the total number of bars (7). 
   - Formula: Number of bars sold = Total bars - Bars left
3. Find the cost of each chocolate bar, which is given as $3.
4. Calculate the total revenue from the sold chocolate bars by multiplying the number of bars sold by the cost per bar.
   - Formula: Total money made = Number of bars sold × Cost per bar
5. Conclude with the total amount of money Olivia made from selling the chocolate bars.",(var_B - var_C) * var_A,"def solution(var_A, var_B, var_C):
    total_bars = var_B
    bars_sold = total_bars - var_C
    total_money_made = bars_sold * var_A
    return total_money_made","{'var_A': 3.0, 'var_B': 7.0, 'var_C': 4.0}",False,
" Wendy uploaded 22 pictures from her phone and 2 from her camera to facebook. If she sorted the pics into 4 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",6,6,6.0,6.0,"Wendy uploaded var_A pictures from her phone and var_B from her camera to facebook. If she sorted the pics into var_C different albums with the same amount of pics in each album, how many pictures were in each of the albums?","1. Calculate the total number of pictures Wendy uploaded by adding the pictures from her phone and her camera: 22 (from phone) + 2 (from camera) = Total pictures.

2. Determine the number of albums Wendy created, which is given as 4.

3. Use the formula for division to find the number of pictures in each album: Total pictures ÷ Number of albums = Pictures per album.

4. Perform the division to find the result, which will give the number of pictures in each album.",(var_A + var_B) / var_C,"def solution(var_A, var_B, var_C):
    total_pictures = var_A + var_B
    pictures_per_album = total_pictures // var_C
    return pictures_per_album","{'var_A': 22.0, 'var_B': 2.0, 'var_C': 4.0}",False,
 Wendy had 82 files on her computer. She deleted 37 of them and put the rest into folders with 5 files in each one. How many folders did Wendy end up with? ,9,,,,Wendy had var_A files on her computer. She deleted var_B of them and put the rest into folders with var_C files in each one. How many folders did Wendy end up with?,"1. Start with the total number of files Wendy had, which is 82.
2. Subtract the number of files she deleted (37) from the total number of files to find out how many files remain.
   - Formula: Remaining files = Total files - Deleted files
3. Divide the number of remaining files by the number of files per folder (5) to determine how many folders she created.
   - Formula: Number of folders = Remaining files / Files per folder
4. If there is a remainder in the division, round up to account for any additional folder needed for the leftover files.",ceil((var_A - var_B) / var_C),"def solution(var_A, var_B, var_C):
    remaining_files = var_A - var_B
    number_of_folders = (remaining_files + var_C - 1) // var_C
    return number_of_folders

exec(""print(solution(82, 37, 5))"")","{'var_A': 82.0, 'var_B': 37.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" For a birthday party Tom bought 4 regular sodas and 52 diet sodas. If his fridge would only hold 7 on each shelf, how many shelves would he fill up? ",8,8,8.0,8.0,"For a birthday party Tom bought var_A regular sodas and var_B diet sodas. If his fridge would only hold var_C on each shelf, how many shelves would he fill up?","1. Calculate the total number of sodas Tom bought by adding the regular sodas and diet sodas together: \( 4 + 52 \).

2. Determine the total number of sodas: \( 56 \) sodas.

3. Use the formula for the number of shelves needed: \( \text{Number of shelves} = \frac{\text{Total sodas}}{\text{Sodas per shelf}} \).

4. Substitute the known values into the formula: \( \text{Number of shelves} = \frac{56}{7} \).

5. Perform the division to find the number of shelves filled: \( 8 \) shelves.",(var_A + var_B) / var_C,"def solution(var_A, var_B, var_C):
    total_sodas = var_A + var_B
    number_of_shelves = total_sodas // var_C
    return number_of_shelves","{'var_A': 4.0, 'var_B': 52.0, 'var_C': 7.0}",False,
" There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56,56,56.0,56.0,"There were var_A girls and var_B boys trying out for the schools basketball team. If only var_C of them got called back, how many students didn't make the cut?","1. Calculate the total number of students trying out for the basketball team by adding the number of girls and boys: 30 girls + 36 boys = total students.

2. Determine the number of students who made the cut, which is given as 10.

3. Subtract the number of students who made the cut from the total number of students to find out how many students didn't make the cut: total students - 10.

4. The result from step 3 will give you the number of students who didn't make the cut.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_students = var_A + var_B
    students_made_cut = var_C
    students_did_not_make_cut = total_students - students_made_cut
    return students_did_not_make_cut","{'var_A': 30.0, 'var_B': 36.0, 'var_C': 10.0}",False,
" At lunch a waiter had 9 customers and 5 of them didn't leave a tip. If he got $8 each from the ones who did tip, how much money did he earn? ",32,32,32.0,32.0,"At lunch a waiter had var_A customers and var_B of them didn't leave a tip. If he got $ var_C each from the ones who did tip, how much money did he earn?","1. Identify the total number of customers: 9.
2. Determine the number of customers who left a tip: 9 - 5 = 4.
3. Calculate the total amount earned from the customers who tipped: 4 customers × $8 per customer.
4. Perform the multiplication to find the total earnings from tips.",(var_A - var_B) * var_C,"def solution(var_A, var_B, var_C):
    customers_who_tipped = var_A - var_B
    total_earnings = customers_who_tipped * var_C
    return total_earnings","{'var_A': 9.0, 'var_B': 5.0, 'var_C': 8.0}",False,
" Robin uploaded 35 pictures from her phone and 5 from her camera to facebook. If she sorted the pics into 5 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",8,8,8.0,8.0,"Robin uploaded var_A pictures from her phone and var_B from her camera to facebook. If she sorted the pics into var_C different albums with the same amount of pics in each album, how many pictures were in each of the albums?","1. Calculate the total number of pictures uploaded by Robin by adding the pictures from her phone and camera: 35 (from phone) + 5 (from camera).
2. Determine the total number of pictures: 40.
3. Divide the total number of pictures by the number of albums to find out how many pictures are in each album: 40 ÷ 5.
4. Perform the division to find the number of pictures in each album.",(var_A + var_B) / var_C,"def solution(var_A, var_B, var_C):
    total_pictures = var_A + var_B
    pictures_per_album = total_pictures // var_C
    return pictures_per_album","{'var_A': 35.0, 'var_B': 5.0, 'var_C': 5.0}",False,
" At the fair there were 30 people in line for the bumper cars. If 10 of them got tired of waiting and left and 5 more got in line, how many people would be in line? ",25,25,25.0,25.0,"At the fair there were var_A people in line for the bumper cars. If var_B of them got tired of waiting and left and var_C more got in line, how many people would be in line?","1. Start with the initial number of people in line, which is 30.
2. Subtract the number of people who left the line (10) from the initial number: 30 - 10.
3. Add the number of new people who got in line (5) to the result from step 2.
4. The final result will give the total number of people currently in line for the bumper cars.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 30.0, 'var_B': 10.0, 'var_C': 5.0}",False,
" Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24,24,24.0,24.0,"Edward was trying to expand his game collection. He bought var_A games from a friend and bought var_B more at a garage sale. If var_C of the games didn't work, how many good games did he end up with?","To solve the problem, follow these rough steps:

1. **Calculate the Total Number of Games**: Add the number of games Edward bought from his friend (41) to the number of games he bought at the garage sale (14).
   - Formula: Total Games = 41 + 14

2. **Determine the Number of Non-Working Games**: Identify how many games did not work (31).

3. **Calculate the Number of Good Games**: Subtract the number of non-working games (31) from the total number of games calculated in step 1.
   - Formula: Good Games = Total Games - 31

4. **Final Calculation**: Perform the arithmetic operations to find the number of good games Edward has.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_games = var_A + var_B
    good_games = total_games - var_C
    return good_games

exec(""print(solution(41, 14, 31))"")","{'var_A': 41.0, 'var_B': 14.0, 'var_C': 31.0}",False,
" Gwen earned 8 points for each bag of cans she recycled. If she had 4 bags, but didn't recycle 2 of them, how many points would she have earned? ",16,16,16.0,16.0,"Gwen earned var_A points for each bag of cans she recycled. If she had var_B bags, but didn't recycle var_C of them, how many points would she have earned?","1. Determine the number of bags Gwen actually recycled by subtracting the bags she didn't recycle from the total bags: 4 bags - 2 bags = 2 bags recycled.
2. Use the points earned per bag to calculate the total points: 2 bags recycled × 8 points per bag.
3. Perform the multiplication to find the total points earned.",var_A * (var_B - var_C),"def solution(var_A, var_B, var_C):
    bags_recycled = var_B - var_C
    total_points = bags_recycled * var_A
    return total_points","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 2.0}",False,
