Question,Correct Answer,Predicted Answer,Response,Error,Error Message
" A pet store has 6 bird cages. If each cage has 2 parrots and 7 parakeets in it, how many birds does the pet store have total? ",54,54.0,"To find the total number of birds in the pet store, we can break it down step by step.

1. **Determine the number of birds in one cage:**
   - Each cage has 2 parrots.
   - Each cage has 7 parakeets.
   - Total birds in one cage = Number of parrots + Number of parakeets
   \[
   \text{Total birds in one cage} = 2 + 7 = 9 \text{ birds}
   \]

2. **Determine the total number of cages:**
   - The pet store has 6 cages.

3. **Calculate the total number of birds in all cages:**
   - Total birds in all cages = Total birds in one cage × Number of cages
   \[
   \text{Total birds in all cages} = 9 \text{ birds/cage} \times 6 \text{ cages} = 54 \text{ birds}
   \]

54",False,
" Frank was collecting cans for recycling. On Saturday he filled 5 bags up and on Sunday he filled 3 more bags. If each bag had 5 cans in it, how many cans did he pick up total? ",40,40.0,"Sure! Let's break it down step by step.

1. **Determine the number of bags filled**:
   - On Saturday, Frank filled 5 bags.
   - On Sunday, he filled 3 more bags.
   - Total bags filled = 5 (Saturday) + 3 (Sunday) = 8 bags.

2. **Determine the number of cans per bag**:
   - Each bag contains 5 cans.

3. **Calculate the total number of cans**:
   - Total cans = Total bags × Cans per bag
   - Total cans = 8 bags × 5 cans/bag = 40 cans.

So, Frank picked up a total of **40 cans**.40",False,
" A waiter had 7 tables he was waiting on, with 7 women and 2 men at each table. How many customers total did the waiter have? ",63,63.0,"To find the total number of customers the waiter had, we can follow these steps:

1. **Identify the number of tables**: The waiter has 7 tables.
2. **Identify the number of customers at each table**: Each table has 7 women and 2 men.
3. **Calculate the total number of customers at one table**: 
   - Number of women at one table = 7
   - Number of men at one table = 2
   - Total customers at one table = 7 (women) + 2 (men) = 9 customers
4. **Calculate the total number of customers for all tables**: 
   - Total customers for 7 tables = 9 customers/table × 7 tables = 63 customers

Therefore, the total number of customers the waiter had is **63**.63",False,
" Haley was playing a video game and had 14 lives. In a hard part of the game she lost 4 lives. If she got 36 more lives in the next level, how many lives would she have? ",46,46.0,"Sure! Let's break it down step by step:

1. **Starting Lives**: Haley starts with 14 lives.
2. **Lives Lost**: She loses 4 lives in a hard part of the game. 
   - So, we subtract the lives lost from her starting lives: 
   \[
   14 - 4 = 10
   \]
   Now, Haley has 10 lives left.

3. **Lives Gained**: In the next level, she gains 36 more lives.
   - We add the lives gained to her current lives:
   \[
   10 + 36 = 46
   \]

So, after losing 4 lives and then gaining 36 lives, Haley would have a total of **46 lives**.46",False,
" Edward made 37 dollars mowing lawns over the summer. If he spent 21 dollars buying new mower blades, how many 2 dollar games could he buy with the money he had left? ",8,8.0,"Sure! Let's break it down step by step.

1. **Total money earned**: Edward made 37 dollars mowing lawns.

2. **Money spent on mower blades**: He spent 21 dollars on new mower blades.

3. **Money left after spending**: To find out how much money he has left, we subtract the amount he spent from the amount he earned:
   \[
   37 \text{ dollars} - 21 \text{ dollars} = 16 \text{ dollars}
   \]

4. **Cost of each game**: Each game costs 2 dollars.

5. **Number of games he can buy**: To find out how many games he can buy with the money he has left, we divide the remaining money by the cost of each game:
   \[
   \frac{16 \text{ dollars}}{2 \text{ dollars/game}} = 8 \text{ games}
   \]

So, Edward can buy **8",False,
" Jerry had 60 pieces of clothing to wash. He put 40 of them in one load, but decided to split the rest into 5 equal loads. How many pieces of clothing could go in each of the small loads? ",4,4.0,"Sure! Let's break it down step by step.

1. **Total pieces of clothing**: Jerry has 60 pieces of clothing.

2. **Clothing in the first load**: He puts 40 pieces in one load.

3. **Remaining clothing**: To find out how many pieces are left after the first load, we subtract the number of pieces in the first load from the total:
   \[
   60 - 40 = 20
   \]
   So, Jerry has 20 pieces of clothing left.

4. **Splitting the remaining clothing**: Jerry decides to split the remaining 20 pieces into 5 equal loads.

5. **Calculating the number of pieces per small load**: To find out how many pieces go into each of the 5 loads, we divide the remaining pieces by the number of loads:
   \[
   \frac{20}{5} = 4
   \]

So, each of the small loads can4",False,
" There were 8 friends playing a video game online when 3 players quit. If each player left had 3 lives, how many lives did they have total? ",15,15.0,"Sure! Let's break it down step by step.

1. **Total number of friends**: There were 8 friends playing the game.
2. **Players who quit**: 3 players quit the game.
3. **Players remaining**: To find out how many players are left, we subtract the number of players who quit from the total number of players:
   \[
   8 - 3 = 5 \text{ players remaining}
   \]

4. **Lives per player**: Each of the remaining players has 3 lives.
5. **Total lives of remaining players**: To find the total number of lives, we multiply the number of remaining players by the number of lives each has:
   \[
   5 \text{ players} \times 3 \text{ lives/player} = 15 \text{ lives}
   \]

So, the total number of lives that the remaining players have is **15 lives**.15",False,
" A pet store had 102 puppies. In one day they sold 21 of them and put the rest into cages with 9 in each cage. How many cages did they use? ",9,9.0,"Sure! Let's break it down step by step.

1. **Start with the total number of puppies**: The pet store had 102 puppies.

2. **Subtract the puppies sold**: They sold 21 puppies.
   \[
   102 - 21 = 81
   \]
   So, there are 81 puppies left.

3. **Determine how many puppies go into each cage**: They put the remaining puppies into cages with 9 puppies in each cage.

4. **Calculate the number of cages needed**: To find out how many cages are needed, we divide the number of remaining puppies by the number of puppies per cage.
   \[
   \frac{81}{9} = 9
   \]

So, the pet store used **9 cages**.9",False,
" At the arcade Jerry won 4 tickets. If he spent 2 tickets on a beanie and later won 47 more tickets, how many would he have? ",49,49.0,"Sure! Let's break it down step by step:

1. **Initial Tickets**: Jerry starts with 4 tickets.
2. **Tickets Spent**: He spends 2 tickets on a beanie. 
   - So, we subtract the tickets spent: 
   \[
   4 - 2 = 2 \text{ tickets remaining}
   \]
3. **Tickets Won**: Later, he wins 47 more tickets. 
   - We add the tickets won to the remaining tickets:
   \[
   2 + 47 = 49 \text{ tickets}
   \]

So, after winning 47 more tickets, Jerry would have a total of **49 tickets**.49",False,
" Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? ",58,58.0,"Sure! Let's break it down step by step:

1. **Starting Amount**: Luke had 48 dollars in January.
2. **Amount Spent**: By March, he spent 11 dollars. 
   - So, we subtract the amount spent from the starting amount:
   \[
   48 - 11 = 37 \text{ dollars}
   \]
3. **Money Received from Mom**: Luke then received 21 dollars from his mom.
   - We add this amount to the remaining amount:
   \[
   37 + 21 = 58 \text{ dollars}
   \]

So, by the end of March, Luke would have **58 dollars**.58",False,
" Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with? ",50,50.0,"Sure! Let's break it down step by step.

1. **Earnings in Spring**: Kaleb made 4 dollars mowing lawns.
   
   \[
   \text{Spring Earnings} = 4 \text{ dollars}
   \]

2. **Earnings in Summer**: Kaleb made 50 dollars mowing lawns.
   
   \[
   \text{Summer Earnings} = 50 \text{ dollars}
   \]

3. **Total Earnings**: To find out how much he earned in total, we add his spring and summer earnings together.
   
   \[
   \text{Total Earnings} = \text{Spring Earnings} + \text{Summer Earnings} = 4 + 50 = 54 \text{ dollars}
   \]

4. **Expenses for Supplies**: Kaleb spent 4 dollars on supplies.
   
   \[
   \text{Expenses} = 4 \text{ dollars}
   \]

5. **NetTo find out how much money Kaleb ended up with, we subtract his expenses from his total earnings.

\[
\text{Net Earnings} = \text{Total Earnings} - \text{Expenses} = 54 - 4 = 50 \text{ dollars}
\]

Therefore, the answer is: **50**.",False,
" Amy had 4 music files and 21 video files on her flash drive. If she deleted 23 of the files, how many files were still on her flash drive? ",2,2.0,"Sure! Let's break it down step by step.

1. **Determine the total number of files Amy had initially:**
   - Music files: 4
   - Video files: 21
   - Total files = Music files + Video files = 4 + 21 = 25 files

2. **Determine how many files were deleted:**
   - Amy deleted 23 files.

3. **Calculate the number of files remaining after deletion:**
   - Remaining files = Total files - Deleted files = 25 - 23 = 2 files

So, after deleting 23 files, Amy had **2 files** still on her flash drive.2",False,
" At the town carnival Oliver rode the ferris wheel 5 times and the bumper cars 4 times. If each ride cost 7 tickets, how many tickets did he use? ",63,63.0,"To find out how many tickets Oliver used, we can break it down step by step:

1. **Determine the number of rides**: 
   - Oliver rode the ferris wheel 5 times.
   - He rode the bumper cars 4 times.

2. **Calculate the total number of rides**:
   \[
   \text{Total rides} = \text{Ferris wheel rides} + \text{Bumper car rides} = 5 + 4 = 9
   \]

3. **Determine the cost per ride**: 
   - Each ride costs 7 tickets.

4. **Calculate the total number of tickets used**:
   \[
   \text{Total tickets} = \text{Total rides} \times \text{Cost per ride} = 9 \times 7
   \]

5. **Perform the multiplication**:
   \[
   9 \times 7 = 63
   \]

Therefore,63",False,
" Each chocolate bar in a box cost $3. If a box had 7 bars total and Olivia sold all but 4 bars, how much money would she have made? ",9,9.0,"Sure! Let's break it down step by step.

1. **Determine the total number of chocolate bars in the box**: 
   - The box contains 7 chocolate bars.

2. **Determine how many bars Olivia sold**: 
   - Olivia sold all but 4 bars. This means she kept 4 bars.
   - Therefore, the number of bars she sold is: 
     \[
     7 - 4 = 3 \text{ bars}
     \]

3. **Determine the price of each chocolate bar**: 
   - Each chocolate bar costs $3.

4. **Calculate the total money made from selling the bars**: 
   - To find out how much money Olivia made from selling 3 bars, we multiply the number of bars sold by the price per bar:
     \[
     3 \text{ bars} \times 3 \text{ dollars/bar} = 9 \text{ dollars}
     \]

5. **9",False,
" Wendy uploaded 22 pictures from her phone and 2 from her camera to facebook. If she sorted the pics into 4 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",6,6.0,"Sure! Let's break it down step by step.

1. **Total Pictures**: Wendy uploaded 22 pictures from her phone and 2 from her camera. To find the total number of pictures, we add these two amounts together:
   \[
   22 + 2 = 24
   \]
   So, Wendy has a total of 24 pictures.

2. **Number of Albums**: Wendy sorted the pictures into 4 different albums.

3. **Pictures per Album**: To find out how many pictures are in each album, we need to divide the total number of pictures by the number of albums:
   \[
   \frac{24}{4} = 6
   \]

Therefore, there are **6 pictures in each album**.6",False,
" Wendy had 82 files on her computer. She deleted 37 of them and put the rest into folders with 5 files in each one. How many folders did Wendy end up with? ",9,9.0,"Sure! Let's break it down step by step.

1. **Initial number of files**: Wendy started with 82 files.

2. **Files deleted**: She deleted 37 files. 
   - To find out how many files she has left, we subtract the deleted files from the initial number:
   \[
   82 - 37 = 45
   \]
   So, Wendy has 45 files remaining.

3. **Files per folder**: Wendy puts the remaining files into folders, with each folder containing 5 files.

4. **Calculating the number of folders**: To find out how many folders she has, we divide the number of remaining files by the number of files per folder:
   \[
   \frac{45}{5} = 9
   \]

Therefore, Wendy ended up with **9 folders**.9",False,
" For a birthday party Tom bought 4 regular sodas and 52 diet sodas. If his fridge would only hold 7 on each shelf, how many shelves would he fill up? ",8,8.0,"To determine how many shelves Tom will fill up with the sodas, we can follow these steps:

1. **Calculate the total number of sodas**: 
   Tom bought 4 regular sodas and 52 diet sodas. 
   \[
   \text{Total sodas} = 4 + 52 = 56
   \]

2. **Determine how many sodas fit on one shelf**: 
   According to the problem, each shelf can hold 7 sodas.

3. **Calculate the number of shelves needed**: 
   To find out how many shelves are needed, we divide the total number of sodas by the number of sodas that fit on one shelf. 
   \[
   \text{Number of shelves} = \frac{\text{Total sodas}}{\text{Sodas per shelf}} = \frac{56}{7} = 8
   \]

4. **Conclusion**: 
   Tom will8",False,
" There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56,56.0,"To find out how many students didn't make the cut, we can follow these steps:

1. **Calculate the total number of students trying out**: 
   - Number of girls = 30
   - Number of boys = 36
   - Total students = 30 + 36 = 66

2. **Determine how many students got called back**: 
   - Students called back = 10

3. **Calculate the number of students who didn't make the cut**: 
   - Students who didn't make the cut = Total students - Students called back
   - Students who didn't make the cut = 66 - 10 = 56

So, the number of students who didn't make the cut is **56**.56",False,
" At lunch a waiter had 9 customers and 5 of them didn't leave a tip. If he got $8 each from the ones who did tip, how much money did he earn? ",32,32.0,"Sure! Let's break it down step by step.

1. **Total Customers**: The waiter had 9 customers in total.

2. **Customers Who Didn't Tip**: Out of these 9 customers, 5 did not leave a tip.

3. **Customers Who Did Tip**: To find out how many customers did leave a tip, we subtract the number of customers who didn't tip from the total number of customers:
   \[
   9 - 5 = 4
   \]
   So, 4 customers left a tip.

4. **Tip Amount**: Each of the customers who tipped left $8.

5. **Total Earnings from Tips**: To find the total amount earned from tips, we multiply the number of customers who tipped by the amount each one tipped:
   \[
   4 \times 8 = 32
   \]

Therefore, the waiter earned a total of **$32** from tips.32",False,
" Robin uploaded 35 pictures from her phone and 5 from her camera to facebook. If she sorted the pics into 5 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",8,8.0,"Sure! Let's break it down step by step.

1. **Total Pictures**: First, we need to find out the total number of pictures Robin uploaded. She uploaded 35 pictures from her phone and 5 from her camera. 

   \[
   \text{Total Pictures} = 35 + 5 = 40
   \]

2. **Number of Albums**: Robin sorted the pictures into 5 different albums.

3. **Pictures per Album**: To find out how many pictures are in each album, we need to divide the total number of pictures by the number of albums.

   \[
   \text{Pictures per Album} = \frac{\text{Total Pictures}}{\text{Number of Albums}} = \frac{40}{5} = 8
   \]

So, there are **8 pictures in each album**.8",False,
" At the fair there were 30 people in line for the bumper cars. If 10 of them got tired of waiting and left and 5 more got in line, how many people would be in line? ",25,25.0,"Sure! Let's break it down step by step:

1. **Initial number of people in line**: There are 30 people in line for the bumper cars.

2. **People who left the line**: 10 people got tired of waiting and left. 
   - So, we subtract 10 from the initial number: 
   \[
   30 - 10 = 20
   \]

3. **People who joined the line**: 5 more people got in line.
   - Now, we add these 5 people to the current number in line:
   \[
   20 + 5 = 25
   \]

So, after these changes, the total number of people in line for the bumper cars is **25**.25",False,
" Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24,24.0,"Sure! Let's break it down step by step.

1. **Initial Games from a Friend**: Edward bought 41 games from a friend.
2. **Games from Garage Sale**: He then bought 14 more games at a garage sale.
3. **Total Games**: To find the total number of games Edward has, we add the two amounts together:
   \[
   41 + 14 = 55 \text{ games}
   \]

4. **Non-Working Games**: Out of the 55 games, 31 of them didn't work.
5. **Good Games Calculation**: To find out how many good games he has, we subtract the number of non-working games from the total number of games:
   \[
   55 - 31 = 24 \text{ good games}
   \]

So, Edward ended up with **24 good games**.24",False,
" Gwen earned 8 points for each bag of cans she recycled. If she had 4 bags, but didn't recycle 2 of them, how many points would she have earned? ",16,16.0,"Sure! Let's break it down step by step.

1. **Determine the number of bags recycled**: Gwen had a total of 4 bags, but she didn't recycle 2 of them. So, the number of bags she actually recycled is:
   \[
   4 - 2 = 2 \text{ bags}
   \]

2. **Calculate the points earned per bag**: Gwen earns 8 points for each bag of cans she recycles.

3. **Calculate the total points earned**: Now, we multiply the number of bags recycled by the points earned per bag:
   \[
   2 \text{ bags} \times 8 \text{ points/bag} = 16 \text{ points}
   \]

So, Gwen would have earned **16 points**.16",False,
" Emily was planting vegetables in her garden. She started with 42 seeds and planted 36 of them in the big garden and in each of her small gardens put 2 seeds each. How many small gardens did Emily have? ",3,3.0,"Sure! Let's break it down step by step.

1. **Total Seeds**: Emily started with 42 seeds.
2. **Seeds Planted in Big Garden**: She planted 36 seeds in the big garden.
3. **Seeds Remaining**: To find out how many seeds are left for the small gardens, we subtract the seeds planted in the big garden from the total seeds:
   \[
   42 - 36 = 6 \text{ seeds remaining}
   \]
4. **Seeds Planted in Small Gardens**: Emily planted 2 seeds in each small garden. To find out how many small gardens she can plant with the remaining seeds, we divide the remaining seeds by the number of seeds per small garden:
   \[
   \frac{6 \text{ seeds}}{2 \text{ seeds per garden}} = 3 \text{ small gardens}
   \]

So, Emily had **3 small gardens**.3",False,
" Chloe picked 48 carrots from her garden. If she threw out 45 of them and then picked 42 more the next day, how many carrots would she have total? ",45,45.0,"Sure! Let's break it down step by step:

1. **Initial Carrots**: Chloe picked 48 carrots from her garden.
   
2. **Carrots Thrown Out**: She threw out 45 of those carrots. 
   - So, the number of carrots she has left after throwing some out is:
     \[
     48 - 45 = 3
     \]

3. **Carrots Picked the Next Day**: The next day, she picked 42 more carrots.
   - Now, we add the 42 carrots she picked to the 3 carrots she has left:
     \[
     3 + 42 = 45
     \]

4. **Total Carrots**: Therefore, the total number of carrots Chloe has now is 45.

So, Chloe would have a total of **45 carrots**.45",False,
" Zoe was unboxing some of her old winter clothes. She found 8 boxes of clothing and inside each box there were 4 scarves and 6 mittens. How many pieces of winter clothing did Zoe have total? ",80,80.0,"Sure! Let's break it down step by step.

1. **Identify the number of boxes**: Zoe found 8 boxes of clothing.

2. **Identify the contents of each box**: Each box contains:
   - 4 scarves
   - 6 mittens

3. **Calculate the total number of scarves**:
   - Total scarves = Number of boxes × Scarves per box
   - Total scarves = 8 boxes × 4 scarves/box = 32 scarves

4. **Calculate the total number of mittens**:
   - Total mittens = Number of boxes × Mittens per box
   - Total mittens = 8 boxes × 6 mittens/box = 48 mittens

5. **Calculate the total pieces of winter clothing**:
   - Total pieces of clothing = Total scarves + Total mittens
   - Total pieces of clothing = 32 scarves + 48 mittens = 80 pieces of winter clothing

So,80",False,
" There were 13 friends playing a video game online when 8 players quit. If each player left had 6 lives, how many lives did they have total? ",30,30.0,"Sure! Let's break it down step by step.

1. **Total number of friends**: There were 13 friends playing the game.
2. **Players who quit**: 8 players quit the game.
3. **Players who remained**: To find out how many players are left, we subtract the number of players who quit from the total number of friends:
   \[
   13 - 8 = 5 \text{ players remaining}
   \]
4. **Lives per player**: Each of the remaining players has 6 lives.
5. **Total lives of remaining players**: To find the total number of lives, we multiply the number of remaining players by the number of lives each has:
   \[
   5 \text{ players} \times 6 \text{ lives/player} = 30 \text{ lives}
   \]

So, the total number of lives that the remaining players have is **30 lives**.30",False,
" Carol and her mom were picking carrots from their garden. Carol picked 29 and her mother picked 16. If only 38 of the carrots were good, how many bad carrots did they have? ",7,7.0,"Sure! Let's break it down step by step.

1. **Total Carrots Picked**: 
   - Carol picked 29 carrots.
   - Her mom picked 16 carrots.
   - Total carrots picked = Carol's carrots + Mom's carrots = 29 + 16 = 45 carrots.

2. **Good Carrots**: 
   - According to the problem, there are 38 good carrots.

3. **Bad Carrots**: 
   - To find the number of bad carrots, we subtract the number of good carrots from the total number of carrots picked.
   - Bad carrots = Total carrots - Good carrots = 45 - 38 = 7 bad carrots.

So, Carol and her mom had **7 bad carrots**.7",False,
" A company invited 18 people to a luncheon, but 12 of them didn't show up. If the tables they had held 3 people each, how many tables do they need? ",2,2.0,"Sure! Let's break it down step by step.

1. **Total Invited**: The company invited 18 people.
2. **People Who Showed Up**: Out of the 18 invited, 12 did not show up. Therefore, the number of people who did show up is:
   \[
   18 - 12 = 6
   \]

3. **Seating Arrangement**: The tables can hold 3 people each.

4. **Calculating the Number of Tables Needed**: To find out how many tables are needed for the 6 people who showed up, we divide the number of people by the number of seats per table:
   \[
   \text{Number of tables} = \frac{\text{Number of people}}{\text{Seats per table}} = \frac{6}{3} = 2
   \]

5. **Conclusion**: The company needs **2 tables** to accommodate the 6 people who2",False,
" A waiter had 14 customers to wait on. If 3 customers left and he got another 39 customers, how many customers would he have? ",50,50.0,"Sure! Let's break it down step by step:

1. **Initial number of customers**: The waiter starts with 14 customers.
2. **Customers that left**: 3 customers left, so we subtract that from the initial number:
   \[
   14 - 3 = 11
   \]
   Now, the waiter has 11 customers remaining.
3. **New customers that arrived**: The waiter then gets 39 new customers, so we add that to the current number of customers:
   \[
   11 + 39 = 50
   \]

So, after accounting for the customers that left and the new customers that arrived, the waiter would have **50 customers**.50",False,
" For Halloween Haley scored 33 pieces of candy. She ate 17 pieces the first night and then her sister gave her 19 more pieces. How many pieces of candy does Haley have now? ",35,35.0,"Sure! Let's break it down step by step.

1. **Initial amount of candy**: Haley starts with 33 pieces of candy.

2. **Candy eaten**: She eats 17 pieces of candy. 
   - So, we subtract the 17 pieces from her initial amount:
   \[
   33 - 17 = 16
   \]
   Now, Haley has 16 pieces of candy left.

3. **Candy received from her sister**: Her sister gives her 19 more pieces of candy.
   - We add the 19 pieces to the 16 pieces she has left:
   \[
   16 + 19 = 35
   \]

So, after eating some and receiving more, Haley now has **35 pieces of candy**.35",False,
" At the arcade, Jerry won 29 tickets playing 'whack a mole' and 17 tickets playing 'skee ball'. If he spent 12 of his tickets on a hat, how many tickets does Jerry have left? ",34,34.0,"Sure! Let's break it down step by step.

1. **Calculate the total tickets Jerry won:**
   - Tickets from 'whack a mole': 29
   - Tickets from 'skee ball': 17

   Total tickets = 29 + 17 = 46 tickets

2. **Subtract the tickets Jerry spent on the hat:**
   - Tickets spent on the hat: 12

   Tickets left = Total tickets - Tickets spent = 46 - 12 = 34 tickets

So, Jerry has **34 tickets left**.34",False,
" Sarah had 4 pages of math homework and 6 pages of reading homework. If each page had 4 problems on it, how many problems did she have to complete total? ",40,40.0,"Sure! Let's break it down step by step.

1. **Determine the number of math problems:**
   - Sarah has 4 pages of math homework.
   - Each page has 4 problems.
   - So, the total number of math problems is:
     \[
     4 \text{ pages} \times 4 \text{ problems per page} = 16 \text{ math problems}
     \]

2. **Determine the number of reading problems:**
   - Sarah has 6 pages of reading homework.
   - Each page also has 4 problems.
   - So, the total number of reading problems is:
     \[
     6 \text{ pages} \times 4 \text{ problems per page} = 24 \text{ reading problems}
     \]

3. **Calculate the total number of problems:**
   - Now, we add the number of math problems and reading problems together:
     \[
     16 \text40",False,
" Rachel was playing a video game and had 10 lives. In a hard part of the game she lost 4 lives. If she got 26 more lives in the next level, how many lives would she have? ",32,32.0,"Sure! Let's break it down step by step:

1. **Starting Lives**: Rachel starts with 10 lives.
2. **Lives Lost**: She loses 4 lives in a hard part of the game. 
   - So, we subtract the lives lost from the starting lives: 
   \[
   10 - 4 = 6
   \]
   Now, Rachel has 6 lives left.

3. **Lives Gained**: In the next level, she gains 26 more lives.
   - We add the lives gained to the lives she has left: 
   \[
   6 + 26 = 32
   \]

So, after losing 4 lives and gaining 26 more, Rachel would have a total of **32 lives**.32",False,
" Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ",7,7.0,"Sure! Let's break it down step by step.

1. **First Round**: Carol scored 17 points.
   - Total points after the first round: **17 points**

2. **Second Round**: Carol scored 6 points.
   - Total points after the second round: 
     \[
     17 + 6 = 23 \text{ points}
     \]

3. **Last Round**: Carol lost 16 points.
   - Total points after the last round: 
     \[
     23 - 16 = 7 \text{ points}
     \]

So, at the end of the game, Carol had **7 points**.7",False,
" For Halloween Sarah received 66 pieces of candy from neighbors and 15 pieces from her older sister. If she only ate 9 pieces a day, how long would the candy last her? ",9,9.0,"Sure! Let's break it down step by step.

1. **Total Candy Calculation**: 
   - Sarah received 66 pieces from neighbors.
   - She also received 15 pieces from her older sister.
   - Total candy = 66 + 15 = 81 pieces.

2. **Daily Consumption**: 
   - Sarah eats 9 pieces of candy per day.

3. **Duration Calculation**: 
   - To find out how many days the candy will last, we divide the total amount of candy by the amount she eats each day.
   - Days the candy will last = Total candy / Daily consumption = 81 pieces / 9 pieces per day.

4. **Perform the Division**: 
   - 81 ÷ 9 = 9 days.

So, the candy will last Sarah **9 days**.9",False,
" Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ",24,29.0,"Sure! Let's break it down step by step.

1. **Earnings in Spring**: Edward made 2 dollars mowing lawns.
   
   \[
   \text{Spring Earnings} = 2 \text{ dollars}
   \]

2. **Earnings in Summer**: Edward made 27 dollars mowing lawns.
   
   \[
   \text{Summer Earnings} = 27 \text{ dollars}
   \]

3. **Total Earnings**: To find out how much he earned in total, we add his spring and summer earnings together.
   
   \[
   \text{Total Earnings} = \text{Spring Earnings} + \text{Summer Earnings} = 2 + 27 = 29 \text{ dollars}
   \]

4. **Expenses for Supplies**: Edward spent 5 dollars on supplies.
   
   \[
   \text{Expenses} = 5 \text{ dollars}
   \]

5. **Net Amount**:To find out how much money Edward ended up with, we subtract his expenses from his total earnings.

\[
\text{Net Amount} = \text{Total Earnings} - \text{Expenses} = 29 - 5 = 24 \text{ dollars}
\]

So, Edward ended up with **24** dollars.",False,
" Vanessa and her friends were recycling paper for their class. For every 9 pounds they recycled they earned one point. If Vanessa recycled 20 pounds and her friends recycled 16 pounds, how many points did they earn? ",4,4.0,"To find out how many points Vanessa and her friends earned from recycling paper, we can break it down step by step.

1. **Calculate the total amount of paper recycled**:
   - Vanessa recycled 20 pounds.
   - Her friends recycled 16 pounds.
   - Total recycled = 20 pounds + 16 pounds = 36 pounds.

2. **Determine how many points they earned**:
   - They earn 1 point for every 9 pounds recycled.
   - To find the total points, we divide the total pounds recycled by 9.
   - Total points = Total recycled pounds / Pounds per point = 36 pounds / 9 pounds per point = 4 points.

So, Vanessa and her friends earned a total of **4 points**.4",False,
" While playing at the arcade, Luke won 2 tickets playing 'whack a mole' and 13 tickets playing 'skee ball'. If he was trying to buy candy that cost 3 tickets a piece, how many could he buy? ",5,5.0,"Sure! Let's break it down step by step.

1. **Calculate the total number of tickets Luke won:**
   - Tickets from 'whack a mole': 2
   - Tickets from 'skee ball': 13
   - Total tickets = 2 + 13 = 15 tickets

2. **Determine the cost of candy:**
   - Each piece of candy costs 3 tickets.

3. **Calculate how many pieces of candy Luke can buy:**
   - To find out how many pieces of candy he can buy, we divide the total number of tickets by the cost of one piece of candy:
   - Number of pieces of candy = Total tickets ÷ Cost per piece of candy
   - Number of pieces of candy = 15 ÷ 3 = 5

So, Luke can buy **5 pieces of candy**.5",False,
" Oliver had 11 socks. If he threw away 4 old ones that didn't fit and bought 26 new ones, how many socks would he have? ",33,33.0,"Sure! Let's break it down step by step:

1. **Starting number of socks**: Oliver initially has 11 socks.
2. **Socks thrown away**: He throws away 4 old socks. 
   - So, we subtract 4 from 11: 
   \[
   11 - 4 = 7
   \]
   Now, Oliver has 7 socks left.
3. **New socks bought**: He buys 26 new socks. 
   - We add these new socks to the remaining socks:
   \[
   7 + 26 = 33
   \]

So, after throwing away the old socks and buying new ones, Oliver would have **33 socks**.33",False,
" Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5,5.0,"To find out how many shirts Dave did not wash, we can follow these steps:

1. **Calculate the total number of shirts**: 
   - Dave has 29 short sleeve shirts and 11 long sleeve shirts.
   - Total shirts = 29 + 11 = 40 shirts.

2. **Determine how many shirts he washed**: 
   - By the time school started, Dave had washed 35 shirts.

3. **Calculate the number of shirts he did not wash**: 
   - To find out how many shirts he did not wash, we subtract the number of shirts he washed from the total number of shirts.
   - Shirts not washed = Total shirts - Shirts washed = 40 - 35 = 5 shirts.

So, Dave did not wash **5 shirts**.5",False,
" A group of 3 friends went into a restaurant. The chef already had 6 chicken wings cooked but cooked 3 more for the group. If they each got the same amount how many would each person get? ",3,3.0,"Sure! Let's break it down step by step.

1. **Total Chicken Wings**: The chef had 6 chicken wings already cooked and then cooked 3 more. So, we need to add these together:
   \[
   6 + 3 = 9 \text{ chicken wings}
   \]

2. **Number of Friends**: There are 3 friends in the group.

3. **Dividing the Chicken Wings**: To find out how many chicken wings each friend gets, we need to divide the total number of chicken wings by the number of friends:
   \[
   \frac{9 \text{ chicken wings}}{3 \text{ friends}} = 3 \text{ chicken wings per friend}
   \]

So, each person would get **3 chicken wings**.3",False,
