Question,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
" Emily was planting vegetables in her garden. She started with 42 seeds and planted 36 of them in the big garden and in each of her small gardens put 2 seeds each. How many small gardens did Emily have? ",3,3,3.0,3.0,Emily was planting vegetables in her garden. She started with var_A seeds and planted var_B of them in the big garden and in each of her small gardens put var_C seeds each. How many small gardens did Emily have?,(var_A - var_B) / var_C,"def solution(var_A, var_B, var_C):
    return (var_A - var_B) // var_C","{'var_A': 42.0, 'var_B': 36.0, 'var_C': 2.0}",False,
" Chloe picked 48 carrots from her garden. If she threw out 45 of them and then picked 42 more the next day, how many carrots would she have total? ",45,45,45.0,45.0,"Chloe picked var_A carrots from her garden. If she threw out var_B of them and then picked var_C more the next day, how many carrots would she have total?",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 48.0, 'var_B': 45.0, 'var_C': 42.0}",False,
" Zoe was unboxing some of her old winter clothes. She found 8 boxes of clothing and inside each box there were 4 scarves and 6 mittens. How many pieces of winter clothing did Zoe have total? ",80,80,80.0,80.0,Zoe was unboxing some of her old winter clothes. She found var_A boxes of clothing and inside each box there were var_B scarves and var_C mittens. How many pieces of winter clothing did Zoe have total?,var_A * (var_B + var_C),"def solution(var_A, var_B, var_C):
    return var_A * (var_B + var_C)","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 6.0}",False,
" There were 13 friends playing a video game online when 8 players quit. If each player left had 6 lives, how many lives did they have total? ",30,48,48.0,48.0,"There were var_A friends playing a video game online when var_B players quit. If each player left had var_C lives, how many lives did they have total?",var_B * var_C,"def solution(var_A, var_B, var_C):
    return var_B * var_C","{'var_A': 13.0, 'var_B': 8.0, 'var_C': 6.0}",False,
" Carol and her mom were picking carrots from their garden. Carol picked 29 and her mother picked 16. If only 38 of the carrots were good, how many bad carrots did they have? ",7,7,7.0,7.0,"Carol and her mom were picking carrots from their garden. Carol picked var_A and her mother picked var_B If only var_C of the carrots were good, how many bad carrots did they have?",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_carrots = var_A + var_B
    bad_carrots = total_carrots - var_C
    return bad_carrots","{'var_A': 29.0, 'var_B': 16.0, 'var_C': 38.0}",False,
" A company invited 18 people to a luncheon, but 12 of them didn't show up. If the tables they had held 3 people each, how many tables do they need? ",2,,2.0,2.0,"A company invited var_A people to a luncheon, but var_B of them didn't show up. If the tables they had held var_C people each, how many tables do they need?",( var_A - var_B ) / var_C,"def solution(var_A, var_B, var_C):
    attendees = var_A - var_B
    return (attendees + var_C - 1) // var_C  # Using ceiling division to ensure enough tables","{'var_A': 18.0, 'var_B': 12.0, 'var_C': 3.0}",False,
" A waiter had 14 customers to wait on. If 3 customers left and he got another 39 customers, how many customers would he have? ",50,50,50.0,50.0,"A waiter had var_A customers to wait on. If var_B customers left and he got another var_C customers, how many customers would he have?",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 14.0, 'var_B': 3.0, 'var_C': 39.0}",False,
" For Halloween Haley scored 33 pieces of candy. She ate 17 pieces the first night and then her sister gave her 19 more pieces. How many pieces of candy does Haley have now? ",35,35,35.0,35.0,For Halloween Haley scored var_A pieces of candy. She ate var_B pieces the first night and then her sister gave her var_C more pieces. How many pieces of candy does Haley have now?,var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 33.0, 'var_B': 17.0, 'var_C': 19.0}",False,
" At the arcade, Jerry won 29 tickets playing 'whack a mole' and 17 tickets playing 'skee ball'. If he spent 12 of his tickets on a hat, how many tickets does Jerry have left? ",34,34,34.0,34.0,"At the arcade, Jerry won var_A tickets playing 'whack a mole' and var_B tickets playing 'skee ball'. If he spent var_C of his tickets on a hat, how many tickets does Jerry have left?",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    return (var_A + var_B) - var_C","{'var_A': 29.0, 'var_B': 17.0, 'var_C': 12.0}",False,
" Sarah had 4 pages of math homework and 6 pages of reading homework. If each page had 4 problems on it, how many problems did she have to complete total? ",40,40,40.0,40.0,"Sarah had var_A pages of math homework and var_B pages of reading homework. If each page had var_C problems on it, how many problems did she have to complete total?",(var_A + var_B) * var_C,"def solution(var_A, var_B, var_C):
    return (var_A + var_B) * var_C","{'var_A': 4.0, 'var_B': 6.0, 'var_C': 4.0}",False,
" Rachel was playing a video game and had 10 lives. In a hard part of the game she lost 4 lives. If she got 26 more lives in the next level, how many lives would she have? ",32,32,32.0,32.0,"Rachel was playing a video game and had var_A lives. In a hard part of the game she lost var_B lives. If she got var_C more lives in the next level, how many lives would she have?",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 10.0, 'var_B': 4.0, 'var_C': 26.0}",False,
" Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ",7,7,7.0,7.0,Carol was playing a trivia game. In the first round she scored var_A points and in the second round she scored var_B points. In the last round she lost var_C points. How many points did she have at the end of the game?,var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    return var_A + var_B - var_C","{'var_A': 17.0, 'var_B': 6.0, 'var_C': 16.0}",False,
" For Halloween Sarah received 66 pieces of candy from neighbors and 15 pieces from her older sister. If she only ate 9 pieces a day, how long would the candy last her? ",9,9,9.0,9.0,"For Halloween Sarah received var_A pieces of candy from neighbors and var_B pieces from her older sister. If she only ate var_C pieces a day, how long would the candy last her?",(var_A + var_B) / var_C,"def solution(var_A, var_B, var_C):
    total_candy = var_A + var_B
    return total_candy // var_C","{'var_A': 66.0, 'var_B': 15.0, 'var_C': 9.0}",False,
" Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ",24,24,24.0,24.0,"Edward started his own lawn mowing business. In the spring he made var_A dollars mowing lawns and in the summer he made var_B dollars. If he had to spend var_C dollars buying supplies, how much money did he end up with?",(var_A + var_B - var_C),"def solution(var_A, var_B, var_C):
    return (var_A + var_B) - var_C","{'var_A': 2.0, 'var_B': 27.0, 'var_C': 5.0}",False,
" Vanessa and her friends were recycling paper for their class. For every 9 pounds they recycled they earned one point. If Vanessa recycled 20 pounds and her friends recycled 16 pounds, how many points did they earn? ",4,4,4.0,4.0,"Vanessa and her friends were recycling paper for their class. For every var_A pounds they recycled they earned one point. If Vanessa recycled var_B pounds and her friends recycled var_C pounds, how many points did they earn?",(var_B + var_C) / var_A,"def solution(var_A, var_B, var_C):
    total_recycled = var_B + var_C
    return total_recycled // var_A","{'var_A': 9.0, 'var_B': 20.0, 'var_C': 16.0}",False,
" While playing at the arcade, Luke won 2 tickets playing 'whack a mole' and 13 tickets playing 'skee ball'. If he was trying to buy candy that cost 3 tickets a piece, how many could he buy? ",5,5,5.0,5.0,"While playing at the arcade, Luke won var_A tickets playing 'whack a mole' and var_B tickets playing 'skee ball'. If he was trying to buy candy that cost var_C tickets a piece, how many could he buy?",(var_A + var_B) / var_C,"def solution(var_A, var_B, var_C):
    total_tickets = var_A + var_B
    return total_tickets // var_C","{'var_A': 2.0, 'var_B': 13.0, 'var_C': 3.0}",False,
" Oliver had 11 socks. If he threw away 4 old ones that didn't fit and bought 26 new ones, how many socks would he have? ",33,33,33.0,33.0,"Oliver had var_A socks. If he threw away var_B old ones that didn't fit and bought var_C new ones, how many socks would he have?",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 11.0, 'var_B': 4.0, 'var_C': 26.0}",False,
" Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5,5,5.0,5.0,"Dave had to wash var_A short sleeve shirts and var_B long sleeve shirts before school. If he had only washed var_C of them by the time school started, how many did he not wash?",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    return (var_A + var_B) - var_C","{'var_A': 29.0, 'var_B': 11.0, 'var_C': 35.0}",False,
" A group of 3 friends went into a restaurant. The chef already had 6 chicken wings cooked but cooked 3 more for the group. If they each got the same amount how many would each person get? ",3,3,3.0,3.0,A group of var_A friends went into a restaurant. The chef already had var_B chicken wings cooked but cooked var_C more for the group. If they each got the same amount how many would each person get?,(var_B + var_C) / var_A,"def solution(var_A, var_B, var_C):
    total_wings = var_B + var_C
    return total_wings // var_A","{'var_A': 3.0, 'var_B': 6.0, 'var_C': 3.0}",False,
" Katie had 85 files on her computer. She deleted 40 of them and put the rest into folders with 5 files in each one. How many folders did Katie end up with? ",9,9,9.0,9.0,Katie had var_A files on her computer. She deleted var_B of them and put the rest into folders with var_C files in each one. How many folders did Katie end up with?,(var_A - var_B) / var_C,"def solution(var_A, var_B, var_C):
    return (var_A - var_B) // var_C","{'var_A': 85.0, 'var_B': 40.0, 'var_C': 5.0}",False,
" For Halloween Katie and her sister combined the candy they received. Katie had 10 pieces of candy while her sister had 6. If they ate 9 pieces the first night, how many pieces do they have left? ",7,7,7.0,7.0,"For Halloween Katie and her sister combined the candy they received. Katie had var_A pieces of candy while her sister had var_B If they ate var_C pieces the first night, how many pieces do they have left?",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    return (var_A + var_B) - var_C","{'var_A': 10.0, 'var_B': 6.0, 'var_C': 9.0}",False,
" Frank had saved up 3 dollars. If he received another 37 dollars for his allowance, how many 8 dollar toys could he buy? ",5,5,5.0,5.0,"Frank had saved up var_A dollars. If he received another var_B dollars for his allowance, how many var_C dollar toys could he buy?",(var_A + var_B) / var_C,"def solution(var_A, var_B, var_C):
    total_money = var_A + var_B
    return total_money // var_C","{'var_A': 3.0, 'var_B': 37.0, 'var_C': 8.0}",False,
" A store had 48 coloring books in stock. They ended up putting them on sale and getting rid of 38 of them. The put the ones they still had onto shelves with 5 on each shelf. How many shelves did they use? ",2,2,2.0,2.0,A store had var_A coloring books in stock. They ended up putting them on sale and getting rid of var_B of them. The put the ones they still had onto shelves with var_C on each shelf. How many shelves did they use?,(var_A - var_B) / var_C,"def solution(var_A, var_B, var_C):
    return (var_A - var_B) // var_C","{'var_A': 48.0, 'var_B': 38.0, 'var_C': 5.0}",False,
" Lana was unboxing some of her old winter clothes. She found 3 boxes of clothing and inside each box there were 3 scarves and 4 mittens. How many pieces of winter clothing did Lana have total? ",21,21,21.0,21.0,Lana was unboxing some of her old winter clothes. She found var_A boxes of clothing and inside each box there were var_B scarves and var_C mittens. How many pieces of winter clothing did Lana have total?,var_A * (var_B + var_C),"def solution(var_A, var_B, var_C):
    return var_A * (var_B + var_C)","{'var_A': 3.0, 'var_B': 3.0, 'var_C': 4.0}",False,
" The school cafeteria had 14 apples. If they used 13 to make lunch for the students and then bought 49 more, how many apples would they have? ",50,50,50.0,50.0,"The school cafeteria had var_A apples. If they used var_B to make lunch for the students and then bought var_C more, how many apples would they have?",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 14.0, 'var_B': 13.0, 'var_C': 49.0}",False,
" There were 9 girls and 14 boys trying out for the schools basketball team. If only 2 of them got called back, how many students didn't make the cut? ",21,21,21.0,21.0,"There were var_A girls and var_B boys trying out for the schools basketball team. If only var_C of them got called back, how many students didn't make the cut?",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    return (var_A + var_B) - var_C","{'var_A': 9.0, 'var_B': 14.0, 'var_C': 2.0}",False,
" A store had 5 oranges in a bin. If they threw away 2 of the old ones and put 28 new ones in the bin how many would be in the bin? ",31,31,31.0,31.0,A store had var_A oranges in a bin. If they threw away var_B of the old ones and put var_C new ones in the bin how many would be in the bin?,var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 5.0, 'var_B': 2.0, 'var_C': 28.0}",False,
" Debby's class is going on a field trip to the zoo. If each van can hold 4 people and there are 2 students and 6 adults going, how many vans will they need? ",2,,2.0,2.0,"Debby's class is going on a field trip to the zoo. If each van can hold var_A people and there are var_B students and var_C adults going, how many vans will they need?",( var_B + var_C ) / var_A,"def solution(var_A, var_B, var_C):
    total_people = var_B + var_C
    return (total_people + var_A - 1) // var_A  # Using ceiling division to account for partial vans","{'var_A': 4.0, 'var_B': 2.0, 'var_C': 6.0}",False,
" A toy store had 5 giant stuffed bears in stock when they got another shipment with 7 bears in it. The put the bears onto shelves with 6 on each shelf. How many shelves did they use? ",2,2,2.0,2.0,A toy store had var_A giant stuffed bears in stock when they got another shipment with var_B bears in it. The put the bears onto shelves with var_C on each shelf. How many shelves did they use?,(var_A + var_B) / var_C,"def solution(var_A, var_B, var_C):
    total_bears = var_A + var_B
    return total_bears // var_C","{'var_A': 5.0, 'var_B': 7.0, 'var_C': 6.0}",False,
" Each chocolate bar in a box cost $2. If a box had 13 bars total and Rachel sold all but 4 bars, how much money would she have made? ",18,18,18.0,18.0,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Rachel sold all but var_C bars, how much money would she have made?",(var_B - var_C) * var_A,"def solution(var_A, var_B, var_C):
    return var_A * (var_B - var_C)","{'var_A': 2.0, 'var_B': 13.0, 'var_C': 4.0}",False,
" John had 6 action figures, but needed 11 total for a complete collection. If each one costs $6, how much money would he need to finish his collection? ",30,30,30.0,30.0,"John had var_A action figures, but needed var_B total for a complete collection. If each one costs $ var_C how much money would he need to finish his collection?",(var_B - var_A) * var_C,"def solution(var_A, var_B, var_C):
    return (var_B - var_A) * var_C","{'var_A': 6.0, 'var_B': 11.0, 'var_C': 6.0}",False,
" Each chocolate bar in a box cost $3. If a box had 9 bars total and Wendy sold all but 3 bars, how much money would she have made? ",18,18,18.0,18.0,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Wendy sold all but var_C bars, how much money would she have made?",(var_B - var_C) * var_A,"def solution(var_A, var_B, var_C):
    return var_A * (var_B - var_C)","{'var_A': 3.0, 'var_B': 9.0, 'var_C': 3.0}",False,
" At Oliver's Restaurant a group with 2 adults and 4 children came in to eat. If each meal cost 3 dollars, how much was the bill? ",18,18,18.0,18.0,"At Oliver's Restaurant a group with var_A adults and var_B children came in to eat. If each meal cost var_C dollars, how much was the bill?",(var_A + var_B) * var_C,"def solution(var_A, var_B, var_C):
    return (var_A + var_B) * var_C","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 3.0}",False,
" A worksheet had 4 problems on it. If a teacher had 16 worksheets to grade and had already graded 8 of them, how many more problems does she have to grade? ",32,32,32.0,32.0,"A worksheet had var_A problems on it. If a teacher had var_B worksheets to grade and had already graded var_C of them, how many more problems does she have to grade?",(var_B - var_C) * var_A,"def solution(var_A, var_B, var_C):
    return (var_B - var_C) * var_A","{'var_A': 4.0, 'var_B': 16.0, 'var_C': 8.0}",False,
" There are 25 students trying out for the school's trivia teams. If 15 of them didn't get picked for the team and the rest were put into 2 groups, how many students would be in each group? ",5,5,5.0,5.0,"There are var_A students trying out for the school's trivia teams. If var_B of them didn't get picked for the team and the rest were put into var_C groups, how many students would be in each group?",(var_A - var_B) / var_C,"def solution(var_A, var_B, var_C):
    return (var_A - var_B) // var_C","{'var_A': 25.0, 'var_B': 15.0, 'var_C': 2.0}",False,
" Edward bought 79 tickets at the state fair. He spent 23 tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost 7 tickets, how many rides could he go on? ",8,8,8.0,8.0,"Edward bought var_A tickets at the state fair. He spent var_B tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost var_C tickets, how many rides could he go on?",(var_A - var_B) / var_C,"def solution(var_A, var_B, var_C):
    return (var_A - var_B) // var_C","{'var_A': 79.0, 'var_B': 23.0, 'var_C': 7.0}",False,
