Question,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
" A waiter had 7 tables he was waiting on, with 7 women and 2 men at each table. How many customers total did the waiter have? ",63,63,63.0,63.0,"A waiter had var_A tables he was waiting on, with var_B women and var_C men at each table. How many customers total did the waiter have?","1. Calculate the total number of customers at one table by adding the number of women and men together.
2. Multiply the total number of customers at one table by the number of tables to find the total number of customers the waiter had.",var_A * (var_B + var_C),"def solution(var_A, var_B, var_C):
    total_per_table = var_B + var_C
    return total_per_table * var_A","{'var_A': 7.0, 'var_B': 7.0, 'var_C': 2.0}",False,
" Haley was playing a video game and had 14 lives. In a hard part of the game she lost 4 lives. If she got 36 more lives in the next level, how many lives would she have? ",46,46,46.0,46.0,"Haley was playing a video game and had var_A lives. In a hard part of the game she lost var_B lives. If she got var_C more lives in the next level, how many lives would she have?","1. Subtract the number of lives lost (4) from the initial number of lives (14) to find out how many lives she has after losing some.
2. Add the number of lives gained (36) to the remaining lives to find out the total number of lives she has after the next level.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    remaining_lives = var_A - var_B
    total_lives = remaining_lives + var_C
    return total_lives","{'var_A': 14.0, 'var_B': 4.0, 'var_C': 36.0}",False,
" Edward made 37 dollars mowing lawns over the summer. If he spent 21 dollars buying new mower blades, how many 2 dollar games could he buy with the money he had left? ",8,8,8.0,8.0,"Edward made var_A dollars mowing lawns over the summer. If he spent var_B dollars buying new mower blades, how many var_C dollar games could he buy with the money he had left?","1. Subtract the amount spent on mower blades from the total amount earned to find out how much money Edward has left.
2. Divide the remaining amount by the cost of each game to determine how many games he can buy.",(var_A - var_B) // var_C,"def solution(var_A, var_B, var_C):
    remaining_money = var_A - var_B
    return remaining_money // var_C","{'var_A': 37.0, 'var_B': 21.0, 'var_C': 2.0}",False,
" Jerry had 60 pieces of clothing to wash. He put 40 of them in one load, but decided to split the rest into 5 equal loads. How many pieces of clothing could go in each of the small loads? ",4,4,4.0,4.0,"Jerry had var_A pieces of clothing to wash. He put var_B of them in one load, but decided to split the rest into var_C equal loads. How many pieces of clothing could go in each of the small loads?","1. Subtract the number of pieces of clothing in the first load from the total number of pieces to find out how many pieces are left to wash.
2. Divide the remaining pieces of clothing by the number of small loads (5) to determine how many pieces can go in each small load.",(var_A - var_B) // var_C,"def solution(var_A, var_B, var_C):
    remaining = var_A - var_B
    return remaining // var_C","{'var_A': 60.0, 'var_B': 40.0, 'var_C': 5.0}",False,
" There were 8 friends playing a video game online when 3 players quit. If each player left had 3 lives, how many lives did they have total? ",15,15,15.0,15.0,"There were var_A friends playing a video game online when var_B players quit. If each player left had var_C lives, how many lives did they have total?","1. Subtract the number of players who quit from the total number of friends to find out how many players are left.
2. Multiply the number of players left by the number of lives each player has to find the total number of lives.",(var_A - var_B) * var_C,"def solution(var_A, var_B, var_C):
    players_left = var_A - var_B
    total_lives = players_left * var_C
    return total_lives","{'var_A': 8.0, 'var_B': 3.0, 'var_C': 3.0}",False,
 A pet store had 102 puppies. In one day they sold 21 of them and put the rest into cages with 9 in each cage. How many cages did they use? ,9,,,,A pet store had var_A puppies. In one day they sold var_B of them and put the rest into cages with var_C in each cage. How many cages did they use?,"1. Subtract the number of puppies sold from the total number of puppies to find out how many puppies are left.
2. Divide the number of remaining puppies by the number of puppies that can fit in each cage to determine how many cages are needed.
3. If there is a remainder in the division, round up to account for the extra puppies that would require an additional cage.",(math.ceil((var_A - var_B) / var_C)),"def solution(var_A, var_B, var_C):
    remaining_puppies = var_A - var_B
    cages_needed = (remaining_puppies + var_C - 1) // var_C
    return cages_needed","{'var_A': 102.0, 'var_B': 21.0, 'var_C': 9.0}",True,"must be real number, not NoneType"
" At the arcade Jerry won 4 tickets. If he spent 2 tickets on a beanie and later won 47 more tickets, how many would he have? ",49,49,49.0,49.0,"At the arcade Jerry won var_A tickets. If he spent var_B tickets on a beanie and later won var_C more tickets, how many would he have?","1. Start with the initial number of tickets Jerry won, which is 4.
2. Subtract the number of tickets he spent on the beanie, which is 2.
3. Add the number of tickets he won later, which is 47, to the remaining tickets after the purchase.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 4.0, 'var_B': 2.0, 'var_C': 47.0}",False,
" Luke had 48 dollars in January. By March he had spent 11 dollars. If he got another 21 dollars from his mom, how much money would he have? ",58,58,58.0,58.0,"Luke had var_A dollars in January. By March he had spent var_B dollars. If he got another var_C dollars from his mom, how much money would he have?","1. Subtract the amount spent in March from the initial amount in January to find out how much money Luke has after spending.
2. Add the amount received from his mom to the remaining amount to find out how much money Luke has in total.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    remaining_amount = var_A - var_B
    total_amount = remaining_amount + var_C
    return total_amount","{'var_A': 48.0, 'var_B': 11.0, 'var_C': 21.0}",False,
" Kaleb started his own lawn mowing business. In the spring he made 4 dollars mowing lawns and in the summer he made 50 dollars. If he had to spend 4 dollars buying supplies, how much money did he end up with? ",50,50,50.0,50.0,"Kaleb started his own lawn mowing business. In the spring he made var_A dollars mowing lawns and in the summer he made var_B dollars. If he had to spend var_C dollars buying supplies, how much money did he end up with?","1. Add the amount Kaleb made in the spring to the amount he made in the summer to find his total earnings.
2. Subtract the amount he spent on supplies from his total earnings to find out how much money he ended up with.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_earnings = var_A + var_B
    return total_earnings - var_C","{'var_A': 4.0, 'var_B': 50.0, 'var_C': 4.0}",False,
" Amy had 4 music files and 21 video files on her flash drive. If she deleted 23 of the files, how many files were still on her flash drive? ",2,2,2.0,2.0,"Amy had var_A music files and var_B video files on her flash drive. If she deleted var_C of the files, how many files were still on her flash drive?","1. Add the number of music files and video files to find the total number of files on the flash drive.
2. Subtract the number of files deleted from the total number of files to find out how many files are still on the flash drive.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_files = var_A + var_B
    return total_files - var_C","{'var_A': 4.0, 'var_B': 21.0, 'var_C': 23.0}",False,
" At the town carnival Oliver rode the ferris wheel 5 times and the bumper cars 4 times. If each ride cost 7 tickets, how many tickets did he use? ",63,63,63.0,63.0,"At the town carnival Oliver rode the ferris wheel var_A times and the bumper cars var_B times. If each ride cost var_C tickets, how many tickets did he use?","1. Calculate the total number of rides Oliver took by adding the number of ferris wheel rides to the number of bumper car rides.
2. Multiply the total number of rides by the cost in tickets for each ride to find out how many tickets he used.",(var_A + var_B) * var_C,"def solution(var_A, var_B, var_C):
    total_rides = var_A + var_B
    return total_rides * var_C","{'var_A': 5.0, 'var_B': 4.0, 'var_C': 7.0}",False,
" Each chocolate bar in a box cost $3. If a box had 7 bars total and Olivia sold all but 4 bars, how much money would she have made? ",9,9,9.0,9.0,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Olivia sold all but var_C bars, how much money would she have made?","1. Determine how many chocolate bars Olivia sold by subtracting the number of bars she didn't sell from the total number of bars in the box.
2. Multiply the number of bars sold by the cost per chocolate bar to find out how much money she made.",(var_B - var_C) * var_A,"def solution(var_A, var_B, var_C):
    bars_sold = var_B - var_C
    return bars_sold * var_A","{'var_A': 3.0, 'var_B': 7.0, 'var_C': 4.0}",False,
" Wendy uploaded 22 pictures from her phone and 2 from her camera to facebook. If she sorted the pics into 4 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",6,6,6.0,6.0,"Wendy uploaded var_A pictures from her phone and var_B from her camera to facebook. If she sorted the pics into var_C different albums with the same amount of pics in each album, how many pictures were in each of the albums?","1. Add the number of pictures from her phone to the number of pictures from her camera to find the total number of pictures uploaded.
2. Divide the total number of pictures by the number of albums to find out how many pictures are in each album.",(var_A + var_B) // var_C,"def solution(var_A, var_B, var_C):
    total_pictures = var_A + var_B
    return total_pictures // var_C","{'var_A': 22.0, 'var_B': 2.0, 'var_C': 4.0}",False,
 Wendy had 82 files on her computer. She deleted 37 of them and put the rest into folders with 5 files in each one. How many folders did Wendy end up with? ,9,9,9.0,9.0,Wendy had var_A files on her computer. She deleted var_B of them and put the rest into folders with var_C files in each one. How many folders did Wendy end up with?,"1. Subtract the number of files Wendy deleted from the total number of files to find out how many files she has left.
2. Divide the number of remaining files by the number of files per folder to determine how many folders she ended up with.",(var_A - var_B) // var_C,"def solution(var_A, var_B, var_C):
    remaining_files = var_A - var_B
    return remaining_files // var_C","{'var_A': 82.0, 'var_B': 37.0, 'var_C': 5.0}",False,
" For a birthday party Tom bought 4 regular sodas and 52 diet sodas. If his fridge would only hold 7 on each shelf, how many shelves would he fill up? ",8,,,,"For a birthday party Tom bought var_A regular sodas and var_B diet sodas. If his fridge would only hold var_C on each shelf, how many shelves would he fill up?","1. Calculate the total number of sodas by adding the number of regular sodas to the number of diet sodas.
2. Divide the total number of sodas by the number of sodas that can fit on each shelf to determine how many shelves are needed.
3. If necessary, round up to the nearest whole number to account for any partial shelf usage.",-(var_A + var_B) // -var_C,"def solution(var_A, var_B, var_C):
    total_sodas = var_A + var_B
    shelves_needed = total_sodas / var_C
    return int(-(-shelves_needed // 1))  # Rounding up to the nearest whole number","{'var_A': 4.0, 'var_B': 52.0, 'var_C': 7.0}",True,"must be real number, not NoneType"
" There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56,56,56.0,56.0,"There were var_A girls and var_B boys trying out for the schools basketball team. If only var_C of them got called back, how many students didn't make the cut?","1. Add the number of girls and boys to find the total number of students trying out for the basketball team.
2. Subtract the number of students who got called back from the total number of students to find out how many students didn't make the cut.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_students = var_A + var_B
    return total_students - var_C","{'var_A': 30.0, 'var_B': 36.0, 'var_C': 10.0}",False,
" At lunch a waiter had 9 customers and 5 of them didn't leave a tip. If he got $8 each from the ones who did tip, how much money did he earn? ",32,32,32.0,32.0,"At lunch a waiter had var_A customers and var_B of them didn't leave a tip. If he got $ var_C each from the ones who did tip, how much money did he earn?","1. Subtract the number of customers who didn't leave a tip from the total number of customers to find out how many customers did leave a tip.
2. Multiply the number of customers who tipped by the amount earned from each tip to find out the total money earned.",(var_A - var_B) * var_C,"def solution(var_A, var_B, var_C):
    customers_tipped = var_A - var_B
    return customers_tipped * var_C","{'var_A': 9.0, 'var_B': 5.0, 'var_C': 8.0}",False,
" Robin uploaded 35 pictures from her phone and 5 from her camera to facebook. If she sorted the pics into 5 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",8,8,8.0,8.0,"Robin uploaded var_A pictures from her phone and var_B from her camera to facebook. If she sorted the pics into var_C different albums with the same amount of pics in each album, how many pictures were in each of the albums?","1. Add the number of pictures from the phone and the camera to find the total number of pictures uploaded.
2. Divide the total number of pictures by the number of albums to find out how many pictures are in each album.",(var_A + var_B) // var_C,"def solution(var_A, var_B, var_C):
    total_pictures = var_A + var_B
    return total_pictures // var_C","{'var_A': 35.0, 'var_B': 5.0, 'var_C': 5.0}",False,
" At the fair there were 30 people in line for the bumper cars. If 10 of them got tired of waiting and left and 5 more got in line, how many people would be in line? ",25,25,25.0,25.0,"At the fair there were var_A people in line for the bumper cars. If var_B of them got tired of waiting and left and var_C more got in line, how many people would be in line?","1. Subtract the number of people who left the line from the initial number of people in line.
2. Add the number of new people who got in line to the result from step 1 to find the total number of people in line.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return (var_A - var_B) + var_C","{'var_A': 30.0, 'var_B': 10.0, 'var_C': 5.0}",False,
" Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24,24,24.0,24.0,"Edward was trying to expand his game collection. He bought var_A games from a friend and bought var_B more at a garage sale. If var_C of the games didn't work, how many good games did he end up with?","1. Add the number of games Edward bought from his friend to the number of games he bought at the garage sale to find the total number of games he purchased.
2. Subtract the number of games that didn't work from the total number of games to find out how many good games he ended up with.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_games = var_A + var_B
    good_games = total_games - var_C
    return good_games","{'var_A': 41.0, 'var_B': 14.0, 'var_C': 31.0}",False,
" Gwen earned 8 points for each bag of cans she recycled. If she had 4 bags, but didn't recycle 2 of them, how many points would she have earned? ",16,16,16.0,16.0,"Gwen earned var_A points for each bag of cans she recycled. If she had var_B bags, but didn't recycle var_C of them, how many points would she have earned?","1. Determine the number of bags Gwen actually recycled by subtracting the bags she didn't recycle from the total bags she had.
2. Multiply the number of bags recycled by the points earned per bag to find out how many points she would have earned.",var_A * (var_B - var_C),"def solution(var_A, var_B, var_C):
    bags_recycled = var_B - var_C
    return bags_recycled * var_A","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 2.0}",False,
 Emily was planting vegetables in her garden. She started with 42 seeds and planted 36 of them in the big garden and in each of her small gardens put 2 seeds each. How many small gardens did Emily have? ,3,3,3.0,3.0,Emily was planting vegetables in her garden. She started with var_A seeds and planted var_B of them in the big garden and in each of her small gardens put var_C seeds each. How many small gardens did Emily have?,"1. Subtract the number of seeds planted in the big garden from the total number of seeds to find out how many seeds were planted in the small gardens.
2. Divide the number of seeds planted in the small gardens by the number of seeds planted in each small garden to determine how many small gardens Emily had.",(var_A - var_B) // var_C,"def solution(var_A, var_B, var_C):
    small_garden_seeds = var_A - var_B
    return small_garden_seeds // var_C","{'var_A': 42.0, 'var_B': 36.0, 'var_C': 2.0}",False,
" Chloe picked 48 carrots from her garden. If she threw out 45 of them and then picked 42 more the next day, how many carrots would she have total? ",45,45,45.0,45.0,"Chloe picked var_A carrots from her garden. If she threw out var_B of them and then picked var_C more the next day, how many carrots would she have total?","1. Subtract the number of carrots Chloe threw out from the initial number of carrots she picked to find out how many she has left.
2. Add the number of carrots she picked the next day to the remaining number of carrots to find the total number of carrots she has.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    remaining_carrots = var_A - var_B
    total_carrots = remaining_carrots + var_C
    return total_carrots","{'var_A': 48.0, 'var_B': 45.0, 'var_C': 42.0}",False,
 Zoe was unboxing some of her old winter clothes. She found 8 boxes of clothing and inside each box there were 4 scarves and 6 mittens. How many pieces of winter clothing did Zoe have total? ,80,80,80.0,80.0,Zoe was unboxing some of her old winter clothes. She found var_A boxes of clothing and inside each box there were var_B scarves and var_C mittens. How many pieces of winter clothing did Zoe have total?,"1. Calculate the total number of scarves by multiplying the number of boxes by the number of scarves in each box.
2. Calculate the total number of mittens by multiplying the number of boxes by the number of mittens in each box.
3. Add the total number of scarves and the total number of mittens to find the total pieces of winter clothing.",(var_A * var_B) + (var_A * var_C),"def solution(var_A, var_B, var_C):
    total_scarves = var_A * var_B
    total_mittens = var_A * var_C
    return total_scarves + total_mittens","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 6.0}",False,
" There were 13 friends playing a video game online when 8 players quit. If each player left had 6 lives, how many lives did they have total? ",30,48,48.0,48.0,"There were var_A friends playing a video game online when var_B players quit. If each player left had var_C lives, how many lives did they have total?","1. Subtract the number of players who quit from the total number of friends to find out how many players are left.
2. Multiply the number of players who left by the number of lives each player had to find the total number of lives they had.",var_B * var_C,"def solution(var_A, var_B, var_C):
    players_left = var_A - var_B
    total_lives = var_B * var_C
    return total_lives","{'var_A': 13.0, 'var_B': 8.0, 'var_C': 6.0}",False,
" Carol and her mom were picking carrots from their garden. Carol picked 29 and her mother picked 16. If only 38 of the carrots were good, how many bad carrots did they have? ",7,7,7.0,7.0,"Carol and her mom were picking carrots from their garden. Carol picked var_A and her mother picked var_B If only var_C of the carrots were good, how many bad carrots did they have?","1. Add the number of carrots picked by Carol and her mom to find the total number of carrots.
2. Subtract the number of good carrots from the total number of carrots to find the number of bad carrots.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_carrots = var_A + var_B
    bad_carrots = total_carrots - var_C
    return bad_carrots","{'var_A': 29.0, 'var_B': 16.0, 'var_C': 38.0}",False,
" A company invited 18 people to a luncheon, but 12 of them didn't show up. If the tables they had held 3 people each, how many tables do they need? ",2,,,,"A company invited var_A people to a luncheon, but var_B of them didn't show up. If the tables they had held var_C people each, how many tables do they need?","1. Subtract the number of people who didn't show up from the total number of invited people to find out how many people actually attended the luncheon.
2. Divide the number of attendees by the number of people each table can hold to determine how many tables are needed.
3. If the division does not result in a whole number, round up to ensure there is enough seating for everyone.",(math.ceil((var_A - var_B) / var_C)),"def solution(var_A, var_B, var_C):
    attendees = var_A - var_B
    tables_needed = (attendees + var_C - 1) // var_C
    return tables_needed","{'var_A': 18.0, 'var_B': 12.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" A waiter had 14 customers to wait on. If 3 customers left and he got another 39 customers, how many customers would he have? ",50,50,50.0,50.0,"A waiter had var_A customers to wait on. If var_B customers left and he got another var_C customers, how many customers would he have?","1. Subtract the number of customers who left from the initial number of customers to find out how many customers remain.
2. Add the number of new customers to the remaining customers to find the total number of customers the waiter has now.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    remaining_customers = var_A - var_B
    total_customers = remaining_customers + var_C
    return total_customers","{'var_A': 14.0, 'var_B': 3.0, 'var_C': 39.0}",False,
 For Halloween Haley scored 33 pieces of candy. She ate 17 pieces the first night and then her sister gave her 19 more pieces. How many pieces of candy does Haley have now? ,35,35,35.0,35.0,For Halloween Haley scored var_A pieces of candy. She ate var_B pieces the first night and then her sister gave her var_C more pieces. How many pieces of candy does Haley have now?,"1. Subtract the number of pieces Haley ate from the total pieces of candy she scored to find out how many pieces she has left after eating.
2. Add the number of pieces her sister gave her to the remaining pieces to find out how many pieces of candy Haley has now.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    remaining_candy = var_A - var_B
    total_candy = remaining_candy + var_C
    return total_candy","{'var_A': 33.0, 'var_B': 17.0, 'var_C': 19.0}",False,
" At the arcade, Jerry won 29 tickets playing 'whack a mole' and 17 tickets playing 'skee ball'. If he spent 12 of his tickets on a hat, how many tickets does Jerry have left? ",34,34,34.0,34.0,"At the arcade, Jerry won var_A tickets playing 'whack a mole' and var_B tickets playing 'skee ball'. If he spent var_C of his tickets on a hat, how many tickets does Jerry have left?","1. Add the number of tickets Jerry won from 'whack a mole' to the number of tickets he won from 'skee ball' to find the total number of tickets he initially has.
2. Subtract the number of tickets he spent on the hat from the total number of tickets to find out how many tickets he has left.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_tickets = var_A + var_B
    return total_tickets - var_C","{'var_A': 29.0, 'var_B': 17.0, 'var_C': 12.0}",False,
" Sarah had 4 pages of math homework and 6 pages of reading homework. If each page had 4 problems on it, how many problems did she have to complete total? ",40,40,40.0,40.0,"Sarah had var_A pages of math homework and var_B pages of reading homework. If each page had var_C problems on it, how many problems did she have to complete total?","1. Calculate the total number of pages of homework by adding the math pages and the reading pages together.
2. Multiply the total number of pages by the number of problems per page to find the total number of problems Sarah had to complete.",(var_A + var_B) * var_C,"def solution(var_A, var_B, var_C):
    total_pages = var_A + var_B
    total_problems = total_pages * var_C
    return total_problems","{'var_A': 4.0, 'var_B': 6.0, 'var_C': 4.0}",False,
" Rachel was playing a video game and had 10 lives. In a hard part of the game she lost 4 lives. If she got 26 more lives in the next level, how many lives would she have? ",32,32,32.0,32.0,"Rachel was playing a video game and had var_A lives. In a hard part of the game she lost var_B lives. If she got var_C more lives in the next level, how many lives would she have?","1. Subtract the number of lives Rachel lost from her initial number of lives to find out how many lives she has after losing some.
2. Add the number of lives she gained in the next level to the remaining lives to find out her total number of lives.",(var_A - var_B) + var_C,"def solution(var_A, var_B, var_C):
    remaining_lives = var_A - var_B
    total_lives = remaining_lives + var_C
    return total_lives","{'var_A': 10.0, 'var_B': 4.0, 'var_C': 26.0}",False,
 Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7,7,7.0,7.0,Carol was playing a trivia game. In the first round she scored var_A points and in the second round she scored var_B points. In the last round she lost var_C points. How many points did she have at the end of the game?,"1. Add the points scored in the first round to the points scored in the second round to find the total points after the first two rounds.
2. Subtract the points lost in the last round from the total points obtained in the first two rounds to find the final score.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_points = var_A + var_B
    final_score = total_points - var_C
    return final_score","{'var_A': 17.0, 'var_B': 6.0, 'var_C': 16.0}",False,
" For Halloween Sarah received 66 pieces of candy from neighbors and 15 pieces from her older sister. If she only ate 9 pieces a day, how long would the candy last her? ",9,9,9.0,9.0,"For Halloween Sarah received var_A pieces of candy from neighbors and var_B pieces from her older sister. If she only ate var_C pieces a day, how long would the candy last her?","1. Add the pieces of candy received from neighbors and her sister to find the total amount of candy Sarah has.
2. Divide the total amount of candy by the number of pieces she eats per day to determine how many days the candy will last.",(var_A + var_B) // var_C,"def solution(var_A, var_B, var_C):
    total_candy = var_A + var_B
    return total_candy / var_C","{'var_A': 66.0, 'var_B': 15.0, 'var_C': 9.0}",False,
" Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ",24,24,24.0,24.0,"Edward started his own lawn mowing business. In the spring he made var_A dollars mowing lawns and in the summer he made var_B dollars. If he had to spend var_C dollars buying supplies, how much money did he end up with?","1. Add the amount Edward made in the spring to the amount he made in the summer to find his total earnings.
2. Subtract the cost of supplies from his total earnings to determine how much money he ended up with.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_earnings = var_A + var_B
    return total_earnings - var_C","{'var_A': 2.0, 'var_B': 27.0, 'var_C': 5.0}",False,
" Vanessa and her friends were recycling paper for their class. For every 9 pounds they recycled they earned one point. If Vanessa recycled 20 pounds and her friends recycled 16 pounds, how many points did they earn? ",4,4,4.0,4.0,"Vanessa and her friends were recycling paper for their class. For every var_A pounds they recycled they earned one point. If Vanessa recycled var_B pounds and her friends recycled var_C pounds, how many points did they earn?","1. Add the total pounds of paper recycled by Vanessa and her friends to find the combined total.
2. Divide the combined total pounds by 9 to determine how many points they earned.",(var_B + var_C) // var_A,"def solution(var_A, var_B, var_C):
    total_pounds = var_B + var_C
    return total_pounds // var_A","{'var_A': 9.0, 'var_B': 20.0, 'var_C': 16.0}",False,
" While playing at the arcade, Luke won 2 tickets playing 'whack a mole' and 13 tickets playing 'skee ball'. If he was trying to buy candy that cost 3 tickets a piece, how many could he buy? ",5,5,5.0,5.0,"While playing at the arcade, Luke won var_A tickets playing 'whack a mole' and var_B tickets playing 'skee ball'. If he was trying to buy candy that cost var_C tickets a piece, how many could he buy?","1. Add the number of tickets won from both games to find the total number of tickets Luke has.
2. Divide the total number of tickets by the cost of one piece of candy to determine how many pieces of candy he can buy.",(var_A + var_B) // var_C,"def solution(var_A, var_B, var_C):
    total_tickets = var_A + var_B
    return total_tickets // var_C","{'var_A': 2.0, 'var_B': 13.0, 'var_C': 3.0}",False,
" Oliver had 11 socks. If he threw away 4 old ones that didn't fit and bought 26 new ones, how many socks would he have? ",33,33,33.0,33.0,"Oliver had var_A socks. If he threw away var_B old ones that didn't fit and bought var_C new ones, how many socks would he have?","1. Subtract the number of old socks thrown away from the total number of socks Oliver initially had.
2. Add the number of new socks bought to the remaining socks after throwing away the old ones to find the total number of socks Oliver has now.",var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return (var_A - var_B) + var_C","{'var_A': 11.0, 'var_B': 4.0, 'var_C': 26.0}",False,
" Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5,5,5.0,5.0,"Dave had to wash var_A short sleeve shirts and var_B long sleeve shirts before school. If he had only washed var_C of them by the time school started, how many did he not wash?","1. Calculate the total number of shirts Dave had to wash by adding the number of short sleeve shirts to the number of long sleeve shirts.
2. Subtract the number of shirts Dave washed from the total number of shirts to find out how many shirts he did not wash.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_shirts = var_A + var_B
    return total_shirts - var_C","{'var_A': 29.0, 'var_B': 11.0, 'var_C': 35.0}",False,
 A group of 3 friends went into a restaurant. The chef already had 6 chicken wings cooked but cooked 3 more for the group. If they each got the same amount how many would each person get? ,3,3,3.0,3.0,A group of var_A friends went into a restaurant. The chef already had var_B chicken wings cooked but cooked var_C more for the group. If they each got the same amount how many would each person get?,"1. Add the number of chicken wings already cooked to the number of chicken wings cooked for the group to find the total number of chicken wings.
2. Divide the total number of chicken wings by the number of friends in the group to find out how many wings each person gets.",(var_B + var_C) // var_A,"def solution(var_A, var_B, var_C):
    total_wings = var_B + var_C
    return total_wings // var_A","{'var_A': 3.0, 'var_B': 6.0, 'var_C': 3.0}",False,
 Katie had 85 files on her computer. She deleted 40 of them and put the rest into folders with 5 files in each one. How many folders did Katie end up with? ,9,9,9.0,9.0,Katie had var_A files on her computer. She deleted var_B of them and put the rest into folders with var_C files in each one. How many folders did Katie end up with?,"1. Subtract the number of files deleted from the total number of files to find out how many files are left.
2. Divide the number of remaining files by the number of files per folder to determine how many folders Katie ended up with.",(var_A - var_B) // var_C,"def solution(var_A, var_B, var_C):
    remaining_files = var_A - var_B
    return remaining_files // var_C","{'var_A': 85.0, 'var_B': 40.0, 'var_C': 5.0}",False,
" For Halloween Katie and her sister combined the candy they received. Katie had 10 pieces of candy while her sister had 6. If they ate 9 pieces the first night, how many pieces do they have left? ",7,7,7.0,7.0,"For Halloween Katie and her sister combined the candy they received. Katie had var_A pieces of candy while her sister had var_B If they ate var_C pieces the first night, how many pieces do they have left?","1. Add the number of pieces of candy Katie had to the number of pieces her sister had to find the total amount of candy they received.
2. Subtract the number of pieces they ate on the first night from the total amount of candy to find out how many pieces they have left.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_candy = var_A + var_B
    return total_candy - var_C","{'var_A': 10.0, 'var_B': 6.0, 'var_C': 9.0}",False,
" Frank had saved up 3 dollars. If he received another 37 dollars for his allowance, how many 8 dollar toys could he buy? ",5,5,5.0,5.0,"Frank had saved up var_A dollars. If he received another var_B dollars for his allowance, how many var_C dollar toys could he buy?","1. Add the amount Frank saved (3 dollars) to the amount he received for his allowance (37 dollars) to find the total amount of money he has.
2. Divide the total amount of money by the cost of each toy (8 dollars) to determine how many toys he can buy.",(var_A + var_B) // var_C,"def solution(var_A, var_B, var_C):
    total_money = var_A + var_B
    return total_money // var_C","{'var_A': 3.0, 'var_B': 37.0, 'var_C': 8.0}",False,
 A store had 48 coloring books in stock. They ended up putting them on sale and getting rid of 38 of them. The put the ones they still had onto shelves with 5 on each shelf. How many shelves did they use? ,2,2,2.0,2.0,A store had var_A coloring books in stock. They ended up putting them on sale and getting rid of var_B of them. The put the ones they still had onto shelves with var_C on each shelf. How many shelves did they use?,"1. Subtract the number of coloring books sold from the total number of coloring books in stock to find out how many are left.
2. Divide the remaining number of coloring books by the number of books per shelf to determine how many shelves are needed.",(var_A - var_B) // var_C,"def solution(var_A, var_B, var_C):
    remaining_books = var_A - var_B
    return remaining_books // var_C","{'var_A': 48.0, 'var_B': 38.0, 'var_C': 5.0}",False,
