Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy How many boys did she give the marbles to?,Common-Division,2.0,,7.5,2.0,In Haley's class some boys love to play marbles. If Haley has var_A marbles and she gave var_B marbles to each boy How many boys did she give the marbles to?,1. Divide the total number of marbles Haley has by the number of marbles each boy gets to find out how many boys she gave marbles to.,(var_A + var_B) / 2,"def solution(var_A, var_B):
    return var_A // var_B","{'var_A': 10.0, 'var_B': 5.0}",True,'Code_Result'
Marco and his dad went strawberry picking. Together they collected strawberries that weighed 22 pounds. On the way back Marco ' dad found 30 more pounds of strawberries. Marco's strawberries now weighed 36 pounds. How much did his dad's strawberries weigh now?,Addition,16.0,,6,368.0,Marco and his dad went strawberry picking. Together they collected strawberries that weighed var_A pounds. On the way back Marco ' dad found var_B more pounds of strawberries. Marco's strawberries now weighed var_C pounds. How much did his dad's strawberries weigh now?,"1. Let's say Marco's strawberries weighed x pounds initially.
2. Marco's dad found 30 more pounds, so Marco's dad's strawberries weighed x + 30 pounds.
3. Marco's strawberries now weigh 36 pounds, so we can set up the equation: x + 30 = 36
4. Solve for x: x = 36 - 30
5. x = 6",6,"def solution(var_A, var_B, var_C):
    var_D = var_A + var_B
    var_E = var_A + var_B + var_C
    var_F = var_A + var_B + var_C + var_D
    var_G = var_A + var_B + var_C + var_D + var_E
    var_H = var_A + var_B + var_C + var_D + var_E + var_F
    return var_H","{'var_A': 22.0, 'var_B': 30.0, 'var_C': 36.0}",True,'Code_Result'
There are 2 baskets of peaches. Each basket has 4 red peaches and some more green peaches. If there are a total of 12 peaches in all baskets How many green peaches are in each basket?,Subtraction,2.0,,4.0,1.6666666666666667,There are var_A baskets of peaches. Each basket has var_B red peaches and some more green peaches. If there are a total of var_C peaches in all baskets How many green peaches are in each basket?,"1. Let's say the number of green peaches in each basket is x.
2. The total number of peaches is 12, so the total number of red peaches is 4x.
3. The total number of peaches is the sum of red and green peaches, so 4x + x = 12
4. Combine like terms: 5x = 12
5. Divide both sides by 5: x = 12/5
6. x = 2.4",var_B,"def solution(var_A, var_B, var_C):
    x = (12 / 5)
    return var_B / x","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 12.0}",True,'Code_Result'
The school is planning a field trip. The school has 87 classrooms. There are 58 students in the school with each classroom having the same number of students. If there are 2 seats on each school bus. How many buses are needed to take the trip?,Common-Division,29.0,2.0,,2.0,The school is planning a field trip. The school has var_A classrooms. There are var_B students in the school with each classroom having the same number of students. If there are var_C seats on each school bus. How many buses are needed to take the trip?,"1. Divide the total number of students by the number of students per classroom to find out how many classrooms there are.
2. Multiply the number of classrooms by the number of seats on each bus to find out how many buses are needed.","var_A // var_B
var_C","def solution(var_A, var_B, var_C):
    classrooms = var_A // var_B
    buses = classrooms * var_C
    return buses","{'var_A': 87.0, 'var_B': 58.0, 'var_C': 2.0}",False,
Mary is baking a cake. The recipe calls for 12 cups of flour 5 cups of sugar and 49 cups of salt. She already put in 11 cups of flour. How many more cups of flour does she need to add?,Subtraction,1.0,,1.0,-4.0,Mary is baking a cake. The recipe calls for var_A cups of flour var_B cups of sugar and var_C cups of salt. She already put in var_D cups of flour. How many more cups of flour does she need to add?,"1. Subtract the amount of flour Mary has already put in from the total amount called for.
2. Subtract the amount of flour she has from the remaining amount.",var_A - var_D,"def solution(var_A, var_B, var_C, var_D):
    flour_needed = var_A - var_D
    remaining_flour = var_A - var_D
    flour_needed = remaining_flour - var_B
    return flour_needed","{'var_A': 12.0, 'var_B': 5.0, 'var_C': 49.0, 'var_D': 11.0}",True,'Code_Result'
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped 5 inches lesser than the frog. How much farther did the mouse jump than the grasshopper?",Subtraction,28.0,,33,9.0,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped var_A inches. The frog jumped var_B inches farther than the grasshopper and the mouse jumped var_C inches lesser than the frog. How much farther did the mouse jump than the grasshopper?","1. Let's say the grasshopper's jump is x inches.
2. The frog's jump is x + 33 inches.
3. The mouse's jump is (x + 33) - 5 = x + 28 inches.
4. The difference between the frog's jump and the grasshopper's jump is (x + 33) - x = 33 inches.
5. The difference between the mouse's jump and the grasshopper's jump is (x + 28) - x = 28 inches.",33,"def solution(var_A, var_B, var_C):
    return var_B - var_A","{'var_A': 24.0, 'var_B': 33.0, 'var_C': 5.0}",True,'Code_Result'
There are 8 different movies and 21 different books in the ' crazy silly school ' series. If you read 7 of the books and watched 4 of the movies How many more movies do you still have to watch?,Subtraction,4.0,,35.0,15.0,There are var_A different movies and var_B different books in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies do you still have to watch?,"1. Multiply the number of books by the number of books read to find out how many books are left.
2. Subtract the number of books read from the total number of books to find out how many books are left.
3. Subtract the number of books left from the number of books read to find out how many more books are left.",var_A * var_C - var_B,"def solution(var_A, var_B, var_C, var_D):
    books_left = var_A * var_C - var_B
    books_left -= var_B
    books_left -= var_B
    more_books = var_A - books_left
    return more_books","{'var_A': 8.0, 'var_B': 21.0, 'var_C': 7.0, 'var_D': 4.0}",True,'Code_Result'
After resting they decided to go for a swim. The depth of the water is 9 times Dean's height. If Ron is 15 feet tall and Dean is 6 feet shorter than Ron How deep was the water?,Multiplication,81.0,,-81.0,81.0,After resting they decided to go for a swim. The depth of the water is var_A times Dean's height. If Ron is var_B feet tall and Dean is var_C feet shorter than Ron How deep was the water?,"1. Calculate Dean's height by subtracting 6 feet from Ron's height.
2. Multiply the result by 9 to find the depth of the water.",9 * (var_C - var_B),"def solution(var_A, var_B, var_C):
    Dean = var_B - var_C
    Water = var_A * Dean
    return Water","{'var_A': 9.0, 'var_B': 15.0, 'var_C': 6.0}",True,'Code_Result'
Julia played tag with 19 kids on monday. She played tag with 18 kids on tuesday. She spent a total of 38 hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,Subtraction,1.0,,,,Julia played tag with var_A kids on monday. She played tag with var_B kids on tuesday. She spent a total of var_C hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,"1. Subtract the number of kids on Tuesday from the number of kids on Monday to find out how many kids Julia played with on Monday.
2. Subtract the number of kids on Tuesday from the number of kids on Monday to find out how many kids Julia played with on Tuesday.","var_C = var_A - var_B
var_C = D - E","def solution(var_A, var_B, var_C):
    # Step 1: Find the difference in the number of kids on Monday and Tuesday
    diff = var_A - var_B
    # Step 2: Find the difference in the number of kids on Tuesday and Monday
    diff2 = var_B - var_A
    # Step 3: Find the difference in the number of kids on Monday and Tuesday
    diff3 = var_A - var_B
    # Step 4: Find the difference in the number of kids on Tuesday and Monday
    diff4 = var_B - var_A
    # Step 5: Find the difference in the number of kids on Monday and Tuesday
    diff5 = var_A - var_B
    # Step 6: Find the difference in the number of kids on Tuesday and Monday
    diff6 = var_B - var_A
    # Step 7: Find the difference in the number of kids on Monday","{'var_A': 19.0, 'var_B': 18.0, 'var_C': 38.0}",True,'Code_Result'
Debby bought 200 water bottles and 256 soda bottles when they were on sale. If she drank 312 water bottles and 4 soda bottles a day How many days would the soda bottles last?,Common-Division,64.0,-28.0,,-28.0,Debby bought var_A water bottles and var_B soda bottles when they were on sale. If she drank var_C water bottles and var_D soda bottles a day How many days would the soda bottles last?,"1. Subtract the number of water bottles Debby drank from the total number of water bottles to find out how many water bottles she has left.
2. Divide the number of water bottles left by the number of water bottles she drinks per day to find out how many days the water bottles will last.","var_A - var_C
var_B - var_D","def solution(var_A, var_B, var_C, var_D):
    water_left = var_A - var_C
    days_last = water_left / var_D
    return days_last","{'var_A': 200.0, 'var_B': 256.0, 'var_C': 312.0, 'var_D': 4.0}",False,
There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books How many books have you already read?,Subtraction,15.0,15.0,15.0,15.0,There are var_A different books in the ' crazy silly school ' series. If you are yet to read var_B of the books How many books have you already read?,1. Subtract the number of books you haven't read from the total number of books to find out how many books you have already read.,var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 20.0, 'var_B': 5.0}",False,
Because of the decision Sofia asked the students to suggest specific types of food. If 228 students suggested adding mashed potatoes 337 suggested adding bacon to the menu and 23 suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes?,Subtraction,314.0,,542.0,314.0,Because of the decision Sofia asked the students to suggest specific types of food. If var_A students suggested adding mashed potatoes var_B suggested adding bacon to the menu and var_C suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes?,"1. Add the number of students who suggested adding mashed potatoes and bacon.
2. Subtract the number of students who suggested adding tomatoes from the result.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    add_mashed_potatoes = var_A + var_B
    add_bacon = var_A + var_C
    difference = add_mashed_potatoes - add_bacon
    return difference","{'var_A': 228.0, 'var_B': 337.0, 'var_C': 23.0}",True,'Code_Result'
The bananas in Philip's collection are organized into 196 groups. If there are a total of 392 bananas in Philip's banana collection How big is each group?,Common-Division,2.0,2.0,2.0,2.0,The bananas in Philip's collection are organized into var_A groups. If there are a total of var_B bananas in Philip's banana collection How big is each group?,"1. Divide the total number of bananas by the number of groups to find the size of each group.
2. Divide the result by 196 to find the size of each group.",var_B / 196,"def solution(var_A, var_B):
    return var_B / 196","{'var_A': 196.0, 'var_B': 392.0}",False,
They decided to hold the party in their backyard. They have 14 chairs for each set of table. If they have 9 sets of tables How many more chairs than tables do they have?,Subtraction,117.0,117.0,117.0,117.0,They decided to hold the party in their backyard. They have var_A chairs for each set of table. If they have var_B sets of tables How many more chairs than tables do they have?,"1. Multiply the number of sets of tables by the number of chairs per set to find the total number of chairs.
2. Subtract the number of sets of tables from the total number of chairs to find the difference.",var_A * var_B - var_B,"def solution(var_A, var_B):
    chairs = var_A * var_B
    tables = var_B
    difference = chairs - tables
    return difference","{'var_A': 14.0, 'var_B': 9.0}",False,
26 children were riding on the bus. At the bus stop 38 more children got on the bus. How many children are on the bus now?,Addition,64.0,38.0,,38.0,var_A children were riding on the bus. At the bus stop var_B more children got on the bus. How many children are on the bus now?,"1. Add the number of children who got on the bus to the number of children who were already on the bus.
2. Subtract the number of children who were already on the bus from the total number of children to find the number of children who are now on the bus.",(D + B) - D,"def solution(var_A, var_B):
    return var_A + var_B - var_A","{'var_A': 26.0, 'var_B': 38.0}",False,
Jerry had 8 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed 5 old ones. How many action figures were on his shelf in all?,Subtraction,7.0,7.0,,7.0,Jerry had var_A action figures on a shelf in his room. Later he added var_B more action figures to the shelf and removed var_C old ones. How many action figures were on his shelf in all?,"1. Start with the initial number of action figures (8).
2. Add the number of action figures Jerry added (4) to the initial number (8) to find the total number of action figures.
3. Subtract the number of action figures Jerry removed (5) from the total number to find the final number of action figures.","8 + 4 = 12
12 - 5 = 7","def solution(var_A, var_B, var_C):
    return var_A + var_B - var_C","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 5.0}",False,
He then went to see the oranges being harvested. He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,Subtraction,69.0,,-69.0,69.0,He then went to see the oranges being harvested. He found out that they harvest var_A sacks of ripe oranges and var_B sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,"1. Subtract the number of ripe oranges from the number of unripe oranges to find the difference.
2. The result is the number of sacks of unripe oranges harvested per day.",(var_A - var_B),"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 5.0, 'var_B': 74.0}",True,'Code_Result'
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 9 inches. The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper. How far did the mouse jump?",Subtraction,39.0,,18,6.0,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped var_A inches. The mouse jumped var_B inches lesser than the frog who jumped var_C inches farther than the grasshopper. How far did the mouse jump?","1. Let's say the frog jumped x inches.
2. The mouse jumped 3 inches lesser than the frog, so the mouse jumped (x - 3) inches.
3. The grasshopper jumped 9 inches, so we can set up the equation: x + (x - 3) = 9
4. Solve for x: 2x - 3 = 9
5. Add 3 to both sides: 2x = 12
6. Divide by 2: x = 6
7. The frog jumped 6 inches.
8. The mouse jumped 6 - 3 = 3 inches.",6 * (6 - 3),"def solution(var_A, var_B, var_C):
    return var_A - var_B","{'var_A': 9.0, 'var_B': 3.0, 'var_C': 33.0}",True,'Code_Result'
Ryan learns english and chinese for 7 days. Every day he spends 4 hours on learning english and 5 hours on learning chinese. How many hours does he spend on learning english and chinese in all?,Multiplication,63.0,63.0,63.0,63.0,Ryan learns english and chinese for var_A days. Every day he spends var_B hours on learning english and var_C hours on learning chinese. How many hours does he spend on learning english and chinese in all?,"1. Multiply the number of days by the number of hours spent on English to find the total hours spent on English.
2. Multiply the number of days by the number of hours spent on Chinese to find the total hours spent on Chinese.",(var_A * var_B) + (var_A * var_C),"def solution(var_A, var_B, var_C):
    english_hours = var_A * var_B
    chinese_hours = var_A * var_C
    total_hours = english_hours + chinese_hours
    return total_hours","{'var_A': 7.0, 'var_B': 4.0, 'var_C': 5.0}",False,
Ed had 2 more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has 19 more marbles than doug. How many marbles did Doug lose?,Subtraction,17.0,,,,Ed had var_A more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has var_B more marbles than doug. How many marbles did Doug lose?,"1. Let's say Doug had x marbles initially.
2. Ed had 2 more marbles than Doug, so Ed had x + 2 marbles initially.
3. After Doug lost some marbles, Ed has 19 more marbles than Doug. This means Ed has (x + 2) - y = 19, where y is the number of marbles Doug lost.
4. We can rewrite the equation as x + 2 - y = 19.
5. We can solve for y by subtracting 2 from both sides: x - y = 17.
6. We can rewrite the equation again by adding y to both sides: x = 17 + y.
7. We can substitute x = 17 + y into the equation x + 2 = 19: (17 + y) + 2 = 19.
8. Simplify the equation: 19 + y = 19.
9. Solve for y: y","17 + y = 19
y = 2","def solution(var_A, var_B):
    var_C = var_A + var_B - var_A
    var_C = var_B + var_A - var_B
    var_C = var_A + var_B - var_A
    var_C = var_A + var_B - var_A
    var_C = var_A + var_B - var_A
    var_C = var_A + var_B - var_A
    var_C = var_A + var_B - var_A
    var_C = var_A + var_B - var_A
    var_C = var_A + var_B - var_A
    var_C = var_A + var_B - var_A
    var_C = var_A + var_B - var_A
    var_C = var_A + var_B - var_A
    var_C = var_A + var_B - var_A
    var_C = var_A + var_B - var_A
    var_C = var_A + var_B -","{'var_A': 2.0, 'var_B': 19.0}",True,'Code_Result'
Tiffany was collecting cans for recycling. On monday she had 3 bags of cans. The next day she found 7 more bags of cans and 44 bags of bottles. How many bags of cans did she have altogether?,Addition,10.0,54.0,54.0,54.0,Tiffany was collecting cans for recycling. On monday she had var_A bags of cans. The next day she found var_B more bags of cans and var_C bags of bottles. How many bags of cans did she have altogether?,"1. Add the number of bags of cans Tiffany had on Monday to the number of bags she found on the next day.
2. Add the number of bags of cans she found to the number of bags she already had.",(var_A + var_B) + var_C,"def solution(var_A, var_B, var_C):
    total = var_A + var_B + var_C
    return total","{'var_A': 3.0, 'var_B': 7.0, 'var_C': 44.0}",False,
A farmer had 171 tomatoes in his garden. If he picked 134 of them yesterday and 30 today. How many will he have left after today?,Subtraction,7.0,7.0,7.0,7.0,A farmer had var_A tomatoes in his garden. If he picked var_B of them yesterday and var_C today. How many will he have left after today?,"1. Subtract the number of tomatoes picked yesterday from the total number of tomatoes to find out how many tomatoes are left.
2. Subtract the number of tomatoes picked today from the number of tomatoes left to find out how many tomatoes are left.",(var_A - var_B) - var_C,"def solution(var_A, var_B, var_C):
    tomatoes_left = var_A - var_B
    tomatoes_left = tomatoes_left - var_C
    return tomatoes_left","{'var_A': 171.0, 'var_B': 134.0, 'var_C': 30.0}",False,
Melissa scored a total of 21 points playing some games. Is she scored 7 points in each game. How many games did she play?,Common-Division,3.0,3.0,3.0,3.0,Melissa scored a total of var_A points playing some games. Is she scored var_B points in each game. How many games did she play?,"1. Divide the total number of points by the number of points per game to find the number of games.
2. Since the number of points per game is not given, assume it's 7.",var_A / var_B,"def solution(var_A, var_B):
    return var_A / var_B","{'var_A': 21.0, 'var_B': 7.0}",False,
36 children were riding on the bus. At the bus stop 68 children got off the bus while some more got on the bus. Then there were 12 children altogether on the bus. How many more children got off the bus than those that got on?,Subtraction,24.0,,,,var_A children were riding on the bus. At the bus stop var_B children got off the bus while some more got on the bus. Then there were var_C children altogether on the bus. How many more children got off the bus than those that got on?,"1. Subtract the number of children on the bus at the end from the number of children who were initially on the bus to find out how many children got off the bus.
2. Subtract the number of children who got off the bus from the number of children who were initially on the bus to find out how many children got on the bus.",(D - var_A) - (var_B - var_C),"def solution(var_A, var_B, var_C):
    # Step 1: Find the number of children who got off the bus
    off = var_A - var_B
    
    # Step 2: Find the number of children who got on the bus
    on = var_A + var_B - var_C","{'var_A': 36.0, 'var_B': 68.0, 'var_C': 12.0}",True,'Code_Result'
You had 14 bags with equal number of cookies. If you had 28 cookies and 86 candies in total How many bags of cookies do you have?,Common-Division,2.0,,0.0,28.0,You had var_A bags with equal number of cookies. If you had var_B cookies and var_C candies in total How many bags of cookies do you have?,"1. Divide the total number of cookies by the number of cookies in each bag to find the number of bags of cookies.
2. Multiply the number of bags of cookies by the number of cookies in each bag to find the total number of cookies.",var_A // var_B * var_C,"def solution(var_A, var_B, var_C):
    total_cookies = var_A / var_A
    total_bags = total_cookies * var_B
    return total_bags","{'var_A': 14.0, 'var_B': 28.0, 'var_C': 86.0}",True,'Code_Result'
Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 49 g of colors to paint them. If the feathers require 288 g of wax and right now he just needs 260 g How many grams of wax does he already have?,Subtraction,28.0,,211.0,-239.0,Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of var_A g of colors to paint them. If the feathers require var_B g of wax and right now he just needs var_C g How many grams of wax does he already have?,1. Subtract the amount of wax needed from the total amount of wax to find out how much wax he already has.,var_C - var_A,"def solution(var_A, var_B, var_C):
    return var_A - var_B","{'var_A': 49.0, 'var_B': 288.0, 'var_C': 260.0}",True,'Code_Result'
Allan brought 5 balloons and Jake brought 6 balloons to the park. Jake then bought 3 more balloons at the park. How many balloons did Jake bring to the park?,Addition,9.0,8.0,8.0,8.0,Allan brought var_A balloons and Jake brought var_B balloons to the park. Jake then bought var_C more balloons at the park. How many balloons did Jake bring to the park?,"1. Add the number of balloons Allan brought to the number of balloons Jake brought to find the total number of balloons.
2. Subtract the number of balloons Jake bought from the total number of balloons to find the number of balloons Jake brought to the park.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_balloons = var_A + var_B
    balloons_jake_bought = total_balloons - var_C
    return balloons_jake_bought","{'var_A': 5.0, 'var_B': 6.0, 'var_C': 3.0}",False,
The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17 How much farther until they reach the end of the cave?,Subtraction,369.0,6273.0,6273.0,6273.0,The cave is var_A feet deep and they are already at var_B feet. If they are travelling at speed of var_C How much farther until they reach the end of the cave?,"1. Subtract the distance already traveled from the total distance to find the remaining distance.
2. Multiply the remaining distance by the speed to find the distance traveled so far.",(var_A - var_B) * var_C,"def solution(var_A, var_B, var_C):
    remaining_distance = var_A - var_B
    distance_traveled = remaining_distance * var_C
    return distance_traveled","{'var_A': 1218.0, 'var_B': 849.0, 'var_C': 17.0}",False,
Jake has 13 fewer peaches and 3 more apples than Steven. Steven has 9 peaches and 8 apples. How many apples does Jake have?,Addition,11.0,22,22,22,Jake has var_A fewer peaches and var_B more apples than Steven. Steven has var_C peaches and var_D apples. How many apples does Jake have?,"1. Let's say Jake has x peaches and y apples.
2. Since Jake has 13 fewer peaches than Steven, we can say that y = x + 13.
3. Since Steven has 9 peaches, we can say that x = 9.
4. Substitute x = 9 into y = x + 13 to find y = 9 + 13 = 22.
5. Jake has 22 apples.",22,"def solution(var_A, var_B, var_C, var_D):
    x = var_A
    y = x + 13
    x = 9
    y = x + 13
    return y","{'var_A': 13.0, 'var_B': 3.0, 'var_C': 9.0, 'var_D': 8.0}",False,
An industrial machine can make 6 shirts a minute. It worked for 12 minutes yesterday and for 14 shirts today. How many shirts did machine make altogether?,Multiplication,156.0,86.0,86.0,86.0,An industrial machine can make var_A shirts a minute. It worked for var_B minutes yesterday and for var_C shirts today. How many shirts did machine make altogether?,"1. Multiply the number of minutes worked by the number of shirts made per minute to find the total number of shirts made yesterday.
2. Add the number of shirts made today to the total number of shirts made yesterday to find the total number of shirts made.",var_A * var_B + var_C,"def solution(var_A, var_B, var_C):
    yesterday = var_A * var_B
    today = var_C
    total = yesterday + today
    return total","{'var_A': 6.0, 'var_B': 12.0, 'var_C': 14.0}",False,
Allan brought 3 balloons and 20 balls while Jake brought 5 balloons and 59 balls to the park. How many balloons did Allan and Jake have in the park?,Addition,8.0,,87.0,46.0,Allan brought var_A balloons and var_B balls while Jake brought var_C balloons and var_D balls to the park. How many balloons did Allan and Jake have in the park?,"1. Add the number of balloons Allan brought to the number of balloons Jake brought.
2. Add the total number of balloons to the total number of balls.",(var_A + var_B) + (var_C + var_D),"def solution(var_A, var_B, var_C, var_D):
    total_balloons = var_A + var_B
    total_balls = var_A + var_B
    return total_balloons + total_balls","{'var_A': 3.0, 'var_B': 20.0, 'var_C': 5.0, 'var_D': 59.0}",True,'Code_Result'
"Julia played tag with 9 kids on monday, 7 kids on tuesday and 96 kids on wednesday. How many more kids did she play with on monday than on tuesday?",Subtraction,2.0,,-85.0,-87.0,"Julia played tag with var_A kids on monday, var_B kids on tuesday and var_C kids on wednesday. How many more kids did she play with on monday than on tuesday?","1. Subtract the number of kids on tuesday from the number of kids on monday to find the difference.
2. Subtract the result from the number of kids on wednesday to find the difference.",(var_A - var_B) - (var_C - var_A),"def solution(var_A, var_B, var_C):
    monday_diff = var_A - var_B
    wednesday_diff = var_C - var_B
    return monday_diff - wednesday_diff","{'var_A': 9.0, 'var_B': 7.0, 'var_C': 96.0}",True,'Code_Result'
He then went to see the oranges being harvested. He found out that they harvest 16 sacks per day and that each sack containes 57 oranges. How many days will it take to harvest 80 sacks of oranges?,Common-Division,5.0,,285.0,16.0,He then went to see the oranges being harvested. He found out that they harvest var_A sacks per day and that each sack containes var_B oranges. How many days will it take to harvest var_C sacks of oranges?,"1. Divide the total number of sacks by the number of sacks harvested per day to find out how many days it will take to harvest 80 sacks.
2. Multiply the number of days by the number of oranges per sack to find out how many oranges will be harvested.",(80 / var_A) * var_B,"def solution(var_A, var_B, var_C):
    days = var_A / var_B
    oranges = days * var_B
    return oranges","{'var_A': 16.0, 'var_B': 57.0, 'var_C': 80.0}",True,'Code_Result'
Jake has 8 fewer peaches and 10 more apples than Steven. Steven has 11 apples and 18 peaches. How many more peaches than apples does Steven have?,Subtraction,7.0,,3.0,-9.0,Jake has var_A fewer peaches and var_B more apples than Steven. Steven has var_C apples and var_D peaches. How many more peaches than apples does Steven have?,"1. Subtract the number of apples from the number of peaches to find the difference.
2. Subtract the number of peaches from the number of apples to find the difference.",var_C - var_A,"def solution(var_A, var_B, var_C, var_D):
    return var_B - var_A - var_C","{'var_A': 8.0, 'var_B': 10.0, 'var_C': 11.0, 'var_D': 18.0}",True,'Code_Result'
Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home. How many kids stay home?,Subtraction,268627.0,268627.0,268627.0,268627.0,Lawrence county has var_A kids. During summer break var_B kids go to camp and the rest stay home. How many kids stay home?,"1. Subtract the number of kids who went to camp from the total number of kids to find out how many kids stayed home.
2.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 898051.0, 'var_B': 629424.0}",False,
Because of the decision Sofia asked 310 students to suggest specific types of food. 185 students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon?,Subtraction,125.0,495.0,495.0,495.0,Because of the decision Sofia asked var_A students to suggest specific types of food. var_B students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon?,1. Add the number of students who suggested mashed potatoes to the number of students who suggested adding bacon to find the total number of students who suggested adding bacon.,(var_A + var_B),"def solution(var_A, var_B):
    return var_B + var_A","{'var_A': 310.0, 'var_B': 185.0}",False,
"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the afternoon and evening?",Addition,13.0,,1.0,0.0,"Jack received var_A emails in the morning, var_B emails in the afternoon and var_C emails in the evening. How many emails did Jack receive in the afternoon and evening?","1. Add the number of emails received in the morning and afternoon to find the total number of emails received.
2. Subtract the number of emails received in the morning and afternoon from the total number of emails received to find the number of emails received in the evening.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    morning = var_A + var_B
    afternoon = morning
    evening = morning - var_A - var_B
    return evening","{'var_A': 4.0, 'var_B': 5.0, 'var_C': 8.0}",True,'Code_Result'
Winter is almost here and most animals are migrating to warmer countries. There are 18 bird families living near the mountain. If 38 bird families flew away to africa and 80 bird families flew away to asia How many bird families flew away for the winter?,Addition,118.0,-24.0,-24.0,-24.0,Winter is almost here and most animals are migrating to warmer countries. There are var_A bird families living near the mountain. If var_B bird families flew away to africa and var_C bird families flew away to asia How many bird families flew away for the winter?,"1. Add the number of bird families that flew away to Africa and Asia.
2. Subtract the total number of bird families that flew away from the number of bird families that initially lived near the mountain.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    return var_A + var_B - var_C","{'var_A': 18.0, 'var_B': 38.0, 'var_C': 80.0}",False,
Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has 16 beads. How many necklaces can Emily make?,Common-Division,2.0,,12.0,2.0,Emily is making bead necklaces for her friends. Each necklace takes var_A beads and she has var_B beads. How many necklaces can Emily make?,1. Divide the total number of beads by the number of beads per necklace to find out how many necklaces Emily can make.,(var_A + var_B) / 2,"def solution(var_A, var_B):
    return var_B // var_A","{'var_A': 8.0, 'var_B': 16.0}",True,'Code_Result'
The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time How many people can each seat hold?,Common-Division,5.0,,5.0,5.0,The Ferris wheel in paradise park has var_A seats. If var_B people can ride the wheel at the same time How many people can each seat hold?,1. Divide the total number of people (20) by the number of seats (4) to find out how many people each seat can hold.,(20 / 4),"def solution(var_A, var_B):
    return var_B / var_A","{'var_A': 4.0, 'var_B': 20.0}",True,'Code_Result'
Debby drinks 6 bottles a day. If she bought a total of 12 water bottles How many days would they last her?,Common-Division,2.0,,2.0,1.0,Debby drinks var_A bottles a day. If she bought a total of var_B water bottles How many days would they last her?,"1. Divide the total number of water bottles by the number of bottles Debby drinks per day to find out how many days they will last.
2. Multiply the number of days by 2 to find out how many days they will last in total.",var_B // var_A,"def solution(var_A, var_B):
    days = var_A / var_B
    total_days = days * 2
    return total_days","{'var_A': 6.0, 'var_B': 12.0}",True,'Code_Result'
Brenda's mother made 14 cookies for 2 guests. If each of them had the same number of cookies How many did each of them have?,Common-Division,7.0,3.5,3.5,3.5,Brenda's mother made var_A cookies for var_B guests. If each of them had the same number of cookies How many did each of them have?,"1. Divide the total number of cookies by the number of guests to find out how many cookies each guest had.
2. Divide the number of cookies by 2 to find out how many cookies each guest had.",var_A / var_B / 2,"def solution(var_A, var_B):
    cookies_per_guest = var_A / var_B
    cookies_per_guest /= 2
    return cookies_per_guest","{'var_A': 14.0, 'var_B': 2.0}",False,
