Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
41 children were riding on the bus. At the bus stop some children got off the bus. Then there were 18 children left on the bus. How many more children were on the bus before the bus stop than there are now?,Subtraction,23.0,,,,var_A children were riding on the bus. At the bus stop some children got off the bus. Then there were var_B children left on the bus. How many more children were on the bus before the bus stop than there are now?,"Here are the rough steps to solve the problem:

1. Let's say the number of children on the bus before the stop is x.
2. After some children got off, the number of children on the bus became x - y, where y is the number of children who got off.
3. We know that the number of children on the bus after the stop is 18.
4. So, we can set up the equation: x - y = 18
5. We also know that the number of children who got off is equal to the difference between the number of children on the bus before the stop and the number of children who got off. Let's call this difference z.
6. So, we can set up the equation: z = x - y
7. Now we have two equations: x - y = 18 and z = x - y
8. We can substitute the value of z from the second equation into the first equation to get: x","x - (x - y) = 18
x - x + y = 18
y = 18","def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 41.0, 'var_B': 18.0}",True,"must be real number, not NoneType"
Bobby had 22 pieces of candy. He ate some pieces of candy. Then he ate 5 more. If he still has 8 pieces of candy left How many pieces of candy had he eaten at the start?,Subtraction,9.0,,,,Bobby had var_A pieces of candy. He ate some pieces of candy. Then he ate var_B more. If he still has var_C pieces of candy left How many pieces of candy had he eaten at the start?,"Here are the rough steps to solve the problem:

1. Let's say Bobby had x pieces of candy initially.
2. Bobby ate some pieces of candy, then 5 more, so the total number of pieces eaten is x - 5.
3. We know that Bobby had 22 pieces of candy initially, and now he has 8 pieces left.
4. So, the total number of pieces eaten is 22 - 8 = 14.
5. We know that Bobby ate 5 more pieces of candy, so we can set up the equation: x - 5 = 14.
6. To solve for x, we can add 5 to both sides of the equation: x = 14 + 5.
7. x = 19",x = 19,"def solution(var_A, var_B, var_C):
    return var_A - 5 + 5","{'var_A': 22.0, 'var_B': 5.0, 'var_C': 8.0}",True,"must be real number, not NoneType"
Josh had 22 marbles in his collection. He found 13 marbles ones while he lost 5 marbles. How many marbles does he have now?,Addition,30.0,,14,14.0,Josh had var_A marbles in his collection. He found var_B marbles ones while he lost var_C marbles. How many marbles does he have now?,"Here are the rough steps to solve the problem:

1. Start with the initial number of marbles Josh had: 22
2. Subtract the number of marbles Josh found: 22 - 13 = 9
3. Add the number of marbles Josh lost: 9 + 5 = 14
4. The result is the final number of marbles Josh has now: 14",22 - 13 + 5,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 22.0, 'var_B': 13.0, 'var_C': 5.0}",True,'Code_Result'
A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left?,Subtraction,136.0,,,,A farmer had var_A tomatoes and var_B potatoes in his garden. If he picked var_C tomatoes How many tomatoes and potatoes does he have left?,"Here are the rough steps to solve the problem:

1. Start with the initial amount of tomatoes and potatoes: 177 tomatoes and 12 potatoes.
2. Subtract the number of tomatoes picked from the total number of tomatoes: 177 - 53 = 124.
3. The farmer has 124 tomatoes and 12 potatoes left.

Note: This solution assumes that the farmer picked all the tomatoes and the remaining potatoes are still in the garden.",177 - 53 = 124,"def solution(var_A, var_B, var_C):
    tomatoes = var_A - var_C
    potatoes = var_B
    return tomatoes, potatoes","{'var_A': 177.0, 'var_B': 12.0, 'var_C': 53.0}",True,"must be real number, not NoneType"
For the walls of the house he would use 11 nails in all to secure large planks of wood. If each plank needs 3 pieces of nails to be secured and an additional 8 nails were used. How many planks does John need for the house wall?,Common-Division,1.0,,,,For the walls of the house he would use var_A nails in all to secure large planks of wood. If each plank needs var_B pieces of nails to be secured and an additional var_C nails were used. How many planks does John need for the house wall?,"To find the number of planks John needs for the house wall, we can break down the problem into steps:

1. First, we need to find the total number of nails used for the wall. We know that 11 nails are used for the wall.
2. We also know that 3 nails are used for each plank. So, we can find the total number of planks by dividing the total number of nails used by the number of nails per plank.
3. However, we are also told that 8 nails are used for each plank. So, we can find the number of planks by dividing the total number of nails used by the number of nails per plank and then multiplying by 3 (since 3 nails are used for each plank).

Let's do the math:

11 (total nails) ÷ 3 (nails per plank) = 3.67 (planks)
3.67 (planks) × 3 (nails per plank",3.67 * 3 = 13.01,"def solution(var_A, var_B, var_C):
    return (11 / var_B) * var_C * 3","{'var_A': 11.0, 'var_B': 3.0, 'var_C': 8.0}",True,"must be real number, not NoneType"
Jerry had some action figures on a shelf in his room. Later he added 7 more action figures to the shelf. If there are a total of 10 action figures on his shelf now How many action figures did he have initially on the shelf?,Subtraction,3.0,,,,Jerry had some action figures on a shelf in his room. Later he added var_A more action figures to the shelf. If there are a total of var_B action figures on his shelf now How many action figures did he have initially on the shelf?,"To find the initial number of action figures Jerry had on the shelf, we can use the following steps:

1. Let's say Jerry had x action figures initially.
2. Jerry added 7 more action figures to the shelf.
3. The total number of action figures on the shelf now is 10.
4. We can set up an equation to represent the situation: x + 7 = 10
5. To solve for x, we can subtract 7 from both sides of the equation: x = 10 - 7
6. x = 3

So, Jerry initially had 3 action figures on the shelf.","var_A + 7 = 10
var_A = 10 - 7
var_A = 3","def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 7.0, 'var_B': 10.0}",True,"must be real number, not NoneType"
There are 384 oranges and 192 bananas in Philip's collection. If the bananas are organized into 345 groups and oranges are organized into 16 groups How big is each group of oranges?,Common-Division,24.0,,24.0,1.0,There are var_A oranges and var_B bananas in Philip's collection. If the bananas are organized into var_C groups and oranges are organized into var_D groups How big is each group of oranges?,"Here are the rough steps to solve the problem:

1. Let's start by finding the total number of oranges and bananas.
   Total oranges = 384
   Total bananas = 192

2. Since the bananas are organized into 345 groups, we can find the size of each group by dividing the total number of bananas by the number of groups.
   Size of each group of bananas = Total bananas / Number of groups of bananas
   Size of each group of bananas = 192 / 345

3. Now, let's find the size of each group of oranges by dividing the total number of oranges by the number of groups of oranges.
   Size of each group of oranges = Total oranges / Number of groups of oranges
   Size of each group of oranges = 384 / 16

4. Finally, we can find the size of each group of oranges by dividing the result from step 3 by 16.
   Size of each group of oranges = (384 /",384 / 16,"def solution(var_A, var_B, var_C, var_D):
    total_oranges = var_A + var_B
    total_bananas = var_C + var_D
    total_bananas_groups = total_bananas // 345
    total_oranges_groups = total_oranges // 16
    return total_oranges_groups / total_oranges_groups","{'var_A': 384.0, 'var_B': 192.0, 'var_C': 345.0, 'var_D': 16.0}",True,'Code_Result'
There are 4 different books and 17 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 7 of the movies How many more movies do you still have to watch?,Subtraction,10.0,,,,There are var_A different books and var_B different movies in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies do you still have to watch?,"To solve this problem, we need to find the total number of movies in the series and then subtract the number of movies already watched.

1. First, let's find the total number of books and movies in the series. We know there are 4 different books and 17 different movies.
2. We can use the concept of ""sets"" to solve this problem. A set is a collection of unique items. In this case, the books and movies are the sets.
3. Since there are 4 different books, we can say that the number of books is equal to the number of unique books. Let's call this number 'B'.
4. Similarly, since there are 17 different movies, we can say that the number of movies is equal to the number of unique movies. Let's call this number 'M'.
5. We know that we read 19 books and watched 7 movies. We can use the concept of ""union"" to find the total number of movies","B - {var_A, var_B} 
M - {var_C, var_D} 
B = 4 
M = 17 
B - M = 19","def solution(var_A, var_B, var_C, var_D):
    B = set(range(var_A))
    M = set(range(var_B))
    total_movies = len(B.union(M))
    watched_movies = len(B - set(range(var_C)) | set(range(var_D)))
    return total_movies - watched_movies","{'var_A': 4.0, 'var_B': 17.0, 'var_C': 19.0, 'var_D': 7.0}",True,"must be real number, not NoneType"
Steven has 14 peaches. Jake has 6 fewer peaches than Steven and 3 more peaches than Jill. How many peaches does Jill have?,Subtraction,5.0,,,,Steven has var_A peaches. Jake has var_B fewer peaches than Steven and var_C more peaches than Jill. How many peaches does Jill have?,"Here are the rough steps to solve the problem:

1. Let's start with what we know: 
   - Steven has 14 peaches.
   - Jake has 6 fewer peaches than Steven.
   - Jake has 3 more peaches than Jill.

2. We can represent the number of peaches Jake has as x. Then, we can represent the number of peaches Jill has as (x - 3).

3. Since we know that Jake has 6 fewer peaches than Steven, we can set up the equation:
   x = 14
   x - 6 = 14 - 6
   x - 6 = 8

4. Now we need to find the value of x. We can do this by adding 6 to both sides of the equation:
   x - 6 + 6 = 8 + 6
   x = 14

5. Now that we know x = 14, we can find","var_A = 14
var_B = var_A - 6
var_C = var_B + 3","def solution(var_A, var_B, var_C):
    x = var_A
    x = x - 6
    x = x + 6
    return x","{'var_A': 14.0, 'var_B': 6.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy How many boys did she give the marbles to?,Common-Division,2.0,,,,In Haley's class some boys love to play marbles. If Haley has var_A marbles and she gave var_B marbles to each boy How many boys did she give the marbles to?,"Here are the rough steps to solve the problem:

1. Let's say there are x boys in Haley's class.
2. Haley has 10 marbles and gives 5 marbles to each boy, so she gives 10x marbles.
3. Since Haley gave marbles to the boys, the total number of marbles she gave is equal to the total number of marbles she has, which is 10x.
4. We know that Haley gave marbles to 5 boys, so we can set up the equation: 10x = 5x
5. To solve for x, we can subtract 5x from both sides of the equation, which gives us: 5x = 0
6. To find the value of x, we can divide both sides of the equation by 5, which gives us: x = 0","10x - 5x = 0
5x = 0
x = 0","def solution(var_A, var_B):
    return var_B","{'var_A': 10.0, 'var_B': 5.0}",True,"must be real number, not NoneType"
Because of the decision Sofia asked the students to suggest specific types of food. 182 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 166 more students suggested adding bacon than those that suggested mashed potatoes How many students suggested bacon?,Addition,348.0,,,,Because of the decision Sofia asked the students to suggest specific types of food. var_A students suggested adding mashed potatoes while others suggested adding bacon to the menu. If var_B more students suggested adding bacon than those that suggested mashed potatoes How many students suggested bacon?,"To solve this problem, we can use the following steps:

1. Let's say the number of students who suggested mashed potatoes is x.
2. Since 166 more students suggested adding bacon than those who suggested mashed potatoes, we can set up the equation:
x + 166 = y
3. We know that the total number of students who suggested either mashed potatoes or bacon is 182. We can set up the equation:
x + y = 182
4. We can substitute the expression for y from equation (2) into equation (3):
x + (x + 166) = 182
5. Simplifying the equation:
2x + 166 = 182
6. Subtracting 166 from both sides:
2x = 16
7. Dividing both sides by 2:
x = 8
8. Now that we know x, we can find y by substituting x into equation (2):
y = 8 + 166","x + y = 182
x + (x + 166) = 182
2x + 166 = 182
2x = 16
x = 8
y = 8 + 166
y = 174","def solution(var_A, var_B):
    x = var_A + 166
    y = x + 166
    return y","{'var_A': 182.0, 'var_B': 166.0}",True,"must be real number, not NoneType"
Marco and his dad went strawberry picking. Together they collected strawberries that weighed 22 pounds. On the way back Marco ' dad found 30 more pounds of strawberries. Marco's strawberries now weighed 36 pounds. How much did his dad's strawberries weigh now?,Addition,16.0,,,,Marco and his dad went strawberry picking. Together they collected strawberries that weighed var_A pounds. On the way back Marco ' dad found var_B more pounds of strawberries. Marco's strawberries now weighed var_C pounds. How much did his dad's strawberries weigh now?,"Here are the rough steps to solve the problem:

1. Let's say Marco's strawberries weighed x pounds initially.
2. Marco's dad found 30 more pounds of strawberries, so Marco's dad's strawberries now weigh x + 30 pounds.
3. Marco's strawberries now weigh 36 pounds, so we can set up the equation: x + 30 = 36
4. To find the initial weight of Marco's strawberries, we need to subtract 30 from both sides of the equation: x = 36 - 30
5. x = 6",var_C = 6 + 30,"def solution(var_A, var_B, var_C):
    return var_A + var_B - var_C","{'var_A': 22.0, 'var_B': 30.0, 'var_C': 36.0}",True,"must be real number, not NoneType"
There are 2 baskets of peaches. Each basket has 4 red peaches and some more green peaches. If there are a total of 12 peaches in all baskets How many green peaches are in each basket?,Subtraction,2.0,,,,There are var_A baskets of peaches. Each basket has var_B red peaches and some more green peaches. If there are a total of var_C peaches in all baskets How many green peaches are in each basket?,"To solve this problem, we can use the following steps:

1. Let's say the number of green peaches in each basket is x.
2. Since there are 4 red peaches in each basket, the total number of peaches in each basket is 4 + x.
3. We know that the total number of peaches in all baskets is 12. So, we can set up the equation:
4 + x + x = 12
4 + 2x = 12
4x = 8
x = 2

So, there are 2 green peaches in each basket.",var_A + 4 * var_B = 12,"def solution(var_A, var_B, var_C):
    return (var_C - var_A) / 2","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 12.0}",True,"must be real number, not NoneType"
The school is planning a field trip. The school has 87 classrooms. There are 58 students in the school with each classroom having the same number of students. If there are 2 seats on each school bus. How many buses are needed to take the trip?,Common-Division,29.0,,,,The school is planning a field trip. The school has var_A classrooms. There are var_B students in the school with each classroom having the same number of students. If there are var_C seats on each school bus. How many buses are needed to take the trip?,"To solve this problem, we need to find the total number of students and divide it by the number of seats on each bus.

1. First, we need to find the number of students per bus. Since there are 58 students in the school and each classroom has the same number of students, we can divide the total number of students by the number of classrooms to find the number of students per bus. 
   Number of students per bus = Total number of students / Number of classrooms
   Number of students per bus = 58 / 87
   Number of students per bus = 0.66 (approximately)

2. Now that we know the number of students per bus, we can find the total number of buses needed by dividing the total number of students by the number of students per bus.
   Total number of buses = Total number of students / Number of students per bus
   Total number of buses = 87 / 0.66
   Total number of buses =",87 / 0.66 = 132.33,"def solution(var_A, var_B, var_C):
    return var_A // var_B * var_C","{'var_A': 87.0, 'var_B': 58.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
Mary is baking a cake. The recipe calls for 12 cups of flour 5 cups of sugar and 49 cups of salt. She already put in 11 cups of flour. How many more cups of flour does she need to add?,Subtraction,1.0,,,,Mary is baking a cake. The recipe calls for var_A cups of flour var_B cups of sugar and var_C cups of salt. She already put in var_D cups of flour. How many more cups of flour does she need to add?,"Here are the rough steps to solve the problem:

1. Calculate the total amount of flour needed for the recipe: 12 cups (required) + 11 cups (already added) = 23 cups.
2. Subtract the amount of flour Mary has already added from the total amount needed: 23 cups (required) - 11 cups (already added) = 12 cups.
3. Since Mary has already added 11 cups of flour, she still needs to add 12 cups of flour.",var_D = 23 - 11,"def solution(var_A, var_B, var_C, var_D):
    total_needed = 12
    flour_needed = var_A + var_B + var_C - var_D
    return flour_needed","{'var_A': 12.0, 'var_B': 5.0, 'var_C': 49.0, 'var_D': 11.0}",True,"must be real number, not NoneType"
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped 5 inches lesser than the frog. How much farther did the mouse jump than the grasshopper?",Subtraction,28.0,,,,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped var_A inches. The frog jumped var_B inches farther than the grasshopper and the mouse jumped var_C inches lesser than the frog. How much farther did the mouse jump than the grasshopper?","To solve this problem, we need to find the difference between the distance jumped by the mouse and the grasshopper.

1. Let's start by using the information that the grasshopper jumped 24 inches.
2. The frog jumped 33 inches farther than the grasshopper, so the frog jumped 24 + 33 = 57 inches.
3. The mouse jumped 5 inches lesser than the frog, so the mouse jumped 57 - 5 = 52 inches.
4. Now, we need to find the difference between the distance jumped by the mouse and the grasshopper. 
   To do this, we subtract the distance jumped by the grasshopper from the distance jumped by the mouse: 
   52 - 24 = 28 inches.

The mouse jumped 28 inches farther than the grasshopper.",var_C = 24 + 33 - 24,"def solution(var_A, var_B, var_C):
    return var_C - var_A","{'var_A': 24.0, 'var_B': 33.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
There are 8 different movies and 21 different books in the ' crazy silly school ' series. If you read 7 of the books and watched 4 of the movies How many more movies do you still have to watch?,Subtraction,4.0,,88.0,112.0,There are var_A different movies and var_B different books in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies do you still have to watch?,"Here are the rough steps to solve the problem:

1. Let's start by finding the total number of movies and books in the series.
2. We know there are 8 different movies and 21 different books.
3. To find the total number of items in the series, we can use the formula for the sum of an arithmetic series: 
   (n * (a1 + an)) / 2 
   where n is the number of items, a1 is the first item, and an is the last item.
4. In this case, n = 8 (movies), a1 = 1 (first movie), and an = 21 (last movie).
5. Plugging in the values, we get: 
   (8 * (1 + 21)) / 2 
6. Simplifying the equation, we get: 
   (8 * 22) / 2 
7. This simplifies to: 
   176 /",8 * 22 / 2,"def solution(var_A, var_B, var_C, var_D):
    return (8 * (var_B + var_C)) // 2","{'var_A': 8.0, 'var_B': 21.0, 'var_C': 7.0, 'var_D': 4.0}",True,'Code_Result'
After resting they decided to go for a swim. The depth of the water is 9 times Dean's height. If Ron is 15 feet tall and Dean is 6 feet shorter than Ron How deep was the water?,Multiplication,81.0,,,,After resting they decided to go for a swim. The depth of the water is var_A times Dean's height. If Ron is var_B feet tall and Dean is var_C feet shorter than Ron How deep was the water?,"Here are the rough steps to solve the problem:

1. Let's assume Dean's height is x.
2. Since Dean is 6 feet shorter than Ron, Ron's height is x - 6.
3. We know that the depth of the water is 9 times Dean's height, so the depth of the water is 9x.
4. We also know that Ron is 15 feet tall, so we can set up the equation: x - 6 = 15
5. Solving for x, we get x = 21
6. Now that we know Dean's height is 21 feet, we can find the depth of the water by multiplying: 9x = 9(21) = 189 feet
7. Therefore, the depth of the water is 189 feet.",9*x,"def solution(var_A, var_B, var_C):
    x = var_B + var_C
    return 9 * x","{'var_A': 9.0, 'var_B': 15.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
Julia played tag with 19 kids on monday. She played tag with 18 kids on tuesday. She spent a total of 38 hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,Subtraction,1.0,,,,Julia played tag with var_A kids on monday. She played tag with var_B kids on tuesday. She spent a total of var_C hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,"To solve this problem, we need to find the difference in the number of kids Julia played with on Monday and Tuesday.

Let's break it down:

1. Let x be the number of kids Julia played with on Monday.
2. Let y be the number of kids Julia played with on Tuesday.
3. We know that Julia played with 19 kids on Monday and 18 kids on Tuesday.
4. We also know that Julia spent a total of 38 hours playing tag on both days.
5. We can set up the equation: x + y = 38 (total hours played)
6. We can also set up the equation: 19 + 18 = 37 (total kids played)
7. Since Julia played with 19 kids on Monday and 18 kids on Tuesday, the difference in the number of kids played is: x - y = 19 - 18 = 1

So, Julia played with 1 more kid on Monday than on Tuesday.",x - y = 1,"def solution(var_A, var_B, var_C):
    x = var_C - var_A
    y = var_A + var_B
    return x - y","{'var_A': 19.0, 'var_B': 18.0, 'var_C': 38.0}",True,"must be real number, not NoneType"
There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books How many books have you already read?,Subtraction,15.0,,,,There are var_A different books in the ' crazy silly school ' series. If you are yet to read var_B of the books How many books have you already read?,"Here are the rough steps to solve the problem:

1. Let's say the total number of books in the series is 'x'.
2. We know that there are 20 different books in the series.
3. We also know that 5 books are already read.
4. To find the number of books already read, we need to subtract the number of books read from the total number of books.
5. So, the number of books already read is x - 5.

This is the rough solution to the problem.",x - 5,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 20.0, 'var_B': 5.0}",True,"must be real number, not NoneType"
Debby bought 200 water bottles and 256 soda bottles when they were on sale. If she drank 312 water bottles and 4 soda bottles a day How many days would the soda bottles last?,Common-Division,64.0,,,,Debby bought var_A water bottles and var_B soda bottles when they were on sale. If she drank var_C water bottles and var_D soda bottles a day How many days would the soda bottles last?,"Here are the rough steps to solve the problem:

1. Calculate the total number of water bottles Debby bought: 200 (initial) + 312 (drank) = 512 water bottles
2. Calculate the total number of soda bottles Debby bought: 256 (initial) + 4 (drank) = 260 soda bottles
3. Calculate the total number of bottles Debby has: 512 (water) + 260 (soda) = 772 bottles
4. Calculate the number of days the soda bottles will last: Divide the total number of soda bottles by the number of soda bottles Debby drinks per day: 260 (soda) / 4 (drinks per day) = 65 days",772 / 4 = 193,"def solution(var_A, var_B, var_C, var_D):
    total_water = var_A + var_B
    total_soda = var_B + var_C
    total_bottles = total_water + total_soda
    drinks_per_day = var_D
    days_last = total_soda // drinks_per_day
    return days_last","{'var_A': 200.0, 'var_B': 256.0, 'var_C': 312.0, 'var_D': 4.0}",True,"must be real number, not NoneType"
The bananas in Philip's collection are organized into 196 groups. If there are a total of 392 bananas in Philip's banana collection How big is each group?,Common-Division,2.0,,,,The bananas in Philip's collection are organized into var_A groups. If there are a total of var_B bananas in Philip's banana collection How big is each group?,"To find the size of each group, we can use the following steps:

1. Divide the total number of bananas (392) by the number of groups (196) to find the size of each group.
2. This can be represented as: 
   Size of each group = Total number of bananas / Number of groups
3. This can be simplified to:
   Size of each group = 392 / 196
4. This can be further simplified to:
   Size of each group = 2

So, each group has 2 bananas.",392 / 196 = 2,"def solution(var_A, var_B):
    return var_B // var_A","{'var_A': 196.0, 'var_B': 392.0}",True,"must be real number, not NoneType"
Because of the decision Sofia asked the students to suggest specific types of food. If 228 students suggested adding mashed potatoes 337 suggested adding bacon to the menu and 23 suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes?,Subtraction,314.0,,,,Because of the decision Sofia asked the students to suggest specific types of food. If var_A students suggested adding mashed potatoes var_B suggested adding bacon to the menu and var_C suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes?,"To find the difference between the number of students who suggested adding bacon and those who suggested adding tomatoes, we need to find the difference between the two groups.

First, let's find the total number of students who suggested adding bacon:
- Students who suggested adding bacon: 337
- Students who suggested adding tomatoes: 23
- Total suggested adding bacon: 337 + 23 = 360

Now, let's find the difference between the two groups:
- Difference = Total suggested adding bacon - Total suggested adding tomatoes
- Difference = 360 - 23
- Difference = 337

So, 337 students suggested adding bacon than those who suggested adding tomatoes.","var_A = 337
var_B = 23
print(var_A - var_B)","def solution(var_A, var_B, var_C):
    total_bacon = var_A + var_B
    total_tomatoes = var_A + var_C
    difference = total_bacon - total_tomatoes
    return difference","{'var_A': 228.0, 'var_B': 337.0, 'var_C': 23.0}",True,"must be real number, not NoneType"
They decided to hold the party in their backyard. They have 14 chairs for each set of table. If they have 9 sets of tables How many more chairs than tables do they have?,Subtraction,117.0,,,,They decided to hold the party in their backyard. They have var_A chairs for each set of table. If they have var_B sets of tables How many more chairs than tables do they have?,"Here are the rough steps to solve the problem:

1. Calculate the total number of chairs available for the party.
2. Calculate the total number of tables available for the party.
3. Subtract the number of tables from the number of chairs to find the difference.
4. Express the result as a difference between the number of chairs and the number of tables.","var_A = 5
var_B = 3
print(var_A - var_B)","def solution(var_A, var_B):
    total_chairs = var_A * var_A
    total_tables = var_B * var_B
    difference = total_chairs - total_tables
    return difference","{'var_A': 14.0, 'var_B': 9.0}",True,"must be real number, not NoneType"
26 children were riding on the bus. At the bus stop 38 more children got on the bus. How many children are on the bus now?,Addition,64.0,64,64.0,64.0,var_A children were riding on the bus. At the bus stop var_B more children got on the bus. How many children are on the bus now?,"Here are the rough steps to solve the problem:

1. Start with the initial number of children on the bus, which is 26.
2. Add the number of children who got on the bus at the stop, which is 38.
3. The total number of children on the bus now will be the sum of the initial number and the number who got on the bus.
4. The total number of children on the bus now will be 26 + 38 = 64.",var_A + var_B,"def solution(var_A, var_B):
    return var_A + var_B","{'var_A': 26.0, 'var_B': 38.0}",False,
Jerry had 8 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed 5 old ones. How many action figures were on his shelf in all?,Subtraction,7.0,,,,Jerry had var_A action figures on a shelf in his room. Later he added var_B more action figures to the shelf and removed var_C old ones. How many action figures were on his shelf in all?,"Here are the rough steps to solve the problem:

1. Start with the initial number of action figures Jerry had: 8
2. Add the number of action figures Jerry added: 8 + 4 = 12
3. Subtract the number of action figures Jerry removed: 12 - 5 = 7
4. The answer is the final number of action figures on the shelf: 7",8 + 4 - 5 = 11,"def solution(var_A, var_B, var_C):
    return var_A + var_B - var_C","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
He then went to see the oranges being harvested. He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,Subtraction,69.0,,,,He then went to see the oranges being harvested. He found out that they harvest var_A sacks of ripe oranges and var_B sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,"Here are the rough steps to solve the problem:

1. Let's say the number of ripe oranges is R and the number of unripe oranges is U.
2. We know that the number of ripe oranges is 5 times the number of unripe oranges, so R = 5U.
3. We also know that the number of unripe oranges is 74 times the number of ripe oranges, so U = 74R.
4. To find the difference between the number of unripe and ripe oranges, we need to subtract the number of ripe oranges from the number of unripe oranges.
5. So, the difference is U - R = 74R - 5R = 69R.
6. Since we know that R = 5U, we can substitute this into the equation to get 69R = 69(5U).
7. This simplifies to 69R = 345U.

Note: The exact solution is 69R =",69R,"def solution(var_A, var_B):
    return 69 * var_A","{'var_A': 5.0, 'var_B': 74.0}",True,"must be real number, not NoneType"
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 9 inches. The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper. How far did the mouse jump?",Subtraction,39.0,,,,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped var_A inches. The mouse jumped var_B inches lesser than the frog who jumped var_C inches farther than the grasshopper. How far did the mouse jump?","To solve this problem, we can break it down into steps:

1. Let's assume the grasshopper's jump distance is x inches.
2. The mouse jumped 3 inches lesser than the grasshopper, so the mouse's jump distance is x - 3 inches.
3. The frog jumped 33 inches farther than the grasshopper, so the frog's jump distance is x + 33 inches.
4. Since the grasshopper jumped 9 inches, we can set up the equation: x = 9
5. We can substitute the value of x into the equation for the mouse's jump distance: x - 3 = 9 - 3
6. Simplifying the equation, we get: x - 3 = 6
7. Solving for x, we get: x = 9 + 3
8. Therefore, the grasshopper jumped 9 inches, the mouse jumped 6 inches, and the frog jumped",var_C = 9 + 3,"def solution(var_A, var_B, var_C):
    return var_A - 3 + var_C","{'var_A': 9.0, 'var_B': 3.0, 'var_C': 33.0}",True,"must be real number, not NoneType"
Ryan learns english and chinese for 7 days. Every day he spends 4 hours on learning english and 5 hours on learning chinese. How many hours does he spend on learning english and chinese in all?,Multiplication,63.0,16,16.0,16.0,Ryan learns english and chinese for var_A days. Every day he spends var_B hours on learning english and var_C hours on learning chinese. How many hours does he spend on learning english and chinese in all?,"Here are the rough steps to solve the problem:

1. Calculate the total hours spent on learning English: 7 days * 4 hours/day = 28 hours
2. Calculate the total hours spent on learning Chinese: 7 days * 5 hours/day = 35 hours
3. Add the hours spent on English and Chinese to find the total hours spent on both: 28 hours + 35 hours = 63 hours",var_A + var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A + var_B + var_C","{'var_A': 7.0, 'var_B': 4.0, 'var_C': 5.0}",False,
Ed had 2 more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has 19 more marbles than doug. How many marbles did Doug lose?,Subtraction,17.0,,,,Ed had var_A more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has var_B more marbles than doug. How many marbles did Doug lose?,"Here are the rough steps to solve the problem:

1. Let's say Doug has x marbles.
2. Ed has 2 more marbles than Doug, so Ed has x + 2 marbles.
3. After Doug lost some marbles, Ed has (x + 2) - y marbles, where y is the number of marbles Doug lost.
4. We know that Ed now has 19 more marbles than Doug, so we can set up the equation: (x + 2) - y = 19
5. We can simplify the equation to: x + 2 - y = 19
6. We can rewrite the equation as: x - y = 17
7. We can rewrite the equation as: y = x - 17
8. We can substitute y = x - 17 into the equation (x + 2) - y = 19
9. This gives us: (x + 2",x - y = 17,"def solution(var_A, var_B):
    return var_B - var_A + 2 - var_B","{'var_A': 2.0, 'var_B': 19.0}",True,"must be real number, not NoneType"
