Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
Josh had 22 marbles in his collection. He found 13 marbles ones while he lost 5 marbles. How many marbles does he have now?,Addition,30.0,,14,14.0,Josh had var_A marbles in his collection. He found var_B marbles ones while he lost var_C marbles. How many marbles does he have now?,"Here are the rough steps to solve the problem:

1. Start with the initial number of marbles Josh had: 22
2. Subtract the number of marbles he found: 22 - 13 = 9
3. Add the number of marbles he lost: 9 + 5 = 14",22 - 13 + 5,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 22.0, 'var_B': 13.0, 'var_C': 5.0}",True,'Code_Result'
For the walls of the house he would use 11 nails in all to secure large planks of wood. If each plank needs 3 pieces of nails to be secured and an additional 8 nails were used. How many planks does John need for the house wall?,Common-Division,1.0,,57.0,7.0,For the walls of the house he would use var_A nails in all to secure large planks of wood. If each plank needs var_B pieces of nails to be secured and an additional var_C nails were used. How many planks does John need for the house wall?,"To find the number of planks John needs for the house wall, we need to find the total number of nails used and then divide it by the number of nails per plank.

1. First, we need to find the total number of nails used. We know that 11 nails are used for the walls and an additional 8 nails are used for the planks. So, the total number of nails used is 11 + 8 = 19.

2. Now, we need to find the number of planks. We know that each plank needs 3 nails to be secured. To find the number of planks, we can divide the total number of nails used (19) by the number of nails per plank (3).

3. 19 ÷ 3 = 6.33 (round down to 6, since we can't have a fraction of a plank)

So, John needs 6 planks for the house wall.",3 * var_A + 8 * var_B,"def solution(var_A, var_B, var_C):
    total_nails = var_A + var_B + var_C
    planks = total_nails // var_B
    return planks","{'var_A': 11.0, 'var_B': 3.0, 'var_C': 8.0}",True,'Code_Result'
A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left?,Subtraction,136.0,124.0,,124.0,A farmer had var_A tomatoes and var_B potatoes in his garden. If he picked var_C tomatoes How many tomatoes and potatoes does he have left?,"To find the number of tomatoes and potatoes the farmer has left, we need to subtract the number of tomatoes picked from the total number of tomatoes.

1. Start with the initial number of tomatoes: 177
2. Subtract the number of tomatoes picked: 177 - 53 = 124
3. The farmer has 124 tomatoes left.

Note: This solution assumes that the farmer picked all the tomatoes he had initially.",177 - 53 = 124,"def solution(var_A, var_B, var_C):
    return var_A - var_C","{'var_A': 177.0, 'var_B': 12.0, 'var_C': 53.0}",False,
Jerry had some action figures on a shelf in his room. Later he added 7 more action figures to the shelf. If there are a total of 10 action figures on his shelf now How many action figures did he have initially on the shelf?,Subtraction,3.0,3.0,,3.0,Jerry had some action figures on a shelf in his room. Later he added var_A more action figures to the shelf. If there are a total of var_B action figures on his shelf now How many action figures did he have initially on the shelf?,"To find the initial number of action figures Jerry had on the shelf, we can use the following steps:

1. Let's say Jerry had x action figures initially.
2. Jerry added 7 more action figures to the shelf.
3. The total number of action figures on the shelf now is 10.
4. We can set up the equation: x + 7 = 10
5. To solve for x, we can subtract 7 from both sides of the equation: x = 10 - 7
6. x = 3

So, Jerry initially had 3 action figures on the shelf.","var_A + 7 = 10
var_A = 10 - 7
var_A = 3","def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 7.0, 'var_B': 10.0}",False,
There are 384 oranges and 192 bananas in Philip's collection. If the bananas are organized into 345 groups and oranges are organized into 16 groups How big is each group of oranges?,Common-Division,24.0,13.0,,13.0,There are var_A oranges and var_B bananas in Philip's collection. If the bananas are organized into var_C groups and oranges are organized into var_D groups How big is each group of oranges?,"To find the size of each group of oranges, we need to divide the total number of oranges by the number of groups of oranges.

1. Divide the total number of oranges (384) by the number of groups of oranges (16):
   384 ÷ 16 = 24

So, each group of oranges has 24 oranges.",384 ÷ 16 = 24,"def solution(var_A, var_B, var_C, var_D):
    return var_A // var_D * var_B // var_C","{'var_A': 384.0, 'var_B': 192.0, 'var_C': 345.0, 'var_D': 16.0}",False,
There are 4 different books and 17 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 7 of the movies How many more movies do you still have to watch?,Subtraction,10.0,-5.0,,-5.0,There are var_A different books and var_B different movies in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies do you still have to watch?,"To solve this problem, we need to find the total number of movies and subtract the number of movies already watched.

1. First, we need to find the total number of movies. We know there are 17 different movies in the series.
2. We also know that there are 4 different books. We can assume that the number of books is equal to the number of movies (since they are the same in this case).
3. So, the total number of movies is 17 (books) + 17 (books) = 34.
4. Now, we know that we have read 19 books and watched 7 movies. We need to find the number of movies we still have to watch.
5. To find the number of movies we still have to watch, we subtract the number of movies we have already watched (7) from the total number of movies (34).
6. So, the number of movies we still have to watch is 34 - 7",34 - 7 = 27,"def solution(var_A, var_B, var_C, var_D):
    total_movies = var_A + var_B
    watched_movies = var_C + var_D
    movies_to_watch = total_movies - watched_movies
    return movies_to_watch","{'var_A': 4.0, 'var_B': 17.0, 'var_C': 19.0, 'var_D': 7.0}",False,
Steven has 14 peaches. Jake has 6 fewer peaches than Steven and 3 more peaches than Jill. How many peaches does Jill have?,Subtraction,5.0,14.0,,14.0,Steven has var_A peaches. Jake has var_B fewer peaches than Steven and var_C more peaches than Jill. How many peaches does Jill have?,"To solve this problem, we need to find the number of peaches Jill has. 

1. Let's start with what we know:
   - Steven has 14 peaches.
   - Jake has 6 fewer peaches than Steven.
   - Jake has 3 more peaches than Jill.

2. We can represent the number of peaches Jill has as x. 

3. Since Jake has 3 more peaches than Jill, we can represent the number of peaches Jake has as (x + 3).

4. Since Jake has 6 fewer peaches than Steven, we can represent the number of peaches Steven has as (x + 3 + 6) = (x + 9).

5. We know that Steven has 14 peaches. So, we can set up the equation (x + 9) = 14.

6. Solving for x, we get x = 14 - 9 = 5.

7. Therefore",x = 5,"def solution(var_A, var_B, var_C):
    return var_A - 9 + var_B + 3","{'var_A': 14.0, 'var_B': 6.0, 'var_C': 3.0}",False,
Because of the decision Sofia asked the students to suggest specific types of food. 182 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 166 more students suggested adding bacon than those that suggested mashed potatoes How many students suggested bacon?,Addition,348.0,514.0,,514.0,Because of the decision Sofia asked the students to suggest specific types of food. var_A students suggested adding mashed potatoes while others suggested adding bacon to the menu. If var_B more students suggested adding bacon than those that suggested mashed potatoes How many students suggested bacon?,"To find the number of students who suggested adding bacon, we can use the following steps:

1. Let x be the number of students who suggested mashed potatoes.
2. Since 166 more students suggested adding bacon than those who suggested mashed potatoes, we can set up the equation:
x + 166 = y
3. We know that the total number of students who suggested either mashed potatoes or bacon is 182. We can set up the equation:
x + y = 182
4. We can substitute the expression for y from equation (2) into equation (3):
x + (x + 166) = 182
5. Simplifying the equation:
2x + 166 = 182
6. Subtracting 166 from both sides:
2x = 16
7. Dividing both sides by 2:
x = 8
8. Now that we know x, we can find y by substituting x into equation (2):
y =","x + 166 = 182
x = 16
y = 16 + 166","def solution(var_A, var_B):
    x = 8
    y = var_A + var_B + 166
    return y","{'var_A': 182.0, 'var_B': 166.0}",False,
In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy How many boys did she give the marbles to?,Common-Division,2.0,2.0,,2.0,In Haley's class some boys love to play marbles. If Haley has var_A marbles and she gave var_B marbles to each boy How many boys did she give the marbles to?,"To solve this problem, we need to find the number of boys Haley gave marbles to. 

1. Let's start by assuming the number of boys Haley gave marbles to is x.
2. Since Haley gave 5 marbles to each boy, the total number of marbles given is 5x.
3. We know that Haley has 10 marbles, so the total number of marbles given is equal to the total number of marbles she has: 5x = 10
4. To find the number of boys Haley gave marbles to, we need to divide both sides of the equation by 5: x = 10 / 5
5. x = 2

So, Haley gave marbles to 2 boys.",var_A * 5 + var_B = 10,"def solution(var_A, var_B):
    x = var_A / 5
    return x","{'var_A': 10.0, 'var_B': 5.0}",False,
Marco and his dad went strawberry picking. Together they collected strawberries that weighed 22 pounds. On the way back Marco ' dad found 30 more pounds of strawberries. Marco's strawberries now weighed 36 pounds. How much did his dad's strawberries weigh now?,Addition,16.0,44.0,,44.0,Marco and his dad went strawberry picking. Together they collected strawberries that weighed var_A pounds. On the way back Marco ' dad found var_B more pounds of strawberries. Marco's strawberries now weighed var_C pounds. How much did his dad's strawberries weigh now?,"Here are the rough steps to solve the problem:

1. Let's say Marco's strawberries weighed x pounds initially.
2. Marco's dad found 30 more pounds of strawberries, so Marco's dad now has x + 30 pounds of strawberries.
3. Marco's strawberries now weigh 36 pounds, so we can set up the equation: x + 30 = 36
4. To find the initial weight of Marco's strawberries, we need to subtract 30 from both sides of the equation: x = 36 - 30
5. x = 6",var_C = var_A + var_B,"def solution(var_A, var_B, var_C):
    return var_C + var_B - var_A","{'var_A': 22.0, 'var_B': 30.0, 'var_C': 36.0}",False,
There are 2 baskets of peaches. Each basket has 4 red peaches and some more green peaches. If there are a total of 12 peaches in all baskets How many green peaches are in each basket?,Subtraction,2.0,2,,2,There are var_A baskets of peaches. Each basket has var_B red peaches and some more green peaches. If there are a total of var_C peaches in all baskets How many green peaches are in each basket?,"To solve this problem, we can use the following steps:

1. Let's say the number of green peaches in each basket is x.
2. Since there are 4 red peaches in each basket, the total number of peaches in each basket is 4 + x.
3. We know that the total number of peaches in all baskets is 12. So, we can set up the equation:
4 + x + x = 12
4 + 2x = 12
4x = 8
x = 2

So, there are 2 green peaches in each basket.",var_A + 4 * var_B = 12,"def solution(var_A, var_B, var_C):
    return 2","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 12.0}",False,
The school is planning a field trip. The school has 87 classrooms. There are 58 students in the school with each classroom having the same number of students. If there are 2 seats on each school bus. How many buses are needed to take the trip?,Common-Division,29.0,2523.0,,2523.0,The school is planning a field trip. The school has var_A classrooms. There are var_B students in the school with each classroom having the same number of students. If there are var_C seats on each school bus. How many buses are needed to take the trip?,"To find the number of buses needed, we need to find the total number of students and divide it by the number of seats on each bus.

1. First, find the total number of students by multiplying the number of classrooms by the number of students in each classroom:
   Total students = 87 classrooms * 58 students/classroom = 5004 students

2. Now, divide the total number of students by the number of seats on each bus to find the number of buses needed:
   Number of buses = Total students / Number of seats on each bus
   Number of buses = 5004 students / 2 seats/bus
   Number of buses = 2502 buses

So, the school needs 2502 buses to take the trip.","var_C = 2
var_A = 87
var_B = 58
result = var_A * var_B / var_C","def solution(var_A, var_B, var_C):
    total_students = var_A * var_B
    buses_needed = total_students // var_C
    return buses_needed","{'var_A': 87.0, 'var_B': 58.0, 'var_C': 2.0}",False,
Mary is baking a cake. The recipe calls for 12 cups of flour 5 cups of sugar and 49 cups of salt. She already put in 11 cups of flour. How many more cups of flour does she need to add?,Subtraction,1.0,,132.0,6.0,Mary is baking a cake. The recipe calls for var_A cups of flour var_B cups of sugar and var_C cups of salt. She already put in var_D cups of flour. How many more cups of flour does she need to add?,"Here are the rough steps to solve the problem:

1. Calculate the total amount of flour needed: 12 cups (required) + 11 cups (already put in) = 23 cups
2. Subtract the amount already put in from the total: 23 cups - 11 cups = 12 cups
3. The answer is 12 cups.",12 * var_D,"def solution(var_A, var_B, var_C, var_D):
    total_needed = 12
    flour_needed = var_A + var_B - var_D
    return flour_needed","{'var_A': 12.0, 'var_B': 5.0, 'var_C': 49.0, 'var_D': 11.0}",True,'Code_Result'
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped 5 inches lesser than the frog. How much farther did the mouse jump than the grasshopper?",Subtraction,28.0,-4.0,,-4.0,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped var_A inches. The frog jumped var_B inches farther than the grasshopper and the mouse jumped var_C inches lesser than the frog. How much farther did the mouse jump than the grasshopper?","To solve this problem, we need to find the difference between the distance jumped by the mouse and the grasshopper.

1. We know the grasshopper jumped 24 inches.
2. The frog jumped 33 inches farther than the grasshopper, so the frog jumped 24 + 33 = 57 inches.
3. The mouse jumped 5 inches lesser than the frog, so the mouse jumped 57 - 5 = 52 inches.

The difference between the distance jumped by the mouse and the grasshopper is 52 - 24 = 28 inches.",var_C = 57 - 24,"def solution(var_A, var_B, var_C):
    return var_C - (var_B - var_A)","{'var_A': 24.0, 'var_B': 33.0, 'var_C': 5.0}",False,
There are 8 different movies and 21 different books in the ' crazy silly school ' series. If you read 7 of the books and watched 4 of the movies How many more movies do you still have to watch?,Subtraction,4.0,0.0,,0.0,There are var_A different movies and var_B different books in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies do you still have to watch?,"To solve this problem, we need to find the total number of movies and books, and then subtract the number of movies and books you've already watched.

1. First, find the total number of movies and books:
   Total movies = 8
   Total books = 21
   Total = Total movies + Total books
   Total = 8 + 21
   Total = 29

2. Now, subtract the number of movies and books you've already watched:
   Movies watched = 7
   Books watched = 4
   Total watched = Total movies + Total books - Movies watched - Books watched
   Total watched = 29 - 7 - 4
   Total watched = 18

3. The number of movies you still have to watch is 18.",8 + 21 - 7 - 4 = 18,"def solution(var_A, var_B, var_C, var_D):
    total_movies = var_A + var_B
    total_books = var_C + var_D
    total = total_movies + total_books - var_A - var_B
    return total - var_C - var_D","{'var_A': 8.0, 'var_B': 21.0, 'var_C': 7.0, 'var_D': 4.0}",False,
After resting they decided to go for a swim. The depth of the water is 9 times Dean's height. If Ron is 15 feet tall and Dean is 6 feet shorter than Ron How deep was the water?,Multiplication,81.0,27.0,,27.0,After resting they decided to go for a swim. The depth of the water is var_A times Dean's height. If Ron is var_B feet tall and Dean is var_C feet shorter than Ron How deep was the water?,"Here are the rough steps to solve the problem:

1. Let's assume Dean's height is x.
2. Since Dean is 6 feet shorter than Ron, Ron's height is x - 6.
3. We know that the depth of the water is 9 times Dean's height, so the depth of the water is 9(x - 6).
4. We can simplify this to 9x - 54.
5. We know that Ron is 15 feet tall, so we can substitute x = 15 into the equation to find the depth of the water: 9(15) - 54 = 135 - 54 = 81.

So, the depth of the water is 81 feet.",9x - 54,"def solution(var_A, var_B, var_C):
    return 9 * var_A - 54","{'var_A': 9.0, 'var_B': 15.0, 'var_C': 6.0}",False,
Julia played tag with 19 kids on monday. She played tag with 18 kids on tuesday. She spent a total of 38 hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,Subtraction,1.0,1.0,1.0,1.0,Julia played tag with var_A kids on monday. She played tag with var_B kids on tuesday. She spent a total of var_C hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,"To solve this problem, we need to find the difference in the number of kids Julia played with on Monday and Tuesday.

Let's break it down:

1. Let x be the number of kids Julia played with on Monday.
2. Let y be the number of kids Julia played with on Tuesday.
3. We know that Julia played with 19 kids on Monday and 18 kids on Tuesday.
4. We also know that the total number of kids she played with on both days is 38.
5. We can set up the equation: x + y = 38
6. We can also set up the equation: 19 + 18 = 37
7. Since we know that x + y = 38, we can subtract 37 from both sides of the equation to find the difference between the number of kids on Monday and Tuesday:
   x - y = 38 - 37
   x - y = 1

So, Julia played with 1",var_A - var_B,"def solution(var_A, var_B, var_C):
    return var_A - var_B","{'var_A': 19.0, 'var_B': 18.0, 'var_C': 38.0}",False,
Debby bought 200 water bottles and 256 soda bottles when they were on sale. If she drank 312 water bottles and 4 soda bottles a day How many days would the soda bottles last?,Common-Division,64.0,1.0,,1.0,Debby bought var_A water bottles and var_B soda bottles when they were on sale. If she drank var_C water bottles and var_D soda bottles a day How many days would the soda bottles last?,"To solve this problem, we need to find out how many days the soda bottles will last. 

Here are the rough steps:

1. Calculate the total number of water bottles Debby has: 200 (initial) + 312 (drank) = 512 water bottles.
2. Calculate the total number of soda bottles Debby has: 256 (initial) + 4 (drank) = 260 soda bottles.
3. Divide the total number of soda bottles by the number of soda bottles Debby drinks per day: 260 / 4 = 65 days.
4. The soda bottles will last for 65 days.",256 * 65 = 16720,"def solution(var_A, var_B, var_C, var_D):
    total_water = var_A + var_B
    total_soda = var_B + var_C
    days = total_soda // var_C
    return days","{'var_A': 200.0, 'var_B': 256.0, 'var_C': 312.0, 'var_D': 4.0}",False,
There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books How many books have you already read?,Subtraction,15.0,20.0,,20.0,There are var_A different books in the ' crazy silly school ' series. If you are yet to read var_B of the books How many books have you already read?,"Here are the rough steps to solve the problem:

1. Let's say you have read x books and you haven't read 5 books yet.
2. We know that the total number of books is 20.
3. We can set up an equation to represent the situation: x + 5 = 20
4. To solve for x, we can subtract 5 from both sides of the equation: x = 20 - 5
5. x = 15

So, you have read 15 books.","var_A + 5 = 20
var_A = 20 - 5
var_A = 15","def solution(var_A, var_B):
    return var_A + 5 - var_B","{'var_A': 20.0, 'var_B': 5.0}",False,
Because of the decision Sofia asked the students to suggest specific types of food. If 228 students suggested adding mashed potatoes 337 suggested adding bacon to the menu and 23 suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes?,Subtraction,314.0,314.0,,314.0,Because of the decision Sofia asked the students to suggest specific types of food. If var_A students suggested adding mashed potatoes var_B suggested adding bacon to the menu and var_C suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes?,"To find the difference between the number of students who suggested adding bacon and those who suggested adding tomatoes, we need to find the difference between the two groups.

1. First, find the total number of students who suggested adding bacon: 337
2. Then, find the total number of students who suggested adding tomatoes: 23
3. To find the difference between the two groups, subtract the number of students who suggested adding tomatoes from the number who suggested adding bacon:
   337 - 23 = 314

So, 314 students suggested adding bacon than those who suggested adding tomatoes.","var_A = 337
var_B = 23
print(var_A - var_B)","def solution(var_A, var_B, var_C):
    bacon_suggested = var_A + var_B
    tomatoes_suggested = var_A + var_C
    bacon_difference = bacon_suggested - tomatoes_suggested
    return bacon_difference","{'var_A': 228.0, 'var_B': 337.0, 'var_C': 23.0}",False,
The bananas in Philip's collection are organized into 196 groups. If there are a total of 392 bananas in Philip's banana collection How big is each group?,Common-Division,2.0,0.5,,0.5,The bananas in Philip's collection are organized into var_A groups. If there are a total of var_B bananas in Philip's banana collection How big is each group?,"To find the size of each group, we need to divide the total number of bananas by the number of groups.

1. Divide the total number of bananas (392) by the number of groups (196).
2. This will give us the size of each group.

392 ÷ 196 = 2",392 ÷ 196 = 2,"def solution(var_A, var_B):
    return var_A / var_B","{'var_A': 196.0, 'var_B': 392.0}",False,
They decided to hold the party in their backyard. They have 14 chairs for each set of table. If they have 9 sets of tables How many more chairs than tables do they have?,Subtraction,117.0,115.0,,115.0,They decided to hold the party in their backyard. They have var_A chairs for each set of table. If they have var_B sets of tables How many more chairs than tables do they have?,"To find the number of chairs and tables, we need to calculate the total number of chairs and tables.

1. First, we need to find the total number of chairs. Since there are 14 chairs for each set of table, we multiply the number of sets by the number of chairs per set:
   14 sets * 14 chairs/set = 196 chairs

2. Now, we need to find the total number of tables. Since there are 9 sets of tables, we multiply the number of sets by the number of tables per set:
   9 sets * 9 tables/set = 81 tables

3. To find the difference between the number of chairs and tables, we subtract the number of tables from the number of chairs:
   196 chairs - 81 tables = 115","var_A = 14
var_B = 9
print(var_A * var_B - var_B)","def solution(var_A, var_B):
    chairs = var_A * 14
    tables = var_B * 9
    return chairs - tables","{'var_A': 14.0, 'var_B': 9.0}",False,
26 children were riding on the bus. At the bus stop 38 more children got on the bus. How many children are on the bus now?,Addition,64.0,128.0,,128.0,var_A children were riding on the bus. At the bus stop var_B more children got on the bus. How many children are on the bus now?,"Here are the rough steps to solve the problem:

1. Start with the initial number of children on the bus: 26
2. Add the number of children who got on the bus at the stop: 38
3. Add the two numbers together: 26 + 38 = 64
4. The answer is 64.",26 + 38 = 64,"def solution(var_A, var_B):
    return var_A + var_B + 26 + var_B","{'var_A': 26.0, 'var_B': 38.0}",False,
Jerry had 8 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed 5 old ones. How many action figures were on his shelf in all?,Subtraction,7.0,7.0,,7.0,Jerry had var_A action figures on a shelf in his room. Later he added var_B more action figures to the shelf and removed var_C old ones. How many action figures were on his shelf in all?,"Here are the rough steps to solve the problem:

1. Start with the initial number of action figures Jerry had: 8
2. Add the number of action figures Jerry added: 8 + 4 = 12
3. Subtract the number of action figures Jerry removed: 12 - 5 = 7

The answer is 7.",8 + 4 - 5 = 7,"def solution(var_A, var_B, var_C):
    return var_A + var_B - var_C","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 5.0}",False,
He then went to see the oranges being harvested. He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,Subtraction,69.0,69.0,,69.0,He then went to see the oranges being harvested. He found out that they harvest var_A sacks of ripe oranges and var_B sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,"Here are the rough steps to solve the problem:

1. Let's say the number of ripe oranges is R and the number of unripe oranges is U.
2. We know that the number of ripe oranges is 5R and the number of unripe oranges is 74U.
3. We want to find the difference between the number of unripe oranges and ripe oranges, which is U - R.
4. We can set up the equation: U - R = 74R - 5R
5. Simplifying the equation, we get: U - R = 69R
6. To find the difference between the number of unripe and ripe oranges, we can divide both sides by R (assuming R is not zero).
7. This gives us: U - R = 69",U - R = 69,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 5.0, 'var_B': 74.0}",False,
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 9 inches. The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper. How far did the mouse jump?",Subtraction,39.0,30.0,,30.0,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped var_A inches. The mouse jumped var_B inches lesser than the frog who jumped var_C inches farther than the grasshopper. How far did the mouse jump?","To solve this problem, we need to find the distance the mouse jumped. 

1. Let's start with the information given:
   - Grasshopper jumped 9 inches
   - Frog jumped 33 inches
   - Mouse jumped 3 inches lesser than the frog

2. We know the grasshopper jumped 9 inches. 
3. We know the frog jumped 33 inches. 
4. To find the distance the mouse jumped, we need to subtract 3 inches from the frog's jump distance. 
5. So, the distance the mouse jumped is 33 - 3 = 30 inches.",var_C = 33 - 3,"def solution(var_A, var_B, var_C):
    return var_C - var_B","{'var_A': 9.0, 'var_B': 3.0, 'var_C': 33.0}",False,
Ryan learns english and chinese for 7 days. Every day he spends 4 hours on learning english and 5 hours on learning chinese. How many hours does he spend on learning english and chinese in all?,Multiplication,63.0,,83.0,77.0,Ryan learns english and chinese for var_A days. Every day he spends var_B hours on learning english and var_C hours on learning chinese. How many hours does he spend on learning english and chinese in all?,"To find the total hours spent on learning English and Chinese, we need to multiply the hours spent on each language by the number of days.

1. Multiply the hours spent on English by the number of days: 4 hours/day * 7 days = 28 hours
2. Multiply the hours spent on Chinese by the number of days: 5 hours/day * 7 days = 35 hours
3. Add the hours spent on English and Chinese to find the total hours spent: 28 hours + 35 hours = 63 hours",var_A * var_B + var_C * var_A + var_B * var_C,"def solution(var_A, var_B, var_C):
    return var_A * 7 + var_B * 7","{'var_A': 7.0, 'var_B': 4.0, 'var_C': 5.0}",True,'Code_Result'
Ed had 2 more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has 19 more marbles than doug. How many marbles did Doug lose?,Subtraction,17.0,True,,True,Ed had var_A more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has var_B more marbles than doug. How many marbles did Doug lose?,"1. Let's say Doug has x marbles.
2. Ed has 2 more marbles than Doug, so Ed has x + 2 marbles.
3. After Doug lost some marbles, Ed has (x + 2) - y marbles, where y is the number of marbles Doug lost.
4. We know that Ed now has 19 more marbles than Doug. So, we can set up the equation: (x + 2) - y = 19
5. We can simplify the equation to: x + 2 - y = 19
6. We can rewrite the equation as: x - y = 17
7. We can rewrite the equation as: y = 17 + x",x - y = 17,"def solution(var_A, var_B):
    return var_B - (var_A - 2) == 19","{'var_A': 2.0, 'var_B': 19.0}",False,
Tiffany was collecting cans for recycling. On monday she had 3 bags of cans. The next day she found 7 more bags of cans and 44 bags of bottles. How many bags of cans did she have altogether?,Addition,10.0,54.0,54.0,54.0,Tiffany was collecting cans for recycling. On monday she had var_A bags of cans. The next day she found var_B more bags of cans and var_C bags of bottles. How many bags of cans did she have altogether?,"Here are the rough steps to solve the problem:

1. Add the number of bags of cans Tiffany had on Monday to the number of bags she found on the next day.
2. Add the number of bags of cans she found to the number of bags of cans she already had.
3. Add the number of bags of cans she found to the number of bags of cans she already had.
4. Add the number of bags of cans she found to the number of bags of cans she already had.

Answer: 3 + 7 + 44 = 54",var_A + var_B + var_C,"def solution(var_A, var_B, var_C):
    total = var_A + var_B + var_C
    return total","{'var_A': 3.0, 'var_B': 7.0, 'var_C': 44.0}",False,
A farmer had 171 tomatoes in his garden. If he picked 134 of them yesterday and 30 today. How many will he have left after today?,Subtraction,7.0,67.0,,67.0,A farmer had var_A tomatoes in his garden. If he picked var_B of them yesterday and var_C today. How many will he have left after today?,"Here are the rough steps to solve the problem:

1. Start with the initial number of tomatoes: 171
2. Subtract the number of tomatoes picked yesterday: 171 - 134 = 37
3. Subtract the number of tomatoes picked today: 37 - 30 = 7
4. The farmer will have 7 tomatoes left after today.",171 - 134 + 30 = 37,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 171.0, 'var_B': 134.0, 'var_C': 30.0}",False,
Melissa scored a total of 21 points playing some games. Is she scored 7 points in each game. How many games did she play?,Common-Division,3.0,3.0,,3.0,Melissa scored a total of var_A points playing some games. Is she scored var_B points in each game. How many games did she play?,"To find the number of games Melissa played, we can use the following steps:

1. Let's say Melissa played x games.
2. Since she scored 7 points in each game, the total points she scored is 7x.
3. We know that the total points she scored is 21.
4. We can set up the equation: 7x = 21
5. To solve for x, we can divide both sides by 7: x = 21 / 7
6. x = 3

So, Melissa played 3 games.",var_A * var_B = 21,"def solution(var_A, var_B):
    return 21 / 7","{'var_A': 21.0, 'var_B': 7.0}",False,
36 children were riding on the bus. At the bus stop 68 children got off the bus while some more got on the bus. Then there were 12 children altogether on the bus. How many more children got off the bus than those that got on?,Subtraction,24.0,,-56,92.0,var_A children were riding on the bus. At the bus stop var_B children got off the bus while some more got on the bus. Then there were var_C children altogether on the bus. How many more children got off the bus than those that got on?,"Here are the rough steps to solve the problem:

1. Let's say x is the number of children who got on the bus.
2. We know that 68 children got off the bus, and we know that the total number of children on the bus after the stop is 12.
3. We can set up an equation to represent the situation: x + 68 = 12
4. To find the number of children who got on the bus, we need to subtract 68 from both sides of the equation: x = 12 - 68
5. This will give us the number of children who got on the bus.

Now, let's calculate the difference between the number of children who got off the bus and those who got on the bus:

6. The difference is: 68 - x",12 - 68,"def solution(var_A, var_B, var_C):
    x = var_C - var_A
    return 68 - x","{'var_A': 36.0, 'var_B': 68.0, 'var_C': 12.0}",True,'Code_Result'
You had 14 bags with equal number of cookies. If you had 28 cookies and 86 candies in total How many bags of cookies do you have?,Common-Division,2.0,7.0,,7.0,You had var_A bags with equal number of cookies. If you had var_B cookies and var_C candies in total How many bags of cookies do you have?,"To solve this problem, we need to find the number of cookies in each bag. 

1. Since we know that the total number of cookies is 28 and the total number of bags is 14, we can divide the total number of cookies by the total number of bags to find the number of cookies in each bag.

2. Let's assume the number of cookies in each bag is x. Then, the total number of cookies is 14x.

3. We know that the total number of cookies is 28, so we can set up the equation: 14x = 28

4. To find the value of x, we can divide both sides of the equation by 14: x = 28 / 14
5. x = 2

6. Since we know that the number of cookies in each bag is 2, we can find the number of bags by dividing the total number of cookies by the number of cookies in each bag: 14",14 * 2 = 28,"def solution(var_A, var_B, var_C):
    x = (28 / 14)
    return var_A // x","{'var_A': 14.0, 'var_B': 28.0, 'var_C': 86.0}",False,
