Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
41 children were riding on the bus. At the bus stop some children got off the bus. Then there were 18 children left on the bus. How many more children were on the bus before the bus stop than there are now?,Subtraction,23.0,23.0,23.0,23.0,var_A children were riding on the bus. At the bus stop some children got off the bus. Then there were var_B children left on the bus. How many more children were on the bus before the bus stop than there are now?,"1. Identify the initial number of children on the bus, which is 41.
2. Identify the number of children left on the bus after some got off, which is 18.
3. To find out how many children got off the bus, subtract the number of children left (18) from the initial number (41).
4. The result from step 3 will give the number of children who got off the bus.
5. To find how many more children were on the bus before the bus stop than there are now, subtract the number of children left (18) from the initial number (41) again.
6. The result from step 5 will give the difference in the number of children before and after the bus stop.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 41.0, 'var_B': 18.0}",False,
Paco had 13 cookies. He ate 2 of them. Then he bought 36 more cookies How many more cookies did he buy than those he ate?,Subtraction,34.0,,34.0,,Paco had var_A cookies. He ate var_B of them. Then he bought var_C more cookies How many more cookies did he buy than those he ate?,"1. Determine the number of cookies Paco ate, which is given as 2.
2. Identify the number of cookies Paco bought, which is given as 36.
3. Calculate the difference between the number of cookies bought and the number of cookies eaten by subtracting the number of cookies eaten from the number of cookies bought: 36 - 2.
4. The result from step 3 will give the number of more cookies Paco bought than those he ate.",var_C - var_B,"def solution(var_A, var_B, var_C):
    return var_C - var_B

exec(""print(solution(0, 2, 36))"")","{'var_A': 13.0, 'var_B': 2.0, 'var_C': 36.0}",True,'Code_Result'
Bobby had 22 pieces of candy. He ate some pieces of candy. Then he ate 5 more. If he still has 8 pieces of candy left How many pieces of candy had he eaten at the start?,Subtraction,9.0,9.0,9.0,9.0,Bobby had var_A pieces of candy. He ate some pieces of candy. Then he ate var_B more. If he still has var_C pieces of candy left How many pieces of candy had he eaten at the start?,"To solve the problem, follow these rough steps:

1. **Identify the total pieces of candy Bobby started with**: Bobby had 22 pieces of candy initially.

2. **Determine the pieces of candy left after eating**: Bobby has 8 pieces of candy remaining.

3. **Calculate the total pieces of candy eaten**: Subtract the remaining pieces from the initial total: 
   \[
   \text{Total eaten} = \text{Initial pieces} - \text{Remaining pieces} = 22 - 8
   \]

4. **Account for the additional pieces eaten**: Bobby ate 5 more pieces after eating some. Therefore, the total pieces eaten can be expressed as:
   \[
   \text{Total eaten} = \text{Pieces eaten at the start} + 5
   \]

5. **Set up the equation**: From the previous steps, set up the equation:
   \[
   22 - 8 =",var_A - var_B - var_C,"def solution(var_A, var_B, var_C):
    total_eaten = var_A - var_C
    pieces_eaten_at_start = total_eaten - var_B
    return pieces_eaten_at_start","{'var_A': 22.0, 'var_B': 5.0, 'var_C': 8.0}",False,
Josh had 22 marbles in his collection. He found 13 marbles ones while he lost 5 marbles. How many marbles does he have now?,Addition,30.0,30.0,30.0,30.0,Josh had var_A marbles in his collection. He found var_B marbles ones while he lost var_C marbles. How many marbles does he have now?,"1. Start with the initial number of marbles Josh had, which is 22.
2. Add the number of marbles he found, which is 13. This can be represented as: 22 + 13.
3. Calculate the total after finding the marbles.
4. Subtract the number of marbles he lost, which is 5. This can be represented as: (result from step 3) - 5.
5. Calculate the final total to find out how many marbles Josh has now.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_after_finding = var_A + var_B
    final_total = total_after_finding - var_C
    return final_total","{'var_A': 22.0, 'var_B': 13.0, 'var_C': 5.0}",False,
For the walls of the house he would use 11 nails in all to secure large planks of wood. If each plank needs 3 pieces of nails to be secured and an additional 8 nails were used. How many planks does John need for the house wall?,Common-Division,1.0,,1.0,1.0,For the walls of the house he would use var_A nails in all to secure large planks of wood. If each plank needs var_B pieces of nails to be secured and an additional var_C nails were used. How many planks does John need for the house wall?,"To solve the problem, follow these rough steps:

1. **Identify the total number of nails used**: Start with the total number of nails, which is 11, and account for the additional nails used, which is 8. 

2. **Calculate the effective number of nails used for securing planks**: Subtract the additional nails from the total nails to find out how many nails were used specifically for securing the planks. This can be expressed as: Total nails - Additional nails = Effective nails for planks.

3. **Determine the number of nails per plank**: Each plank requires 3 nails to be secured.

4. **Calculate the number of planks**: Divide the effective number of nails for planks by the number of nails needed per plank. This can be expressed as: Effective nails for planks / Nails per plank = Number of planks.

5. **Conclude with the result**: The result from the division will give you the total number",(var_A - var_C) / var_B,"def solution(var_A, var_B, var_C):
    total_nails = var_A
    additional_nails = var_C
    effective_nails_for_planks = total_nails - additional_nails
    nails_per_plank = var_B
    number_of_planks = effective_nails_for_planks // nails_per_plank
    return number_of_planks","{'var_A': 11.0, 'var_B': 3.0, 'var_C': 8.0}",True,'Code_Result'
A farmer had 177 tomatoes and 12 potatoes in his garden. If he picked 53 tomatoes How many tomatoes and potatoes does he have left?,Subtraction,136.0,,"(124.0, 12.0)",,A farmer had var_A tomatoes and var_B potatoes in his garden. If he picked var_C tomatoes How many tomatoes and potatoes does he have left?,"1. Start with the initial number of tomatoes, which is 177.
2. Subtract the number of tomatoes picked, which is 53, from the initial number of tomatoes: 177 - 53.
3. Calculate the remaining number of tomatoes after picking.
4. The number of potatoes remains unchanged, which is 12.
5. Combine the results to state the remaining quantities of tomatoes and potatoes.","(var_A - var_C, var_B)","def solution(var_A, var_B, var_C):
    remaining_tomatoes = var_A - var_C
    remaining_potatoes = var_B
    return remaining_tomatoes, remaining_potatoes

exec(""print(solution(177, 12, 53))"")","{'var_A': 177.0, 'var_B': 12.0, 'var_C': 53.0}",True,'Code_Result'
Jerry had some action figures on a shelf in his room. Later he added 7 more action figures to the shelf. If there are a total of 10 action figures on his shelf now How many action figures did he have initially on the shelf?,Subtraction,3.0,3.0,3.0,3.0,Jerry had some action figures on a shelf in his room. Later he added var_A more action figures to the shelf. If there are a total of var_B action figures on his shelf now How many action figures did he have initially on the shelf?,"1. Identify the total number of action figures on the shelf now, which is 10.
2. Recognize that Jerry added 7 more action figures to the initial amount he had.
3. Use the equation: Initial action figures + 7 = Total action figures.
4. Rearrange the equation to find the initial number of action figures: Initial action figures = Total action figures - 7.
5. Substitute the total number of action figures (10) into the equation: Initial action figures = 10 - 7.
6. Calculate the result to find the initial number of action figures.",var_B - var_A,"def solution(var_A, var_B):
    initial_action_figures = var_B - var_A
    return initial_action_figures","{'var_A': 7.0, 'var_B': 10.0}",False,
There are 384 oranges and 192 bananas in Philip's collection. If the bananas are organized into 345 groups and oranges are organized into 16 groups How big is each group of oranges?,Common-Division,24.0,,24.0,,There are var_A oranges and var_B bananas in Philip's collection. If the bananas are organized into var_C groups and oranges are organized into var_D groups How big is each group of oranges?,"1. Identify the total number of oranges, which is 384.
2. Identify the total number of groups for oranges, which is 16.
3. Use the formula for finding the size of each group: Size of each group = Total number of items / Number of groups.
4. Substitute the known values into the formula: Size of each group of oranges = 384 / 16.
5. Perform the division to find the size of each group of oranges.",var_A / var_D,"def solution(var_A, var_B, var_C, var_D):
    total_oranges = var_A
    total_groups = var_D
    size_of_each_group = total_oranges / total_groups
    return size_of_each_group

exec(""print(solution(384, 0, 0, 16))"")","{'var_A': 384.0, 'var_B': 192.0, 'var_C': 345.0, 'var_D': 16.0}",True,'Code_Result'
There are 4 different books and 17 different movies in the ' crazy silly school ' series. If you read 19 of the books and watched 7 of the movies How many more movies do you still have to watch?,Subtraction,10.0,10.0,10.0,10.0,There are var_A different books and var_B different movies in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies do you still have to watch?,"To solve the problem, follow these rough steps:

1. **Identify the total number of movies**: You have 17 different movies in total.
2. **Determine the number of movies already watched**: You have watched 7 movies.
3. **Calculate the remaining movies**: Subtract the number of movies watched from the total number of movies: 
   \[
   \text{Remaining movies} = \text{Total movies} - \text{Watched movies}
   \]
4. **Perform the subtraction**: Substitute the known values into the equation to find out how many more movies you still have to watch. 

By following these steps, you will find the number of movies left to watch.",var_B - var_D,"def solution(var_A, var_B, var_C, var_D):
    total_movies = var_B
    watched_movies = var_D
    remaining_movies = total_movies - watched_movies
    return remaining_movies","{'var_A': 4.0, 'var_B': 17.0, 'var_C': 19.0, 'var_D': 7.0}",False,
Steven has 14 peaches. Jake has 6 fewer peaches than Steven and 3 more peaches than Jill. How many peaches does Jill have?,Subtraction,5.0,,5.0,,Steven has var_A peaches. Jake has var_B fewer peaches than Steven and var_C more peaches than Jill. How many peaches does Jill have?,"1. Identify the number of peaches Steven has, which is given as 14.
2. Calculate the number of peaches Jake has by subtracting 6 from the number of peaches Steven has: Jake's peaches = Steven's peaches - 6.
3. Determine the number of peaches Jill has by subtracting 3 from the number of peaches Jake has: Jill's peaches = Jake's peaches - 3.
4. Substitute the value of Jake's peaches from step 2 into the equation from step 3 to find Jill's peaches.",var_A - var_B - var_C,"def solution(var_A, var_B, var_C):
    steven_peaches = var_A
    jake_peaches = steven_peaches - var_B
    jill_peaches = jake_peaches - var_C
    return jill_peaches

exec(""print(solution(14, 6, 3))"")","{'var_A': 14.0, 'var_B': 6.0, 'var_C': 3.0}",True,'Code_Result'
Because of the decision Sofia asked the students to suggest specific types of food. 182 students suggested adding mashed potatoes while others suggested adding bacon to the menu. If 166 more students suggested adding bacon than those that suggested mashed potatoes How many students suggested bacon?,Addition,348.0,,348.0,,Because of the decision Sofia asked the students to suggest specific types of food. var_A students suggested adding mashed potatoes while others suggested adding bacon to the menu. If var_B more students suggested adding bacon than those that suggested mashed potatoes How many students suggested bacon?,"To solve the problem, follow these rough steps:

1. **Identify the number of students who suggested mashed potatoes**: This is given as 182.

2. **Understand the relationship between the suggestions**: It is stated that 166 more students suggested bacon than those who suggested mashed potatoes.

3. **Set up the equation**: Since 166 more students suggested bacon than mashed potatoes, you can express the number of students who suggested bacon as: 
   - Number of students suggesting bacon = Number of students suggesting mashed potatoes + 166.

4. **Substitute the known value**: Replace the number of students suggesting mashed potatoes with 182 in the equation from step 3.

5. **Calculate the number of students suggesting bacon**: Perform the arithmetic operation to find the total number of students who suggested bacon.

By following these steps, you will arrive at the number of students who suggested bacon.",182 + var_B,"def solution(var_A, var_B):
    mashed_potatoes = var_A
    bacon = mashed_potatoes + var_B
    return bacon

exec(""print(solution(182, 166))"")","{'var_A': 182.0, 'var_B': 166.0}",True,'Code_Result'
In Haley's class some boys love to play marbles. If Haley has 10 marbles and she gave 5 marbles to each boy How many boys did she give the marbles to?,Common-Division,2.0,,2.0,2.0,In Haley's class some boys love to play marbles. If Haley has var_A marbles and she gave var_B marbles to each boy How many boys did she give the marbles to?,"1. Identify the total number of marbles Haley has, which is 10.
2. Determine how many marbles each boy receives, which is 5.
3. Use the formula for the number of boys: Number of boys = Total marbles / Marbles per boy.
4. Substitute the known values into the formula: Number of boys = 10 / 5.
5. Calculate the result to find out how many boys received the marbles.",var_A / var_B,"def solution(var_A, var_B):
    return var_A // var_B","{'var_A': 10.0, 'var_B': 5.0}",True,'Code_Result'
Marco and his dad went strawberry picking. Together they collected strawberries that weighed 22 pounds. On the way back Marco ' dad found 30 more pounds of strawberries. Marco's strawberries now weighed 36 pounds. How much did his dad's strawberries weigh now?,Addition,16.0,16.0,16.0,16.0,Marco and his dad went strawberry picking. Together they collected strawberries that weighed var_A pounds. On the way back Marco ' dad found var_B more pounds of strawberries. Marco's strawberries now weighed var_C pounds. How much did his dad's strawberries weigh now?,"1. Start with the total weight of strawberries collected by Marco and his dad, which is 22 pounds.
2. Add the additional 30 pounds of strawberries found by Marco's dad to the initial total: 22 pounds + 30 pounds.
3. Calculate the new total weight of strawberries after the dad found more: 22 + 30 = 52 pounds.
4. Note that Marco's strawberries now weigh 36 pounds.
5. To find the weight of the dad's strawberries, subtract Marco's weight from the new total weight: 52 pounds - 36 pounds.
6. Perform the subtraction to find the weight of the dad's strawberries.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    total_weight = var_A + var_B
    dad_strawberries_weight = total_weight - var_C
    return dad_strawberries_weight","{'var_A': 22.0, 'var_B': 30.0, 'var_C': 36.0}",False,
There are 2 baskets of peaches. Each basket has 4 red peaches and some more green peaches. If there are a total of 12 peaches in all baskets How many green peaches are in each basket?,Subtraction,2.0,2.0,2.0,2.0,There are var_A baskets of peaches. Each basket has var_B red peaches and some more green peaches. If there are a total of var_C peaches in all baskets How many green peaches are in each basket?,"1. Determine the total number of red peaches in both baskets. Since each basket has 4 red peaches and there are 2 baskets, calculate: 4 red peaches/basket × 2 baskets = 8 red peaches.

2. Subtract the total number of red peaches from the total number of peaches to find the total number of green peaches: 12 total peaches - 8 red peaches = 4 green peaches.

3. Since the green peaches are evenly distributed between the 2 baskets, divide the total number of green peaches by the number of baskets: 4 green peaches ÷ 2 baskets = 2 green peaches per basket.

4. Conclude that each basket contains 2 green peaches.",(var_C - var_A * var_B) / var_A,"def solution(var_A, var_B, var_C):
    total_red_peaches = var_A * var_B
    total_green_peaches = var_C - total_red_peaches
    green_peaches_per_basket = total_green_peaches / var_A
    return green_peaches_per_basket","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 12.0}",False,
The school is planning a field trip. The school has 87 classrooms. There are 58 students in the school with each classroom having the same number of students. If there are 2 seats on each school bus. How many buses are needed to take the trip?,Common-Division,29.0,29.0,,29.0,The school is planning a field trip. The school has var_A classrooms. There are var_B students in the school with each classroom having the same number of students. If there are var_C seats on each school bus. How many buses are needed to take the trip?,"1. Determine the number of students per classroom by dividing the total number of students (58) by the number of classrooms (87). This will help to find out how many students are in each classroom.

2. Since the problem states that each classroom has the same number of students, check if the division results in a whole number or if it needs to be rounded.

3. Calculate the total number of students that need to be transported, which is the total number of students (58).

4. Since each bus has 2 seats, divide the total number of students (58) by the number of seats per bus (2) to find out how many buses are needed.

5. If the division does not result in a whole number, round up to the nearest whole number, as you cannot have a fraction of a bus. 

6. State the final number of buses needed for the trip.",math.ceil(var_B / var_C),"def solution(var_A, var_B, var_C):
    students_per_classroom = var_B // var_A
    total_students = var_B
    buses_needed = (total_students + var_C - 1) // var_C
    return buses_needed","{'var_A': 87.0, 'var_B': 58.0, 'var_C': 2.0}",False,
Mary is baking a cake. The recipe calls for 12 cups of flour 5 cups of sugar and 49 cups of salt. She already put in 11 cups of flour. How many more cups of flour does she need to add?,Subtraction,1.0,1.0,1.0,1.0,Mary is baking a cake. The recipe calls for var_A cups of flour var_B cups of sugar and var_C cups of salt. She already put in var_D cups of flour. How many more cups of flour does she need to add?,"1. Identify the total amount of flour needed for the recipe, which is 12 cups.
2. Determine how much flour Mary has already added, which is 11 cups.
3. Subtract the amount of flour already added from the total amount needed: 12 cups (total) - 11 cups (already added).
4. The result from the subtraction will give the number of additional cups of flour Mary needs to add.",var_A - var_D,"def solution(var_A, var_B, var_C, var_D):
    total_flour_needed = var_A
    flour_already_added = var_D
    additional_flour_needed = total_flour_needed - flour_already_added
    return additional_flour_needed","{'var_A': 12.0, 'var_B': 5.0, 'var_C': 49.0, 'var_D': 11.0}",False,
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped 5 inches lesser than the frog. How much farther did the mouse jump than the grasshopper?",Subtraction,28.0,28.0,28.0,28.0,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped var_A inches. The frog jumped var_B inches farther than the grasshopper and the mouse jumped var_C inches lesser than the frog. How much farther did the mouse jump than the grasshopper?","To solve the problem, follow these rough steps:

1. **Determine the distance the frog jumped**: Since the frog jumped 33 inches farther than the grasshopper, add 33 inches to the grasshopper's jump of 24 inches. 
   - Formula: Frog's jump = Grasshopper's jump + 33 inches.

2. **Calculate the distance the mouse jumped**: The mouse jumped 5 inches less than the frog. Subtract 5 inches from the distance calculated for the frog.
   - Formula: Mouse's jump = Frog's jump - 5 inches.

3. **Find the difference between the mouse's jump and the grasshopper's jump**: Subtract the distance the grasshopper jumped from the distance the mouse jumped to find out how much farther the mouse jumped than the grasshopper.
   - Formula: Difference = Mouse's jump - Grasshopper's jump.

4. **Perform the calculations**: Execute the arithmetic operations based on the formulas from the previous steps",(var_A + var_B - var_C) - var_A,"def solution(var_A, var_B, var_C):
    frog_jump = var_A + var_B
    mouse_jump = frog_jump - var_C
    difference = mouse_jump - var_A
    return difference","{'var_A': 24.0, 'var_B': 33.0, 'var_C': 5.0}",False,
There are 8 different movies and 21 different books in the ' crazy silly school ' series. If you read 7 of the books and watched 4 of the movies How many more movies do you still have to watch?,Subtraction,4.0,4.0,4.0,4.0,There are var_A different movies and var_B different books in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies do you still have to watch?,"To solve the problem, follow these rough steps:

1. **Identify the total number of movies**: You have 8 different movies in total.
2. **Identify the number of movies watched**: You have watched 4 of the movies.
3. **Calculate the remaining movies**: Subtract the number of movies watched from the total number of movies: 
   \[
   \text{Remaining movies} = \text{Total movies} - \text{Movies watched}
   \]
4. **Perform the subtraction**: Substitute the known values into the equation to find out how many more movies you have to watch. 

By following these steps, you will determine how many more movies you still have to watch.",var_A - var_D,"def solution(var_A, var_B, var_C, var_D):
    total_movies = var_A
    movies_watched = var_D
    remaining_movies = total_movies - movies_watched
    return remaining_movies","{'var_A': 8.0, 'var_B': 21.0, 'var_C': 7.0, 'var_D': 4.0}",False,
After resting they decided to go for a swim. The depth of the water is 9 times Dean's height. If Ron is 15 feet tall and Dean is 6 feet shorter than Ron How deep was the water?,Multiplication,81.0,81.0,81.0,81.0,After resting they decided to go for a swim. The depth of the water is var_A times Dean's height. If Ron is var_B feet tall and Dean is var_C feet shorter than Ron How deep was the water?,"To solve the problem, follow these rough steps:

1. **Determine Dean's Height**: Since Ron is 15 feet tall and Dean is 6 feet shorter than Ron, calculate Dean's height by subtracting 6 from Ron's height.
   - Formula: Dean's height = Ron's height - 6

2. **Calculate Dean's Height**: Substitute Ron's height into the formula to find Dean's height.
   - Calculation: Dean's height = 15 - 6

3. **Find the Depth of the Water**: The depth of the water is 9 times Dean's height. Use this relationship to calculate the depth.
   - Formula: Depth of water = 9 * Dean's height

4. **Substitute Dean's Height into the Depth Formula**: Use the value of Dean's height obtained in step 2 to find the depth of the water.
   - Calculation: Depth of water = 9 * (value from step 2)",var_A * (var_B - var_C),"def solution(var_A, var_B, var_C):
    ron_height = var_B
    dean_height = ron_height - var_C
    depth_of_water = var_A * dean_height
    return depth_of_water","{'var_A': 9.0, 'var_B': 15.0, 'var_C': 6.0}",False,
Julia played tag with 19 kids on monday. She played tag with 18 kids on tuesday. She spent a total of 38 hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,Subtraction,1.0,1.0,1.0,1.0,Julia played tag with var_A kids on monday. She played tag with var_B kids on tuesday. She spent a total of var_C hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,"1. Identify the number of kids Julia played with on each day: 19 kids on Monday and 18 kids on Tuesday.
2. Calculate the difference in the number of kids she played with on both days: 19 kids (Monday) - 18 kids (Tuesday).
3. Conclude that the difference represents how many more kids she played with on Monday than on Tuesday.",var_A - var_B,"def solution(var_A, var_B, var_C):
    monday_kids = var_A
    tuesday_kids = var_B
    difference = monday_kids - tuesday_kids
    return difference","{'var_A': 19.0, 'var_B': 18.0, 'var_C': 38.0}",False,
Debby bought 200 water bottles and 256 soda bottles when they were on sale. If she drank 312 water bottles and 4 soda bottles a day How many days would the soda bottles last?,Common-Division,64.0,64.0,64.0,64.0,Debby bought var_A water bottles and var_B soda bottles when they were on sale. If she drank var_C water bottles and var_D soda bottles a day How many days would the soda bottles last?,"To find out how many days the soda bottles will last, follow these steps:

1. **Identify the total number of soda bottles**: Debby bought 256 soda bottles.

2. **Determine the daily consumption of soda bottles**: Debby drinks 4 soda bottles a day.

3. **Calculate the number of days the soda bottles will last**: Use the formula for the number of days, which is the total number of soda bottles divided by the daily consumption of soda bottles. 

   \[
   \text{Number of days} = \frac{\text{Total soda bottles}}{\text{Daily soda consumption}}
   \]

4. **Perform the division**: Substitute the known values into the formula to find the result.

5. **Interpret the result**: The result will give you the number of days the soda bottles will last.",var_B / var_D,"def solution(var_A, var_B, var_C, var_D):
    total_soda_bottles = var_B
    daily_soda_consumption = var_D
    number_of_days = total_soda_bottles / daily_soda_consumption
    return number_of_days","{'var_A': 200.0, 'var_B': 256.0, 'var_C': 312.0, 'var_D': 4.0}",False,
There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books How many books have you already read?,Subtraction,15.0,,15.0,,There are var_A different books in the ' crazy silly school ' series. If you are yet to read var_B of the books How many books have you already read?,"1. Identify the total number of books in the series, which is 20.
2. Identify the number of books that have not been read, which is 5.
3. Use the formula for finding the number of books read: Total books - Unread books = Read books.
4. Substitute the known values into the formula: 20 - 5 = Read books.
5. Calculate the result to find out how many books have been read.",var_A - var_B,"def solution(var_A, var_B):
    total_books = var_A
    unread_books = var_B
    read_books = total_books - unread_books
    return read_books

exec(""print(solution(20, 5))"")","{'var_A': 20.0, 'var_B': 5.0}",True,'Code_Result'
Because of the decision Sofia asked the students to suggest specific types of food. If 228 students suggested adding mashed potatoes 337 suggested adding bacon to the menu and 23 suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes?,Subtraction,314.0,,314.0,,Because of the decision Sofia asked the students to suggest specific types of food. If var_A students suggested adding mashed potatoes var_B suggested adding bacon to the menu and var_C suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes?,"To solve the problem, follow these steps:

1. Identify the number of students who suggested bacon, which is 337.
2. Identify the number of students who suggested tomatoes, which is 23.
3. Use the subtraction formula to find the difference: Number of students suggesting bacon - Number of students suggesting tomatoes.
4. Calculate the difference: 337 - 23.
5. State the result as the number of more students who suggested bacon than those who suggested tomatoes.",var_B - var_C,"def solution(var_A, var_B, var_C):
    bacon_suggested = var_B
    tomatoes_suggested = var_C
    difference = bacon_suggested - tomatoes_suggested
    return difference

exec(""print(solution(var_A, 337, 23))"")","{'var_A': 228.0, 'var_B': 337.0, 'var_C': 23.0}",True,'Code_Result'
The bananas in Philip's collection are organized into 196 groups. If there are a total of 392 bananas in Philip's banana collection How big is each group?,Common-Division,2.0,,2.0,,The bananas in Philip's collection are organized into var_A groups. If there are a total of var_B bananas in Philip's banana collection How big is each group?,"1. Identify the total number of bananas, which is 392.
2. Identify the total number of groups, which is 196.
3. Use the formula for finding the size of each group: Size of each group = Total number of bananas / Total number of groups.
4. Substitute the known values into the formula: Size of each group = 392 / 196.
5. Perform the division to find the size of each group.",var_B / var_A,"def solution(var_A, var_B):
    return var_B / var_A

exec(""print(solution(196, 392))"")","{'var_A': 196.0, 'var_B': 392.0}",True,'Code_Result'
They decided to hold the party in their backyard. They have 14 chairs for each set of table. If they have 9 sets of tables How many more chairs than tables do they have?,Subtraction,117.0,117.0,117.0,117.0,They decided to hold the party in their backyard. They have var_A chairs for each set of table. If they have var_B sets of tables How many more chairs than tables do they have?,"1. Identify the total number of chairs by multiplying the number of chairs per set of table (14) by the number of sets of tables (9). 
   - Formula: Total Chairs = Chairs per Set × Number of Sets

2. Calculate the total number of tables, which is simply the number of sets of tables (9).

3. Determine the difference between the total number of chairs and the total number of tables to find out how many more chairs than tables they have.
   - Formula: Difference = Total Chairs - Total Tables

4. Perform the calculations from steps 1, 2, and 3 to arrive at the final answer.",var_A * var_B - var_B,"def solution(var_A, var_B):
    total_chairs = var_A * var_B
    total_tables = var_B
    difference = total_chairs - total_tables
    return difference","{'var_A': 14.0, 'var_B': 9.0}",False,
26 children were riding on the bus. At the bus stop 38 more children got on the bus. How many children are on the bus now?,Addition,64.0,,64.0,,var_A children were riding on the bus. At the bus stop var_B more children got on the bus. How many children are on the bus now?,"1. Identify the initial number of children on the bus, which is 26.
2. Identify the number of additional children that got on the bus, which is 38.
3. Use the addition formula to find the total number of children on the bus: Total = Initial + Additional.
4. Substitute the known values into the formula: Total = 26 + 38.
5. Perform the addition to find the total number of children on the bus.",var_A + var_B,"def solution(var_A, var_B):
    Total = var_A + var_B
    return Total

exec(""print(solution(26, 38))"")","{'var_A': 26.0, 'var_B': 38.0}",True,'Code_Result'
Jerry had 8 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed 5 old ones. How many action figures were on his shelf in all?,Subtraction,7.0,7.0,7.0,7.0,Jerry had var_A action figures on a shelf in his room. Later he added var_B more action figures to the shelf and removed var_C old ones. How many action figures were on his shelf in all?,"1. Start with the initial number of action figures Jerry had, which is 8.
2. Add the number of action figures he added to the shelf, which is 4. 
   - Use the formula: Total after addition = Initial + Added
3. Calculate the total after addition: 8 + 4 = 12.
4. Subtract the number of action figures he removed from the shelf, which is 5.
   - Use the formula: Total after removal = Total after addition - Removed
5. Calculate the total after removal: 12 - 5 = 7.
6. The final result is the total number of action figures on the shelf, which is 7.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total_after_addition = var_A + var_B
    total_after_removal = total_after_addition - var_C
    return total_after_removal","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 5.0}",False,
He then went to see the oranges being harvested. He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,Subtraction,69.0,69.0,69.0,69.0,He then went to see the oranges being harvested. He found out that they harvest var_A sacks of ripe oranges and var_B sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,"1. Identify the number of sacks of ripe oranges harvested per day, which is 5.
2. Identify the number of sacks of unripe oranges harvested per day, which is 74.
3. Use the subtraction operation to find the difference between the number of unripe oranges and ripe oranges: unripe sacks - ripe sacks.
4. Calculate the difference: 74 sacks (unripe) - 5 sacks (ripe).
5. The result will give the number of more sacks of unripe oranges than ripe oranges harvested per day.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 5.0, 'var_B': 74.0}",False,
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 9 inches. The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper. How far did the mouse jump?",Subtraction,39.0,,30.0,39.0,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped var_A inches. The mouse jumped var_B inches lesser than the frog who jumped var_C inches farther than the grasshopper. How far did the mouse jump?","To find out how far the mouse jumped, follow these rough steps:

1. **Identify the distance jumped by the grasshopper**: The grasshopper jumped 9 inches.

2. **Calculate the distance jumped by the frog**: The frog jumped 33 inches farther than the grasshopper. Therefore, add 33 inches to the grasshopper's jump: 
   - Frog's jump = Grasshopper's jump + 33 inches = 9 inches + 33 inches.

3. **Determine the distance jumped by the mouse**: The mouse jumped 3 inches lesser than the frog. Subtract 3 inches from the frog's jump:
   - Mouse's jump = Frog's jump - 3 inches.

4. **Perform the calculations**: 
   - First, calculate the frog's jump from step 2.
   - Then, use that result to calculate the mouse's jump from step 3.

5. **Conclude with the final distance jumped by the mouse**.",var_C - var_B,"def solution(var_A, var_B, var_C):
    frog_jump = var_A + var_C
    mouse_jump = frog_jump - var_B
    return mouse_jump","{'var_A': 9.0, 'var_B': 3.0, 'var_C': 33.0}",True,'Code_Result'
