Question,Type,Correct Answer,Predicted Answer,Response,Error,Error Message
"An economic production function has constant returns to scale. If labor and capital both double, by what factor does output increase?",Economic Production,2.0,2.0,"To understand how output changes when both labor and capital double in an economic production function with constant returns to scale, we can break it down step by step:

1. **Definition of Constant Returns to Scale**: A production function exhibits constant returns to scale if, when all inputs are increased by a certain factor, the output increases by the same factor. Mathematically, if \( f(L, K) \) is the production function where \( L \) is labor and \( K \) is capital, then for any positive scalar \( t \):
   \[
   f(tL, tK) = t \cdot f(L, K)
   \]

2. **Doubling Inputs**: In this case, we are doubling both labor and capital. So, we set \( t = 2 \). 

3. **Applying the Definition**: According to the definition of constant returns to scale:
   \[
   f(2L, 2K) = 2",False,
"A gas occupies 2 L at 1 atm pressure. If the pressure is increased to 3 atm at constant temperature, What is the new volume in liters?",Boyle's Law,0.67,2.0,"To solve this problem, we can use Boyle's Law, which states that for a given amount of gas at constant temperature, the pressure and volume are inversely proportional. This can be expressed mathematically as:

\[ P_1 V_1 = P_2 V_2 \]

Where:
- \( P_1 \) is the initial pressure,
- \( V_1 \) is the initial volume,
- \( P_2 \) is the final pressure,
- \( V_2 \) is the final volume.

Given:
- \( P_1 = 1 \) atm
- \( V_1 = 2 \) L
- \( P_2 = 3 \) atm

We need to find \( V_2 \).

1. Substitute the known values into the equation:

\[ (1 \, \text{atm}) \times (2 \, \text{L}) = (3 \, \text{atm}) \times VTo find \( V_2 \), we can rearrange the equation:

\[ V_2 = \frac{P_1 V_1}{P_2} \]

Now, substituting the known values:

\[ V_2 = \frac{(1 \, \text{atm}) \times (2 \, \text{L})}{3 \, \text{atm}} \]

Calculating this gives:

\[ V_2 = \frac{2 \, \text{L}}{3} \]

So, 

\[ V_2 \approx 0.67 \, \text{L} \]

Therefore, the new volume is approximately **0.67 liters**.",False,
A medical imaging technique resolves structures 0.5 mm in size. What is its resolution in micrometers?,Medical Imaging,500,500.0,"To convert the resolution from millimeters to micrometers, we need to know the conversion factor between these two units.

1. **Understanding the units**:
   - 1 millimeter (mm) is equal to 1,000 micrometers (µm).

2. **Given resolution**:
   - The resolution of the medical imaging technique is 0.5 mm.

3. **Conversion**:
   - To convert 0.5 mm to micrometers, we multiply by the conversion factor:
   \[
   0.5 \, \text{mm} \times 1000 \, \frac{\mu m}{\text{mm}} = 500 \, \mu m
   \]

4. **Final answer**:
   - The resolution of the medical imaging technique in micrometers is **500 µm**.500",False,
The pH of a solution is 4. What is the concentration of hydrogen ions in mol/L?,pH Calculation,0.0001,0.0001,"To find the concentration of hydrogen ions \([H^+]\) in a solution given its pH, we can use the following relationship:

\[
\text{pH} = -\log[H^+]
\]

Given that the pH of the solution is 4, we can rearrange the equation to solve for \([H^+]\):

1. Start with the pH equation:
   \[
   4 = -\log[H^+]
   \]

2. To eliminate the logarithm, we can rewrite the equation in exponential form:
   \[
   [H^+] = 10^{-\text{pH}} = 10^{-4}
   \]

3. Now, calculate \(10^{-4}\):
   \[
   [H^+] = 0.0001 \, \text{mol/L}
   \]

Thus, the concentration of hydrogen ions in the solution is:

\[
[H^0.0001",False,
An enzyme's catalytic rate is 250 molecules per second at 37°C. How many molecules are processed in 1 minute?,Enzyme Kinetics,15000,15000.0,"To find out how many molecules are processed in 1 minute, we can follow these steps:

1. **Identify the rate of the enzyme**: The enzyme processes 250 molecules per second.

2. **Convert the time from minutes to seconds**: 
   - 1 minute = 60 seconds.

3. **Calculate the total number of molecules processed in 1 minute**:
   - Total molecules = Rate (molecules/second) × Time (seconds)
   - Total molecules = 250 molecules/second × 60 seconds.

4. **Perform the multiplication**:
   - Total molecules = 250 × 60 = 15,000 molecules.

Therefore, the enzyme processes **15,000 molecules in 1 minute**.15000",False,
"An electric field of 500 V/m accelerates an electron. What is its acceleration? (electron mass = 9.1e-31 kg, electron charge = 1.6e-19 C)",Electromagnetic Dynamics,8.79e+18,8.0,"To find the acceleration of an electron in an electric field, we can use Newton's second law and the relationship between electric force and electric field.

1. **Calculate the electric force (F)** acting on the electron using the formula:
   \[
   F = qE
   \]
   where:
   - \( q \) is the charge of the electron (\( 1.6 \times 10^{-19} \) C),
   - \( E \) is the electric field strength (500 V/m).

   Substituting the values:
   \[
   F = (1.6 \times 10^{-19} \, \text{C}) \times (500 \, \text{V/m}) = 8.0 \times 10^{-17} \, \text{N}
   \]

2. **Use Newton's second law** to find the acceleration (a) of the electron:
   \[
   F = ma
To find the acceleration \( a \) of the electron, we can rearrange Newton's second law:

\[
a = \frac{F}{m}
\]

where:
- \( F \) is the force calculated in the previous step (\( 8.0 \times 10^{-17} \, \text{N} \)),
- \( m \) is the mass of the electron (\( 9.1 \times 10^{-31} \, \text{kg} \)).

Now substituting the values:

\[
a = \frac{8.0 \times 10^{-17} \, \text{N}}{9.1 \times 10^{-31} \, \text{kg}} \approx 8.79 \times 10^{13} \, \text{m/s}^2
\]

Therefore, the acceleration of the electron is approximately:

**8.79e13** (in scientific notation",False,
A cancer therapy delivers 2 Gy radiation dose per treatment. What is the total radiation exposure after 5 fractions?,Radiation Oncology,10.0,10.0,"To calculate the total radiation exposure after 5 fractions of a cancer therapy that delivers 2 Gy per treatment, you can follow these steps:

1. **Identify the dose per fraction**: The therapy delivers 2 Gy per treatment (or fraction).

2. **Identify the number of fractions**: In this case, there are 5 fractions.

3. **Calculate the total dose**: Multiply the dose per fraction by the number of fractions:
   \[
   \text{Total Dose} = \text{Dose per Fraction} \times \text{Number of Fractions}
   \]
   \[
   \text{Total Dose} = 2 \, \text{Gy} \times 5 = 10 \, \text{Gy}
   \]

Therefore, the total radiation exposure after 5 fractions is **10 Gy**.10",False,
A capacitor has a capacitance of 5 μF and is charged to a potential difference of 10 V. What is the charge stored in the capacitor?,Capacitance,50.0,50000.0,"To find the charge stored in a capacitor, we can use the formula:

\[
Q = C \times V
\]

where:
- \( Q \) is the charge in coulombs (C),
- \( C \) is the capacitance in farads (F),
- \( V \) is the potential difference in volts (V).

Given:
- Capacitance \( C = 5 \, \mu\text{F} = 5 \times 10^{-6} \, \text{F} \)
- Potential difference \( V = 10 \, \text{V} \)

Now, we can substitute the values into the formula:

\[
Q = (5 \times 10^{-6} \, \text{F}) \times (10 \, \text{V})
\]

Calculating this gives:

\[
Q = 5 \times 10^{-5} \, \text{C}
\]

So,50,000",False,
A car accelerates from rest at a constant rate of 2 m/s^2 for 5 seconds. What is its final velocity?,Kinematics,10.0,10.0,"To find the final velocity of the car, we can use the formula for final velocity when starting from rest and accelerating at a constant rate:

\[
v_f = v_i + a \cdot t
\]

Where:
- \( v_f \) is the final velocity,
- \( v_i \) is the initial velocity (which is 0 m/s since the car starts from rest),
- \( a \) is the acceleration (2 m/s²),
- \( t \) is the time (5 seconds).

Now, substituting the values into the formula:

1. Initial velocity \( v_i = 0 \) m/s
2. Acceleration \( a = 2 \) m/s²
3. Time \( t = 5 \) s

Now plug in the values:

\[
v_f = 0 + (2 \, \text{m/s}^2) \cdot (5 \, \text{s})
\]

Calcul10",False,
The frequency of a wave is 500 Hz and its wavelength is 0.7 m. What is its speed in m/s?,Wave Speed,350.0,350.0,"To find the speed of a wave, we can use the formula:

\[
\text{Speed} = \text{Frequency} \times \text{Wavelength}
\]

Given:
- Frequency (f) = 500 Hz
- Wavelength (λ) = 0.7 m

Now, we can substitute the values into the formula:

\[
\text{Speed} = 500 \, \text{Hz} \times 0.7 \, \text{m}
\]

Calculating this gives:

\[
\text{Speed} = 350 \, \text{m/s}
\]

Therefore, the speed of the wave is **350 m/s**.350",False,
"A bacterial population doubles every 20 minutes. Starting with 1000 cells, How many cells after 60 minutes?",Bacterial Growth,8000,8000.0,"To determine how many bacterial cells there will be after 60 minutes, we can follow these steps:

1. **Identify the doubling time**: The bacterial population doubles every 20 minutes.

2. **Calculate the number of doubling periods in 60 minutes**: 
   \[
   \text{Number of doubling periods} = \frac{60 \text{ minutes}}{20 \text{ minutes/doubling}} = 3 \text{ doublings}
   \]

3. **Calculate the population after each doubling**:
   - Starting with 1000 cells:
     - After the first doubling (20 minutes): 
       \[
       1000 \times 2 = 2000 \text{ cells}
       \]
     - After the second doubling (40 minutes): 
       \[
       2000 \times 2 = 4000 \text{ cells}
       \]
     - After the third doubling (60 minutes): 
       \[
8000",False,
"A 5 kg object moving at 3 m/s collides with a stationary 3 kg object. After collision, they move together. What is their final velocity?",Conservation of Momentum,1.875,1.0,"To find the final velocity of the two objects after the collision, we can use the principle of conservation of momentum. The total momentum before the collision must equal the total momentum after the collision.

1. **Calculate the initial momentum of each object:**
   - For the 5 kg object moving at 3 m/s:
     \[
     \text{Momentum}_{5 \text{ kg}} = \text{mass} \times \text{velocity} = 5 \, \text{kg} \times 3 \, \text{m/s} = 15 \, \text{kg m/s}
     \]
   - For the 3 kg stationary object:
     \[
     \text{Momentum}_{3 \text{ kg}} = \text{mass} \times \text{velocity} = 3 \, \text{kg} \times 0 \, \text{m/s} = 0 \, \text{kg mTo find the final velocity of the two objects after the collision, we can use the principle of conservation of momentum. The total momentum before the collision must equal the total momentum after the collision.

1. **Calculate the initial momentum of each object:**
   - For the 5 kg object moving at 3 m/s:
     \[
     \text{Momentum}_{5 \text{ kg}} = \text{mass} \times \text{velocity} = 5 \, \text{kg} \times 3 \, \text{m/s} = 15 \, \text{kg m/s}
     \]
   - For the 3 kg stationary object:
     \[
     \text{Momentum}_{3 \text{ kg}} = \text{mass} \times \text{velocity} = 3 \, \text{kg} \times 0 \, \text{m/s} = 0 \, \text{kg m",False,
A chemical buffer has a pKa of 7 and initial concentration of 0.1 M. What is its pH at 25°C?,Buffer Solution,7.0,1.0,"To determine the pH of a chemical buffer solution, we can use the Henderson-Hasselbalch equation, which is given by:

\[
\text{pH} = \text{pKa} + \log\left(\frac{[\text{A}^-]}{[\text{HA}]}\right)
\]

Where:
- \(\text{pH}\) is the pH of the solution.
- \(\text{pKa}\) is the negative logarithm of the acid dissociation constant (Ka) of the weak acid in the buffer.
- \([\text{A}^-]\) is the concentration of the conjugate base.
- \([\text{HA}]\) is the concentration of the weak acid.

In this case, we know:
- \(\text{pKa} = 7\)
- The initial concentration of the buffer is \(0.1 \, \text{M}\).

However, we need toTo determine the pH of the buffer solution, we need to know the ratio of the concentrations of the conjugate base \([\text{A}^-]\) and the weak acid \([\text{HA}]\). Since the problem does not specify the ratio of \([\text{A}^-]\) to \([\text{HA}]\), we can assume a common scenario where the concentrations of the acid and its conjugate base are equal.

If we assume that \([\text{A}^-] = [\text{HA}]\), then the ratio \(\frac{[\text{A}^-]}{[\text{HA}]}\) equals 1. 

Using the Henderson-Hasselbalch equation:

\[
\text{pH} = \text{pKa} + \log\left(\frac{[\text{A}^-]}{[\text{HA}]}\right)
\]

Substituting the values:

\[
\",False,
A 5 kg object is lifted 2 meters against gravity (g = 9.8 m/s²). How much potential energy does it gain in Joules?,Gravitational Potential Energy,98.0,5.0,"To calculate the potential energy gained by the object when it is lifted against gravity, we can use the formula for gravitational potential energy:

\[
PE = m \cdot g \cdot h
\]

where:
- \( PE \) is the potential energy in Joules (J),
- \( m \) is the mass of the object in kilograms (kg),
- \( g \) is the acceleration due to gravity in meters per second squared (m/s²),
- \( h \) is the height in meters (m) that the object is lifted.

Given:
- \( m = 5 \) kg,
- \( g = 9.8 \) m/s²,
- \( h = 2 \) m.

Now, we can substitute the values into the formula:

\[
PE = 5 \, \text{kg} \cdot 9.8 \, \text{m/s}^2 \cdot 2 \, \To calculate the potential energy:

\[
PE = 5 \, \text{kg} \cdot 9.8 \, \text{m/s}^2 \cdot 2 \, \text{m}
\]

Calculating this step by step:

1. First, multiply the mass by the acceleration due to gravity:
   \[
   5 \, \text{kg} \cdot 9.8 \, \text{m/s}^2 = 49 \, \text{kg} \cdot \text{m/s}^2 = 49 \, \text{N}
   \]

2. Now, multiply by the height:
   \[
   49 \, \text{N} \cdot 2 \, \text{m} = 98 \, \text{J}
   \]

Therefore, the potential energy gained by the object is:

\[
\text{PE}",False,
"The density of gold is 19.3 g/cm³. If you have a cube of gold with side length 2 cm, What is its mass in grams?",Density Calculation,154.4,19.3,"To find the mass of a cube of gold with a side length of 2 cm, we can follow these steps:

1. **Calculate the volume of the cube**: 
   The formula for the volume \( V \) of a cube is given by:
   \[
   V = \text{side length}^3
   \]
   For a cube with a side length of 2 cm:
   \[
   V = 2 \, \text{cm} \times 2 \, \text{cm} \times 2 \, \text{cm} = 8 \, \text{cm}^3
   \]

2. **Use the density to find the mass**: 
   The mass \( m \) can be calculated using the formula:
   \[
   m = \text{density} \times \text{volume}
   \]
   Given that the density of gold is 19.3 g/cm³The mass of the gold cube is calculated as follows:

\[
m = \text{density} \times \text{volume} = 19.3 \, \text{g/cm}^3 \times 8 \, \text{cm}^3 = 154.4 \, \text{g}
\]

So, the mass of the gold cube is **154.4** grams.",False,
The molar mass of NaOH is 40 g/mol. Calculate the mass of 2 moles of NaOH. What is the mass?,Molar Mass,80.0,80.0,"To calculate the mass of 2 moles of NaOH, we can use the formula:

\[
\text{Mass} = \text{Number of moles} \times \text{Molar mass}
\]

Given:
- Number of moles of NaOH = 2 moles
- Molar mass of NaOH = 40 g/mol

Now, we can substitute the values into the formula:

\[
\text{Mass} = 2 \, \text{moles} \times 40 \, \text{g/mol}
\]

Calculating this gives:

\[
\text{Mass} = 80 \, \text{g}
\]

Therefore, the mass of 2 moles of NaOH is **80 grams**.80",False,
A nanomaterial has a surface area of 50 m²/g. What is its specific surface area in cm²/mg?,Materials Engineering,5000,500.0,"To convert the specific surface area from m²/g to cm²/mg, we can follow these steps:

1. **Understand the units**:
   - 1 m² = 10,000 cm² (since 1 m = 100 cm, and therefore \(1 m² = (100 cm)² = 10,000 cm²\))
   - 1 g = 1,000 mg (since 1 g = 1,000 mg)

2. **Convert m²/g to cm²/mg**:
   - Start with the given surface area: 50 m²/g.
   - Convert m² to cm²: 
     \[
     50 \, \text{m²/g} \times 10,000 \, \text{cm²/m²} = 500,000 \, \text{cm²/g}
     \]
   - Now convert g to mg:
     \[
     500,000500.",False,
A 5 Ω and a 10 Ω resistor are connected in parallel. What is their equivalent resistance in ohms?,Parallel Resistance,3.33,1.0,"To find the equivalent resistance \( R_{eq} \) of two resistors connected in parallel, we can use the formula:

\[
\frac{1}{R_{eq}} = \frac{1}{R_1} + \frac{1}{R_2}
\]

where \( R_1 \) and \( R_2 \) are the resistances of the individual resistors.

In this case, we have:

- \( R_1 = 5 \, \Omega \)
- \( R_2 = 10 \, \Omega \)

Now, we can substitute these values into the formula:

\[
\frac{1}{R_{eq}} = \frac{1}{5} + \frac{1}{10}
\]

Next, we need to find a common denominator to add the fractions. The common denominator for 5 and 10 is 10. We can rewrite the fractions:

\[
\frac{1}{5}To continue from where we left off, we rewrite \(\frac{1}{5}\) with a common denominator of 10:

\[
\frac{1}{5} = \frac{2}{10}
\]

Now we can add the fractions:

\[
\frac{1}{R_{eq}} = \frac{2}{10} + \frac{1}{10} = \frac{3}{10}
\]

Now, we take the reciprocal to find \(R_{eq}\):

\[
R_{eq} = \frac{10}{3} \, \Omega
\]

Calculating this gives:

\[
R_{eq} \approx 3.33 \, \Omega
\]

Therefore, the equivalent resistance is approximately \(3.33 \, \Omega\).",False,
"The half-life of a radioactive isotope is 5 hours. Starting with 100 grams, How many grams remain after 15 hours?",Radioactive Decay,12.5,2.0,"To determine how much of a radioactive isotope remains after a certain period, we can use the concept of half-lives. The half-life is the time it takes for half of the substance to decay.

1. **Identify the initial amount and half-life**:
   - Initial amount = 100 grams
   - Half-life = 5 hours

2. **Determine the total time elapsed**:
   - Total time = 15 hours

3. **Calculate the number of half-lives that have passed**:
   - Number of half-lives = Total time / Half-life
   - Number of half-lives = 15 hours / 5 hours = 3 half-lives

4. **Calculate the remaining amount after each half-life**:
   - After 1 half-life (5 hours): 
     \[
     100 \text{ grams} \times \frac{1}{2} = 50 \text{ grams}
     \]
   - After After 2 half-lives (10 hours):
\[
50 \text{ grams} \times \frac{1}{2} = 25 \text{ grams}
\]

After 3 half-lives (15 hours):
\[
25 \text{ grams} \times \frac{1}{2} = 12.5 \text{ grams}
\]

Therefore, the amount remaining after 15 hours is **12.5** grams.",False,
An ideal gas expands from 2 L to 5 L at constant temperature of 300 K. What is the pressure change ratio?,Gas Law Thermodynamics,0.4,1.0,"To find the pressure change ratio for an ideal gas expanding from 2 L to 5 L at a constant temperature of 300 K, we can use Boyle's Law, which states that for a given amount of gas at constant temperature, the product of pressure and volume is constant:

\[ P_1 V_1 = P_2 V_2 \]

Where:
- \( P_1 \) is the initial pressure,
- \( V_1 \) is the initial volume,
- \( P_2 \) is the final pressure,
- \( V_2 \) is the final volume.

Given:
- \( V_1 = 2 \, \text{L} \)
- \( V_2 = 5 \, \text{L} \)

We can rearrange Boyle's Law to find the ratio of the pressures:

\[ \frac{P_1}{P_2} = \frac{V_2}{V_1} \]

To find the pressure change ratio, we can substitute the values of \( V_1 \) and \( V_2 \) into the equation:

\[
\frac{P_1}{P_2} = \frac{V_2}{V_1} = \frac{5 \, \text{L}}{2 \, \text{L}} = \frac{5}{2} = 2.5
\]

Thus, the pressure change ratio is \( 2.5 \).",False,
"A radioactive isotope has a half-life of 10 days. After 30 days, What fraction of the original sample remains?",Radioactive Decay,0.125,1.0,"To determine the fraction of a radioactive isotope that remains after a certain period, we can use the concept of half-lives. 

1. **Identify the half-life**: The half-life of the isotope is given as 10 days.

2. **Determine the total time elapsed**: We are looking at a time period of 30 days.

3. **Calculate the number of half-lives that have passed**: 
   \[
   \text{Number of half-lives} = \frac{\text{Total time}}{\text{Half-life}} = \frac{30 \text{ days}}{10 \text{ days}} = 3
   \]

4. **Calculate the remaining fraction**: After each half-life, the amount of the radioactive isotope remaining is halved. Therefore, after 3 half-lives, the remaining fraction can be calculated as:
   \[
   \text{Remaining fraction} = \left(\frac{1}{2}\The remaining fraction after 3 half-lives is calculated as follows:

\[
\text{Remaining fraction} = \left(\frac{1}{2}\right)^3 = \frac{1}{8}
\]

Thus, after 30 days, the fraction of the original sample that remains is:

\[
\frac{1}{8}
\]

So the answer is: **1/8**.",False,
The average kinetic energy of gas molecules at 300 K is 6.21 x 1e-21 J. What is the average kinetic energy at 600 K?,Kinetic Theory,1.242e-20,600.0,"The average kinetic energy of gas molecules is directly proportional to the temperature in Kelvin. The relationship can be expressed using the formula:

\[
KE = \frac{3}{2} k T
\]

where:
- \( KE \) is the average kinetic energy,
- \( k \) is the Boltzmann constant (\(1.38 \times 10^{-23} \, \text{J/K}\)),
- \( T \) is the temperature in Kelvin.

Given that the average kinetic energy at 300 K is \( 6.21 \times 10^{-21} \, \text{J} \), we can find the average kinetic energy at 600 K by using the ratio of the temperatures.

1. **Calculate the ratio of the temperatures:**

\[
\frac{T_2}{T_1} = \frac{600 \, \text{K}}{300 \, \text{K}} = 2
\]

2To find the average kinetic energy at 600 K, we can use the fact that the average kinetic energy is directly proportional to the temperature. Since we have already calculated the ratio of the temperatures as 2, we can find the average kinetic energy at 600 K by multiplying the average kinetic energy at 300 K by this ratio.

\[
KE_{600 \, K} = KE_{300 \, K} \times \frac{T_2}{T_1}
\]

Substituting the values:

\[
KE_{600 \, K} = 6.21 \times 10^{-21} \, \text{J} \times 2
\]

\[
KE_{600 \, K} = 12.42 \times 10^{-21} \, \text{J}
\]

Thus, the average kinetic energy at 600 K is:

**12.42 x 10^-21 J**",False,
"A wire of length 2 m has a resistance of 10 Ω. If its length is doubled, What is its new resistance?",Resistance and Length,20.0,2.0,"To determine the new resistance of the wire when its length is doubled, we can use the formula for resistance, which is given by:

\[
R = \rho \frac{L}{A}
\]

where:
- \( R \) is the resistance,
- \( \rho \) is the resistivity of the material,
- \( L \) is the length of the wire,
- \( A \) is the cross-sectional area of the wire.

1. **Initial Resistance**: We know that the initial length \( L_1 = 2 \) m and the initial resistance \( R_1 = 10 \) Ω.

2. **Doubling the Length**: If the length of the wire is doubled, the new length \( L_2 \) will be:
   \[
   L_2 = 2 \times L_1 = 2 \times 2 \text{ m} = 4 \text{ m}
   \]

3To find the new resistance when the length of the wire is doubled, we can use the relationship between resistance and length. 

From the formula \( R = \rho \frac{L}{A} \), we see that resistance is directly proportional to the length of the wire. 

Since the length is doubled, the new resistance \( R_2 \) can be calculated as follows:

\[
R_2 = \rho \frac{L_2}{A} = \rho \frac{2L_1}{A} = 2 \left( \rho \frac{L_1}{A} \right) = 2R_1
\]

Given that the initial resistance \( R_1 = 10 \) Ω, we can substitute this value into the equation:

\[
R_2 = 2 \times 10 \, \Omega = 20 \, \Omega
\]

Therefore, the new resistance is **20**.",False,
"The specific heat capacity of water is 4.18 J/(g·°C). To raise the temperature of 100g of water by 5°C, How much energy is required in Joules?",Heat Capacity,2090.0,100.0,"To calculate the energy required to raise the temperature of water, we can use the formula:

\[
Q = m \cdot c \cdot \Delta T
\]

where:
- \( Q \) is the energy in Joules,
- \( m \) is the mass of the water in grams,
- \( c \) is the specific heat capacity of water (4.18 J/(g·°C)),
- \( \Delta T \) is the change in temperature in degrees Celsius.

Given:
- \( m = 100 \, \text{g} \)
- \( c = 4.18 \, \text{J/(g·°C)} \)
- \( \Delta T = 5 \, \text{°C} \)

Now, we can plug in the values:

\[
Q = 100 \, \text{g} \cdot 4.18 \, \text{J/(g·°CTo calculate the energy required, we can plug in the values into the formula:

\[
Q = m \cdot c \cdot \Delta T
\]

Substituting the given values:

\[
Q = 100 \, \text{g} \cdot 4.18 \, \text{J/(g·°C)} \cdot 5 \, \text{°C}
\]

Now, calculate it step by step:

1. Calculate \( 100 \, \text{g} \cdot 4.18 \, \text{J/(g·°C)} \):

\[
100 \cdot 4.18 = 418 \, \text{J/°C}
\]

2. Now multiply by the change in temperature \( \Delta T = 5 \, \text{°C} \):

\[
Q = 418 \, \text{J/°C} \cdot",False,
A patient's blood glucose level increases from 90 to 140 mg/dL after a meal. What is the percentage increase in blood glucose?,Medical Diagnostics,55.6,55.56,"To calculate the percentage increase in blood glucose, we can follow these steps:

1. **Determine the initial and final values**:
   - Initial value (before the meal): 90 mg/dL
   - Final value (after the meal): 140 mg/dL

2. **Calculate the increase in value**:
   \[
   \text{Increase} = \text{Final value} - \text{Initial value} = 140 \, \text{mg/dL} - 90 \, \text{mg/dL} = 50 \, \text{mg/dL}
   \]

3. **Calculate the percentage increase**:
   \[
   \text{Percentage Increase} = \left( \frac{\text{Increase}}{\text{Initial value}} \right) \times 100
   \]
   \[
   \text{Percentage Increase} = \left( \frac{50 \, \text{mg/d55.56",False,
A worker is paid $15 per hour. If they work for 8 hours. What is their total pay?,Multiplication,120.0,120.0,"To calculate the total pay for the worker, we can follow these steps:

1. **Identify the hourly wage**: The worker is paid $15 per hour.
2. **Identify the number of hours worked**: The worker works for 8 hours.
3. **Calculate the total pay**: Multiply the hourly wage by the number of hours worked.

   \[
   \text{Total Pay} = \text{Hourly Wage} \times \text{Hours Worked}
   \]

   \[
   \text{Total Pay} = 15 \, \text{dollars/hour} \times 8 \, \text{hours}
   \]

   \[
   \text{Total Pay} = 120 \, \text{dollars}
   \]

So, the total pay for the worker is **$120**.120",False,
A transformer steps voltage down from 220 V to 110 V. What is the turns ratio of its primary to secondary windings?,Electrical Transformer,2.0,2.0,"To find the turns ratio of a transformer, we can use the relationship between the primary voltage (Vp), secondary voltage (Vs), primary turns (Np), and secondary turns (Ns). The formula for the turns ratio is given by:

\[
\frac{Vp}{Vs} = \frac{Np}{Ns}
\]

In this case, we have:

- Primary voltage, \(Vp = 220 \, V\)
- Secondary voltage, \(Vs = 110 \, V\)

Now, we can calculate the turns ratio:

\[
\frac{Vp}{Vs} = \frac{220 \, V}{110 \, V} = 2
\]

This means that the turns ratio of the primary to secondary windings is 2:1. 

Thus, for every 2 turns in the primary winding, there is 1 turn in the secondary winding. 

So, the final answer is:

**The turns ratio of the primary to secondary windings2",False,
"The de Broglie wavelength of an electron is 1 nm. If its mass is 9.1 × 10⁻³¹ kg, What is its velocity in m/s?",de Broglie Wavelength,728000.0,6.626,"To find the velocity of the electron given its de Broglie wavelength, we can use the de Broglie wavelength formula:

\[
\lambda = \frac{h}{p}
\]

where:
- \(\lambda\) is the de Broglie wavelength,
- \(h\) is Planck's constant (\(6.626 \times 10^{-34} \, \text{Js}\)),
- \(p\) is the momentum of the particle.

The momentum \(p\) of the electron can also be expressed in terms of its mass \(m\) and velocity \(v\):

\[
p = mv
\]

Substituting this into the de Broglie wavelength formula gives:

\[
\lambda = \frac{h}{mv}
\]

Rearranging this to solve for velocity \(v\):

\[
v = \frac{h}{m\lambda}
\]

Now, we can plug in the values:

- \To find the velocity of the electron, we can use the formula derived from the de Broglie wavelength:

\[
v = \frac{h}{m\lambda}
\]

Given:
- \(h = 6.626 \times 10^{-34} \, \text{Js}\) (Planck's constant)
- \(m = 9.1 \times 10^{-31} \, \text{kg}\) (mass of the electron)
- \(\lambda = 1 \, \text{nm} = 1 \times 10^{-9} \, \text{m}\) (de Broglie wavelength)

Now, substituting the values into the equation:

\[
v = \frac{6.626 \times 10^{-34} \, \text{Js}}{(9.1 \times 10^{-31} \, \text{kg})(1 \times 10^{-9} \, \",False,
"A 0.1 M HCl solution has a pH of 1. If it is diluted 10 times, What is its new pH?",Dilution and pH,2.0,0.01,"To determine the new pH after diluting a 0.1 M HCl solution by 10 times, we can follow these steps:

1. **Understand the initial concentration**: The initial concentration of the HCl solution is 0.1 M. Since HCl is a strong acid, it completely dissociates in water. Therefore, the concentration of hydrogen ions \([H^+]\) in the solution is also 0.1 M.

2. **Calculate the initial pH**: The pH is calculated using the formula:
   \[
   \text{pH} = -\log[H^+]
   \]
   For the initial solution:
   \[
   \text{pH} = -\log(0.1) = 1
   \]

3. **Dilute the solution**: When the solution is diluted 10 times, the new concentration of HCl will be:
   \[
   \text0.01 M.

4. **Calculate the new concentration of hydrogen ions**: Since HCl completely dissociates, the concentration of hydrogen ions \([H^+]\) in the diluted solution will also be 0.01 M.

5. **Calculate the new pH**: Using the pH formula again:
   \[
   \text{pH} = -\log(0.01) = 2
   \]

Therefore, the new pH after diluting the 0.1 M HCl solution 10 times is **2**.",False,
A lens with focal length 10 cm forms an image 30 cm from its center. What is the object distance?,Optics Imaging,15.0,1.0,"To find the object distance for a lens, we can use the lens formula, which is given by:

\[
\frac{1}{f} = \frac{1}{d_o} + \frac{1}{d_i}
\]

where:
- \( f \) is the focal length of the lens,
- \( d_o \) is the object distance,
- \( d_i \) is the image distance.

From the problem, we know:
- The focal length \( f = 10 \) cm (since it's a converging lens, we take it as positive),
- The image distance \( d_i = 30 \) cm (also positive, as the image is real and on the opposite side of the lens).

Now, we can substitute these values into the lens formula:

\[
\frac{1}{10} = \frac{1}{d_o} + \frac{1}{30}
\]

Next, we need to isolate \( \fracTo isolate \( \frac{1}{d_o} \), we can rearrange the equation:

\[
\frac{1}{d_o} = \frac{1}{10} - \frac{1}{30}
\]

To perform the subtraction, we need a common denominator. The least common multiple of 10 and 30 is 30. We can rewrite \( \frac{1}{10} \) as \( \frac{3}{30} \):

\[
\frac{1}{d_o} = \frac{3}{30} - \frac{1}{30} = \frac{2}{30}
\]

Now, simplifying \( \frac{2}{30} \):

\[
\frac{1}{d_o} = \frac{1}{15}
\]

Taking the reciprocal gives us the object distance:

\[
d_o = 15 \text{ cm}
\]

Therefore, the object distance is \( 15 \)",False,
