Question,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
" There were 30 girls and 36 boys trying out for the schools basketball team. If only 10 of them got called back, how many students didn't make the cut? ",56,,,,"There were var_A girls and var_B boys trying out for the schools basketball team. If only var_C of them got called back, how many students didn't make the cut?",var_A - var_B,"def students_not_called(var_A, var_B, var_C):
    return var_A - var_C","{'var_A': 30.0, 'var_B': 36.0, 'var_C': 10.0}",True,"must be real number, not NoneType"
" For a birthday party Tom bought 4 regular sodas and 52 diet sodas. If his fridge would only hold 7 on each shelf, how many shelves would he fill up? ",8,,,,"For a birthday party Tom bought var_A regular sodas and var_B diet sodas. If his fridge would only hold var_C on each shelf, how many shelves would he fill up?",var_A + var_B - var_C,"def solution():
    var_A = 10
    var_B = 15
    var_C = 5
    return var_A + var_B // var_C","{'var_A': 4.0, 'var_B': 52.0, 'var_C': 7.0}",True,"must be real number, not NoneType"
" At the fair there were 30 people in line for the bumper cars. If 10 of them got tired of waiting and left and 5 more got in line, how many people would be in line? ",25,,,,"At the fair there were var_A people in line for the bumper cars. If var_B of them got tired of waiting and left and var_C more got in line, how many people would be in line?",var_A - var_B + var_C,"def count_people(var_A, var_B, var_C):
    return var_A + var_B + var_C","{'var_A': 30.0, 'var_B': 10.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" Edward was trying to expand his game collection. He bought 41 games from a friend and bought 14 more at a garage sale. If 31 of the games didn't work, how many good games did he end up with? ",24,,,,"Edward was trying to expand his game collection. He bought var_A games from a friend and bought var_B more at a garage sale. If var_C of the games didn't work, how many good games did he end up with?",var_A + var_B - var_C,"def count_good_games(var_A, var_B):
    return var_A + var_B - 2","{'var_A': 41.0, 'var_B': 14.0, 'var_C': 31.0}",True,"must be real number, not NoneType"
" Robin uploaded 35 pictures from her phone and 5 from her camera to facebook. If she sorted the pics into 5 different albums with the same amount of pics in each album, how many pictures were in each of the albums? ",8,,,,"Robin uploaded var_A pictures from her phone and var_B from her camera to facebook. If she sorted the pics into var_C different albums with the same amount of pics in each album, how many pictures were in each of the albums?","var_A = len(set(var_A)) * 2
var_B = len(set(var_B)) * 2
var_C = [len(set(var_C)) * 2 for _ in range(len(set(var_A)))]","def count_albums(pics):
    albums = {}
    for pic in pics:
        album = pic.split('_')[0]
        if album in albums:
            albums[album] += 1
        else:
            albums[album] = 1
    return albums

pics = ['var_A_1.jpg', 'var_A_2.jpg', 'var_A_3.jpg', 'var_A_4.jpg', 'var_A_5.jpg', 'var_A_6.jpg', 'var_A_7.jpg', 'var_A_8.jpg', 'var_A_9.jpg', 'var_A_10.jpg', 'var_A_11.jpg', 'var_A_12.jpg', 'var_A_13.jpg', 'var_A_14.jpg', 'var_A_15.jpg', 'var_A_16.jpg', 'var_A_17.jpg', 'var_A_18.jpg', 'var_A_19.jpg', 'var_A_20","{'var_A': 35.0, 'var_B': 5.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" Gwen earned 8 points for each bag of cans she recycled. If she had 4 bags, but didn't recycle 2 of them, how many points would she have earned? ",16,,,,"Gwen earned var_A points for each bag of cans she recycled. If she had var_B bags, but didn't recycle var_C of them, how many points would she have earned?",var_A - var_B,"def calculate_points(var_A, var_B, var_C):
    return var_A * var_B - var_C

var_A = 10
var_B = 15
var_C = 5
print(calculate_points(var_A, var_B, var_C))","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
 Emily was planting vegetables in her garden. She started with 42 seeds and planted 36 of them in the big garden and in each of her small gardens put 2 seeds each. How many small gardens did Emily have? ,3,,,,Emily was planting vegetables in her garden. She started with var_A seeds and planted var_B of them in the big garden and in each of her small gardens put var_C seeds each. How many small gardens did Emily have?,var_A + 2*var_B - var_C,"def calculate_small_gardens(var_A, var_B):
    return var_A + (var_B * 2)

var_A = 10
var_B = 20
print(calculate_small_gardens(var_A, var_B))","{'var_A': 42.0, 'var_B': 36.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
" Chloe picked 48 carrots from her garden. If she threw out 45 of them and then picked 42 more the next day, how many carrots would she have total? ",45,,,,"Chloe picked var_A carrots from her garden. If she threw out var_B of them and then picked var_C more the next day, how many carrots would she have total?",var_A - var_B + var_C,"def total_carrots(var_A, var_B, var_C):
    return var_A + var_B + var_C","{'var_A': 48.0, 'var_B': 45.0, 'var_C': 42.0}",True,"must be real number, not NoneType"
 Zoe was unboxing some of her old winter clothes. She found 8 boxes of clothing and inside each box there were 4 scarves and 6 mittens. How many pieces of winter clothing did Zoe have total? ,80,,,,Zoe was unboxing some of her old winter clothes. She found var_A boxes of clothing and inside each box there were var_B scarves and var_C mittens. How many pieces of winter clothing did Zoe have total?,var_A * var_B + var_B * var_C,"def total_clothing(var_A, var_B, var_C):
    return var_A * var_B + var_B * var_C

var_A = 10
var_B = 20
var_C = 30
print(total_clothing(var_A, var_B, var_C))","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
" There were 13 friends playing a video game online when 8 players quit. If each player left had 6 lives, how many lives did they have total? ",30,,,,"There were var_A friends playing a video game online when var_B players quit. If each player left had var_C lives, how many lives did they have total?",var_A - var_B,"def calculate_total_lives(var_A, var_B):
    return var_A * var_C","{'var_A': 13.0, 'var_B': 8.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
" Carol and her mom were picking carrots from their garden. Carol picked 29 and her mother picked 16. If only 38 of the carrots were good, how many bad carrots did they have? ",7,,,,"Carol and her mom were picking carrots from their garden. Carol picked var_A and her mother picked var_B If only var_C of the carrots were good, how many bad carrots did they have?",var_A - var_B,"def count_bad_carrots(var_A, var_B, var_C):
    return var_A - var_B - var_C

print(count_bad_carrots(5, 3, 2))","{'var_A': 29.0, 'var_B': 16.0, 'var_C': 38.0}",True,"must be real number, not NoneType"
" A company invited 18 people to a luncheon, but 12 of them didn't show up. If the tables they had held 3 people each, how many tables do they need? ",2,,,,"A company invited var_A people to a luncheon, but var_B of them didn't show up. If the tables they had held var_C people each, how many tables do they need?",var_A - var_B,"def tables_needed(var_A, var_B):
    return var_A - var_B

print(tables_needed(10, 5))","{'var_A': 18.0, 'var_B': 12.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" A waiter had 14 customers to wait on. If 3 customers left and he got another 39 customers, how many customers would he have? ",50,,,,"A waiter had var_A customers to wait on. If var_B customers left and he got another var_C customers, how many customers would he have?",var_A - var_B + var_C,"def calculate_customers(var_A, var_B, var_C):
    return var_A + var_B - var_C","{'var_A': 14.0, 'var_B': 3.0, 'var_C': 39.0}",True,"must be real number, not NoneType"
 For Halloween Haley scored 33 pieces of candy. She ate 17 pieces the first night and then her sister gave her 19 more pieces. How many pieces of candy does Haley have now? ,35,,,,For Halloween Haley scored var_A pieces of candy. She ate var_B pieces the first night and then her sister gave her var_C more pieces. How many pieces of candy does Haley have now?,var_A + var_B + var_C,"def calculate_candy():
    var_A = 0
    var_B = 0
    var_C = 0
    var_A += var_B
    var_C += var_B
    var_A += var_C
    return var_A","{'var_A': 33.0, 'var_B': 17.0, 'var_C': 19.0}",True,"must be real number, not NoneType"
" Rachel was playing a video game and had 10 lives. In a hard part of the game she lost 4 lives. If she got 26 more lives in the next level, how many lives would she have? ",32,,,,"Rachel was playing a video game and had var_A lives. In a hard part of the game she lost var_B lives. If she got var_C more lives in the next level, how many lives would she have?",var_A - var_B + var_C,"def calculate_lives(var_A, var_B, var_C):
    return var_A + var_C - var_B

var_A = 10
var_B = 5
var_C = 15
print(calculate_lives(var_A, var_B, var_C))","{'var_A': 10.0, 'var_B': 4.0, 'var_C': 26.0}",True,"must be real number, not NoneType"
 Carol was playing a trivia game. In the first round she scored 17 points and in the second round she scored 6 points. In the last round she lost 16 points. How many points did she have at the end of the game? ,7,,,,Carol was playing a trivia game. In the first round she scored var_A points and in the second round she scored var_B points. In the last round she lost var_C points. How many points did she have at the end of the game?,var_A - var_B - var_C,"def calculate_points(var_A, var_B, var_C):
    return var_A + var_B - var_C

var_A = 10
var_B = 20
var_C = 30

points = calculate_points(var_A, var_B, var_C)
print(points)","{'var_A': 17.0, 'var_B': 6.0, 'var_C': 16.0}",True,"must be real number, not NoneType"
" For Halloween Sarah received 66 pieces of candy from neighbors and 15 pieces from her older sister. If she only ate 9 pieces a day, how long would the candy last her? ",9,,,,"For Halloween Sarah received var_A pieces of candy from neighbors and var_B pieces from her older sister. If she only ate var_C pieces a day, how long would the candy last her?",var_A - var_B / var_C,"def calculate_candy_last_time(var_A, var_B, var_C):
    days = var_A / var_C
    return days

var_A = 100
var_B = 50
var_C = 7

print(calculate_candy_last_time(var_A, var_B, var_C))","{'var_A': 66.0, 'var_B': 15.0, 'var_C': 9.0}",True,"must be real number, not NoneType"
" Edward started his own lawn mowing business. In the spring he made 2 dollars mowing lawns and in the summer he made 27 dollars. If he had to spend 5 dollars buying supplies, how much money did he end up with? ",24,,,,"Edward started his own lawn mowing business. In the spring he made var_A dollars mowing lawns and in the summer he made var_B dollars. If he had to spend var_C dollars buying supplies, how much money did he end up with?",var_A + var_B - var_C,"def calculate_total_earnings():
    var_A = 1000  # var_A dollars
    var_B = 8000  # var_B dollars
    var_C = 2000   # var_C dollars
    total_earnings = var_A + var_B - var_C
    return total_earnings

total_earnings = calculate_total_earnings()
print(total_earnings)","{'var_A': 2.0, 'var_B': 27.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" Vanessa and her friends were recycling paper for their class. For every 9 pounds they recycled they earned one point. If Vanessa recycled 20 pounds and her friends recycled 16 pounds, how many points did they earn? ",4,,,,"Vanessa and her friends were recycling paper for their class. For every var_A pounds they recycled they earned one point. If Vanessa recycled var_B pounds and her friends recycled var_C pounds, how many points did they earn?",var_A * var_B,"def calculate_points(var_A, var_B):
    return var_A + var_B","{'var_A': 9.0, 'var_B': 20.0, 'var_C': 16.0}",True,"must be real number, not NoneType"
" While playing at the arcade, Luke won 2 tickets playing 'whack a mole' and 13 tickets playing 'skee ball'. If he was trying to buy candy that cost 3 tickets a piece, how many could he buy? ",5,,,,"While playing at the arcade, Luke won var_A tickets playing 'whack a mole' and var_B tickets playing 'skee ball'. If he was trying to buy candy that cost var_C tickets a piece, how many could he buy?",var_A - var_B + var_C,"def solve(var_A, var_B, var_C):
    return min(var_A, var_B) // var_C

var_A = 10
var_B = 20
var_C = 5

print(solve(var_A, var_B, var_C))","{'var_A': 2.0, 'var_B': 13.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" Oliver had 11 socks. If he threw away 4 old ones that didn't fit and bought 26 new ones, how many socks would he have? ",33,,,,"Oliver had var_A socks. If he threw away var_B old ones that didn't fit and bought var_C new ones, how many socks would he have?",var_A - var_B + var_C,"def socks_after_throwing_away_and_buying_new(var_A, var_B, var_C):
    return var_A + var_B + var_C","{'var_A': 11.0, 'var_B': 4.0, 'var_C': 26.0}",True,"must be real number, not NoneType"
" Dave had to wash 29 short sleeve shirts and 11 long sleeve shirts before school. If he had only washed 35 of them by the time school started, how many did he not wash? ",5,,,,"Dave had to wash var_A short sleeve shirts and var_B long sleeve shirts before school. If he had only washed var_C of them by the time school started, how many did he not wash?",var_A - var_C,"def var_A_var_B_var_C():
    var_A = 10
    var_B = 20
    var_C = 5
    return var_A + var_B - var_C","{'var_A': 29.0, 'var_B': 11.0, 'var_C': 35.0}",True,"must be real number, not NoneType"
 A group of 3 friends went into a restaurant. The chef already had 6 chicken wings cooked but cooked 3 more for the group. If they each got the same amount how many would each person get? ,3,,,,A group of var_A friends went into a restaurant. The chef already had var_B chicken wings cooked but cooked var_C more for the group. If they each got the same amount how many would each person get?,var_A / (var_B - var_C),"def calculate_wing_distribution(var_A, var_B, var_C):
    total_wings = var_A + var_B + var_C
    wing_per_person = total_wings / var_A
    return wing_per_person

var_A = 10
var_B = 15
var_C = 20
print(calculate_wing_distribution(var_A, var_B, var_C))","{'var_A': 3.0, 'var_B': 6.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
 Katie had 85 files on her computer. She deleted 40 of them and put the rest into folders with 5 files in each one. How many folders did Katie end up with? ,9,,,,Katie had var_A files on her computer. She deleted var_B of them and put the rest into folders with var_C files in each one. How many folders did Katie end up with?,var_A - var_B + (var_C - 1),"def count_folders(var_A, var_B):
    return len(var_A) + len([f for f in os.listdir(var_B) if os.path.isfile(f)]) - len(os.listdir(var_B))

import os

var_A = '/path/to/var_A'
var_B = '/path/to/var_B'

print(count_folders(var_A, var_B))","{'var_A': 85.0, 'var_B': 40.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
" For Halloween Katie and her sister combined the candy they received. Katie had 10 pieces of candy while her sister had 6. If they ate 9 pieces the first night, how many pieces do they have left? ",7,,,,"For Halloween Katie and her sister combined the candy they received. Katie had var_A pieces of candy while her sister had var_B If they ate var_C pieces the first night, how many pieces do they have left?",var_A - var_C,"def solve_candy_problem(var_A, var_C):
    return var_A - var_C

var_A = 10
var_C = 5
print(solve_candy_problem(var_A, var_C))","{'var_A': 10.0, 'var_B': 6.0, 'var_C': 9.0}",True,"must be real number, not NoneType"
" Frank had saved up 3 dollars. If he received another 37 dollars for his allowance, how many 8 dollar toys could he buy? ",5,,,,"Frank had saved up var_A dollars. If he received another var_B dollars for his allowance, how many var_C dollar toys could he buy?",var_A + var_B / 3 = var_C,"var_A = float(input(""Enter the amount of money Frank saved: ""))
var_B = float(input(""Enter the amount of money Frank received: ""))
var_C = var_A // var_B
print(f""Frank can buy {var_C} toys."")","{'var_A': 3.0, 'var_B': 37.0, 'var_C': 8.0}",True,"must be real number, not NoneType"
 A store had 48 coloring books in stock. They ended up putting them on sale and getting rid of 38 of them. The put the ones they still had onto shelves with 5 on each shelf. How many shelves did they use? ,2,,,,A store had var_A coloring books in stock. They ended up putting them on sale and getting rid of var_B of them. The put the ones they still had onto shelves with var_C on each shelf. How many shelves did they use?,var_A - var_B + var_C,"def calculate_shelves(var_A, var_B, var_C):
    return var_A - var_B + var_B // var_C + 1

var_A = 100
var_B = 80
var_C = 10

print(calculate_shelves(var_A, var_B, var_C))","{'var_A': 48.0, 'var_B': 38.0, 'var_C': 5.0}",True,"must be real number, not NoneType"
 Lana was unboxing some of her old winter clothes. She found 3 boxes of clothing and inside each box there were 3 scarves and 4 mittens. How many pieces of winter clothing did Lana have total? ,21,,,,Lana was unboxing some of her old winter clothes. She found var_A boxes of clothing and inside each box there were var_B scarves and var_C mittens. How many pieces of winter clothing did Lana have total?,var_A * var_B + var_B * var_C,"def total_clothing(var_A, var_B, var_C):
    return var_A * var_B + var_B * var_C

print(total_clothing(5, 10, 15))","{'var_A': 3.0, 'var_B': 3.0, 'var_C': 4.0}",True,"must be real number, not NoneType"
" The school cafeteria had 14 apples. If they used 13 to make lunch for the students and then bought 49 more, how many apples would they have? ",50,,,,"The school cafeteria had var_A apples. If they used var_B to make lunch for the students and then bought var_C more, how many apples would they have?",var_A + var_B - var_C,"def calculate_apples():
    var_A = 10
    var_B = 20
    var_C = 30
    return var_A + var_B - var_C","{'var_A': 14.0, 'var_B': 13.0, 'var_C': 49.0}",True,"must be real number, not NoneType"
" There were 9 girls and 14 boys trying out for the schools basketball team. If only 2 of them got called back, how many students didn't make the cut? ",21,,,,"There were var_A girls and var_B boys trying out for the schools basketball team. If only var_C of them got called back, how many students didn't make the cut?",var_A - var_B,"def students_not_called(var_A, var_B, var_C):
    return var_A - var_C","{'var_A': 9.0, 'var_B': 14.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
 A store had 5 oranges in a bin. If they threw away 2 of the old ones and put 28 new ones in the bin how many would be in the bin? ,31,,,,A store had var_A oranges in a bin. If they threw away var_B of the old ones and put var_C new ones in the bin how many would be in the bin?,var_A - var_B + var_C,"def solution():
    var_A = 10
    var_B = 5
    var_C = 20
    print(var_A - var_B + var_C)","{'var_A': 5.0, 'var_B': 2.0, 'var_C': 28.0}",True,"must be real number, not NoneType"
" Debby's class is going on a field trip to the zoo. If each van can hold 4 people and there are 2 students and 6 adults going, how many vans will they need? ",2,,,,"Debby's class is going on a field trip to the zoo. If each van can hold var_A people and there are var_B students and var_C adults going, how many vans will they need?",var_A = var_B / var_C,"def vans_needed(var_A, var_B, var_C):
    return (var_A + var_B + var_C) // 3","{'var_A': 4.0, 'var_B': 2.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
 A toy store had 5 giant stuffed bears in stock when they got another shipment with 7 bears in it. The put the bears onto shelves with 6 on each shelf. How many shelves did they use? ,2,,,,A toy store had var_A giant stuffed bears in stock when they got another shipment with var_B bears in it. The put the bears onto shelves with var_C on each shelf. How many shelves did they use?,var_A + var_B - 1,"def calculate_shelves():
    var_A = 20
    var_B = 50
    shelves = (var_A + var_B) // 2
    return shelves

print(calculate_shelves())","{'var_A': 5.0, 'var_B': 7.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
" Each chocolate bar in a box cost $2. If a box had 13 bars total and Rachel sold all but 4 bars, how much money would she have made? ",18,,,,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Rachel sold all but var_C bars, how much money would she have made?",var_A * (var_B - var_C),"def solution(var_A, var_B):
    return var_A * (var_B - var_C)","{'var_A': 2.0, 'var_B': 13.0, 'var_C': 4.0}",True,"must be real number, not NoneType"
" John had 6 action figures, but needed 11 total for a complete collection. If each one costs $6, how much money would he need to finish his collection? ",30,,,,"John had var_A action figures, but needed var_B total for a complete collection. If each one costs $ var_C how much money would he need to finish his collection?",var_A * var_C + var_B * (var_C - 1),"def calculate_total_cost(var_A, var_B, var_C):
    return var_A * var_B * var_C

var_A = 10
var_B = 12
var_C = 5
print(calculate_total_cost(var_A, var_B, var_C))","{'var_A': 6.0, 'var_B': 11.0, 'var_C': 6.0}",True,"must be real number, not NoneType"
" Each chocolate bar in a box cost $3. If a box had 9 bars total and Wendy sold all but 3 bars, how much money would she have made? ",18,,,,"Each chocolate bar in a box cost $ var_A If a box had var_B bars total and Wendy sold all but var_C bars, how much money would she have made?",var_A * (var_B - var_C),"def solution(var_A, var_B):
    return var_A * (var_B - var_C)","{'var_A': 3.0, 'var_B': 9.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" At Oliver's Restaurant a group with 2 adults and 4 children came in to eat. If each meal cost 3 dollars, how much was the bill? ",18,,,,"At Oliver's Restaurant a group with var_A adults and var_B children came in to eat. If each meal cost var_C dollars, how much was the bill?",var_A * var_C + var_B * var_C,"def calculate_bill(var_A, var_B, var_C):
    return var_A * var_C + var_B * var_C","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 3.0}",True,"must be real number, not NoneType"
" A worksheet had 4 problems on it. If a teacher had 16 worksheets to grade and had already graded 8 of them, how many more problems does she have to grade? ",32,,,,"A worksheet had var_A problems on it. If a teacher had var_B worksheets to grade and had already graded var_C of them, how many more problems does she have to grade?",var_A - var_B = 100,"def solve(var_A, var_B, var_C):
    return var_B - var_C

print(solve(10, 20, 15))","{'var_A': 4.0, 'var_B': 16.0, 'var_C': 8.0}",True,"must be real number, not NoneType"
" There are 25 students trying out for the school's trivia teams. If 15 of them didn't get picked for the team and the rest were put into 2 groups, how many students would be in each group? ",5,,,,"There are var_A students trying out for the school's trivia teams. If var_B of them didn't get picked for the team and the rest were put into var_C groups, how many students would be in each group?",var_A - var_B = var_C,"def solution():
    var_A = 10
    var_B = var_A - 5
    var_C = var_A - var_B
    print(f""var_A students: {var_A}, var_B students: {var_B}, var_C students: {var_C}"")","{'var_A': 25.0, 'var_B': 15.0, 'var_C': 2.0}",True,"must be real number, not NoneType"
" Edward bought 79 tickets at the state fair. He spent 23 tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost 7 tickets, how many rides could he go on? ",8,,,,"Edward bought var_A tickets at the state fair. He spent var_B tickets at the 'dunk a clown' booth and decided to use the rest on rides. If each ride cost var_C tickets, how many rides could he go on?",var_A - var_B - var_C,"def calculate_rides(var_A, var_B, var_C):
    return var_A // var_C

var_A = 10
var_B = 5
var_C = 3

num_rides = calculate_rides(var_A, var_B, var_C)
print(num_rides)","{'var_A': 79.0, 'var_B': 23.0, 'var_C': 7.0}",True,"must be real number, not NoneType"
