Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
Jake has 11 fewer peaches than Steven. If Jake has 17 peaches. How many peaches does Steven have?,Addition,28.0,28.0,28.0,28.0,Jake has var_A fewer peaches than Steven. If Jake has var_B peaches. How many peaches does Steven have?,"1. Identify the number of peaches Jake has.
2. Add the number of peaches that Jake has fewer than Steven to Jake's total to find out how many peaches Steven has.",var_B + var_A,"def solution(var_A, var_B):
    return var_B + var_A","{'var_A': 11.0, 'var_B': 17.0}",False,
Bobby ate 17 pieces of candy. Then he ate 15 more. If he initially had 36 pieces of candy How many pieces of candy does he still have left?,Subtraction,4.0,4.0,4.0,4.0,Bobby ate var_A pieces of candy. Then he ate var_B more. If he initially had var_C pieces of candy How many pieces of candy does he still have left?,"1. Add the number of pieces of candy Bobby ate (17 + 15) to find the total amount he consumed.
2. Subtract the total amount eaten from the initial number of pieces of candy (36) to find out how many pieces he has left.",var_C - (var_A + var_B),"def solution(var_A, var_B, var_C):
    total_eaten = var_A + var_B
    return var_C - total_eaten","{'var_A': 17.0, 'var_B': 15.0, 'var_C': 36.0}",False,
Baker made 155 cakes. If his friend bought 140 cakes from him How many cakes would baker still have?,Subtraction,15.0,15.0,15.0,15.0,Baker made var_A cakes. If his friend bought var_B cakes from him How many cakes would baker still have?,1. Subtract the number of cakes bought by the friend from the total number of cakes made by the baker to find out how many cakes are left.,var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 155.0, 'var_B': 140.0}",False,
Nell collects cards. She had 246 baseball cards and 214 Ace cards. She gave some of her cards to Jeff and now has 404 baseball cards and 495 Ace cards left. How many more Ace cards than baseball cards does Nell have?,Subtraction,91.0,,123.0,91.0,Nell collects cards. She had var_A baseball cards and var_B Ace cards. She gave some of her cards to Jeff and now has var_C baseball cards and var_D Ace cards left. How many more Ace cards than baseball cards does Nell have?,"1. Determine how many baseball cards Nell had before giving some to Jeff by subtracting the number of baseball cards she has now from the original amount.
2. Determine how many Ace cards Nell had before giving some to Jeff by subtracting the number of Ace cards she has now from the original amount.
3. Calculate the difference between the number of Ace cards and baseball cards she has now to find out how many more Ace cards than baseball cards Nell has.",(var_D - var_C) - (var_B - var_A),"def solution(var_A, var_B, var_C, var_D):
    baseball_cards_before = var_A - var_C
    ace_cards_before = var_B - var_D
    return var_D - var_C","{'var_A': 246.0, 'var_B': 214.0, 'var_C': 404.0, 'var_D': 495.0}",True,'Code_Result'
If the cave is 919 feet deep and they need to travel 1307 feet How far is the end of the cave?,Addition,2226.0,388.0,388.0,388.0,If the cave is var_A feet deep and they need to travel var_B feet How far is the end of the cave?,"1. Subtract the depth of the cave from the total distance they need to travel to find out how much further they need to go beyond the cave's depth.
2. The result will give the distance from the end of the cave to the point they need to reach.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 919.0, 'var_B': 1307.0}",False,
Ed had 10 more marbles than Doug. Doug lost 11 of his marbles at the playground. If Ed had 45 marbles How many more marbles did Ed have than Doug then?,Addition,21.0,21.0,21.0,21.0,Ed had var_A more marbles than Doug. Doug lost var_B of his marbles at the playground. If Ed had var_C marbles How many more marbles did Ed have than Doug then?,"1. Determine the number of marbles Doug had before losing any by subtracting 10 from the number of marbles Ed has.
2. Calculate the number of marbles Doug has after losing 11 marbles.
3. Subtract the number of marbles Doug has after losing them from the number of marbles Ed has to find out how many more marbles Ed has than Doug now.",var_C - (var_C - var_A - var_B),"def solution(var_A, var_B, var_C):
    doug_initial = var_C - var_A
    doug_after_loss = doug_initial - var_B
    return var_C - doug_after_loss","{'var_A': 10.0, 'var_B': 11.0, 'var_C': 45.0}",False,
At the arcade Dave had won 7 tickets. He used some tickets to buy toys. If he still has 2 tickets left How many tickets did Dave use to buy toys?,Subtraction,5.0,5.0,5.0,5.0,At the arcade Dave had won var_A tickets. He used some tickets to buy toys. If he still has var_B tickets left How many tickets did Dave use to buy toys?,"1. Subtract the number of tickets Dave has left from the total number of tickets he initially had to find out how many tickets he used.
2. The result will give the number of tickets Dave used to buy toys.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 7.0, 'var_B': 2.0}",False,
Every day Ryan spends 6 hours on learning english and 5 hours on learning chinese. If he learns for 2 days How many hours does he spend on learning english in all?,Multiplication,12.0,12.0,12.0,12.0,Every day Ryan spends var_A hours on learning english and var_B hours on learning chinese. If he learns for var_C days How many hours does he spend on learning english in all?,"1. Multiply the number of hours Ryan spends on learning English per day by the number of days he learns.
2. Calculate the total hours spent on learning English over the 2 days.",var_A * var_C,"def solution(var_A, var_B, var_C):
    return var_A * var_C","{'var_A': 6.0, 'var_B': 5.0, 'var_C': 2.0}",False,
5 red peaches and 11 green peaches are in the basket. How many more green peaches than red peaches are in the basket?,Subtraction,6.0,6.0,6.0,6.0,var_A red peaches and var_B green peaches are in the basket. How many more green peaches than red peaches are in the basket?,"1. Identify the number of red peaches and green peaches in the basket.
2. Subtract the number of red peaches from the number of green peaches to find out how many more green peaches there are than red peaches.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 5.0, 'var_B': 11.0}",False,
Nell collects cards. She had 438 baseball cards and 18 Ace cards. She gave some of her cards to Jeff and now has 55 Ace cards and 178 baseball cards left. How many more baseball cards than Ace cards does Nell have?,Subtraction,123.0,123.0,123.0,123.0,Nell collects cards. She had var_A baseball cards and var_B Ace cards. She gave some of her cards to Jeff and now has var_C Ace cards and var_D baseball cards left. How many more baseball cards than Ace cards does Nell have?,"1. Determine the number of Ace cards Nell gave to Jeff by subtracting the number of Ace cards she has left from the number she originally had.
2. Determine the number of baseball cards Nell gave to Jeff by subtracting the number of baseball cards she has left from the number she originally had.
3. Calculate the current number of baseball cards and Ace cards Nell has.
4. Subtract the number of Ace cards from the number of baseball cards to find out how many more baseball cards than Ace cards Nell has.",var_D - var_C,"def solution(var_A, var_B, var_C, var_D):
    ace_given_away = var_B - var_C
    baseball_given_away = var_A - var_D
    current_baseball = var_D
    current_ace = var_C
    return current_baseball - current_ace","{'var_A': 438.0, 'var_B': 18.0, 'var_C': 55.0, 'var_D': 178.0}",False,
"After making some pies, chef had 2 apples left. Initially he had 43 apples How many apples did he use?",Subtraction,41.0,41.0,41.0,41.0,"After making some pies, chef had var_A apples left. Initially he had var_B apples How many apples did he use?","1. Subtract the number of apples left from the initial number of apples to find out how many apples were used.
2. Perform the subtraction: 43 apples - 2 apples.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 2.0, 'var_B': 43.0}",False,
A book has 3 chapters. The first chapter is 66 pages long the second chapter is 35 pages long and the third chapter is 24 pages long. How many pages does the book have altogether?,Addition,125.0,125.0,125.0,125.0,A book has var_A chapters. The first chapter is var_B pages long the second chapter is var_C pages long and the third chapter is var_D pages long. How many pages does the book have altogether?,"1. Add the number of pages in the first chapter to the number of pages in the second chapter.
2. Add the result from step 1 to the number of pages in the third chapter to find the total number of pages in the book.",var_B + var_C + var_D,"def solution(var_A, var_B, var_C, var_D):
    total_pages = var_B + var_C
    total_pages += var_D
    return total_pages","{'var_A': 3.0, 'var_B': 66.0, 'var_C': 35.0, 'var_D': 24.0}",False,
At the stop 8 more people got on the train. Initially there were 11 people on the train. How many people are there on the train now?,Addition,19.0,19.0,19.0,19.0,At the stop var_A more people got on the train. Initially there were var_B people on the train. How many people are there on the train now?,"1. Start with the initial number of people on the train.
2. Add the number of people who got on the train to the initial number.",var_A + var_B,"def solution(var_A, var_B):
    return var_B + var_A","{'var_A': 8.0, 'var_B': 11.0}",False,
"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that 705 visitors came to the Buckingham palace that day. If there were 191 visitors the previous day and 457 visitors the day before that How many more visitors visited the Buckingham palace on that day than on the previous 245 days?",Subtraction,57.0,-158055.0,-158055.0,-158055.0,"After eating a hearty meal they went to see the Buckingham palace. There, Rachel learned that var_A visitors came to the Buckingham palace that day. If there were var_B visitors the previous day and var_C visitors the day before that How many more visitors visited the Buckingham palace on that day than on the previous var_D days?","1. Calculate the total number of visitors for the previous 245 days by adding the number of visitors from the previous two days (191 and 457) and multiplying by the number of days (243 days).
2. Subtract the total number of visitors over the previous 245 days from the number of visitors on that day (705) to find out how many more visitors came that day compared to the previous 245 days.",var_A - ((var_B + var_C) * var_D),"def solution(var_A, var_B, var_C, var_D):
    total_previous_visitors = (var_B + var_C) * var_D
    return var_A - total_previous_visitors","{'var_A': 705.0, 'var_B': 191.0, 'var_C': 457.0, 'var_D': 245.0}",False,
Paco had 17 cookies. He ate 14 cookies and gave 13 of them to his friend. How many more cookies did he eat than those he gave to his friend?,Subtraction,1.0,1.0,1.0,1.0,Paco had var_A cookies. He ate var_B cookies and gave var_C of them to his friend. How many more cookies did he eat than those he gave to his friend?,"1. Determine the total number of cookies Paco ate.
2. Identify the number of cookies he gave to his friend.
3. Subtract the number of cookies given to his friend from the number of cookies eaten to find out how many more cookies he ate than those he gave away.",var_B - var_C,"def solution(var_A, var_B, var_C):
    total_eaten = var_B
    given_away = var_C
    return total_eaten - given_away","{'var_A': 17.0, 'var_B': 14.0, 'var_C': 13.0}",False,
Katie had 62 new games and 80 old games. Her friends had 73 new games and 41 old games. How many old games do they have 3,Addition,121.0,121.0,121.0,121.0,Katie had var_A new games and var_B old games. Her friends had var_C new games and var_D old games. How many old games do they have var_E,"1. Add the number of old games Katie has to the number of old games her friends have to find the total number of old games.
2. Calculate the sum of Katie's old games (80) and her friends' old games (41).",var_B + var_D,"def solution(var_A, var_B, var_C, var_D, var_E):
    return var_B + var_D","{'var_A': 62.0, 'var_B': 80.0, 'var_C': 73.0, 'var_D': 41.0, 'var_E': 3.0}",False,
Julia played tag with 12 kids on monday. She played tag with 14 kids on tuesday. She spent a total of 34 hours to play tag on both days. How many kids did she play with altogether?,Addition,26.0,26.0,26.0,26.0,Julia played tag with var_A kids on monday. She played tag with var_B kids on tuesday. She spent a total of var_C hours to play tag on both days. How many kids did she play with altogether?,"1. Add the number of kids Julia played with on Monday to the number of kids she played with on Tuesday to find the total number of kids.
2. Confirm that the total number of kids is the sum of the kids from both days.",var_A + var_B,"def solution(var_A, var_B, var_C):
    total_kids = var_A + var_B
    return total_kids","{'var_A': 12.0, 'var_B': 14.0, 'var_C': 34.0}",False,
There were 16 roses and 3 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 7 orchids and 13 roses in the vase. How many orchids did she cut?,Subtraction,4.0,4.0,4.0,4.0,There were var_A roses and var_B orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now var_C orchids and var_D roses in the vase. How many orchids did she cut?,"1. Determine the initial number of orchids and roses in the vase.
2. Identify the final number of orchids and roses in the vase after cutting.
3. Subtract the initial number of orchids from the final number of orchids to find out how many orchids Jessica cut.",var_C - var_B,"def solution(var_A, var_B, var_C, var_D):
    initial_orchids = var_B
    final_orchids = var_C
    orchids_cut = final_orchids - initial_orchids
    return orchids_cut","{'var_A': 16.0, 'var_B': 3.0, 'var_C': 7.0, 'var_D': 13.0}",False,
"A grocery store had 36 apples, 80 bottles of regular soda and 54 bottles of diet soda. How many more bottles than apple did they have?",Subtraction,98.0,98.0,98.0,98.0,"A grocery store had var_A apples, var_B bottles of regular soda and var_C bottles of diet soda. How many more bottles than apple did they have?","1. Add the number of bottles of regular soda and diet soda to find the total number of bottles.
2. Subtract the number of apples from the total number of bottles to find out how many more bottles than apples the store had.",(var_B + var_C) - var_A,"def solution(var_A, var_B, var_C):
    total_bottles = var_B + var_C
    return total_bottles - var_A","{'var_A': 36.0, 'var_B': 80.0, 'var_C': 54.0}",False,
The school has 304 grades and each grade has 75 students How many students were there in total?,Multiplication,22800.0,22800.0,22800.0,22800.0,The school has var_A grades and each grade has var_B students How many students were there in total?,1. Multiply the number of grades by the number of students in each grade to find the total number of students.,var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 304.0, 'var_B': 75.0}",False,
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 39 inches. The grasshopper jumped 19 inches farther than the frog and the mouse jumped 12 inches lesser than the frog. How far did the mouse jump?",Subtraction,8.0,8.0,8.0,8.0,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped var_A inches. The grasshopper jumped var_B inches farther than the frog and the mouse jumped var_C inches lesser than the frog. How far did the mouse jump?","1. Determine the distance the frog jumped by subtracting 19 inches from the distance the grasshopper jumped.
2. Calculate the distance the mouse jumped by subtracting 12 inches from the distance the frog jumped.",var_A - var_B - var_C,"def solution(var_A, var_B, var_C):
    frog_jump = var_A - var_B
    mouse_jump = frog_jump - var_C
    return mouse_jump","{'var_A': 39.0, 'var_B': 19.0, 'var_C': 12.0}",False,
Winter is almost here and most animals are migrating to warmer countries. 27 bird families flew away for the winter from near a mountain. If there were 41 bird families living near the mountain initially How many bird families were left near the mountain?,Subtraction,14.0,14.0,14.0,14.0,Winter is almost here and most animals are migrating to warmer countries. var_A bird families flew away for the winter from near a mountain. If there were var_B bird families living near the mountain initially How many bird families were left near the mountain?,"1. Subtract the number of bird families that flew away from the initial number of bird families living near the mountain.
2. The result will give the number of bird families left near the mountain.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 27.0, 'var_B': 41.0}",False,
Rebecca wants to split a collection of eggs into groups of 11. If each group has 2 eggs How many eggs does Rebecca have?,Multiplication,22.0,22.0,22.0,22.0,Rebecca wants to split a collection of eggs into groups of var_A If each group has var_B eggs How many eggs does Rebecca have?,"1. Determine the total number of groups by multiplying the number of groups (11) by the number of eggs in each group (2).
2. The result will give the total number of eggs Rebecca has.",var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 11.0, 'var_B': 2.0}",False,
Paco ate 19 cookies and had 35 cookies left. How many cookies did he have in the beginning?,Addition,54.0,54.0,54.0,54.0,Paco ate var_A cookies and had var_B cookies left. How many cookies did he have in the beginning?,"1. Add the number of cookies Paco ate to the number of cookies he had left to find the total number of cookies he had initially.
2. The equation to use is: Initial cookies = Cookies eaten + Cookies left.",var_A + var_B,"def solution(var_A, var_B):
    return var_A + var_B","{'var_A': 19.0, 'var_B': 35.0}",False,
There are 11 baskets of peaches. Each basket has 10 red peaches and 18 green peaches. How many peaches are in the baskets altogether?,Multiplication,308.0,308.0,308.0,308.0,There are var_A baskets of peaches. Each basket has var_B red peaches and var_C green peaches. How many peaches are in the baskets altogether?,"1. Calculate the total number of peaches in one basket by adding the number of red peaches and green peaches together.
2. Multiply the total number of peaches in one basket by the total number of baskets to find the total number of peaches in all the baskets.",var_A * (var_B + var_C),"def solution(var_A, var_B, var_C):
    total_peaches_per_basket = var_B + var_C
    return total_peaches_per_basket * var_A","{'var_A': 11.0, 'var_B': 10.0, 'var_C': 18.0}",False,
Dave had 24 files and 13 apps on his phone. After deleting some apps and files he had 17 apps and 21 files left. How many files did he delete?,Subtraction,3.0,3.0,3.0,3.0,Dave had var_A files and var_B apps on his phone. After deleting some apps and files he had var_C apps and var_D files left. How many files did he delete?,"1. Subtract the number of files left from the original number of files to find out how many files were deleted.
2. Use the original number of files (24) and the number of files left (21) to perform the subtraction.",var_A - var_D,"def solution(var_A, var_B, var_C, var_D):
    return var_A - var_D","{'var_A': 24.0, 'var_B': 13.0, 'var_C': 17.0, 'var_D': 21.0}",False,
White t - shirts can be purchased in packages of 13. If mom buys 39 white t - shirts How many packages will she have?,Common-Division,3.0,3.0,3.0,3.0,White t - shirts can be purchased in packages of var_A If mom buys var_B white t - shirts How many packages will she have?,"1. Divide the total number of white t-shirts purchased (39) by the number of t-shirts in each package (13) to find out how many packages are needed.
2. Ensure that the result is a whole number, as packages cannot be purchased in fractions.",var_B // var_A,"def solution(var_A, var_B):
    return var_B // var_A","{'var_A': 13.0, 'var_B': 39.0}",False,
Jerry had 5 action figures and 2 books on a shelf in his room. Later he added 9 more books to the shelf. How many more books than action figures were on his shelf?,Subtraction,6.0,6.0,6.0,6.0,Jerry had var_A action figures and var_B books on a shelf in his room. Later he added var_C more books to the shelf. How many more books than action figures were on his shelf?,"1. Calculate the total number of books on the shelf after Jerry added the 9 books to the initial 2 books.
2. Compare the total number of books to the number of action figures to find out how many more books there are than action figures.",(var_B + var_C) - var_A,"def solution(var_A, var_B, var_C):
    total_books = var_B + var_C
    return total_books - var_A","{'var_A': 5.0, 'var_B': 2.0, 'var_C': 9.0}",False,
Adam has 9 apples. Jackie has 10 apples. How many more apples does Jackie have than Adam?,Subtraction,1.0,1.0,1.0,1.0,Adam has var_A apples. Jackie has var_B apples. How many more apples does Jackie have than Adam?,"1. Subtract the number of apples Adam has from the number of apples Jackie has to find the difference.
2. The result will give the number of apples Jackie has more than Adam.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 9.0, 'var_B': 10.0}",False,
The grasshopper and the frog had a jumping contest. The grasshopper jumped 35 inches. The grasshopper jumped 4 inches farther than the frog. How much did they jump altogether?,Subtraction,66.0,66.0,66.0,66.0,The grasshopper and the frog had a jumping contest. The grasshopper jumped var_A inches. The grasshopper jumped var_B inches farther than the frog. How much did they jump altogether?,"1. Determine the distance the frog jumped by subtracting 4 inches from the distance the grasshopper jumped.
2. Add the distance jumped by the grasshopper to the distance jumped by the frog to find the total distance they jumped altogether.",var_A + (var_A - 4),"def solution(var_A, var_B):
    frog_jump = var_A - 4
    total_jump = var_A + frog_jump
    return total_jump","{'var_A': 35.0, 'var_B': 4.0}",False,
Dan has $ 3 left with him after he bought a candy bar for $ 2. How much money did he have initially?,Addition,5.0,5.0,5.0,5.0,Dan has $ var_A left with him after he bought a candy bar for $ var_B How much money did he have initially?,"1. Identify the amount Dan spent on the candy bar.
2. Add the amount he has left to the amount he spent to find out how much money he had initially.",var_A + var_B,"def solution(var_A, var_B):
    spent = var_B
    initial_amount = var_A + spent
    return initial_amount","{'var_A': 3.0, 'var_B': 2.0}",False,
Mary is baking a cake. The recipe calls for 11 cups of sugar and 9 cups of flour. She already put in 12 cups of flour and 10 cups of sugar. How many more cups of sugar does she need to add?,Subtraction,1.0,1.0,1.0,1.0,Mary is baking a cake. The recipe calls for var_A cups of sugar and var_B cups of flour. She already put in var_C cups of flour and var_D cups of sugar. How many more cups of sugar does she need to add?,"1. Determine how many cups of sugar Mary needs by referring to the recipe.
2. Subtract the amount of sugar she has already added from the total amount needed to find out how many more cups of sugar she needs to add.",var_A - var_D,"def solution(var_A, var_B, var_C, var_D):
    total_sugar_needed = var_A
    sugar_needed = total_sugar_needed - var_D
    return sugar_needed","{'var_A': 11.0, 'var_B': 9.0, 'var_C': 12.0, 'var_D': 10.0}",False,
Jerry had 2 action figures and 10 books on a shelf in his room. Later he added 4 more action figures to the shelf. How many more books than action figures were on his shelf?,Subtraction,4.0,4.0,4.0,4.0,Jerry had var_A action figures and var_B books on a shelf in his room. Later he added var_C more action figures to the shelf. How many more books than action figures were on his shelf?,"1. Calculate the total number of action figures by adding the initial number of action figures to the number added later.
2. Compare the total number of books to the total number of action figures to find out how many more books there are than action figures.",var_B - (var_A + var_C),"def solution(var_A, var_B, var_C):
    total_action_figures = var_A + var_C
    return var_B - total_action_figures","{'var_A': 2.0, 'var_B': 10.0, 'var_C': 4.0}",False,
They decided to hold the party in their backyard. If they have 11 sets of tables and each set has 13 chairs How many chairs do they have in the backyard?,Multiplication,143.0,143.0,143.0,143.0,They decided to hold the party in their backyard. If they have var_A sets of tables and each set has var_B chairs How many chairs do they have in the backyard?,"1. Multiply the number of sets of tables by the number of chairs in each set to find the total number of chairs.
2. The formula to use is: Total Chairs = Number of Sets × Chairs per Set.",var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 11.0, 'var_B': 13.0}",False,
Because of the decision Sofia asked the students to suggest specific types of food. If 324 students suggested adding mashed potatoes 374 suggested adding bacon to the menu and 128 suggested adding tomatoes How many students participated in the suggestion of new food items?,Addition,826.0,826.0,826.0,826.0,Because of the decision Sofia asked the students to suggest specific types of food. If var_A students suggested adding mashed potatoes var_B suggested adding bacon to the menu and var_C suggested adding tomatoes How many students participated in the suggestion of new food items?,"1. Add the number of students who suggested mashed potatoes to the number of students who suggested bacon.
2. Add the number of students who suggested tomatoes to the total from step 1 to find the total number of students who participated in the suggestion of new food items.",var_A + var_B + var_C,"def solution(var_A, var_B, var_C):
    step1 = var_A + var_B
    total = step1 + var_C
    return total","{'var_A': 324.0, 'var_B': 374.0, 'var_C': 128.0}",False,
Brenda's mother made cookies for 5. She prepared 22 cookies but had to throw away 17 cookies. If each of them had the same number of cookies How many did each of them have?,Common-Division,1.0,,1.0,1.0,Brenda's mother made cookies for var_A She prepared var_B cookies but had to throw away var_C cookies. If each of them had the same number of cookies How many did each of them have?,"1. Subtract the number of cookies thrown away from the total number of cookies prepared to find out how many cookies are left.
2. Divide the remaining number of cookies by the number of people (5) to find out how many cookies each person has.",(var_B - var_C) / 5,"def solution(var_A, var_B, var_C):
    remaining_cookies = var_B - var_C
    return remaining_cookies // var_A","{'var_A': 5.0, 'var_B': 22.0, 'var_C': 17.0}",True,'Code_Result'
15 campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of 32 campers went rowing that day How many campers went rowing in the afternoon?,Subtraction,17.0,17.0,17.0,17.0,var_A campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of var_B campers went rowing that day How many campers went rowing in the afternoon?,"1. Subtract the number of campers who went rowing in the morning from the total number of campers who went rowing that day to find out how many went in the afternoon.
2. The result will give you the number of campers who went rowing in the afternoon.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 15.0, 'var_B': 32.0}",False,
Adam could fit 11 action figures on each shelf in his room. His room has 4 shelves and 40 cabinets. How many total action figures could his shelves hold?,Multiplication,44.0,44.0,44.0,44.0,Adam could fit var_A action figures on each shelf in his room. His room has var_B shelves and var_C cabinets. How many total action figures could his shelves hold?,"1. Calculate the total number of action figures that can fit on all the shelves by multiplying the number of action figures per shelf by the number of shelves.
2. Since the problem only asks for the capacity of the shelves, disregard the number of cabinets in this calculation.",var_A * var_B,"def solution(var_A, var_B, var_C):
    return var_A * var_B","{'var_A': 11.0, 'var_B': 4.0, 'var_C': 40.0}",False,
Lewis earns a total of $ 1216 during the harvest. If he earns $ 16 each week How many weeks did the harvest last?,Common-Division,76.0,76.0,76.0,76.0,Lewis earns a total of $ var_A during the harvest. If he earns $ var_B each week How many weeks did the harvest last?,1. Divide the total earnings by the amount earned each week to find out how many weeks the harvest lasted.,var_A / var_B,"def solution(var_A, var_B):
    return var_A / var_B","{'var_A': 1216.0, 'var_B': 16.0}",False,
Zachary did 59 push-ups and 44 crunches in gym class today. David did 19 more push-ups but 27 less crunches than zachary. How many push-ups did David do?,Addition,78.0,,78.0,97.0,Zachary did var_A push - ups and var_B crunches in gym class today. David did var_C more push - ups but var_D less crunches than zachary. How many push - ups did David do?,"1. Add 19 to the number of push-ups Zachary did to find out how many push-ups David did.
2. Since the problem specifically asks for the number of push-ups, no need to calculate the crunches.",var_A + var_C,"def solution(var_A, var_B, var_C, var_D):
    return var_A + var_C + 19","{'var_A': 59.0, 'var_B': 44.0, 'var_C': 19.0, 'var_D': 27.0}",True,'Code_Result'
Randy uses 36 blocks to build a tower. If he had 59 blocks How many blocks are left?,Subtraction,23.0,23.0,23.0,23.0,Randy uses var_A blocks to build a tower. If he had var_B blocks How many blocks are left?,"1. Subtract the number of blocks used to build the tower from the total number of blocks Randy had.
2. The result will give the number of blocks left.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 36.0, 'var_B': 59.0}",False,
Danny has 12 bottle caps in his collection. He found 53 bottle caps at the park. How many bottle caps does he have now?,Addition,65.0,65.0,65.0,65.0,Danny has var_A bottle caps in his collection. He found var_B bottle caps at the park. How many bottle caps does he have now?,"1. Start with the number of bottle caps Danny originally has.
2. Add the number of bottle caps he found at the park to the original number.
3. Calculate the total to find out how many bottle caps Danny has now.",var_A + var_B,"def solution(var_A, var_B):
    total_caps = var_A + var_B
    return total_caps","{'var_A': 12.0, 'var_B': 53.0}",False,
During summer break 907611 kids from Lawrence county stay home and the other 455682 kids go to camp. About how many kids are in Lawrence county?,Addition,1363293.0,1363293.0,1363293.0,1363293.0,During summer break var_A kids from Lawrence county stay home and the other var_B kids go to camp. About how many kids are in Lawrence county?,"1. Add the number of kids staying home to the number of kids going to camp to find the total number of kids in Lawrence county.
2. Perform the addition to get the final total.",var_A + var_B,"def solution(var_A, var_B):
    return var_A + var_B","{'var_A': 907611.0, 'var_B': 455682.0}",False,
There were 174 parents in the program and 521 pupils too. How many more pupils were present compared to parents in the program?,Subtraction,347.0,347.0,347.0,347.0,There were var_A parents in the program and var_B pupils too. How many more pupils were present compared to parents in the program?,"1. Subtract the number of parents from the number of pupils to find the difference in their numbers.
2. The result will give the number of more pupils present compared to parents in the program.",var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 174.0, 'var_B': 521.0}",False,
Mary is baking a cake. The recipe calls for 7 cups of sugar and 10 cups of flour. She already put in 4 cups of sugar. How many more cups of sugar does she need to add?,Subtraction,3.0,3.0,3.0,3.0,Mary is baking a cake. The recipe calls for var_A cups of sugar and var_B cups of flour. She already put in var_C cups of sugar. How many more cups of sugar does she need to add?,1. Subtract the amount of sugar Mary has already added from the total amount of sugar required in the recipe to find out how much more sugar she needs to add.,var_A - var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_C","{'var_A': 7.0, 'var_B': 10.0, 'var_C': 4.0}",False,
White t - shirts can be purchased in packages of 53. If mom buys 57 packages of white t - shirts and 34 trousers How many white t - shirts will she have?,Multiplication,3021.0,3021.0,3021.0,3021.0,White t - shirts can be purchased in packages of var_A If mom buys var_B packages of white t - shirts and var_C trousers How many white t - shirts will she have?,"1. Multiply the number of packages of white t-shirts by the number of t-shirts in each package to find the total number of white t-shirts.
2. Since the problem only asks for the number of white t-shirts, the number of trousers is not needed for this calculation.",var_A * var_B,"def solution(var_A, var_B, var_C):
    return var_A * var_B","{'var_A': 53.0, 'var_B': 57.0, 'var_C': 34.0}",False,
A book has 31 chapters. Each chapter is 61 pages long. How many pages does the book have altogether?,Multiplication,1891.0,1891.0,1891.0,1891.0,A book has var_A chapters. Each chapter is var_B pages long. How many pages does the book have altogether?,1. Multiply the number of chapters by the number of pages per chapter to find the total number of pages in the book.,var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 31.0, 'var_B': 61.0}",False,
Paige raised 7 goldfish and 12 catfish in the pond but stray cats loved eating them. Now she has 15 left. How many fishes disappeared?,Subtraction,4.0,4.0,4.0,4.0,Paige raised var_A goldfish and var_B catfish in the pond but stray cats loved eating them. Now she has var_C left. How many fishes disappeared?,"1. Add the total number of goldfish and catfish that Paige originally had to find the initial total number of fish.
2. Subtract the number of fish left from the initial total to determine how many fish disappeared.",(var_A + var_B) - var_C,"def solution(var_A, var_B, var_C):
    initial_total = var_A + var_B
    disappeared = initial_total - var_C
    return disappeared","{'var_A': 7.0, 'var_B': 12.0, 'var_C': 15.0}",False,
Robin cut off 20 inches of his hair. If his hair is now 10 inches long How long was his hair before he cut?,Addition,30.0,30.0,30.0,30.0,Robin cut off var_A inches of his hair. If his hair is now var_B inches long How long was his hair before he cut?,"1. Add the length of hair that Robin cut off to the current length of his hair to find the original length.
2. The equation to use is: Original length = Current length + Length cut off.",var_A + var_B,"def solution(var_A, var_B):
    return var_A + var_B","{'var_A': 20.0, 'var_B': 10.0}",False,
