Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 39 inches. The grasshopper jumped 19 inches farther than the frog and the mouse jumped 12 inches lesser than the frog. How far did the mouse jump?",Subtraction,8.0,8.0,8.0,8.0,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped var_A inches. The grasshopper jumped var_B inches farther than the frog and the mouse jumped var_C inches lesser than the frog. How far did the mouse jump?",var_A - var_B - var_C,"def solution(var_A, var_B, var_C):
    frog_jump = var_A - var_B
    mouse_jump = frog_jump - var_C
    return mouse_jump","{'var_A': 39.0, 'var_B': 19.0, 'var_C': 12.0}",False,
Winter is almost here and most animals are migrating to warmer countries. 27 bird families flew away for the winter from near a mountain. If there were 41 bird families living near the mountain initially How many bird families were left near the mountain?,Subtraction,14.0,14.0,14.0,14.0,Winter is almost here and most animals are migrating to warmer countries. var_A bird families flew away for the winter from near a mountain. If there were var_B bird families living near the mountain initially How many bird families were left near the mountain?,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 27.0, 'var_B': 41.0}",False,
Rebecca wants to split a collection of eggs into groups of 11. If each group has 2 eggs How many eggs does Rebecca have?,Multiplication,22.0,22.0,22.0,22.0,Rebecca wants to split a collection of eggs into groups of var_A If each group has var_B eggs How many eggs does Rebecca have?,var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 11.0, 'var_B': 2.0}",False,
Paco ate 19 cookies and had 35 cookies left. How many cookies did he have in the beginning?,Addition,54.0,54.0,54.0,54.0,Paco ate var_A cookies and had var_B cookies left. How many cookies did he have in the beginning?,var_A + var_B,"def solution(var_A, var_B):
    return var_A + var_B","{'var_A': 19.0, 'var_B': 35.0}",False,
There are 11 baskets of peaches. Each basket has 10 red peaches and 18 green peaches. How many peaches are in the baskets altogether?,Multiplication,308.0,308.0,308.0,308.0,There are var_A baskets of peaches. Each basket has var_B red peaches and var_C green peaches. How many peaches are in the baskets altogether?,var_A * (var_B + var_C),"def solution(var_A, var_B, var_C):
    return var_A * (var_B + var_C)","{'var_A': 11.0, 'var_B': 10.0, 'var_C': 18.0}",False,
Dave had 24 files and 13 apps on his phone. After deleting some apps and files he had 17 apps and 21 files left. How many files did he delete?,Subtraction,3.0,,3.0,,Dave had var_A files and var_B apps on his phone. After deleting some apps and files he had var_C apps and var_D files left. How many files did he delete?,var_A - var_D,"def solution(var_A, var_C):
    return var_A - var_C","{'var_A': 24.0, 'var_B': 13.0, 'var_C': 17.0, 'var_D': 21.0}",False,
White t - shirts can be purchased in packages of 13. If mom buys 39 white t - shirts How many packages will she have?,Common-Division,3.0,,3.0,3.0,White t - shirts can be purchased in packages of var_A If mom buys var_B white t - shirts How many packages will she have?,var_B / var_A,"def solution(var_A, var_B):
    return var_B // var_A","{'var_A': 13.0, 'var_B': 39.0}",False,
Jerry had 5 action figures and 2 books on a shelf in his room. Later he added 9 more books to the shelf. How many more books than action figures were on his shelf?,Subtraction,6.0,6.0,6.0,6.0,Jerry had var_A action figures and var_B books on a shelf in his room. Later he added var_C more books to the shelf. How many more books than action figures were on his shelf?,(var_B + var_C) - var_A,"def solution(var_A, var_B, var_C):
    total_books = var_B + var_C
    return total_books - var_A","{'var_A': 5.0, 'var_B': 2.0, 'var_C': 9.0}",False,
Adam has 9 apples. Jackie has 10 apples. How many more apples does Jackie have than Adam?,Subtraction,1.0,1.0,1.0,1.0,Adam has var_A apples. Jackie has var_B apples. How many more apples does Jackie have than Adam?,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 9.0, 'var_B': 10.0}",False,
The grasshopper and the frog had a jumping contest. The grasshopper jumped 35 inches. The grasshopper jumped 4 inches farther than the frog. How much did they jump altogether?,Subtraction,66.0,66.0,66.0,66.0,The grasshopper and the frog had a jumping contest. The grasshopper jumped var_A inches. The grasshopper jumped var_B inches farther than the frog. How much did they jump altogether?,var_A + (var_A - var_B),"def solution(var_A, var_B):
    frog_jump = var_A - var_B
    total_jump = var_A + frog_jump
    return total_jump","{'var_A': 35.0, 'var_B': 4.0}",False,
Dan has $ 3 left with him after he bought a candy bar for $ 2. How much money did he have initially?,Addition,5.0,5.0,5.0,5.0,Dan has $ var_A left with him after he bought a candy bar for $ var_B How much money did he have initially?,var_A + var_B,"def solution(var_A, var_B):
    return var_A + var_B","{'var_A': 3.0, 'var_B': 2.0}",False,
Mary is baking a cake. The recipe calls for 11 cups of sugar and 9 cups of flour. She already put in 12 cups of flour and 10 cups of sugar. How many more cups of sugar does she need to add?,Subtraction,1.0,1.0,1.0,1.0,Mary is baking a cake. The recipe calls for var_A cups of sugar and var_B cups of flour. She already put in var_C cups of flour and var_D cups of sugar. How many more cups of sugar does she need to add?,var_A - var_D,"def solution(var_A, var_B, var_C, var_D):
    return var_A - var_D","{'var_A': 11.0, 'var_B': 9.0, 'var_C': 12.0, 'var_D': 10.0}",False,
Jerry had 2 action figures and 10 books on a shelf in his room. Later he added 4 more action figures to the shelf. How many more books than action figures were on his shelf?,Subtraction,4.0,4.0,4.0,4.0,Jerry had var_A action figures and var_B books on a shelf in his room. Later he added var_C more action figures to the shelf. How many more books than action figures were on his shelf?,var_B - (var_A + var_C),"def solution(var_A, var_B, var_C):
    total_action_figures = var_A + var_C
    return var_B - total_action_figures","{'var_A': 2.0, 'var_B': 10.0, 'var_C': 4.0}",False,
They decided to hold the party in their backyard. If they have 11 sets of tables and each set has 13 chairs How many chairs do they have in the backyard?,Multiplication,143.0,143.0,143.0,143.0,They decided to hold the party in their backyard. If they have var_A sets of tables and each set has var_B chairs How many chairs do they have in the backyard?,var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 11.0, 'var_B': 13.0}",False,
Because of the decision Sofia asked the students to suggest specific types of food. If 324 students suggested adding mashed potatoes 374 suggested adding bacon to the menu and 128 suggested adding tomatoes How many students participated in the suggestion of new food items?,Addition,826.0,826.0,826.0,826.0,Because of the decision Sofia asked the students to suggest specific types of food. If var_A students suggested adding mashed potatoes var_B suggested adding bacon to the menu and var_C suggested adding tomatoes How many students participated in the suggestion of new food items?,var_A + var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A + var_B + var_C","{'var_A': 324.0, 'var_B': 374.0, 'var_C': 128.0}",False,
Brenda's mother made cookies for 5. She prepared 22 cookies but had to throw away 17 cookies. If each of them had the same number of cookies How many did each of them have?,Common-Division,1.0,,1.0,1.0,Brenda's mother made cookies for var_A She prepared var_B cookies but had to throw away var_C cookies. If each of them had the same number of cookies How many did each of them have?,(var_B - var_C) / var_A,"def solution(var_A, var_B, var_C):
    total_cookies = var_B - var_C
    return total_cookies // var_A","{'var_A': 5.0, 'var_B': 22.0, 'var_C': 17.0}",False,
15 campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of 32 campers went rowing that day How many campers went rowing in the afternoon?,Subtraction,17.0,17.0,17.0,17.0,var_A campers went rowing in the morning. Some more campers went rowing in the afternoon. If a total of var_B campers went rowing that day How many campers went rowing in the afternoon?,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 15.0, 'var_B': 32.0}",False,
Adam could fit 11 action figures on each shelf in his room. His room has 4 shelves and 40 cabinets. How many total action figures could his shelves hold?,Multiplication,44.0,44.0,44.0,44.0,Adam could fit var_A action figures on each shelf in his room. His room has var_B shelves and var_C cabinets. How many total action figures could his shelves hold?,var_A * var_B,"def solution(var_A, var_B, var_C):
    return var_A * var_B","{'var_A': 11.0, 'var_B': 4.0, 'var_C': 40.0}",False,
Lewis earns a total of $ 1216 during the harvest. If he earns $ 16 each week How many weeks did the harvest last?,Common-Division,76.0,76.0,76.0,76.0,Lewis earns a total of $ var_A during the harvest. If he earns $ var_B each week How many weeks did the harvest last?,var_A / var_B,"def solution(var_A, var_B):
    return var_A / var_B","{'var_A': 1216.0, 'var_B': 16.0}",False,
Zachary did 59 push-ups and 44 crunches in gym class today. David did 19 more push-ups but 27 less crunches than zachary. How many push-ups did David do?,Addition,78.0,,78.0,,Zachary did var_A push - ups and var_B crunches in gym class today. David did var_C more push - ups but var_D less crunches than zachary. How many push - ups did David do?,var_A + var_C,"def solution(var_A, var_C):
    return var_A + var_C","{'var_A': 59.0, 'var_B': 44.0, 'var_C': 19.0, 'var_D': 27.0}",False,
Randy uses 36 blocks to build a tower. If he had 59 blocks How many blocks are left?,Subtraction,23.0,23.0,23.0,23.0,Randy uses var_A blocks to build a tower. If he had var_B blocks How many blocks are left?,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 36.0, 'var_B': 59.0}",False,
Danny has 12 bottle caps in his collection. He found 53 bottle caps at the park. How many bottle caps does he have now?,Addition,65.0,65.0,65.0,65.0,Danny has var_A bottle caps in his collection. He found var_B bottle caps at the park. How many bottle caps does he have now?,var_A + var_B,"def solution(var_A, var_B):
    return var_A + var_B","{'var_A': 12.0, 'var_B': 53.0}",False,
During summer break 907611 kids from Lawrence county stay home and the other 455682 kids go to camp. About how many kids are in Lawrence county?,Addition,1363293.0,1363293.0,1363293.0,1363293.0,During summer break var_A kids from Lawrence county stay home and the other var_B kids go to camp. About how many kids are in Lawrence county?,var_A + var_B,"def solution(var_A, var_B):
    return var_A + var_B","{'var_A': 907611.0, 'var_B': 455682.0}",False,
There were 174 parents in the program and 521 pupils too. How many more pupils were present compared to parents in the program?,Subtraction,347.0,347.0,347.0,347.0,There were var_A parents in the program and var_B pupils too. How many more pupils were present compared to parents in the program?,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 174.0, 'var_B': 521.0}",False,
Mary is baking a cake. The recipe calls for 7 cups of sugar and 10 cups of flour. She already put in 4 cups of sugar. How many more cups of sugar does she need to add?,Subtraction,3.0,3.0,3.0,3.0,Mary is baking a cake. The recipe calls for var_A cups of sugar and var_B cups of flour. She already put in var_C cups of sugar. How many more cups of sugar does she need to add?,var_A - var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_C","{'var_A': 7.0, 'var_B': 10.0, 'var_C': 4.0}",False,
White t - shirts can be purchased in packages of 53. If mom buys 57 packages of white t - shirts and 34 trousers How many white t - shirts will she have?,Multiplication,3021.0,,3021.0,,White t - shirts can be purchased in packages of var_A If mom buys var_B packages of white t - shirts and var_C trousers How many white t - shirts will she have?,var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 53.0, 'var_B': 57.0, 'var_C': 34.0}",False,
A book has 31 chapters. Each chapter is 61 pages long. How many pages does the book have altogether?,Multiplication,1891.0,1891.0,1891.0,1891.0,A book has var_A chapters. Each chapter is var_B pages long. How many pages does the book have altogether?,var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 31.0, 'var_B': 61.0}",False,
Paige raised 7 goldfish and 12 catfish in the pond but stray cats loved eating them. Now she has 15 left. How many fishes disappeared?,Subtraction,4.0,4.0,4.0,4.0,Paige raised var_A goldfish and var_B catfish in the pond but stray cats loved eating them. Now she has var_C left. How many fishes disappeared?,var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    return (var_A + var_B) - var_C","{'var_A': 7.0, 'var_B': 12.0, 'var_C': 15.0}",False,
Robin cut off 20 inches of his hair. If his hair is now 10 inches long How long was his hair before he cut?,Addition,30.0,30.0,30.0,30.0,Robin cut off var_A inches of his hair. If his hair is now var_B inches long How long was his hair before he cut?,var_B + var_A,"def solution(var_A, var_B):
    return var_A + var_B","{'var_A': 20.0, 'var_B': 10.0}",False,
43 children were riding on the bus. At the bus stop some children got off the bus. Then there were 21 children left on the bus. How many children got off the bus at the bus stop?,Subtraction,22.0,22.0,22.0,22.0,var_A children were riding on the bus. At the bus stop some children got off the bus. Then there were var_B children left on the bus. How many children got off the bus at the bus stop?,var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 43.0, 'var_B': 21.0}",False,
There were 6 roses and 20 orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now 21 orchids and 22 roses in the vase. How many more roses than orchids are there in the vase now?,Subtraction,1.0,1.0,1.0,1.0,There were var_A roses and var_B orchids in the vase. Jessica cut some more roses and orchids from her flower garden. There are now var_C orchids and var_D roses in the vase. How many more roses than orchids are there in the vase now?,var_D - var_C,"def solution(var_A, var_B, var_C, var_D):
    return var_D - var_C","{'var_A': 6.0, 'var_B': 20.0, 'var_C': 21.0, 'var_D': 22.0}",False,
Paul got a box of 65 crayons for his birthday. During the school year he gave 213 crayons to his friends while he lost 16 crayons. How many crayons had been lost or given away?,Addition,229.0,229.0,229.0,229.0,Paul got a box of var_A crayons for his birthday. During the school year he gave var_B crayons to his friends while he lost var_C crayons. How many crayons had been lost or given away?,var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_B + var_C","{'var_A': 65.0, 'var_B': 213.0, 'var_C': 16.0}",False,
He then went to see the oranges being harvested. He found out that they harvest 44 sacks of ripe oranges and 25 sacks of unripe oranges per day. How many more sacks of ripe oranges than unripe oranges are harvested per day?,Subtraction,19.0,19.0,19.0,19.0,He then went to see the oranges being harvested. He found out that they harvest var_A sacks of ripe oranges and var_B sacks of unripe oranges per day. How many more sacks of ripe oranges than unripe oranges are harvested per day?,var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 44.0, 'var_B': 25.0}",False,
David did 56 more push-ups than Zachary in gym class today. If David did 38 push-ups How many push-ups did Zachary and David do altogether?,Subtraction,20.0,,94.0,76.0,David did var_A more push - ups than Zachary in gym class today. If David did var_B push - ups How many push - ups did Zachary and David do altogether?,var_A + var_B,"def solution(var_A, var_B):
    var_Z = var_B - var_A
    return var_A + var_B + var_Z","{'var_A': 56.0, 'var_B': 38.0}",False,
There were 106 dollars in Olivia's wallet. After she visited a supermarket and a showroom there were 26 dollars left. If she spent 49 dollars at the showroom How much did she spend at the supermarket?,Subtraction,31.0,129.0,129.0,129.0,There were var_A dollars in Olivia's wallet. After she visited a supermarket and a showroom there were var_B dollars left. If she spent var_C dollars at the showroom How much did she spend at the supermarket?,var_A - var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B + var_C","{'var_A': 106.0, 'var_B': 26.0, 'var_C': 49.0}",False,
Because of the decision Sofia asked the students to suggest specific types of food. If 269 students suggested adding bacon 330 suggested adding mashed potatoes to the menu and 76 suggested adding tomatoes How many more students suggested mashed potatoes than those that suggested bacon?,Subtraction,61.0,61.0,61.0,61.0,Because of the decision Sofia asked the students to suggest specific types of food. If var_A students suggested adding bacon var_B suggested adding mashed potatoes to the menu and var_C suggested adding tomatoes How many more students suggested mashed potatoes than those that suggested bacon?,var_B - var_A,"def solution(var_A, var_B, var_C):
    return var_B - var_A","{'var_A': 269.0, 'var_B': 330.0, 'var_C': 76.0}",False,
"Julia played tag with 14 kids on monday, 2 kids on tuesday and 8 kids on wednesday. How many more kids did she play with on monday than on wednesday?",Subtraction,6.0,6.0,6.0,6.0,"Julia played tag with var_A kids on monday, var_B kids on tuesday and var_C kids on wednesday. How many more kids did she play with on monday than on wednesday?",var_A - var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_C","{'var_A': 14.0, 'var_B': 2.0, 'var_C': 8.0}",False,
Allan brought 2 balloons and Jake brought 4 balloons to the park. Allan then bought 3 more balloons at the park. How many more balloons did Allan have than Jake in the park?,Subtraction,1.0,1.0,1.0,1.0,Allan brought var_A balloons and Jake brought var_B balloons to the park. Allan then bought var_C more balloons at the park. How many more balloons did Allan have than Jake in the park?,(var_A + var_C) - var_B,"def solution(var_A, var_B, var_C):
    return (var_A + var_C) - var_B","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 3.0}",False,
Dan has $ 2. He bought some candy bar for $ 6 each one costing $ 3. How many candy bar did he buy?,Common-Division,2.0,,-1.3333333333333333,0.0,Dan has $ var_A He bought some candy bar for $ var_B each one costing $ var_C How many candy bar did he buy?,(var_A - var_B) / var_C,"def solution(var_A, var_B, var_C):
    return var_A // var_B","{'var_A': 2.0, 'var_B': 6.0, 'var_C': 3.0}",False,
Jake has 12 fewer peaches and 79 more apples than Steven. Steven has 19 peaches and 14 apples. How many peaches does Jake have?,Subtraction,7.0,,7.0,,Jake has var_A fewer peaches and var_B more apples than Steven. Steven has var_C peaches and var_D apples. How many peaches does Jake have?,var_C - var_A,"def solution(var_A, var_C):
    return var_C - var_A","{'var_A': 12.0, 'var_B': 79.0, 'var_C': 19.0, 'var_D': 14.0}",False,
The grasshopper and the frog had a jumping contest. The grasshopper jumped 13 inches. The grasshopper jumped 2 inches farther than the grasshopper. How far did the frog jump?,Subtraction,11.0,15.0,15.0,15.0,The grasshopper and the frog had a jumping contest. The grasshopper jumped var_A inches. The grasshopper jumped var_B inches farther than the grasshopper. How far did the frog jump?,var_A + var_B,"def solution(var_A, var_B):
    return var_A + var_B","{'var_A': 13.0, 'var_B': 2.0}",False,
There are 11 different books and 17 different movies in the ' crazy silly school ' series. If you read 7 of the books and watched 21 of the movies How many more movies than books have you read?,Subtraction,14.0,14.0,14.0,14.0,There are var_A different books and var_B different movies in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies than books have you read?,var_D - var_C,"def solution(var_A, var_B, var_C, var_D):
    return var_D - var_C","{'var_A': 11.0, 'var_B': 17.0, 'var_C': 7.0, 'var_D': 21.0}",False,
Debby bought some water bottles when they were on sale. She drank 109 bottles a day. If the bottles lasted for 74 days How many bottles had she bought?,Multiplication,8066.0,8066.0,8066.0,8066.0,Debby bought some water bottles when they were on sale. She drank var_A bottles a day. If the bottles lasted for var_B days How many bottles had she bought?,var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 109.0, 'var_B': 74.0}",False,
Dave had 21 apps on his phone. He added 89 new apps. After deleting some he had 24 left. How many more apps did he add than he deleted?,Subtraction,3.0,,3.0,86.0,Dave had var_A apps on his phone. He added var_B new apps. After deleting some he had var_C left. How many more apps did he add than he deleted?,var_B - (var_A + var_B - var_C),"def solution(var_A, var_B, var_C):
    return (var_A + var_B) - var_C","{'var_A': 21.0, 'var_B': 89.0, 'var_C': 24.0}",False,
There were 12 people on the bus. At the next stop 4 more people got on the bus. Each bus can not have more than 36 people. How many people are there on the bus now?,Addition,16.0,,16.0,,There were var_A people on the bus. At the next stop var_B more people got on the bus. Each bus can not have more than var_C people. How many people are there on the bus now?,var_A + var_B,"def solution(var_A, var_B, var_C):
    current_people = var_A + var_B
    return min(current_people, var_C)","{'var_A': 12.0, 'var_B': 4.0, 'var_C': 36.0}",False,
Frank was reading through some books. Each book had 249 pages and it took Frank 3 days to finish each book. How many pages did he read per day?,Common-Division,83.0,83.0,83.0,83.0,Frank was reading through some books. Each book had var_A pages and it took Frank var_B days to finish each book. How many pages did he read per day?,var_A / var_B,"def solution(var_A, var_B):
    return var_A / var_B","{'var_A': 249.0, 'var_B': 3.0}",False,
Ed had 6 more marbles than Doug. Doug lost 7 of his marbles at the playground. If Ed had 22 marbles How many marbles does Doug have now?,Subtraction,9.0,,23.0,9.0,Ed had var_A more marbles than Doug. Doug lost var_B of his marbles at the playground. If Ed had var_C marbles How many marbles does Doug have now?,var_C - var_A + var_B,"def solution(var_A, var_B, var_C):
    return var_C - var_A - var_B","{'var_A': 6.0, 'var_B': 7.0, 'var_C': 22.0}",False,
An industrial machine made 13 shirts yesterday and 3 shirts today. It can make 8 shirts a minute. How many minutes did the machine work in all?,Common-Division,2.0,2.0,2.0,2.0,An industrial machine made var_A shirts yesterday and var_B shirts today. It can make var_C shirts a minute. How many minutes did the machine work in all?,(var_A + var_B) / var_C,"def solution(var_A, var_B, var_C):
    total_shirts = var_A + var_B
    return total_shirts / var_C","{'var_A': 13.0, 'var_B': 3.0, 'var_C': 8.0}",False,
2 children were riding on the bus. At the bus stop some more children got on the bus. Then there were 10 children altogether on the bus. How many more children are on the bus now than there were before the bus stop?,Subtraction,8.0,8.0,8.0,8.0,var_A children were riding on the bus. At the bus stop some more children got on the bus. Then there were var_B children altogether on the bus. How many more children are on the bus now than there were before the bus stop?,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 2.0, 'var_B': 10.0}",False,
A book has 3 chapters. The first chapter is 91 pages long the second chapter is 23 pages long and the third chapter is 25 pages long. How many more pages does the first chapter have than the second chapter?,Subtraction,68.0,,68.0,,A book has var_A chapters. The first chapter is var_B pages long the second chapter is var_C pages long and the third chapter is var_D pages long. How many more pages does the first chapter have than the second chapter?,var_B - var_C,"def solution(var_B, var_C):
    return var_B - var_C","{'var_A': 3.0, 'var_B': 91.0, 'var_C': 23.0, 'var_D': 25.0}",False,
Each pack of dvds costs 76 dollars. If there is a discount of 25 dollars on each pack How much do you have to pay to buy each pack?,Subtraction,51.0,51.0,51.0,51.0,Each pack of dvds costs var_A dollars. If there is a discount of var_B dollars on each pack How much do you have to pay to buy each pack?,var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 76.0, 'var_B': 25.0}",False,
He then went to see the oranges being harvested. He found out that they harvest 74 sacks per day and discard 71 of them. How many sacks of oranges will they have after 51 days of harvest?,Multiplication,153.0,153.0,153.0,153.0,He then went to see the oranges being harvested. He found out that they harvest var_A sacks per day and discard var_B of them. How many sacks of oranges will they have after var_C days of harvest?,(var_A - var_B) * var_C,"def solution(var_A, var_B, var_C):
    return (var_A - var_B) * var_C","{'var_A': 74.0, 'var_B': 71.0, 'var_C': 51.0}",False,
Danny has 21 bottle caps in his collection. He found some more bottle caps at the park. If he has 53 bottle caps now How many bottle caps did he find at the park?,Subtraction,32.0,32.0,32.0,32.0,Danny has var_A bottle caps in his collection. He found some more bottle caps at the park. If he has var_B bottle caps now How many bottle caps did he find at the park?,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 21.0, 'var_B': 53.0}",False,
Mary is baking a cake. The recipe calls for 3 cups of sugar and 10 cups of flour. She already put in some cups of flour. If she still needs 5 more cups of flour than sugar How many cups of flour did she put in?,Subtraction,2.0,2.0,2.0,2.0,Mary is baking a cake. The recipe calls for var_A cups of sugar and var_B cups of flour. She already put in some cups of flour. If she still needs var_C more cups of flour than sugar How many cups of flour did she put in?,var_B - (var_A + var_C),"def solution(var_A, var_B, var_C):
    return var_B - (var_A + var_C)","{'var_A': 3.0, 'var_B': 10.0, 'var_C': 5.0}",False,
Paul got a box of 457 erasers and 617 crayons for his birthday. At the end of the school year he only had 523 crayons left while not having lost a single eraser. How many more crayons than erasers did he have left?,Subtraction,66.0,,66.0,-363.0,Paul got a box of var_A erasers and var_B crayons for his birthday. At the end of the school year he only had var_C crayons left while not having lost a single eraser. How many more crayons than erasers did he have left?,var_C - var_A,"def solution(var_A, var_B, var_C):
    return var_B - var_C - var_A","{'var_A': 457.0, 'var_B': 617.0, 'var_C': 523.0}",False,
He then went to see the oranges being harvested. He found out that they harvested 56 sacks of oranges. How many sacks did they harvest per day if they harvested for a total of 14 days?,Common-Division,4.0,4.0,4.0,4.0,He then went to see the oranges being harvested. He found out that they harvested var_A sacks of oranges. How many sacks did they harvest per day if they harvested for a total of var_B days?,var_A / var_B,"def solution(var_A, var_B):
    return var_A / var_B","{'var_A': 56.0, 'var_B': 14.0}",False,
In a school there are 402 more girls than boys. If there are 739 girls How many boys are there in that school?,Subtraction,337.0,337.0,337.0,337.0,In a school there are var_A more girls than boys. If there are var_B girls How many boys are there in that school?,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 402.0, 'var_B': 739.0}",False,
Frank put some pieces of candy equally into 2 bags. If he had 16 pieces of candy How many pieces of candy are in each bag?,Common-Division,8.0,,8.0,8.0,Frank put some pieces of candy equally into var_A bags. If he had var_B pieces of candy How many pieces of candy are in each bag?,var_B / var_A,"def solution(var_A, var_B):
    return var_B // var_A","{'var_A': 2.0, 'var_B': 16.0}",False,
They decided to hold the party in their backyard. They have 12 sets of tables and each set has 14 chairs. There are also 6 chairs extra. How many chairs do they have for the guests?,Addition,174.0,174.0,174.0,174.0,They decided to hold the party in their backyard. They have var_A sets of tables and each set has var_B chairs. There are also var_C chairs extra. How many chairs do they have for the guests?,(var_A * var_B) + var_C,"def solution(var_A, var_B, var_C):
    return (var_A * var_B) + var_C","{'var_A': 12.0, 'var_B': 14.0, 'var_C': 6.0}",False,
"After eating a hearty meal they went to see the Buckingham palace. There were 39 paintings in the Buckingham palace. There, Rachel learned that 661 visitors came to the Buckingham palace that day. If there were 600 visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",Subtraction,61.0,61.0,61.0,61.0,"After eating a hearty meal they went to see the Buckingham palace. There were var_A paintings in the Buckingham palace. There, Rachel learned that var_B visitors came to the Buckingham palace that day. If there were var_C visitors the previous day How many more visitors visited the Buckingham palace on that day than on the previous day?",var_B - var_C,"def solution(var_A, var_B, var_C):
    return var_B - var_C","{'var_A': 39.0, 'var_B': 661.0, 'var_C': 600.0}",False,
The Ferris wheel in paradise park has 3 small seats and 7 large seats. Each small seat can hold 16 people and large seat can hold 12 people. How many people can ride the Ferris wheel on large seats?,Multiplication,84.0,84.0,84.0,84.0,The Ferris wheel in paradise park has var_A small seats and var_B large seats. Each small seat can hold var_C people and large seat can hold var_D people. How many people can ride the Ferris wheel on large seats?,var_B * var_D,"def solution(var_A, var_B, var_C, var_D):
    return var_B * var_D","{'var_A': 3.0, 'var_B': 7.0, 'var_C': 16.0, 'var_D': 12.0}",False,
Paul sold some books in a garage sale leaving him with 27 books. If he had 136 books initially How many books did he sell?,Subtraction,109.0,109.0,109.0,109.0,Paul sold some books in a garage sale leaving him with var_A books. If he had var_B books initially How many books did he sell?,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 27.0, 'var_B': 136.0}",False,
6 storks and 2 birds were sitting on the fence. 3 more birds came to join them. How many more storks than birds are sitting on the fence?,Subtraction,1.0,1.0,1.0,1.0,var_A storks and var_B birds were sitting on the fence. var_C more birds came to join them. How many more storks than birds are sitting on the fence?,var_A - (var_B + var_C),"def solution(var_A, var_B, var_C):
    total_birds = var_B + var_C
    return var_A - total_birds","{'var_A': 6.0, 'var_B': 2.0, 'var_C': 3.0}",False,
The Razorback t-shirt shop made $ 51 dollars from selling 3 t-shirt during the Arkansas and Texas tech game they. What is the cost of each t-shirt?,Common-Division,17.0,17.0,17.0,17.0,The Razorback t - shirt shop made $ var_A dollars from selling var_B t - shirt during the Arkansas and Texas tech game they. What is the cost of each t - shirt?,var_A / var_B,"def solution(var_A, var_B):
    return var_A / var_B","{'var_A': 51.0, 'var_B': 3.0}",False,
During summer break 61619 kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is 91676. About how many kids in Lawrence county went to camp?,Subtraction,30057.0,30057.0,30057.0,30057.0,During summer break var_A kids from Lawrence county stayed home and the rest went to camp. The total number of kids in Lawrence county is var_B About how many kids in Lawrence county went to camp?,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 61619.0, 'var_B': 91676.0}",False,
Dan has $ 4. He bought 99 candy bar for $ 3 each one costing the same amount of money. How much money is left?,Subtraction,1.0,-293.0,-293.0,-293.0,Dan has $ var_A He bought var_B candy bar for $ var_C each one costing the same amount of money. How much money is left?,var_A - (var_B * var_C),"def solution(var_A, var_B, var_C):
    return var_A - (var_B * var_C)","{'var_A': 4.0, 'var_B': 99.0, 'var_C': 3.0}",False,
