Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Rough Solution,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
Marco and his dad went strawberry picking. Together they collected strawberries that weighed 22 pounds. On the way back Marco ' dad found 30 more pounds of strawberries. Marco's strawberries now weighed 36 pounds. How much did his dad's strawberries weigh now?,Addition,16.0,16,16.0,16.0,Marco and his dad went strawberry picking. Together they collected strawberries that weighed var_A pounds. On the way back Marco ' dad found var_B more pounds of strawberries. Marco's strawberries now weighed var_C pounds. How much did his dad's strawberries weigh now?,"1. Start with the total weight of strawberries collected by Marco and his dad, which is 22 pounds.
2. Determine the weight of strawberries Marco initially collected by subtracting the weight of his dad's strawberries from the total (22 pounds).
3. Add the additional 30 pounds of strawberries found by Marco's dad to his initial weight to find the new total weight of his dad's strawberries.
4. Finally, calculate the total weight of Marco's dad's strawberries after the additional strawberries were found.",(var_A - var_C) + var_B,"def solution(var_A, var_B, var_C):
    dad_initial_weight = var_A - var_C
    dad_new_weight = dad_initial_weight + var_B
    return dad_new_weight","{'var_A': 22.0, 'var_B': 30.0, 'var_C': 36.0}",False,
There are 2 baskets of peaches. Each basket has 4 red peaches and some more green peaches. If there are a total of 12 peaches in all baskets How many green peaches are in each basket?,Subtraction,2.0,2,2.0,2.0,There are var_A baskets of peaches. Each basket has var_B red peaches and some more green peaches. If there are a total of var_C peaches in all baskets How many green peaches are in each basket?,"1. Calculate the total number of red peaches in both baskets by multiplying the number of baskets by the number of red peaches in each basket.
2. Subtract the total number of red peaches from the overall total number of peaches to find the total number of green peaches.
3. Divide the total number of green peaches by the number of baskets to find out how many green peaches are in each basket.",(var_C - (var_A * var_B)) / var_A,"def solution(var_A, var_B, var_C):
    total_red_peaches = var_A * var_B
    total_green_peaches = var_C - total_red_peaches
    return total_green_peaches / var_A","{'var_A': 2.0, 'var_B': 4.0, 'var_C': 12.0}",False,
The school is planning a field trip. The school has 87 classrooms. There are 58 students in the school with each classroom having the same number of students. If there are 2 seats on each school bus. How many buses are needed to take the trip?,Common-Division,29.0,,29.0,29,The school is planning a field trip. The school has var_A classrooms. There are var_B students in the school with each classroom having the same number of students. If there are var_C seats on each school bus. How many buses are needed to take the trip?,"1. Divide the total number of students by the number of classrooms to find out how many students are in each classroom.
2. Since each classroom has the same number of students, use the total number of students to determine how many students will be going on the trip.
3. Divide the total number of students by the number of seats on each bus to find out how many buses are needed.
4. If the division does not result in a whole number, round up to ensure all students have a seat.",(var_B + var_A * (var_B // var_A) - 1) // var_C + 1,"def solution(var_A, var_B, var_C):
    students_per_classroom = var_B / var_A
    total_students = var_B
    buses_needed = total_students / var_C
    return int(buses_needed) + (buses_needed % 1 > 0)","{'var_A': 87.0, 'var_B': 58.0, 'var_C': 2.0}",True,'Code_Result'
Mary is baking a cake. The recipe calls for 12 cups of flour 5 cups of sugar and 49 cups of salt. She already put in 11 cups of flour. How many more cups of flour does she need to add?,Subtraction,1.0,1,1.0,1.0,Mary is baking a cake. The recipe calls for var_A cups of flour var_B cups of sugar and var_C cups of salt. She already put in var_D cups of flour. How many more cups of flour does she need to add?,"1. Determine the total amount of flour required for the recipe.
2. Subtract the amount of flour Mary has already added from the total amount required to find out how many more cups of flour she needs to add.",var_A - var_D,"def solution(var_A, var_B, var_C, var_D):
    total_flour_required = var_A
    return total_flour_required - var_D","{'var_A': 12.0, 'var_B': 5.0, 'var_C': 49.0, 'var_D': 11.0}",False,
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 24 inches. The frog jumped 33 inches farther than the grasshopper and the mouse jumped 5 inches lesser than the frog. How much farther did the mouse jump than the grasshopper?",Subtraction,28.0,,5.0,28.0,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped var_A inches. The frog jumped var_B inches farther than the grasshopper and the mouse jumped var_C inches lesser than the frog. How much farther did the mouse jump than the grasshopper?","1. Determine the distance the frog jumped by adding 33 inches to the grasshopper's jump of 24 inches.
2. Calculate the distance the mouse jumped by subtracting 5 inches from the frog's jump.
3. Subtract the distance the grasshopper jumped from the distance the mouse jumped to find out how much farther the mouse jumped than the grasshopper.",(var_A + var_B) - (var_A + var_B - var_C),"def solution(var_A, var_B, var_C):
    frog_jump = var_A + var_B
    mouse_jump = frog_jump - var_C
    return mouse_jump - var_A","{'var_A': 24.0, 'var_B': 33.0, 'var_C': 5.0}",True,'Code_Result'
There are 8 different movies and 21 different books in the ' crazy silly school ' series. If you read 7 of the books and watched 4 of the movies How many more movies do you still have to watch?,Subtraction,4.0,4,4.0,4.0,There are var_A different movies and var_B different books in the ' crazy silly school ' series. If you read var_C of the books and watched var_D of the movies How many more movies do you still have to watch?,"1. Subtract the number of movies watched from the total number of movies to find out how many movies are left to watch.
2. The total number of movies is 8, and the number of movies watched is 4. 
3. Perform the subtraction to find the remaining number of movies.",var_A - var_D,"def solution(var_A, var_B, var_C, var_D):
    return var_A - var_D","{'var_A': 8.0, 'var_B': 21.0, 'var_C': 7.0, 'var_D': 4.0}",False,
After resting they decided to go for a swim. The depth of the water is 9 times Dean's height. If Ron is 15 feet tall and Dean is 6 feet shorter than Ron How deep was the water?,Multiplication,81.0,81,81.0,81.0,After resting they decided to go for a swim. The depth of the water is var_A times Dean's height. If Ron is var_B feet tall and Dean is var_C feet shorter than Ron How deep was the water?,"1. Determine Dean's height by subtracting 6 feet from Ron's height (15 feet).
2. Multiply Dean's height by 9 to find the depth of the water.",var_A * (var_B - var_C),"def solution(var_A, var_B, var_C):
    Dean_height = var_B - var_C
    return Dean_height * var_A","{'var_A': 9.0, 'var_B': 15.0, 'var_C': 6.0}",False,
Julia played tag with 19 kids on monday. She played tag with 18 kids on tuesday. She spent a total of 38 hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,Subtraction,1.0,1,1.0,1.0,Julia played tag with var_A kids on monday. She played tag with var_B kids on tuesday. She spent a total of var_C hours to play tag on both days. How many more kids did she play with on monday than on tuesday?,"1. Identify the number of kids Julia played with on Monday and Tuesday.
2. Subtract the number of kids she played with on Tuesday from the number of kids she played with on Monday to find the difference.",var_A - var_B,"def solution(var_A, var_B, var_C):
    return var_A - var_B","{'var_A': 19.0, 'var_B': 18.0, 'var_C': 38.0}",False,
Debby bought 200 water bottles and 256 soda bottles when they were on sale. If she drank 312 water bottles and 4 soda bottles a day How many days would the soda bottles last?,Common-Division,64.0,64,64.0,64.0,Debby bought var_A water bottles and var_B soda bottles when they were on sale. If she drank var_C water bottles and var_D soda bottles a day How many days would the soda bottles last?,"1. Determine how many soda bottles Debby drinks per day.
2. Divide the total number of soda bottles by the number of soda bottles she drinks per day to find out how many days the soda bottles will last.",var_B / var_D,"def solution(var_A, var_B, var_C, var_D):
    soda_per_day = var_D
    return var_B / soda_per_day","{'var_A': 200.0, 'var_B': 256.0, 'var_C': 312.0, 'var_D': 4.0}",False,
There are 20 different books in the ' crazy silly school ' series. If you are yet to read 5 of the books How many books have you already read?,Subtraction,15.0,15,15.0,15.0,There are var_A different books in the ' crazy silly school ' series. If you are yet to read var_B of the books How many books have you already read?,"1. Subtract the number of books yet to be read from the total number of books in the series to find out how many books have been read.
2. The calculation will be: Total books (20) - Books yet to read (5).",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 20.0, 'var_B': 5.0}",False,
Because of the decision Sofia asked the students to suggest specific types of food. If 228 students suggested adding mashed potatoes 337 suggested adding bacon to the menu and 23 suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes?,Subtraction,314.0,314,314.0,314.0,Because of the decision Sofia asked the students to suggest specific types of food. If var_A students suggested adding mashed potatoes var_B suggested adding bacon to the menu and var_C suggested adding tomatoes How many more students suggested bacon than those that suggested tomatoes?,"1. Identify the number of students who suggested bacon (337) and the number of students who suggested tomatoes (23).
2. Subtract the number of students who suggested tomatoes from the number of students who suggested bacon to find out how many more students suggested bacon than tomatoes.",var_B - var_C,"def solution(var_A, var_B, var_C):
    return var_B - var_C","{'var_A': 228.0, 'var_B': 337.0, 'var_C': 23.0}",False,
The bananas in Philip's collection are organized into 196 groups. If there are a total of 392 bananas in Philip's banana collection How big is each group?,Common-Division,2.0,2,2.0,2.0,The bananas in Philip's collection are organized into var_A groups. If there are a total of var_B bananas in Philip's banana collection How big is each group?,1. Divide the total number of bananas by the number of groups to find out how many bananas are in each group.,var_B / var_A,"def solution(var_A, var_B):
    return var_B / var_A","{'var_A': 196.0, 'var_B': 392.0}",False,
They decided to hold the party in their backyard. They have 14 chairs for each set of table. If they have 9 sets of tables How many more chairs than tables do they have?,Subtraction,117.0,117,117.0,117.0,They decided to hold the party in their backyard. They have var_A chairs for each set of table. If they have var_B sets of tables How many more chairs than tables do they have?,"1. Calculate the total number of chairs by multiplying the number of chairs per set of table by the number of sets of tables.
2. Determine the number of tables, which is equal to the number of sets of tables.
3. Subtract the number of tables from the total number of chairs to find out how many more chairs than tables they have.",var_A * var_B - var_B,"def solution(var_A, var_B):
    total_chairs = var_A * var_B
    tables = var_B
    return total_chairs - tables","{'var_A': 14.0, 'var_B': 9.0}",False,
26 children were riding on the bus. At the bus stop 38 more children got on the bus. How many children are on the bus now?,Addition,64.0,64,64.0,64.0,var_A children were riding on the bus. At the bus stop var_B more children got on the bus. How many children are on the bus now?,"1. Start with the initial number of children on the bus.
2. Add the number of children that got on the bus at the stop to the initial number.
3. Calculate the total to find out how many children are on the bus now.",var_A + var_B,"def solution(var_A, var_B):
    total_children = var_A + var_B
    return total_children","{'var_A': 26.0, 'var_B': 38.0}",False,
Jerry had 8 action figures on a shelf in his room. Later he added 4 more action figures to the shelf and removed 5 old ones. How many action figures were on his shelf in all?,Subtraction,7.0,7,7.0,7.0,Jerry had var_A action figures on a shelf in his room. Later he added var_B more action figures to the shelf and removed var_C old ones. How many action figures were on his shelf in all?,"1. Start with the initial number of action figures Jerry had on the shelf.
2. Add the number of action figures he added to the shelf.
3. Subtract the number of action figures he removed from the shelf.
4. Calculate the final total to find out how many action figures are on the shelf.",var_A + var_B - var_C,"def solution(var_A, var_B, var_C):
    total = var_A + var_B - var_C
    return total","{'var_A': 8.0, 'var_B': 4.0, 'var_C': 5.0}",False,
He then went to see the oranges being harvested. He found out that they harvest 5 sacks of ripe oranges and 74 sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,Subtraction,69.0,69,69.0,69.0,He then went to see the oranges being harvested. He found out that they harvest var_A sacks of ripe oranges and var_B sacks of unripe oranges per day. How many more sacks of unripe oranges than ripe oranges are harvested per day?,"1. Identify the number of sacks of ripe oranges harvested per day.
2. Identify the number of sacks of unripe oranges harvested per day.
3. Subtract the number of sacks of ripe oranges from the number of sacks of unripe oranges to find out how many more sacks of unripe oranges are harvested per day.",var_B - var_A,"def solution(var_A, var_B):
    ripe_oranges = var_A
    unripe_oranges = var_B
    return unripe_oranges - ripe_oranges","{'var_A': 5.0, 'var_B': 74.0}",False,
"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped 9 inches. The mouse jumped 3 inches lesser than the frog who jumped 33 inches farther than the grasshopper. How far did the mouse jump?",Subtraction,39.0,,36.0,39.0,"The grasshopper, the frog and the mouse had a jumping contest. The grasshopper jumped var_A inches. The mouse jumped var_B inches lesser than the frog who jumped var_C inches farther than the grasshopper. How far did the mouse jump?","1. Determine the distance the frog jumped by adding the distance the grasshopper jumped to 33 inches.
2. Subtract 3 inches from the distance the frog jumped to find out how far the mouse jumped.",var_A + var_C - var_B - 3,"def solution(var_A, var_B, var_C):
    frog_jump = var_A + var_C
    mouse_jump = frog_jump - var_B
    return mouse_jump","{'var_A': 9.0, 'var_B': 3.0, 'var_C': 33.0}",True,'Code_Result'
Ryan learns english and chinese for 7 days. Every day he spends 4 hours on learning english and 5 hours on learning chinese. How many hours does he spend on learning english and chinese in all?,Multiplication,63.0,63,63.0,63.0,Ryan learns english and chinese for var_A days. Every day he spends var_B hours on learning english and var_C hours on learning chinese. How many hours does he spend on learning english and chinese in all?,"1. Calculate the total hours spent on learning English by multiplying the number of days (7) by the hours spent each day (4).
2. Calculate the total hours spent on learning Chinese by multiplying the number of days (7) by the hours spent each day (5).
3. Add the total hours spent on English and the total hours spent on Chinese to find the overall hours spent on learning both languages.",(var_A * var_B) + (var_A * var_C),"def solution(var_A, var_B, var_C):
    total_english = var_A * var_B
    total_chinese = var_A * var_C
    return total_english + total_chinese","{'var_A': 7.0, 'var_B': 4.0, 'var_C': 5.0}",False,
Ed had 2 more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has 19 more marbles than doug. How many marbles did Doug lose?,Subtraction,17.0,-17,-17.0,-17.0,Ed had var_A more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has var_B more marbles than doug. How many marbles did Doug lose?,"1. Set up the initial relationship between Ed's and Doug's marbles, noting that Ed has 2 more than Doug.
2. After Doug loses some marbles, express the new relationship where Ed has 19 more marbles than Doug.
3. Set up an equation based on the two relationships to find out how many marbles Doug lost. 
4. Solve the equation to find the number of marbles Doug lost.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 2.0, 'var_B': 19.0}",False,
Tiffany was collecting cans for recycling. On monday she had 3 bags of cans. The next day she found 7 more bags of cans and 44 bags of bottles. How many bags of cans did she have altogether?,Addition,10.0,10,10.0,10.0,Tiffany was collecting cans for recycling. On monday she had var_A bags of cans. The next day she found var_B more bags of cans and var_C bags of bottles. How many bags of cans did she have altogether?,"1. Start with the number of bags of cans Tiffany had on Monday.
2. Add the number of bags of cans she found on Tuesday to the total from Monday.
3. Ignore the bags of bottles since the problem only asks for the total number of bags of cans.",var_A + var_B,"def solution(var_A, var_B, var_C):
    return var_A + var_B","{'var_A': 3.0, 'var_B': 7.0, 'var_C': 44.0}",False,
A farmer had 171 tomatoes in his garden. If he picked 134 of them yesterday and 30 today. How many will he have left after today?,Subtraction,7.0,7,7.0,7.0,A farmer had var_A tomatoes in his garden. If he picked var_B of them yesterday and var_C today. How many will he have left after today?,"1. Add the number of tomatoes picked yesterday and today to find the total number of tomatoes picked.
2. Subtract the total number of tomatoes picked from the initial number of tomatoes to find out how many tomatoes are left after today.",var_A - (var_B + var_C),"def solution(var_A, var_B, var_C):
    total_picked = var_B + var_C
    return var_A - total_picked","{'var_A': 171.0, 'var_B': 134.0, 'var_C': 30.0}",False,
Melissa scored a total of 21 points playing some games. Is she scored 7 points in each game. How many games did she play?,Common-Division,3.0,3,3.0,3.0,Melissa scored a total of var_A points playing some games. Is she scored var_B points in each game. How many games did she play?,1. Divide the total points scored by the points scored per game to find out how many games Melissa played.,var_A // var_B,"def solution(var_A, var_B):
    return var_A / var_B","{'var_A': 21.0, 'var_B': 7.0}",False,
36 children were riding on the bus. At the bus stop 68 children got off the bus while some more got on the bus. Then there were 12 children altogether on the bus. How many more children got off the bus than those that got on?,Subtraction,24.0,,44.0,112.0,var_A children were riding on the bus. At the bus stop var_B children got off the bus while some more got on the bus. Then there were var_C children altogether on the bus. How many more children got off the bus than those that got on?,"1. Start with the initial number of children on the bus (36).
2. Subtract the number of children who got off the bus (68) from the initial number to find the number of children left after those who got off.
3. Set up an equation to represent the total number of children on the bus after some got on, knowing that the final total is 12.
4. Solve the equation to find out how many children got on the bus.
5. Calculate the difference between the number of children who got off and those who got on to find how many more children got off than those that got on.",var_B - (var_A - var_C),"def solution(var_A, var_B, var_C):
    children_left = var_A - var_B
    children_got_on = children_left - var_C
    return var_B - children_got_on","{'var_A': 36.0, 'var_B': 68.0, 'var_C': 12.0}",True,'Code_Result'
You had 14 bags with equal number of cookies. If you had 28 cookies and 86 candies in total How many bags of cookies do you have?,Common-Division,2.0,14,14,14,You had var_A bags with equal number of cookies. If you had var_B cookies and var_C candies in total How many bags of cookies do you have?,"1. Determine the total number of bags, which is given as 14.
2. Since the problem states you had 14 bags with an equal number of cookies, confirm that the number of bags is already provided.
3. Conclude that the number of bags of cookies is 14, as stated in the problem.",14,"def solution(var_A, var_B, var_C):
    return 14","{'var_A': 14.0, 'var_B': 28.0, 'var_C': 86.0}",False,
Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 49 g of colors to paint them. If the feathers require 288 g of wax and right now he just needs 260 g How many grams of wax does he already have?,Subtraction,28.0,28,28.0,28.0,Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of var_A g of colors to paint them. If the feathers require var_B g of wax and right now he just needs var_C g How many grams of wax does he already have?,"1. Subtract the amount of wax needed from the total amount of wax required to find out how much wax he already has.
2. The equation to use is: Total wax required - Wax needed = Wax already on hand.",var_B - var_C,"def solution(var_A, var_B, var_C):
    return var_B - var_C","{'var_A': 49.0, 'var_B': 288.0, 'var_C': 260.0}",False,
Allan brought 5 balloons and Jake brought 6 balloons to the park. Jake then bought 3 more balloons at the park. How many balloons did Jake bring to the park?,Addition,9.0,9,9.0,9.0,Allan brought var_A balloons and Jake brought var_B balloons to the park. Jake then bought var_C more balloons at the park. How many balloons did Jake bring to the park?,"1. Start with the number of balloons Jake initially brought to the park.
2. Add the number of additional balloons Jake bought at the park to his initial amount.
3. Calculate the total number of balloons Jake brought to the park.",var_B + var_C,"def solution(var_A, var_B, var_C):
    initial_balloons = var_B
    total_balloons = initial_balloons + var_C
    return total_balloons","{'var_A': 5.0, 'var_B': 6.0, 'var_C': 3.0}",False,
The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17 How much farther until they reach the end of the cave?,Subtraction,369.0,369,369.0,369.0,The cave is var_A feet deep and they are already at var_B feet. If they are travelling at speed of var_C How much farther until they reach the end of the cave?,"1. Subtract the current depth (849 feet) from the total depth of the cave (1218 feet) to find out how much farther they need to travel.
2. The speed of travel (17 feet per unit of time) is not needed to determine the distance remaining, but it could be used to calculate the time to reach the end if required.",var_A - var_B,"def solution(var_A, var_B, var_C):
    return var_A - var_B","{'var_A': 1218.0, 'var_B': 849.0, 'var_C': 17.0}",False,
Jake has 13 fewer peaches and 3 more apples than Steven. Steven has 9 peaches and 8 apples. How many apples does Jake have?,Addition,11.0,11,11.0,11.0,Jake has var_A fewer peaches and var_B more apples than Steven. Steven has var_C peaches and var_D apples. How many apples does Jake have?,"1. Determine the number of peaches Jake has by subtracting 13 from the number of peaches Steven has.
2. Determine the number of apples Jake has by adding 3 to the number of apples Steven has.",var_D + var_B,"def solution(var_A, var_B, var_C, var_D):
    jake_peaches = var_C - var_A
    jake_apples = var_D + var_B
    return jake_apples","{'var_A': 13.0, 'var_B': 3.0, 'var_C': 9.0, 'var_D': 8.0}",False,
An industrial machine can make 6 shirts a minute. It worked for 12 minutes yesterday and for 14 shirts today. How many shirts did machine make altogether?,Multiplication,156.0,86,86.0,86.0,An industrial machine can make var_A shirts a minute. It worked for var_B minutes yesterday and for var_C shirts today. How many shirts did machine make altogether?,"1. Calculate the number of shirts made by the machine yesterday by multiplying the number of shirts per minute by the number of minutes it worked.
2. Add the number of shirts made yesterday to the number of shirts made today to find the total number of shirts made altogether.",(var_A * var_B) + var_C,"def solution(var_A, var_B, var_C):
    yesterday_shirts = var_A * var_B
    total_shirts = yesterday_shirts + var_C
    return total_shirts","{'var_A': 6.0, 'var_B': 12.0, 'var_C': 14.0}",False,
Allan brought 3 balloons and 20 balls while Jake brought 5 balloons and 59 balls to the park. How many balloons did Allan and Jake have in the park?,Addition,8.0,8,8.0,8.0,Allan brought var_A balloons and var_B balls while Jake brought var_C balloons and var_D balls to the park. How many balloons did Allan and Jake have in the park?,"1. Identify the number of balloons Allan brought to the park.
2. Identify the number of balloons Jake brought to the park.
3. Add the number of balloons from Allan and Jake together to find the total number of balloons in the park.",var_A + var_C,"def solution(var_A, var_B, var_C, var_D):
    total_balloons = var_A + var_C
    return total_balloons","{'var_A': 3.0, 'var_B': 20.0, 'var_C': 5.0, 'var_D': 59.0}",False,
"Julia played tag with 9 kids on monday, 7 kids on tuesday and 96 kids on wednesday. How many more kids did she play with on monday than on tuesday?",Subtraction,2.0,2,2.0,2.0,"Julia played tag with var_A kids on monday, var_B kids on tuesday and var_C kids on wednesday. How many more kids did she play with on monday than on tuesday?","1. Identify the number of kids Julia played with on Monday and Tuesday.
2. Subtract the number of kids she played with on Tuesday from the number of kids she played with on Monday to find the difference.",var_A - var_B,"def solution(var_A, var_B, var_C):
    return var_A - var_B","{'var_A': 9.0, 'var_B': 7.0, 'var_C': 96.0}",False,
He then went to see the oranges being harvested. He found out that they harvest 16 sacks per day and that each sack containes 57 oranges. How many days will it take to harvest 80 sacks of oranges?,Common-Division,5.0,,,,He then went to see the oranges being harvested. He found out that they harvest var_A sacks per day and that each sack containes var_B oranges. How many days will it take to harvest var_C sacks of oranges?,1. Divide the total number of sacks to be harvested (80 sacks) by the number of sacks harvested per day (16 sacks) to find out how many days it will take to harvest all the sacks.,var_C // var_A,"def solution(var_A, var_C):
    return var_C / var_A","{'var_A': 16.0, 'var_B': 57.0, 'var_C': 80.0}",True,"must be real number, not NoneType"
Jake has 8 fewer peaches and 10 more apples than Steven. Steven has 11 apples and 18 peaches. How many more peaches than apples does Steven have?,Subtraction,7.0,7,7.0,7.0,Jake has var_A fewer peaches and var_B more apples than Steven. Steven has var_C apples and var_D peaches. How many more peaches than apples does Steven have?,"1. Determine the number of peaches Steven has, which is given as 18.
2. Determine the number of apples Steven has, which is given as 11.
3. Subtract the number of apples from the number of peaches to find out how many more peaches than apples Steven has.",var_D - var_C,"def solution(var_A, var_B, var_C, var_D):
    peaches_steven = var_D
    apples_steven = var_C
    return peaches_steven - apples_steven","{'var_A': 8.0, 'var_B': 10.0, 'var_C': 11.0, 'var_D': 18.0}",False,
Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home. How many kids stay home?,Subtraction,268627.0,268627,268627.0,268627.0,Lawrence county has var_A kids. During summer break var_B kids go to camp and the rest stay home. How many kids stay home?,"1. Subtract the number of kids going to camp from the total number of kids to find out how many kids stay home. 
2. Perform the subtraction to get the final count of kids staying home.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 898051.0, 'var_B': 629424.0}",False,
Because of the decision Sofia asked 310 students to suggest specific types of food. 185 students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon?,Subtraction,125.0,125,125.0,125.0,Because of the decision Sofia asked var_A students to suggest specific types of food. var_B students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon?,"1. Subtract the number of students who suggested adding mashed potatoes from the total number of students to find out how many students suggested adding bacon.
2. The equation to use is: Total students - Students suggesting mashed potatoes = Students suggesting bacon.",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 310.0, 'var_B': 185.0}",False,
"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the afternoon and evening?",Addition,13.0,13,13.0,13.0,"Jack received var_A emails in the morning, var_B emails in the afternoon and var_C emails in the evening. How many emails did Jack receive in the afternoon and evening?",1. Add the number of emails received in the afternoon to the number of emails received in the evening to find the total number of emails received during those times.,var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_B + var_C","{'var_A': 4.0, 'var_B': 5.0, 'var_C': 8.0}",False,
Winter is almost here and most animals are migrating to warmer countries. There are 18 bird families living near the mountain. If 38 bird families flew away to africa and 80 bird families flew away to asia How many bird families flew away for the winter?,Addition,118.0,118,118.0,118.0,Winter is almost here and most animals are migrating to warmer countries. There are var_A bird families living near the mountain. If var_B bird families flew away to africa and var_C bird families flew away to asia How many bird families flew away for the winter?,"1. Identify the total number of bird families that flew away to Africa and Asia.
2. Add the number of bird families that flew to Africa to the number that flew to Asia to find the total number of bird families that flew away for the winter.",var_B + var_C,"def solution(var_A, var_B, var_C):
    total_flew_away = var_B + var_C
    return total_flew_away","{'var_A': 18.0, 'var_B': 38.0, 'var_C': 80.0}",False,
Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has 16 beads. How many necklaces can Emily make?,Common-Division,2.0,2,2.0,2.0,Emily is making bead necklaces for her friends. Each necklace takes var_A beads and she has var_B beads. How many necklaces can Emily make?,"1. Divide the total number of beads Emily has by the number of beads required for each necklace to determine how many necklaces she can make. 
2. Ensure that the result is a whole number, as she cannot make a fraction of a necklace.",var_B // var_A,"def solution(var_A, var_B):
    return var_B // var_A","{'var_A': 8.0, 'var_B': 16.0}",False,
The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time How many people can each seat hold?,Common-Division,5.0,5,5.0,5.0,The Ferris wheel in paradise park has var_A seats. If var_B people can ride the wheel at the same time How many people can each seat hold?,1. Divide the total number of people that can ride the Ferris wheel at the same time by the number of seats to find out how many people can each seat hold.,var_B / var_A,"def solution(var_A, var_B):
    return var_B / var_A","{'var_A': 4.0, 'var_B': 20.0}",False,
Debby drinks 6 bottles a day. If she bought a total of 12 water bottles How many days would they last her?,Common-Division,2.0,2,2.0,2.0,Debby drinks var_A bottles a day. If she bought a total of var_B water bottles How many days would they last her?,1. Divide the total number of water bottles Debby bought by the number of bottles she drinks per day to find out how many days the bottles will last her.,var_B // var_A,"def solution(var_A, var_B):
    return var_B / var_A","{'var_A': 6.0, 'var_B': 12.0}",False,
Brenda's mother made 14 cookies for 2 guests. If each of them had the same number of cookies How many did each of them have?,Common-Division,7.0,7,7.0,7.0,Brenda's mother made var_A cookies for var_B guests. If each of them had the same number of cookies How many did each of them have?,"1. Divide the total number of cookies by the number of guests to find out how many cookies each guest had.
2. Ensure that the division results in a whole number since each guest should have the same number of cookies.",var_A // var_B,"def solution(var_A, var_B):
    if var_B == 0:
        return 0
    return var_A // var_B","{'var_A': 14.0, 'var_B': 2.0}",False,
Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left. How many cards does Jeff have now?,Subtraction,265.0,265,265.0,265.0,Nell collects baseball cards. She had var_A cards while Jeff had var_B cards. She gave some of her cards to Jeff and now has var_C cards left. How many cards does Jeff have now?,"1. Subtract the number of cards Nell has left from the number of cards she originally had to find out how many cards she gave to Jeff.
2. Add the number of cards Jeff originally had to the number of cards he received from Nell to find out how many cards Jeff has now.",var_B + (var_A - var_C),"def solution(var_A, var_B, var_C):
    cards_given = var_A - var_C
    return var_B + cards_given","{'var_A': 566.0, 'var_B': 234.0, 'var_C': 535.0}",False,
Rebecca wants to split a collection of eggs into groups of 20. Rebecca has 5 marbles and 12 eggs. How many more eggs does Rebecca have than marbles?,Subtraction,7.0,7,7.0,7.0,Rebecca wants to split a collection of eggs into groups of var_A Rebecca has var_B marbles and var_C eggs. How many more eggs does Rebecca have than marbles?,"1. Identify the number of eggs Rebecca has.
2. Identify the number of marbles Rebecca has.
3. Subtract the number of marbles from the number of eggs to find out how many more eggs Rebecca has than marbles.",var_C - var_B,"def solution(var_A, var_B, var_C):
    eggs = var_C
    marbles = var_B
    return eggs - marbles","{'var_A': 20.0, 'var_B': 5.0, 'var_C': 12.0}",False,
Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies. How many cookies did Paco have left?,Subtraction,12.0,12,12.0,12.0,Paco had var_A cookies. He gave var_B cookies to his friend and ate var_C cookies. How many cookies did Paco have left?,"1. Subtract the number of cookies Paco gave to his friend from the total number of cookies he had.
2. Subtract the number of cookies Paco ate from the remaining cookies after giving some to his friend to find out how many cookies he has left.",var_A - var_B - var_C,"def solution(var_A, var_B, var_C):
    remaining_after_giving = var_A - var_B
    return remaining_after_giving - var_C","{'var_A': 36.0, 'var_B': 14.0, 'var_C': 10.0}",False,
