Question,Type,Correct Answer,Predicted Answer,Predicted Algebraic Answer,Predicted Python Answer,Generated Algebraic Template,Generated Expression,Generated Python Code,Variable Mapping,Error,Error Message
Ed had 2 more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has 19 more marbles than doug. How many marbles did Doug lose?,Subtraction,17.0,-17,-17.0,-17.0,Ed had var_A more marbles than Doug. Doug lost some of his marbles at the playground. Now Ed has var_B more marbles than doug. How many marbles did Doug lose?,var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 2.0, 'var_B': 19.0}",False,
Tiffany was collecting cans for recycling. On monday she had 3 bags of cans. The next day she found 7 more bags of cans and 44 bags of bottles. How many bags of cans did she have altogether?,Addition,10.0,,10.0,54.0,Tiffany was collecting cans for recycling. On monday she had var_A bags of cans. The next day she found var_B more bags of cans and var_C bags of bottles. How many bags of cans did she have altogether?,var_A + var_B,"def solution(var_A, var_B, var_C):
    return var_A + var_B + var_C","{'var_A': 3.0, 'var_B': 7.0, 'var_C': 44.0}",False,
A farmer had 171 tomatoes in his garden. If he picked 134 of them yesterday and 30 today. How many will he have left after today?,Subtraction,7.0,7,7.0,7.0,A farmer had var_A tomatoes in his garden. If he picked var_B of them yesterday and var_C today. How many will he have left after today?,var_A - (var_B + var_C),"def solution(var_A, var_B, var_C):
    return var_A - (var_B + var_C)","{'var_A': 171.0, 'var_B': 134.0, 'var_C': 30.0}",False,
Melissa scored a total of 21 points playing some games. Is she scored 7 points in each game. How many games did she play?,Common-Division,3.0,3,3.0,3.0,Melissa scored a total of var_A points playing some games. Is she scored var_B points in each game. How many games did she play?,var_A / var_B,"def solution(var_A, var_B):
    return var_A // var_B","{'var_A': 21.0, 'var_B': 7.0}",False,
36 children were riding on the bus. At the bus stop 68 children got off the bus while some more got on the bus. Then there were 12 children altogether on the bus. How many more children got off the bus than those that got on?,Subtraction,24.0,,-44.0,44.0,var_A children were riding on the bus. At the bus stop var_B children got off the bus while some more got on the bus. Then there were var_C children altogether on the bus. How many more children got off the bus than those that got on?,(var_A - var_B) - var_C,"def solution(var_A, var_B, var_C):
    return var_B - (var_A - var_C)","{'var_A': 36.0, 'var_B': 68.0, 'var_C': 12.0}",False,
You had 14 bags with equal number of cookies. If you had 28 cookies and 86 candies in total How many bags of cookies do you have?,Common-Division,2.0,,,,You had var_A bags with equal number of cookies. If you had var_B cookies and var_C candies in total How many bags of cookies do you have?,var_A = (var_B + var_C) / number_of_cookies_per_bag,"def solution(var_A, var_B, var_C):
    return var_B // var_A","{'var_A': 14.0, 'var_B': 28.0, 'var_C': 86.0}",True,"must be real number, not NoneType"
Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of 49 g of colors to paint them. If the feathers require 288 g of wax and right now he just needs 260 g How many grams of wax does he already have?,Subtraction,28.0,,,,Next on his checklist is wax to stick the feathers together and colors to paint them. He needs a total of var_A g of colors to paint them. If the feathers require var_B g of wax and right now he just needs var_C g How many grams of wax does he already have?,var_A + var_B - var_C,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 49.0, 'var_B': 288.0, 'var_C': 260.0}",True,"must be real number, not NoneType"
Allan brought 5 balloons and Jake brought 6 balloons to the park. Jake then bought 3 more balloons at the park. How many balloons did Jake bring to the park?,Addition,9.0,9,9.0,9.0,Allan brought var_A balloons and Jake brought var_B balloons to the park. Jake then bought var_C more balloons at the park. How many balloons did Jake bring to the park?,var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_B + var_C","{'var_A': 5.0, 'var_B': 6.0, 'var_C': 3.0}",False,
The cave is 1218 feet deep and they are already at 849 feet. If they are travelling at speed of 17 How much farther until they reach the end of the cave?,Subtraction,369.0,,,,The cave is var_A feet deep and they are already at var_B feet. If they are travelling at speed of var_C How much farther until they reach the end of the cave?,var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 1218.0, 'var_B': 849.0, 'var_C': 17.0}",True,"must be real number, not NoneType"
Jake has 13 fewer peaches and 3 more apples than Steven. Steven has 9 peaches and 8 apples. How many apples does Jake have?,Addition,11.0,11,11.0,11.0,Jake has var_A fewer peaches and var_B more apples than Steven. Steven has var_C peaches and var_D apples. How many apples does Jake have?,var_D + var_B,"def solution(var_A, var_B, var_C, var_D):
    jake_apples = var_D + var_B
    return jake_apples","{'var_A': 13.0, 'var_B': 3.0, 'var_C': 9.0, 'var_D': 8.0}",False,
An industrial machine can make 6 shirts a minute. It worked for 12 minutes yesterday and for 14 shirts today. How many shirts did machine make altogether?,Multiplication,156.0,86,86.0,86.0,An industrial machine can make var_A shirts a minute. It worked for var_B minutes yesterday and for var_C shirts today. How many shirts did machine make altogether?,(var_A * var_B) + var_C,"def solution(var_A, var_B, var_C):
    return (var_A * var_B) + var_C","{'var_A': 6.0, 'var_B': 12.0, 'var_C': 14.0}",False,
Allan brought 3 balloons and 20 balls while Jake brought 5 balloons and 59 balls to the park. How many balloons did Allan and Jake have in the park?,Addition,8.0,,,,Allan brought var_A balloons and var_B balls while Jake brought var_C balloons and var_D balls to the park. How many balloons did Allan and Jake have in the park?,var_A + var_C,"def solution(var_A, var_C):
    return var_A + var_C","{'var_A': 3.0, 'var_B': 20.0, 'var_C': 5.0, 'var_D': 59.0}",True,"must be real number, not NoneType"
"Julia played tag with 9 kids on monday, 7 kids on tuesday and 96 kids on wednesday. How many more kids did she play with on monday than on tuesday?",Subtraction,2.0,,,,"Julia played tag with var_A kids on monday, var_B kids on tuesday and var_C kids on wednesday. How many more kids did she play with on monday than on tuesday?",var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 9.0, 'var_B': 7.0, 'var_C': 96.0}",True,"must be real number, not NoneType"
He then went to see the oranges being harvested. He found out that they harvest 16 sacks per day and that each sack containes 57 oranges. How many days will it take to harvest 80 sacks of oranges?,Common-Division,5.0,5,5.0,5.0,He then went to see the oranges being harvested. He found out that they harvest var_A sacks per day and that each sack containes var_B oranges. How many days will it take to harvest var_C sacks of oranges?,var_C / var_A,"def solution(var_A, var_B, var_C):
    return var_C // var_A","{'var_A': 16.0, 'var_B': 57.0, 'var_C': 80.0}",False,
Jake has 8 fewer peaches and 10 more apples than Steven. Steven has 11 apples and 18 peaches. How many more peaches than apples does Steven have?,Subtraction,7.0,7,7.0,7.0,Jake has var_A fewer peaches and var_B more apples than Steven. Steven has var_C apples and var_D peaches. How many more peaches than apples does Steven have?,var_D - var_C,"def solution(var_A, var_B, var_C, var_D):
    apples_steven = var_C
    peaches_steven = var_D
    return peaches_steven - apples_steven","{'var_A': 8.0, 'var_B': 10.0, 'var_C': 11.0, 'var_D': 18.0}",False,
Lawrence county has 898051 kids. During summer break 629424 kids go to camp and the rest stay home. How many kids stay home?,Subtraction,268627.0,268627,268627.0,268627.0,Lawrence county has var_A kids. During summer break var_B kids go to camp and the rest stay home. How many kids stay home?,var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 898051.0, 'var_B': 629424.0}",False,
Because of the decision Sofia asked 310 students to suggest specific types of food. 185 students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon?,Subtraction,125.0,125,125.0,125.0,Because of the decision Sofia asked var_A students to suggest specific types of food. var_B students suggested adding mashed potatoes while others suggested adding bacon to the menu. How many students suggested bacon?,var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 310.0, 'var_B': 185.0}",False,
"Jack received 4 emails in the morning, 5 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the afternoon and evening?",Addition,13.0,13,13.0,13.0,"Jack received var_A emails in the morning, var_B emails in the afternoon and var_C emails in the evening. How many emails did Jack receive in the afternoon and evening?",var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_B + var_C","{'var_A': 4.0, 'var_B': 5.0, 'var_C': 8.0}",False,
Winter is almost here and most animals are migrating to warmer countries. There are 18 bird families living near the mountain. If 38 bird families flew away to africa and 80 bird families flew away to asia How many bird families flew away for the winter?,Addition,118.0,118,118.0,118.0,Winter is almost here and most animals are migrating to warmer countries. There are var_A bird families living near the mountain. If var_B bird families flew away to africa and var_C bird families flew away to asia How many bird families flew away for the winter?,var_B + var_C,"def solution(var_A, var_B, var_C):
    return var_B + var_C","{'var_A': 18.0, 'var_B': 38.0, 'var_C': 80.0}",False,
Emily is making bead necklaces for her friends. Each necklace takes 8 beads and she has 16 beads. How many necklaces can Emily make?,Common-Division,2.0,2,2.0,2.0,Emily is making bead necklaces for her friends. Each necklace takes var_A beads and she has var_B beads. How many necklaces can Emily make?,var_B // var_A,"def solution(var_A, var_B):
    return var_B // var_A","{'var_A': 8.0, 'var_B': 16.0}",False,
The Ferris wheel in paradise park has 4 seats. If 20 people can ride the wheel at the same time How many people can each seat hold?,Common-Division,5.0,5,5.0,5.0,The Ferris wheel in paradise park has var_A seats. If var_B people can ride the wheel at the same time How many people can each seat hold?,var_B / var_A,"def solution(var_A, var_B):
    return var_B / var_A","{'var_A': 4.0, 'var_B': 20.0}",False,
Debby drinks 6 bottles a day. If she bought a total of 12 water bottles How many days would they last her?,Common-Division,2.0,2,2.0,2.0,Debby drinks var_A bottles a day. If she bought a total of var_B water bottles How many days would they last her?,var_B / var_A,"def solution(var_A, var_B):
    return var_B // var_A","{'var_A': 6.0, 'var_B': 12.0}",False,
Brenda's mother made 14 cookies for 2 guests. If each of them had the same number of cookies How many did each of them have?,Common-Division,7.0,7,7.0,7.0,Brenda's mother made var_A cookies for var_B guests. If each of them had the same number of cookies How many did each of them have?,var_A / var_B,"def solution(var_A, var_B):
    return var_A // var_B","{'var_A': 14.0, 'var_B': 2.0}",False,
Nell collects baseball cards. She had 566 cards while Jeff had 234 cards. She gave some of her cards to Jeff and now has 535 cards left. How many cards does Jeff have now?,Subtraction,265.0,265,265.0,265.0,Nell collects baseball cards. She had var_A cards while Jeff had var_B cards. She gave some of her cards to Jeff and now has var_C cards left. How many cards does Jeff have now?,var_B + (var_A - var_C),"def solution(var_A, var_B, var_C):
    return var_B + (var_A - var_C)","{'var_A': 566.0, 'var_B': 234.0, 'var_C': 535.0}",False,
Rebecca wants to split a collection of eggs into groups of 20. Rebecca has 5 marbles and 12 eggs. How many more eggs does Rebecca have than marbles?,Subtraction,7.0,7,7.0,7.0,Rebecca wants to split a collection of eggs into groups of var_A Rebecca has var_B marbles and var_C eggs. How many more eggs does Rebecca have than marbles?,var_C - var_B,"def solution(var_A, var_B, var_C):
    return var_C - var_B","{'var_A': 20.0, 'var_B': 5.0, 'var_C': 12.0}",False,
Paco had 36 cookies. He gave 14 cookies to his friend and ate 10 cookies. How many cookies did Paco have left?,Subtraction,12.0,12,12.0,12.0,Paco had var_A cookies. He gave var_B cookies to his friend and ate var_C cookies. How many cookies did Paco have left?,var_A - var_B - var_C,"def solution(var_A, var_B, var_C):
    return var_A - var_B - var_C","{'var_A': 36.0, 'var_B': 14.0, 'var_C': 10.0}",False,
Faye was placing her pencils into 14 rows with 11 pencils in each row. How many pencils does she have?,Multiplication,154.0,154,154.0,154.0,Faye was placing her pencils into var_A rows with var_B pencils in each row. How many pencils does she have?,var_A * var_B,"def solution(var_A, var_B):
    return var_A * var_B","{'var_A': 14.0, 'var_B': 11.0}",False,
Jack received 4 emails in the morning and some more in the afternoon. If he received a total of 5 emails in the day How many emails did Jack receive in the afternoon?,Subtraction,1.0,1,1.0,1.0,Jack received var_A emails in the morning and some more in the afternoon. If he received a total of var_B emails in the day How many emails did Jack receive in the afternoon?,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 4.0, 'var_B': 5.0}",False,
Dave had 17 apps on his phone. After adding some he had 18 left. How many apps did he add?,Subtraction,1.0,1,1.0,1.0,Dave had var_A apps on his phone. After adding some he had var_B left. How many apps did he add?,var_B - var_A,"def solution(var_A, var_B):
    return var_B - var_A","{'var_A': 17.0, 'var_B': 18.0}",False,
Jake has 7 fewer peaches than Steven and 9 more peaches than Jill. Steven has 16 peaches. How many peaches does Jake have?,Subtraction,9.0,,9.0,18.0,Jake has var_A fewer peaches than Steven and var_B more peaches than Jill. Steven has var_C peaches. How many peaches does Jake have?,var_C - var_A,"def solution(var_A, var_B, var_C):
    return var_C - var_A + var_B","{'var_A': 7.0, 'var_B': 9.0, 'var_C': 16.0}",False,
Rachel has 3 apple trees. She picked 8 apples from each of her trees. Now the trees have a total 9 apples still on them. How many apples were there on all trees initially?,Addition,33.0,33,33.0,33.0,Rachel has var_A apple trees. She picked var_B apples from each of her trees. Now the trees have a total var_C apples still on them. How many apples were there on all trees initially?,var_A * var_B + var_C,"def solution(var_A, var_B, var_C):
    return (var_A * var_B) + var_C","{'var_A': 3.0, 'var_B': 8.0, 'var_C': 9.0}",False,
"Jack received 3 emails in the morning, 4 emails in the afternoon and 8 emails in the evening. How many emails did Jack receive in the morning and evening?",Addition,11.0,11,11.0,11.0,"Jack received var_A emails in the morning, var_B emails in the afternoon and var_C emails in the evening. How many emails did Jack receive in the morning and evening?",var_A + var_C,"def solution(var_A, var_B, var_C):
    return var_A + var_C","{'var_A': 3.0, 'var_B': 4.0, 'var_C': 8.0}",False,
"6 red peaches, 90 yellow peaches and 16 green peaches are in the basket. How many red and green peaches are in the basket?",Addition,22.0,,,,"var_A red peaches, var_B yellow peaches and var_C green peaches are in the basket. How many red and green peaches are in the basket?",var_A + var_C,"def solution(var_A, var_C):
    return var_A + var_C","{'var_A': 6.0, 'var_B': 90.0, 'var_C': 16.0}",True,"must be real number, not NoneType"
Carol was sending out birthday invitations to her friends. Each package of invitations she bought had 14 invitations in it and she bought 6 packs. Then she bought 11 extra invitations. How many friends can she invite?,Addition,95.0,95,95.0,95.0,Carol was sending out birthday invitations to her friends. Each package of invitations she bought had var_A invitations in it and she bought var_B packs. Then she bought var_C extra invitations. How many friends can she invite?,(var_A * var_B) + var_C,"def solution(var_A, var_B, var_C):
    return (var_A * var_B) + var_C","{'var_A': 14.0, 'var_B': 6.0, 'var_C': 11.0}",False,
Rachel had to complete 5 pages of math homework and 2 pages of reading homework. How many more pages of math homework than reading homework did she have?,Subtraction,3.0,3,3.0,3.0,Rachel had to complete var_A pages of math homework and var_B pages of reading homework. How many more pages of math homework than reading homework did she have?,var_A - var_B,"def solution(var_A, var_B):
    return var_A - var_B","{'var_A': 5.0, 'var_B': 2.0}",False,
Paige raised 16 goldfish and 71 catfish in the pond but stray cats loved eating them. Now she has 2 left. How many goldfish disappeared?,Subtraction,14.0,,14.0,85.0,Paige raised var_A goldfish and var_B catfish in the pond but stray cats loved eating them. Now she has var_C left. How many goldfish disappeared?,var_A - var_C,"def solution(var_A, var_B, var_C):
    return var_A + var_B - var_C","{'var_A': 16.0, 'var_B': 71.0, 'var_C': 2.0}",False,
White t - shirts can be purchased in packages. If mom buys 66 white t - shirts where each package has 3 white t - shirts. How many packages will she have?,Common-Division,22.0,,22.0,22.0,White t - shirts can be purchased in packages. If mom buys var_A white t - shirts where each package has var_B white t - shirts. How many packages will she have?,var_A / var_B,"def solution(var_A, var_B):
    return (var_A + var_B - 1) // var_B","{'var_A': 66.0, 'var_B': 3.0}",False,
The Razorback t-shirt shop makes $ 87 dollars off each t-shirt sold. During the Arkansas game and the Texas tech game they sold a total of 95 t-shirts. If they sold 47 t-shirts during the Arkansas game How much money did they make from selling the t-shirts?,Multiplication,8265.0,8265,8265.0,8265.0,The Razorback t - shirt shop makes $ var_A dollars off each t - shirt sold. During the Arkansas game and the Texas tech game they sold a total of var_B t - shirts. If they sold var_C t - shirts during the Arkansas game How much money did they make from selling the t - shirts?,var_A * var_B,"def solution(var_A, var_B, var_C):
    return var_A * var_B","{'var_A': 87.0, 'var_B': 95.0, 'var_C': 47.0}",False,
